"X 좌표","Y 좌표","대지위치","시군구코드","법정동코드","대지구분코드","번","지","사업장명","관리건축물대장PK","도로명 / 대지위치","연면적 / 대지면적","건축면적","구조코드","기타구조","주용도코드","기타용도","지상층수","지하층수","사용승인일 / 허가일","승용승강기수","비상용승강기수","내진설계적용여부"
"191192.765126137","450328.725623145","서울특별시 마포구 망원동 407-5번지","11440","12300","0","0407","0005","마카롱스테이","1015125562","서울특별시 마포구 망원로2길 30 (망원동) / 서울특별시 마포구 망원동 407-5번지","396.04 / 169.6","101.7","11","연와조","01000","다가구용단독주택(8가구)","3","1","19940624 / 19931228","0","0","0"
"192360.171594156","450088.460960087","서울특별시 마포구 서교동 381-17번지","11440","12000","0","0381","0017","윤스테이","1015119975","서울특별시 마포구 양화로7길 50-5 (서교동) / 서울특별시 마포구 서교동 381-17번지","273.18 / 164.6","82.26","11","연와조","01000","다가구주택","3","1","19901121 / 19900316","0","0","0"
"192887.462839701","451097.458382732","서울특별시 마포구 연남동 504-9번지","11440","12400","0","0504","0009","아띠연남","1015129206","서울특별시 마포구 성미산로 116-7 (연남동) / 서울특별시 마포구 연남동 504-9번지","211.41 / 190.4","106.02","11","연와조","01000","다가구주택","2","0","19740530","0","0","0"
"200701.080976904","451262.498747705","서울특별시 중구 광희동2가 209번지","11140","14600","0","0209","0000","까사데루나","1003110358","서울특별시 중구 장충단로10길 27-2 (광희동2가) / 서울특별시 중구 광희동2가 209번지","179.76 / 114.24","65.98","11","연와조","01000","다가구용단독주택","2","1","19961210 / 19960625","0","0","0"
"201904.796750123","452688.371921448","서울특별시 종로구 숭인동 1134번지","11110","17500","0","1134","0000","THE ONE STAY","1002112977","서울특별시 종로구 보문로1길 15 (숭인동) / 서울특별시 종로구 숭인동 1134번지","28.56 / 0","0","51","목조","01000","주택","1","0","","0","0","0"
"200956.310299027","452674.433431511","서울특별시 종로구 창신동 595-90번지","11110","17400","0","0595","0090","뱀부스테이","1002123333","서울특별시 종로구 창신6길 42-24 (창신동) / 서울특별시 종로구 창신동 595-90번지","40.4 / 0","0","11","세멘벽돌조","01000","주택","2","0","19850305 / 19840505","0","0","0"
"192887.462839701","451097.458382732","서울특별시 마포구 연남동 504-9번지","11440","12400","0","0504","0009","피어나다연남","1015129206","서울특별시 마포구 성미산로 116-7 (연남동) / 서울특별시 마포구 연남동 504-9번지","211.41 / 190.4","106.02","11","연와조","01000","다가구주택","2","0","19740530","0","0","0"
"191192.765126137","450328.725623145","서울특별시 마포구 망원동 407-5번지","11440","12300","0","0407","0005","밍글스","1015125562","서울특별시 마포구 망원로2길 30 (망원동) / 서울특별시 마포구 망원동 407-5번지","396.04 / 169.6","101.7","11","연와조","01000","다가구용단독주택(8가구)","3","1","19940624 / 19931228","0","0","0"
"198269.077223735","450548.665250525","서울특별시 중구 회현동1가 123-2번지","11140","12100","0","0123","0002","남산루프탑","100314073","서울특별시 중구 퇴계로12길 54-3 (회현동1가) / 서울특별시 중구 회현동1가 123-2번지","245.2 / 166.05","81.2","21","철근콘크리트조","01000","주택","3","1","19860721 / 19860331","0","0","0"
"192272.115272381","450718.108152681","서울특별시 마포구 성산동 242-10번지","11440","12500","0","0242","0010","얼바닉 스테이","1015131045","서울특별시 마포구 월드컵북로9길 72 (성산동) / 서울특별시 마포구 성산동 242-10번지","196.52 / 99.5","58.8","11","연와조, 경량철골조","01000","다가구용단독주택(5가구)","3","1","19941011 / 19940708","0","0","0"
"194318.871204521","449770.626459959","서울특별시 마포구 신수동 93-29번지","11440","11100","0","0093","0029","JR 게스트하우스","1015115747","서울특별시 마포구 광성로 35-16 (신수동) / 서울특별시 마포구 신수동 93-29번지","148.7 / 89","53.28","11","연와조","01000","다가구용단독주택(3가구)","2","1","19961008 / 19960510","0","0","0"
"193775.055550299","450434.319196596","서울특별시 마포구 동교동 181-19번지","11440","12100","0","0181","0019","스테이케이","1015122220","서울특별시 마포구 와우산로37길 10 (동교동) / 서울특별시 마포구 동교동 181-19번지","172.1 / 0","60.07","11","연와조","01000","다가구용단독주택(4가구)","2","1","19910801 / 19910427","0","0","0"
"207105.300122846","444990.704569024","서울특별시 송파구 잠실동 223-7번지","11710","10100","0","0223","0007","조이플시티","1025120477","서울특별시 송파구 백제고분로11길 8-24 (잠실동) / 서울특별시 송파구 잠실동 223-7번지","644.01 / 313.7","166.87","21","철근콘크리트조","01000","다가구주택(13가구)","3","1","19951213 / 19950712","0","0","0"
"207105.300122846","444990.704569024","서울특별시 송파구 잠실동 223-7번지","11710","10100","0","0223","0007","마중물","1025120477","서울특별시 송파구 백제고분로11길 8-24 (잠실동) / 서울특별시 송파구 잠실동 223-7번지","644.01 / 313.7","166.87","21","철근콘크리트조","01000","다가구주택(13가구)","3","1","19951213 / 19950712","0","0","0"
"193224.51181369","451190.780452286","서울특별시 마포구 연남동 229-47번지","11440","12400","0","0229","0047","게스트하우스 찬","1015128027","서울특별시 마포구 동교로41길 12 (연남동) / 서울특별시 마포구 연남동 229-47번지","371.28 / 163","96.9","11","연와조","01000","다가구용단독주택(7가구)","3","1","19951229 / 19950814","0","0","0"
"199477.994438703","447934.082882866","서울특별시 용산구 이태원동 131-5번지","11170","13000","0","0131","0005","잠인서울","1004127487","서울특별시 용산구 보광로60길 14-12 (이태원동) / 서울특별시 용산구 이태원동 131-5번지","496.35 / 220","131.78","21","철근콘크리트조","02000","다세대주택","4","0","20020104 / 20010724","0","0","0"
"192987.034987908","451358.963245296","서울특별시 마포구 연남동 246-19번지","11440","12400","0","0246","0019","연남 스테이션","1015128285","서울특별시 마포구 성미산로23길 16-5 (연남동) / 서울특별시 마포구 연남동 246-19번지","412.5 / 269.8","157.79","21","철근콘크리트구조,연와조","01000","근린생활시설, 다가구주택","3","1","19740628","0","0","0"
"200500.064657773","453008.945759991","서울특별시 종로구 동숭동 201-33번지","11110","16800","0","0201","0033","윌스테이 대학로","1002117454","서울특별시 종로구 낙산3길 27 (동숭동) / 서울특별시 종로구 동숭동 201-33번지","189.82 / 92.6","55.08","11","철근콘크리트조","01000","다가구용 단독주택","2","2","19981203 / 19980320","0","0","0"
"192464.738854728","450157.414768878","서울특별시 마포구 서교동 482-6번지","11440","12000","0","0482","0006","블루 게스트하우스","1015121188","서울특별시 마포구 월드컵로8길 57 (서교동) / 서울특별시 마포구 서교동 482-6번지","714.39 / 283.6","166.23","21","철근콘크리트조","01000","다가구용단독주택(8가구), 근린생활시설","4","1","19971226 / 19970610","0","0","0"
"200729.571240392","451305.425653855","서울특별시 중구 광희동2가 188번지","11140","14600","0","0188","0000","하하스테이","1003110328","서울특별시 중구 퇴계로 336-7 (광희동2가) / 서울특별시 중구 광희동2가 188번지","299.66 / 168.32","86.96","21","철근콘크리트조","01000","근린생활시설, 다가구용단독주택","3","1","19960822 / 19960215","0","0","0"
"192987.034987908","451358.963245296","서울특별시 마포구 연남동 246-19번지","11440","12400","0","0246","0019","연남 스테이션 2","1015128285","서울특별시 마포구 성미산로23길 16-5 (연남동) / 서울특별시 마포구 연남동 246-19번지","412.5 / 269.8","157.79","21","철근콘크리트구조,연와조","01000","근린생활시설, 다가구주택","3","1","19740628","0","0","0"
"196368.359714043","449555.530450623","서울특별시 마포구 공덕동 111-385번지","11440","10200","0","0111","0385","스테이인공덕엠","101516535","서울특별시 마포구 만리재로6길 3-16 (공덕동) / 서울특별시 마포구 공덕동 111-385번지","181.68 / 76.66","50.83","11","조적조","01000","다가구주택, 제2종근린생활시설","3","1","19970628 / 19970115","0","0","0"
"194622.942733002","449465.977942862","서울특별시 마포구 대흥동 324-4번지","11440","10800","0","0324","0004","플러스 스테이","1015111778","서울특별시 마포구 광성로6길 62 (대흥동) / 서울특별시 마포구 대흥동 324-4번지","449.14 / 174.5","104.42","21","R.C조, 연와조","01000","다가구용단독주택, 근린생활시설","3","1","19970613 / 19961021","0","0","0"
"192589.04668705","450413.404753125","서울특별시 마포구 서교동 460-39번지","11440","12000","0","0460","0039","마루 서교","1015120813","서울특별시 마포구 동교로17안길 13-7 (서교동) / 서울특별시 마포구 서교동 460-39번지","133.15 / 0","72.69","11","연와조","01000","주택","2","1","19711116","0","0","0"
"191856.580372434","450194.916461351","서울특별시 마포구 망원동 384-36번지","11440","12300","0","0384","0036","더플래닛","1015126993","서울특별시 마포구 월드컵로11길 41-6 (망원동) / 서울특별시 마포구 망원동 384-36번지","449.18 / 236","132.22","11","철근콘크리트조(지층,1층), 조적조(2,3층)","02000","공동주택(다세대주택8세대)","3","1","19941012 / 19921221","0","0","0"
"191669.108975672","451205.513031296","서울특별시 마포구 성산동 277-18번지","11440","12500","0","0277","0018","MW STAY","1015131404","서울특별시 마포구 성산로2길 21-35 (성산동) / 서울특별시 마포구 성산동 277-18번지","306.3 / 144.1","86.11","11","연와조","01000","다가구용단독주택(6가구)","3","1","19920929 / 19920518","0","0","0"
"200667.61437853","451313.423226558","서울특별시 중구 광희동2가 247-1번지","11140","14600","0","0247","0001","스테이오얏","1003110409","서울특별시 중구 퇴계로64길 2 (광희동2가) / 서울특별시 중구 광희동2가 247-1번지","179.89 / 125.1","73.58","11","연와조","01000","다가구용단독주택","3","0","19940630 / 19940408","0","0","0"
"193080.335520655","449362.012754843","서울특별시 마포구 상수동 333-26번지","11440","11500","0","0333","0026","스테이 상수","1015118283","서울특별시 마포구 와우산로3안길 6 (상수동) / 서울특별시 마포구 상수동 333-26번지","283.65 / 155","92.82","11","연와조,경량철골조","01000","다가구용단독주택(6가구)","3","1","19940628 / 19921229","0","0","0"
"198755.880939386","453283.983404406","서울특별시 종로구 계동 63-2번지","11110","14800","0","0063","0002","북촌 계동별채","1002113853","서울특별시 종로구 계동길 103-1 (계동) / 서울특별시 종로구 계동 63-2번지","299.26 / 110.08","63.03","21","철근콘크리트조","04000","근린생활시설","4","1","19981202 / 19960227","0","0","0"
"193293.799332592","451133.632847867","서울특별시 마포구 연남동 228-38번지","11440","12400","0","0228","0038","란 스테이","1015127977","서울특별시 마포구 동교로 256-6 (연남동) / 서울특별시 마포구 연남동 228-38번지","63.77 / 0","63.77","11","연와조","01000","주택","1","0","19701110","0","0","0"
"192971.079292622","451153.115324343","서울특별시 마포구 연남동 509-10번지","11440","12400","0","0509","0010","포레스트 그린","1015129240","서울특별시 마포구 성미산로 126-7 (연남동) / 서울특별시 마포구 연남동 509-10번지","217.4 / 121.16","72.65","11","연와조","01000","주택, 근린생활시설","2","1","19921229 / 19920722","0","0","0"
"193159.700100446","451083.442537143","서울특별시 마포구 연남동 257-16번지","11440","12400","0","0257","0016","La Lune","10151100194113","서울특별시 마포구 성미산로26길 42 (연남동) / 서울특별시 마포구 연남동 257-16번지","474.76 / 238","139.59","21","철근콘크리트구조","02000","다세대주택","5","0","20100820 / 20100408","0","0","1"
"193507.894537629","449997.197934868","서울특별시 마포구 창전동 6-72번지","11440","11400","0","0006","0072","홍시하우스","1015117020","서울특별시 마포구 와우산로24길 43-5 (창전동) / 서울특별시 마포구 창전동 6-72번지","623.24 / 298.06","170.72","21","R.C조","01000","다가구용단독주택(7가구)","3","1","19980117 / 19961206","0","0","0"
"192891.294644227","450073.154872607","서울특별시 마포구 서교동 370-24번지","11440","12000","0","0370","0024","에덴2","1015119784","서울특별시 마포구 홍익로5안길 50 (서교동) / 서울특별시 마포구 서교동 370-24번지","416.52 / 182.25","108.72","11","철근콘크리트조, 연와조(2,3층)","01000","근린생활시설, 다가구주택","3","1","19950123 / 19941014","0","0","0"
"201135.667929125","450935.243978676","서울특별시 중구 신당동 296-4번지","11140","16200","0","0296","0004","디디피 스테이","10031100192348","서울특별시 중구 다산로29길 5-1 (신당동) / 서울특별시 중구 신당동 296-4번지","373.68 / 182.42","90.76","21","철근콘크리트구조","02000","공동주택","5","1","20081216 / 20080623","0","0","1"
"199900.518328267","452222.038309339","서울특별시 종로구 연지동 211번지","11110","16000","0","0211","0000","킹하우스","1002120074","서울특별시 종로구 종로31가길 3 (연지동) / 서울특별시 종로구 연지동 211번지","142.14 / 0","0","11","연와조","01000","주택, 근린생활시설","2","0","19591030","0","0","0"
"193713.330438911","450322.961262428","서울특별시 마포구 서교동 327-27번지","11440","12000","0","0327","0027","프라이빗 하우스","1015118944","서울특별시 마포구 와우산로29길 4-36 (서교동) / 서울특별시 마포구 서교동 327-27번지","238.27 / 130.2","62.89","11","연와조, 경량철골구조, 강파이프구조(조립식판넬조)","04000","근린생활시설, 단독주택","3","1","19900720 / 19900310","0","0","0"
"200454.989074183","453199.318069088","서울특별시 종로구 동숭동 129-73번지","11110","16800","0","0129","0073","Leafful House","1002125951","서울특별시 종로구 낙산1길 22-3 (동숭동) / 서울특별시 종로구 동숭동 129-73번지","119.4 / 85.9","48.84","21","연와조, 철근콘크리트조","01000","다가구주택","2","1","19960823 / 19960306","0","0","0"
"199171.229787558","447944.799089754","서울특별시 용산구 이태원동 64-28번지","11170","13000","0","0064","0028","이지하우스","1004127321","서울특별시 용산구 이태원로16길 15-3 (이태원동) / 서울특별시 용산구 이태원동 64-28번지","436.16 / 206.93","122.11","21","철근콘크리트조","02000","다세대주택","4","0","20020225 / 20010724","0","0","0"
"200482.469446508","452641.67010501","서울특별시 종로구 충신동 5-51번지","11110","16700","0","0005","0051","지음 스테이","1002113578","서울특별시 종로구 율곡로23길 32 (충신동) / 서울특별시 종로구 충신동 5-51번지","16.53 / 0","0","51","목조","01000","주택","1","0","","0","0","0"
"194010.314291867","450144.73681808","서울특별시 마포구 창전동 1-9번지","11440","11400","0","0001","0009","나리스테이 창전","1015116868","서울특별시 마포구 서강로13길 11 (창전동) / 서울특별시 마포구 창전동 1-9번지","122.76 / 63","43.51","11","연와조","01000","다가구용단독주택(3가구)","2","1","19930730 / 19930302","0","0","0"
"192238.381164371","450012.338120395","서울특별시 마포구 서교동 384-21번지","11440","12000","0","0384","0021","스텔라","1015121402","서울특별시 마포구 동교로12길 43 (서교동) / 서울특별시 마포구 서교동 384-21번지","506.92 / 156.7","91.89","21","철근콘크리트구조","02000","다세대주택및제2종근린생활시설","5","1","20030410 / 20000608","0","0","0"
"191269.373196931","450637.146474962","서울특별시 마포구 망원동 428-23번지","11440","12300","0","0428","0023","다나 하우스","1015126076","서울특별시 마포구 월드컵로29길 87-11 (망원동) / 서울특별시 마포구 망원동 428-23번지","315.68 / 188.1","111.56","11","연와조","01000","다가구용단독주택(5가구)","2","1","19940914 / 19930210","0","0","0"
"193080.335520655","449362.012754843","서울특별시 마포구 상수동 333-26번지","11440","11500","0","0333","0026","온 스테이","1015118283","서울특별시 마포구 와우산로3안길 6 (상수동) / 서울특별시 마포구 상수동 333-26번지","283.65 / 155","92.82","11","연와조,경량철골조","01000","다가구용단독주택(6가구)","3","1","19940628 / 19921229","0","0","0"
"193937.77039271","450347.677155592","서울특별시 마포구 동교동 186-33번지","11440","12100","0","0186","0033","루비 스테이","1015122284","서울특별시 마포구 신촌로10길 29 (동교동) / 서울특별시 마포구 동교동 186-33번지","218.11 / 88.19","51.89","21","철근콘크리트조, 조적조(3층.4층)","01000","근린생활시설, 다가구주택(4가구)","4","1","19941001 / 19921106","0","0","0"
"192457.765226637","451281.825142084","서울특별시 마포구 성산동 20-13번지","11440","12500","0","0020","0013","JY House 2","1015129947","서울특별시 마포구 월드컵북로12길 62 (성산동) / 서울특별시 마포구 성산동 20-13번지","461.99 / 217.9","122.89","21","철근콘크리트조","01000","다가구용단독주택(4가구)","3","1","19941221 / 19940721","0","0","0"
"193528.674112431","450579.823075904","서울특별시 마포구 동교동 176-15번지","11440","12100","0","0176","0015","엠케이해피하우스","1015122118","서울특별시 마포구 신촌로2안길 8 (동교동) / 서울특별시 마포구 동교동 176-15번지","381.36 / 170.2","102.09","11","R.C조(지층.1층), 연와조(2층.3층)","01000","다가구용단독주택(8가구)","3","1","19940622 / 19940225","0","0","0"
"192580.181723747","451243.766084995","서울특별시 마포구 성산동 617-1번지","11440","12500","0","0617","0001","소프트서울1","1015131670","서울특별시 마포구 성미산로13길 58 (성산동) / 서울특별시 마포구 성산동 617-1번지","163.99 / 152","90.52","11","연와조","01000","다가구주택(3가구)","2","0","19730630","0","0","0"
"192350.383488499","450253.621665153","서울특별시 마포구 서교동 481-9번지","11440","12000","0","0481","0009","슬로우시네마 홍대","1015121174","서울특별시 마포구 동교로 110 (서교동) / 서울특별시 마포구 서교동 481-9번지","207.27 / 192.4","99.63","11","연와조","01000","단독주택","2","1","19720630","0","0","0"
"192975.090983641","451349.557036664","서울특별시 마포구 연남동 246-31번지","11440","12400","0","0246","0031","익스테이 맨션 연남","10151100288923","서울특별시 마포구 성미산로23길 20 (연남동) / 서울특별시 마포구 연남동 246-31번지","565.22 / 217.5","129.75","21","철근콘크리트구조","04000","근린생활시설, 다가구주택","5","1","20220802 / 20210604","1","0","1"
"193528.674112431","450579.823075904","서울특별시 마포구 동교동 176-15번지","11440","12100","0","0176","0015","KHC스테이","1015122118","서울특별시 마포구 신촌로2안길 8 (동교동) / 서울특별시 마포구 동교동 176-15번지","381.36 / 170.2","102.09","11","R.C조(지층.1층), 연와조(2층.3층)","01000","다가구용단독주택(8가구)","3","1","19940622 / 19940225","0","0","0"
"197065.349004477","450552.596392324","서울특별시 중구 중림동 331-22번지","11140","17100","0","0331","0022","만리재 레지던스","10031100226417","서울특별시 중구 만리재로35길 47-3 (중림동) / 서울특별시 중구 중림동 331-22번지","159.01 / 97.05","54.24","21","철근콘크리트구조","01000","다가구주택,근린생활시설","4","0","20170512 / 20160628","0","0","1"
"199751.758923427","447571.635352205","서울특별시 용산구 보광동 240-2번지","11170","13600","0","0240","0002","로스트 인 이태원","1004119902","서울특별시 용산구 우사단로2길 24 (보광동) / 서울특별시 용산구 보광동 240-2번지","472.29 / 168","98.8","21","철근콘크리트조","01000","근린생활시설, 단독주택","4","1","19960924 / 19950202","0","0","0"
"193623.251872633","450097.27392732","서울특별시 마포구 창전동 6-105번지","11440","11400","0","0006","0105","유유당","10151100279843","서울특별시 마포구 와우산로26길 58 (창전동) / 서울특별시 마포구 창전동 6-105번지","998.76 / 439.2","220.66","21","철근콘크리트구조","02000","다세대주택(16세대), 근린생활시설","5","1","20211008 / 20190408","1","0","1"
"198641.196991587","450558.905055522","서울특별시 중구 남산동2가 49-48번지","11140","12900","0","0049","0048","레이지룸 101","100315722","서울특별시 중구 퇴계로20나길 41 (남산동2가) / 서울특별시 중구 남산동2가 49-48번지","299.16 / 138","82.7","21","철근콘크리트조","01000","다가구용 단독주택","3","1","19961227 / 19960426","0","0","0"
"196129.422436347","448934.371763181","서울특별시 마포구 신공덕동 139-29번지","11440","10300","0","0139","0029","데이오프모드홈","1000000000000002175807","서울특별시 마포구 임정로15길 23-10 (신공덕동) / 서울특별시 마포구 신공덕동 139-29번지","235.51 / 112","66.48","21","철근콘크리트구조","01000","다가구주택","4","1","20230728 / 20220523","1","0","1"
"192994.187964894","450968.698428189","서울특별시 마포구 연남동 566-30번지","11440","12400","0","0566","0030","바닐라하우스","1015129824","서울특별시 마포구 연남로3길 21 (연남동) / 서울특별시 마포구 연남동 566-30번지","330.57 / 135.5","81","21","철근콘크리트조","02000","공동주택","4","1","19980625 / 19971204","0","0","0"
"191649.806828626","450746.941699891","서울특별시 마포구 망원동 479-91번지","11440","12300","0","0479","0091","체리하우스","1015126804","서울특별시 마포구 망원로11길 29 (망원동) / 서울특별시 마포구 망원동 479-91번지","901.41 / 404.1","214.15","21","철근콘크리트조, 경량철골조","04000","제2종근린생활시설, 다가구주택","4","1","19810824","0","0","0"
"193466.082112196","450465.336226181","서울특별시 마포구 서교동 330-21번지","11440","12000","0","0330","0021","스테이 이브","1015119018","서울특별시 마포구 와우산로35길 71 (서교동) / 서울특별시 마포구 서교동 330-21번지","137.56 / 71.4","49.29","21","철근콘크리트조(1층-2층), 연와조(3층)","01000","근린생활시설,다가구용 단독주택(1가구)","3","0","19971106 / 19960221","0","0","0"
"192899.661153887","449646.520962462","서울특별시 마포구 서교동 403-9번지","11440","12000","0","0403","0009","어울림","1015120381","서울특별시 마포구 어울마당로 43 (서교동) / 서울특별시 마포구 서교동 403-9번지","361.97 / 152.1","75.54","21","철근콘크리트조, 연와조","04000","근린생활시설, 주택","4","1","19921207","0","0","0"
"200320.173045232","452503.666853447","서울특별시 종로구 충신동 133-2번지","11110","16700","0","0133","0002","매니스테이(Manny stay)","1002128548","서울특별시 종로구 율곡로20길 19-9 (충신동) / 서울특별시 종로구 충신동 133-2번지","99.33 / 59.5","41.53","11","조적조","01000","다가구주택(2가구)","3","0","20000707","0","0","0"
"193928.258462166","450167.918288479","서울특별시 마포구 창전동 2-49번지","11440","11400","0","0002","0049","알로하하우스_퍼플","1015116903","서울특별시 마포구 서강로11길 27-1 (창전동) / 서울특별시 마포구 창전동 2-49번지","211.14 / 0","0","11","조적조(연와)","01000","다가구용단독주택(6가구)","2","1","19911107 / 19890601","0","0","0"
"208101.902749393","444679.339166295","서울특별시 송파구 삼전동 99-3번지","11710","10600","0","0099","0003","라이프스테이 송파","102516625","서울특별시 송파구 백제고분로27길 11-9 (삼전동) / 서울특별시 송파구 삼전동 99-3번지","467.07 / 198.4","118.57","21","철근콘크리트조","01000","다가구주택(7가구)","3","1","19980115 / 19960704","0","0","0"
"193628.058187856","450282.827330167","서울특별시 마포구 서교동 336-3번지","11440","12000","0","0336","0003","one way house 2","1015119178","서울특별시 마포구 와우산로29길 17 (서교동) / 서울특별시 마포구 서교동 336-3번지","292.61 / 146.1","86.72","11","연와조","01000","근린생활시설, 다가구용단독주택(3가구)","3","1","19931211 / 19930707","0","0","0"
"192031.892451124","449818.712052601","서울특별시 마포구 합정동 389-22번지","11440","12200","0","0389","0022","스테이 헤리티지 합정","1015123462","서울특별시 마포구 월드컵로5길 33-24 (합정동) / 서울특별시 마포구 합정동 389-22번지","659.52 / 337.2","201.84","11","연와조","01000","다가구용단독주택(13가구)","3","1","19960527 / 19951108","0","0","0"
"193690.490768613","450338.513213772","서울특별시 마포구 서교동 327-2번지","11440","12000","0","0327","0002","4U's","1015121281","서울특별시 마포구 와우산로33길 17 (서교동) / 서울특별시 마포구 서교동 327-2번지","536.8 / 198","117.92","21","철근콘크리트조(지-3층), 연와조(4층)","02000","공동주택(9세대)","4","1","19930917 / 19930406","0","0","0"
"191466.390387838","450916.555727685","서울특별시 마포구 망원동 476-17번지","11440","12300","0","0476","0017","헬로 스트레엔젤","1015126719","서울특별시 마포구 방울내로 80 (망원동) / 서울특별시 마포구 망원동 476-17번지","281.62 / 124","61.77","11","철근콘크리트조, 연와조","01000","근린생활시설, 주택","4","1","19870930 / 19870417","0","0","0"
"195391.967684184","448571.219199147","서울특별시 마포구 도화동 265-2번지","11440","10400","0","0265","0002","칼로달","101519339","서울특별시 마포구 삼개로1길 19 (도화동) / 서울특별시 마포구 도화동 265-2번지","119.5 / 71","47.82","11","연와조","01000","다가구용단독주택(3가구)","2","1","19980207 / 19960918","0","0","0"
"192788.109148579","450963.670362152","서울특별시 마포구 연남동 493-22번지","11440","12400","0","0493","0022","시와 하우스","1015129186","서울특별시 마포구 연남로5길 56 (연남동) / 서울특별시 마포구 연남동 493-22번지","249.48 / 0","62.37","11","연와조","01000","다가구용단독주택","3","1","19910830 / 19910420","0","0","0"
"191242.14546613","450887.731254009","서울특별시 마포구 망원동 436-5번지","11440","12300","0","0436","0005","Mapo;rest Stay","1015126225","서울특별시 마포구 방울내로 57-14 (망원동) / 서울특별시 마포구 망원동 436-5번지","419.82 / 207.3","123.62","11","연와조","01000","다가구용단독주택(7가구)","3","1","19961226 / 19960823","0","0","0"
"191493.68950132","450455.248830234","서울특별시 마포구 망원동 415-35번지","11440","12300","0","0415","0035","우리 함께 즐겨요 서울 스테이 2","1015125785","서울특별시 마포구 희우정로20길 77 (망원동) / 서울특별시 마포구 망원동 415-35번지","227.14 / 0","62.32","11","철근콘크리트조, 연와조","01000","근린생활시설, 주택","3","1","19840400 / 19831209","0","0","0"
"197058.601019868","450578.951421273","서울특별시 중구 중림동 331-3번지","11140","17100","0","0331","0003","서울로 스테이","1003125088","서울특별시 중구 만리재로35길 47-8 (중림동) / 서울특별시 중구 중림동 331-3번지","249.73 / 0","0","11","연와조","01000","주택","3","0","19901120 / 19900424","0","0","0"
"198766.462643758","450924.827464398","서울특별시 중구 남산동3가 13-33번지","11140","13000","0","0013","0033","스테이인명동","100315766","서울특별시 중구 퇴계로24길 2-5 (남산동3가) / 서울특별시 중구 남산동3가 13-33번지","69.25 / 0","0","51","목조","01000","주택","2","0","","0","0","0"
"201858.060164055","452707.528967173","서울특별시 종로구 숭인동 759번지","11110","17500","0","0759","0000","칠링스테이 종로","10021968","서울특별시 종로구 숭인동길 35 (숭인동) / 서울특별시 종로구 숭인동 759번지","628.37 / 0","0","21","철근콘크리트조","04000","근린생활시설, 주택","3","1","19810721","0","0","0"
"197724.797752312","449709.35934619","서울특별시 용산구 후암동 123-30번지","11170","10100","0","0123","0030","서울환대","1004124224","서울특별시 용산구 한강대로102길 51-8 (후암동) / 서울특별시 용산구 후암동 123-30번지","254.06 / 254.45","117.08","21","철근콘크리트조","01000","단독주택","2","1","20000712 / 19991227","0","0","0"
"201364.824499615","452741.357943236","서울특별시 종로구 숭인동 56-59번지","11110","17500","0","0056","0059","스콧스테이","1002117717","서울특별시 종로구 지봉로12길 12 (숭인동) / 서울특별시 종로구 숭인동 56-59번지","1105.84 / 355.7","199.44","21","철근콘크리트조, 연와조","04000","근린생활시설, 주택","4","2","19850207 / 19940103","0","0","0"
"207839.57751467","444350.34065905","서울특별시 송파구 삼전동 42-4번지","11710","10600","0","0042","0004","부의유전자","1025120334","서울특별시 송파구 삼전로4길 30 (삼전동) / 서울특별시 송파구 삼전동 42-4번지","424.37 / 178.2","106.32","21","철근콘크리트구조","02000","공동주택","5","0","20040617 / 20030524","0","0","0"
"193928.258462166","450167.918288479","서울특별시 마포구 창전동 2-49번지","11440","11400","0","0002","0049","알로하하우스_블루","1015116903","서울특별시 마포구 서강로11길 27-1 (창전동) / 서울특별시 마포구 창전동 2-49번지","211.14 / 0","0","11","조적조(연와)","01000","다가구용단독주택(6가구)","2","1","19911107 / 19890601","0","0","0"
"197023.201326258","453104.807472183","서울특별시 종로구 누상동 83-4번지","11110","10900","0","0083","0004","소화맨션","1002117250","서울특별시 종로구 옥인2길 17-4 (누상동) / 서울특별시 종로구 누상동 83-4번지","355.65 / 131.9","74.28","21","철근콘크리트조","02000","다세대주택","4","1","20010521 / 19991008","0","0","0"
"193928.258462166","450167.918288479","서울특별시 마포구 창전동 2-49번지","11440","11400","0","0002","0049","알로하하우스_화이트","1015116903","서울특별시 마포구 서강로11길 27-1 (창전동) / 서울특별시 마포구 창전동 2-49번지","211.14 / 0","0","11","조적조(연와)","01000","다가구용단독주택(6가구)","2","1","19911107 / 19890601","0","0","0"
"192836.995465578","451325.184828112","서울특별시 마포구 연남동 366-7번지","11440","12400","0","0366","0007","로프트 무아","1015128503","서울특별시 마포구 연남로7길 8 (연남동) / 서울특별시 마포구 연남동 366-7번지","169.2 / 0","56.4","11","연와조","01000","다가구용단독주택","2","1","19911008 / 19910307","0","0","0"
"193795.178351887","450473.646526543","서울특별시 마포구 동교동 181-1번지","11440","12100","0","0181","0001","클라우스하우스3","1015122591","서울특별시 마포구 신촌로8길 14 (동교동) / 서울특별시 마포구 동교동 181-1번지","214.38 / 0","71.46","11","연와조","02000","다세대주택","2","1","19901206 / 19900630","0","0","0"
"204671.695","444478.895","서울특별시 강남구 대치동 900-42번지","11680","10600","0","0900","0042","온유 스테이 Ⅲ","1024115311","서울특별시 강남구 선릉로82길 40-14 (대치동) / 서울특별시 강남구 대치동 900-42번지","672.56 / 240","143.96","21","철근콘크리트구조","02000","공동주택(다세대 주택), 근린생활시설","5","0","20040408 / 20030823","1","0","0"
