소방위험도_점수,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,최근접_소화용수_거리등급,총층수,연면적,cluster_label,최종위험점수_new,PC1,PC2
0.4244,13,7.7,0.228057566,0.4218,0.85,2,4,3.784189634,고위험군,42.93021176,-0.6876947997537991,-1.7649406466527358
0.0688,11,63.6,0.519875459,0.1222,0.12,2,7,4.110873864,저위험군,21.12490948,-1.1704473061109295,-0.24085044352963142
0.0652,2,50.0,0.751987681,0.4077,1.0,1,3,4.290459441,고위험군,37.02913524,0.2836853114466865,-0.8596670536544208
0.5682,8,37.5,0.362292936,0.413,0.7,1,4,3.583518938,고위험군,37.13179658,-0.14621395410436314,-1.319262835565161
0.4735,32,90.6,0.977956278,0.138,0.85,2,3,4.262679877,중위험군,39.64028168,0.8990443209452519,-0.13351354206774288
0.2774,34,82.4,0.849396497,0.4183,1.0,0,3,3.583518938,고위험군,35.95046545,2.335357250956294,-0.1831816519561437
0.412,0,0.0,0.336472237,0.1079,0.18,2,5,3.433987204,저위험군,21.12409776,-2.2704491703753145,-1.2824391990724193
0.4643,0,0.0,0.0,0.4165,0.18,2,3,3.295836866,저위험군,32.32957744,-1.9171929040787354,-2.3360606830371737
0.5392,15,73.3,0.171332435,0.4623,0.35,1,1,3.135494216,고위험군,36.33522867,0.3966670552746461,-1.6079312813821016
0.4735,16,100.0,1.568615918,0.4483,1.0,1,2,5.105945474,고위험군,48.9170731,1.5060912938932416,-0.28278006227039293
0.4336,21,95.2,0.813291492,0.4218,1.0,0,3,3.951243719,고위험군,38.24298657,1.982008960648413,-0.21532587168771847
0.4275,30,93.3,1.377636298,0.42,0.55,0,3,3.761200116,고위험군,33.12758394,1.9242411306520495,-0.10052569151058623
0.2894,30,96.7,0.600610928,0.1337,0.85,1,4,4.510859507,중위험군,30.67167391,1.22602766842892,0.4435768989222099
0.4977,6,0.0,0.027779564,0.42,0.18,2,3,3.433987204,저위험군,33.17195657,-1.7332486106228042,-2.236437784082273
0.3257,0,0.0,0.009174376,0.1337,0.55,2,2,4.189654742,저위험군,26.90119131,-1.8736318511903896,-1.3697400020254158
0.4795,25,92.0,0.604047186,0.1451,0.7,1,5,4.753590191,중위험군,31.40623758,0.7244193743129559,0.40590015582718225
0.5908,26,69.2,0.28357529,0.1293,0.35,1,5,4.276666119,저위험군,24.61012158,0.018137941872205687,0.012213121468539315
0.5127,18,83.3,2.234848977,0.4165,0.7,1,4,3.465735903,고위험군,43.26717579,1.2874034586879384,-0.5277092178013107
0.251,17,88.2,5.071595994,0.4148,0.55,2,3,3.912023005,고위험군,51.36775224,1.4168699814933314,-0.14887870582069512
0.6182,2,50.0,0.0,0.413,0.18,2,4,4.025351691,저위험군,36.08140022,-1.3640657031765677,-1.7317664329866556
0.2337,18,94.4,0.492476485,0.115,0.7,1,5,4.682131227,중위험군,25.96261061,0.5240701418140985,0.4542381363303044
0.5653,24,100.0,0.894413824,0.42,1.0,1,3,5.347107531,고위험군,46.52101063,1.482133326418607,-0.13909509157632008
0.5795,29,96.6,1.517466415,0.1122,1.0,1,4,4.795790546,중위험군,36.52224377,1.4520597367436787,0.6841852310237391
0.5567,6,33.3,1.569298745,0.1308,0.7,1,4,4.454347296,중위험군,30.62687923,-0.4124017189021362,-0.1479230279411523
0.341,7,85.7,1.774551897,0.4236,0.7,1,3,5.365976015,고위험군,41.37424595,0.6492125344321942,-0.1885521232781986
0.3349,13,61.5,1.008842289,0.4183,0.85,0,4,3.526360525,고위험군,33.64194634,1.1770174832428286,-0.49420708139377906
0.378,0,0.0,0.78845736,0.4148,1.0,2,3,3.583518938,고위험군,44.75259797,-0.8503245150298712,-1.9431490384484311
0.3935,19,73.7,0.606851367,0.413,1.0,2,4,4.248495242,고위험군,47.89912384,0.5864718886181584,-1.0037013887791089
0.5823,32,93.8,0.989593551,0.1337,0.35,0,6,4.615120517,저위험군,21.79772496,1.0822271865673334,0.9805445597637807
0.3687,30,96.7,0.817084082,0.413,0.85,2,4,3.828641396,고위험군,46.99570763,1.2159908298002333,-0.8238654655358215
0.2656,12,50.0,0.144934025,0.42,0.7,1,3,3.713572067,고위험군,34.4013166,0.19856233908714935,-1.194280744079878
0.2056,6,16.7,0.526093096,0.4183,0.12,2,3,4.234106505,저위험군,31.17556579,-1.5142625899787638,-1.6657172405747391
0.3165,5,20.0,0.018182319,0.1251,0.45,1,4,4.477336814,저위험군,19.74164375,-1.2335124343751633,-0.5032367715281577
0.5653,24,79.2,0.14615628,0.1394,1.0,1,5,4.343805422,중위험군,34.29737212,0.7756703546514607,0.10040704464698125
0.4275,29,96.6,0.799491464,0.1022,0.85,0,5,3.871201011,중위험군,23.87726737,1.676213447743732,0.7880014437199622
0.1384,3,66.7,0.839750655,0.1308,0.7,2,3,5.010635294,중위험군,31.75813991,-0.639995420560357,-0.2960306399987842
0.228,20,80.0,0.680440529,0.1351,1.0,1,5,3.988984047,중위험군,31.37293487,0.8978418526529485,0.19944095266232673
0.4856,22,90.9,0.463837114,0.4483,1.0,2,2,4.672828834,고위험군,51.96116342,0.9297727652190219,-1.0542517682550152
0.0938,3,0.0,0.208901195,0.42,0.04,2,4,4.418840608,저위험군,27.54153734,-2.050514119176619,-1.7007710204988364
0.5624,11,54.5,1.288125769,0.4183,0.7,0,3,3.891820298,고위험군,34.52397117,0.8615547099195867,-0.5741915566553748
0.5127,10,80.0,0.722247197,0.1022,0.35,0,7,3.850147602,저위험군,16.62925958,0.14467954268545166,0.5249089575563098
0.2481,4,0.0,0.100083459,0.4218,0.7,2,5,4.8978398,고위험군,38.54095663,-1.460243942678616,-1.4610151874863302
0.4089,12,91.7,0.366305837,0.1394,0.55,2,3,3.988984047,중위험군,32.95278994,-0.17753262435391506,-0.5969901870726156
0.6925,57,96.5,1.767981739,0.4165,1.0,0,4,3.761200116,고위험군,43.64437207,3.357407567566409,0.37364018283468403
0.4275,33,100.0,1.125109956,0.4095,0.45,1,6,3.688879454,고위험군,36.68380238,1.3600088352949893,-0.2247719134820771
0.2715,12,66.7,0.805979711,0.413,0.7,2,3,3.891820298,고위험군,42.29732735,0.09715996383327126,-1.275128423819799
0.2715,47,80.9,0.74825094,0.4483,1.0,1,3,3.663561646,고위험군,43.98004607,2.2975472237909207,-0.5073922505609355
0.3074,4,75.0,0.999011572,0.1337,0.45,2,3,3.850147602,저위험군,30.64633672,-0.59300747705584,-0.6597760270776183
0.1658,6,33.3,0.550046337,0.4183,0.7,1,3,4.945847853,고위험군,33.8457349,-0.2920885802676126,-0.851624688375643
0.5334,47,59.6,1.774367727,0.4553,1.0,1,3,4.927253685,고위험군,49.45115055,2.0254123171817304,-0.1303439379604865
0.3842,0,0.0,0.0,0.1308,0.18,2,5,4.060443011,저위험군,22.08403434,-2.412779290714924,-1.2043996310916374
0.3595,0,0.0,0.405465108,0.4148,0.18,2,3,3.931825633,저위험군,32.27343123,-1.8935797434917132,-2.003956989935493
0.6316,11,81.8,1.503202123,0.4148,0.7,1,4,3.970291914,고위험군,42.68117533,0.7568592871877545,-0.662285352103394
0.3287,11,63.6,1.118612955,0.4165,0.85,0,6,4.96284463,고위험군,34.31060724,0.8642851538616392,0.1538831673928819
0.3533,14,100.0,1.597556585,0.413,0.7,0,4,4.219507705,고위험군,34.60517923,1.5935499060137006,0.09425553853704745
0.3349,1,100.0,0.0,0.413,0.45,2,4,3.688879454,고위험군,38.61206267,-0.31903563167532306,-1.4023788819724945
0.548,24,12.5,1.323380536,0.42,0.25,2,3,3.258096538,저위험군,38.59147188,-0.559000613758383,-1.72634321846495
0.1433,8,50.0,0.268263987,0.1465,0.7,2,4,3.871201011,중위험군,30.70296119,-0.6957303571021339,-0.7765947279187316
0.1556,29,96.6,0.21299118,0.413,0.85,1,6,3.713572067,고위험군,37.14974149,1.4581571556954225,-0.34924034030410817
0.184,21,23.8,0.976009967,0.4218,0.12,1,5,3.583518938,저위험군,26.60237932,-0.34361502487228346,-0.9724389062343609
0.2626,26,92.3,2.442347035,0.4236,1.0,0,3,3.688879454,고위험군,40.30855032,2.5773085886801814,0.1612197301200421
0.3379,0,0.0,0.068992871,0.1351,0.18,2,5,4.33073334,저위험군,22.18981829,-2.421747957020574,-1.0974398617224397
0.548,3,0.0,0.007017573,0.4148,0.18,2,3,3.737669618,저위험군,33.35849099,-1.8991877091171334,-2.187090633121141
0.4459,17,88.2,1.094231121,0.4148,0.85,1,3,3.737669618,고위험군,42.02518054,1.2273520525085817,-0.717423581236892
0.3014,6,33.3,0.018182319,0.1293,0.45,2,4,4.043051268,저위험군,26.30749309,-1.3995697273688439,-0.950864277035768
0.3349,11,45.5,0.654532344,0.42,0.35,1,5,5.153291594,고위험군,31.84622005,-0.47329647938487335,-0.5581362362399094
0.2139,12,83.3,0.223143551,0.413,1.0,1,4,3.737669618,고위험군,39.0713025,0.95152639569639,-0.8038938525722757
0.3749,0,0.0,0.0,0.4148,0.18,2,3,3.583518938,저위험군,31.33260655,-1.9429804529302512,-2.2085235219675736
0.4213,0,0.0,0.068992871,0.1251,0.18,2,5,3.737669618,저위험군,22.07706862,-2.362567136245918,-1.2906712020938287
0.3014,23,100.0,0.788815206,0.5478,0.85,1,4,3.17805383,고위험군,44.14828235,1.725858795717592,-0.9938016332843924
0.6729,15,93.3,0.271152771,0.1036,0.25,0,5,4.882801923,저위험군,16.99938855,0.17776470318538015,0.6417783608318883
0.3441,21,100.0,1.123240883,0.1594,1.0,1,5,4.543294782,중위험군,36.6999007,1.2281088864669873,0.5065836437802558
0.3718,4,25.0,0.744276527,0.1436,0.12,1,4,3.828641396,저위험군,18.92007636,-1.2846967051847598,-0.6297706299922501
0.5363,19,89.5,0.768893155,0.1322,0.55,2,4,3.496507561,중위험군,34.60662346,0.11775095440402847,-0.5357630440372025
0.1735,25,84.0,2.077124044,0.4095,0.45,1,4,3.688879454,고위험군,35.40161129,1.2466641734454937,-0.29146753193810315
0.3349,6,83.3,0.221307004,0.1322,0.25,1,3,3.526360525,저위험군,20.3977127,-0.33130219575979725,-0.48547627041553804
0.2223,11,36.4,2.109090236,0.1422,0.04,0,16,9.368071207,저위험군,16.08038742,-1.5242583361032742,3.0746405298782413
0.4367,19,94.7,0.311779624,0.1322,1.0,1,17,8.95140082,중위험군,35.04752387,-0.333671653380836,2.7453296627750228
0.5186,22,72.7,0.0,0.1065,0.12,1,17,3.258096538,저위험군,17.85442485,-0.7822166195950817,0.717358387163695
0.3718,23,82.6,1.748274357,0.1079,0.85,1,6,3.258096538,중위험군,31.13328893,1.1284675561840019,0.34010142988860564
0.5363,46,97.8,1.13061502,0.1108,1.0,1,6,3.850147602,중위험군,35.01459023,2.001424350988509,0.7054283578210468
0.4182,0,0.0,0.009804,0.42,0.04,2,4,3.63758616,저위험군,30.27317236,-2.1504307591133793,-2.1455177633721094
0.1408,5,60.0,0.312598424,0.1451,0.7,1,16,3.526360525,중위험군,24.98031601,-0.6827874046843752,0.6151841554176045
0.5739,24,87.5,0.592503655,0.1036,0.7,1,5,3.433987204,중위험군,28.38064628,0.7570650079372621,0.013421024847338427
0.3441,12,41.7,1.146698475,0.4095,0.85,1,4,3.713572067,고위험군,38.70807354,0.42102278966796486,-0.9238641017537231
0.1658,25,84.0,1.506438673,0.4183,1.0,1,4,3.784189634,고위험군,42.30082087,1.7128666005211486,-0.3434524207635295
0.4795,9,88.9,0.332240919,0.1322,0.04,1,5,3.295836866,저위험군,19.51888209,-0.4448259142234958,-0.3640190219822983
0.3135,2,0.0,0.0,0.1322,0.04,2,5,3.433987204,저위험군,19.26592712,-2.3920691582784666,-1.370741484947889
0.5304,29,89.7,0.491120553,0.1094,1.0,1,6,3.951243719,중위험군,32.69966703,1.1550506707862582,0.35058820757942905
0.2774,3,0.0,0.018349139,0.1408,0.04,2,3,3.583518938,저위험군,19.66462203,-2.2707933618665073,-1.4914873873244794
0.2804,4,75.0,1.976787388,0.115,0.18,2,5,3.688879454,저위험군,27.38746269,-0.7353500551393185,-0.29424027289276256
0.3811,33,87.9,0.930960922,0.413,0.85,1,3,3.465735903,고위험군,40.96576469,1.7704057088293292,-0.6236488635271049
0.1531,26,76.9,1.375599072,0.1337,1.0,0,4,4.007333185,중위험군,26.0999262,1.7293701138797104,0.7542230766021505
0.5538,44,100.0,0.563094052,0.4236,1.0,1,4,5.771565726,고위험군,46.37037626,1.9708221803253008,0.24108198588234334
0.4398,5,20.0,0.0,0.105,0.04,2,6,3.36729583,저위험군,19.29602462,-2.112517787694324,-1.1248707386107017
0.4398,1,0.0,0.0,0.1036,0.04,2,6,3.401197382,저위험군,18.32285068,-2.5220710142559195,-1.2827605932750399
0.1581,18,77.8,0.0,0.105,0.45,0,6,3.36729583,중위험군,12.49135168,0.510370006449513,0.3420890669049916
0.6369,0,0.0,0.0,0.1036,0.7,2,6,3.401197382,중위험군,29.70617775,-1.8685314755734668,-1.2928171286766748
0.3966,27,100.0,0.0,0.1308,0.04,1,5,4.33073334,저위험군,18.84265243,0.09001601138493381,0.20364719384184077
0.3135,13,84.6,0.288912842,0.4165,0.45,1,4,3.737669618,고위험군,32.94273602,0.39542425618156196,-0.8768484239005828
0.6101,11,9.1,0.015873349,0.1094,0.04,1,6,3.80666249,저위험군,15.38552534,-1.6995200220785782,-0.6525530189991939
0.3595,24,91.7,0.738403772,0.4412,0.45,1,3,4.262679877,고위험군,36.96115345,0.9514400676266103,-0.6030400028235053
0.4336,1,0.0,0.019512814,0.413,0.04,2,3,3.891820298,저위험군,30.06912257,-2.118499366259913,-2.1287160490976387
0.6101,15,73.3,0.4507217,0.1094,1.0,1,10,4.234106505,중위험군,32.70634673,0.2211627590012619,0.4862437965041943
0.5767,11,36.4,1.040018124,0.1322,0.45,0,3,4.060443011,중위험군,20.24005342,-0.056480736543253675,-0.03588394516747565
0.4244,25,100.0,0.734819877,0.4165,0.04,1,3,3.784189634,저위험군,30.33644322,0.6740069600403304,-0.7017317283264494
0.5538,35,65.7,0.693147181,0.4447,1.0,2,2,4.394449155,고위험군,52.13033126,1.103269556959041,-1.1114273771556846
0.3074,3,33.3,0.0,0.1108,0.85,2,5,4.17438727,중위험군,30.43649922,-1.1483714753599477,-0.7734797998868149
0.5156,9,33.3,0.928975891,0.4183,0.04,1,4,3.988984047,저위험군,29.06284152,-0.8036269940924781,-1.1491230878409406
0.3749,35,85.7,0.274042679,0.4324,0.85,1,2,4.17438727,고위험군,40.89549984,1.6123055018781485,-0.6682776927627052
0.4856,20,100.0,0.041672696,0.1408,1.0,2,4,4.060443011,중위험군,39.93263183,0.5506458981131981,-0.3926368564906615
0.5334,31,67.7,0.784581387,0.42,0.85,2,3,4.189654742,고위험군,48.20831224,0.8161848310790758,-1.05237933081616
0.2924,0,0.0,0.018349139,0.4307,0.85,2,3,4.043051268,고위험군,41.15507488,-1.2334104841310918,-1.9919837594225582
0.3811,27,88.9,0.192903666,0.4113,1.0,1,4,3.737669618,고위험군,41.19970637,1.4850457605861629,-0.6563174175199378
0.6803,4,0.0,0.070826053,0.1337,0.18,2,5,4.043051268,저위험군,25.79873468,-2.317093849199661,-1.263425485154604
0.1607,33,97.0,0.0,0.413,0.45,0,4,4.634728988,고위험군,25.50512768,1.507486889563707,0.12098958160029867
0.3471,27,85.2,0.891351784,0.413,0.85,0,4,3.433987204,고위험군,34.27807093,1.9413304477997237,-0.2279375753752934
0.5334,37,100.0,0.256719847,0.148,0.85,1,4,4.615120517,중위험군,33.96442152,1.3720126817063711,0.3792320707624174
0.6949,4,0.0,0.096143861,0.4254,0.45,2,3,3.951243719,고위험군,39.81652208,-1.5967625199349642,-2.1377170092506352
0.4674,0,0.0,0.0,0.4377,0.7,2,2,4.430816799,고위험군,41.56692354,-1.444154604763667,-2.0607266096978276
0.3687,31,93.5,0.506561225,0.45,1.0,0,2,4.304065093,고위험군,39.03391647,2.256251040469676,-0.19645652143498765
0.3014,2,0.0,0.0,0.4658,0.85,2,4,4.060443011,고위험군,43.76732556,-1.1814621837930213,-1.966343418333187
0.2481,5,40.0,0.0,0.1322,0.04,2,16,4.941642423,저위험군,20.84896834,-2.4489011291591773,0.3817376101482319
0.5304,28,92.9,0.671640975,0.4165,0.7,1,3,3.526360525,고위험군,40.25969153,1.4071270036437302,-0.7701405636053285
0.1506,19,68.4,0.970133964,0.4236,1.0,1,3,3.555348061,고위험군,40.39092826,1.2601526738174735,-0.796955019080245
0.6263,6,83.3,0.0,0.4165,0.04,2,4,3.891820298,저위험군,35.81447133,-0.914469754608055,-1.5461237733296622
0.3842,24,100.0,1.105158957,0.4395,1.0,1,3,4.043051268,고위험군,45.94521646,1.782915101098866,-0.482347807340187
0.1974,19,52.6,0.48896683,0.1422,0.85,2,5,3.951243719,중위험군,33.92152398,-0.14641047044297067,-0.4613061714092947
0.3379,33,93.9,0.464446344,0.4218,0.85,0,3,3.465735903,고위험군,34.23209806,2.207621058795475,-0.29289276826464744
0.5007,1,0.0,0.0,0.1011,0.12,2,6,6.313928409,저위험군,20.974373,-2.877346605376977,-0.37475391109866
0.1658,27,85.2,0.0,0.1036,0.45,1,6,3.80666249,중위험군,19.08152692,0.39315380715023124,0.23169988612979456
0.1894,27,100.0,0.021053409,0.105,0.45,0,5,3.912023005,중위험군,14.12891186,1.0730936326564011,0.6628560504721889
0.3718,38,97.4,0.518676498,0.1394,1.0,1,4,6.268717424,중위험군,34.76217051,1.3794411509703282,1.0496196230193129
0.3165,7,57.1,0.081678031,0.1451,0.7,2,5,4.189654742,중위험군,32.42905877,-0.8066378535122553,-0.6576827616160498
0.571,37,97.3,0.64313676,0.1322,0.85,2,4,5.757639147,중위험군,40.35735934,0.785540026165735,0.4293478902382583
0.2744,2,0.0,0.0,0.105,0.04,2,4,4.290459441,저위험군,16.95651985,-2.4952456921749926,-1.1099945732378176
0.6209,5,80.0,0.0,0.1394,0.04,2,5,4.127134385,저위험군,26.725849,-1.3717706333747237,-0.7495875621784294
0.3441,22,100.0,0.928975891,0.4218,1.0,1,3,4.418840608,고위험군,43.92501794,1.6074168057689144,-0.36940469499907663
0.4552,21,95.2,0.0,0.4218,0.04,0,4,3.63758616,저위험군,22.9649706,0.7257994992312585,-0.5215586636819809
0.4674,12,66.7,0.0,0.4218,0.12,0,3,4.248495242,저위험군,23.13738875,0.08128993683617448,-0.697080563838857
0.3564,16,62.5,0.308735482,0.1011,0.04,0,5,3.555348061,저위험군,8.752704142,-0.16850968375193992,0.1518565217511794
0.3165,25,92.0,0.0,0.4236,0.04,1,4,3.970291914,저위험군,27.63808245,0.34789444741069414,-0.7441449788361869
0.4398,20,95.0,0.544301553,0.4165,1.0,2,5,3.850147602,고위험군,49.23561435,0.9002227268153495,-0.9354516699699157
0.5567,20,85.0,1.543923305,0.1451,0.45,0,16,2.944438979,중위험군,24.06866528,0.6260221558755461,1.2560923416321395
0.1709,27,92.6,1.14681439,0.1465,1.0,1,15,2.772588722,중위험군,33.05007459,1.1734222411377568,0.9563946309199062
0.1313,7,0.0,0.0,0.4324,0.85,2,2,4.605170186,고위험군,39.79417341,-1.0071471863258221,-1.7694255130725718
0.2894,3,0.0,0.018349139,0.1122,0.04,2,6,3.044522438,저위험군,17.31349994,-2.3581033072140927,-1.3322612525397157
0.3564,14,92.9,0.093090423,0.4095,0.85,2,3,5.197059534,고위험군,44.92352438,0.2976731467313728,-0.841151766418717
0.5275,42,92.9,0.024097552,0.1394,1.0,2,3,3.713572067,중위험군,40.20728087,1.271643760793592,-0.39041179511043705
0.378,1,100.0,0.021053409,0.1337,0.12,2,4,4.025351691,저위험군,25.45575666,-1.04003720115803,-0.675120716628475
0.4275,23,95.7,0.061875404,0.1337,1.0,1,5,4.094344562,중위험군,32.67152742,1.0029112194658616,0.1590883462178957
0.4213,0,0.0,0.009804,0.1079,0.04,2,6,3.713572067,저위험군,18.58816963,-2.590598128447541,-1.1977014206200545
0.4336,24,100.0,1.173732919,0.115,0.25,2,6,2.944438979,저위험군,29.19412761,0.18784844082371444,-0.27391865666751497
0.2394,33,90.9,1.167132235,0.1394,1.0,1,4,4.219507705,중위험군,33.76667331,1.6090339925870272,0.4979218928587697
0.4275,32,84.4,0.597590665,0.1308,0.85,1,7,7.888724522,중위험군,32.77005868,0.46548260523790874,1.6718697465580987
0.5127,41,95.1,0.0,0.2464,1.0,0,5,6.102625706,중위험군,31.08625906,1.8418643083661725,1.0848480351173155
0.4151,3,100.0,0.63482901,0.1308,0.04,2,3,3.713572067,저위험군,25.90643119,-0.8344462031779297,-0.7181201443008889
0.2481,28,75.0,2.300455167,0.1079,1.0,2,6,3.433987204,중위험군,39.06245205,1.0408069060500431,0.19007722087195733
0.192,16,87.5,0.253314429,0.1337,0.85,1,4,3.610917913,중위험군,27.81149142,0.7028642168500066,-0.10245528615530351
0.2656,0,0.0,0.332240919,0.1036,0.04,2,6,5.81752774,저위험군,18.09659602,-2.7951355554327098,-0.3974720900019322
0.3564,26,96.2,0.441832752,0.1036,0.85,0,4,4.204692619,중위험군,22.39404595,1.4959706448783259,0.7108215989491525
0.4182,4,25.0,0.0,0.1465,1.0,2,4,4.060443011,중위험군,36.26766294,-0.9841822182138701,-1.0470342479351171
0.1787,32,93.8,0.568693006,0.1036,0.85,1,6,3.17805383,중위험군,26.3972517,1.343461069621979,0.3125903544075691
0.1361,2,50.0,0.590493026,0.1436,0.18,2,13,9.466349098,저위험군,25.93493303,-2.6151971058183183,1.7264058314483084
0.8284,4,25.0,0.013793322,0.1365,0.7,2,15,4.753590191,중위험군,36.13581892,-1.9960566639953587,-0.017989106680644146
0.3318,28,92.9,0.192903666,0.1094,0.55,1,7,2.890371758,중위험군,23.22459113,0.7494695231151852,0.07023983190747514
0.0959,14,92.9,1.032654321,0.1337,1.0,1,5,3.737669618,중위험군,30.97695534,1.0181064179624424,0.2599010855194314
0.4704,24,75.0,1.025049721,0.1394,0.25,2,4,3.610917913,저위험군,30.43307594,-0.17484553313008,-0.5015335658127241
0.5067,28,92.9,0.930996879,0.1065,1.0,0,4,3.610917913,중위험군,27.23929533,1.8608936554413777,0.5895339066582925
0.2084,1,0.0,0.0,0.1322,0.45,2,5,3.931825633,저위험군,24.02078419,-2.025216342566899,-1.1408954814393295
0.4244,20,80.0,0.720546155,0.105,0.45,1,4,3.871201011,중위험군,23.44861266,0.2898146317222241,0.020586898359148897
0.2715,10,70.0,3.035362068,0.1394,0.08,0,4,3.912023005,저위험군,18.39381066,0.4822339492794015,0.6969605220018765
0.4674,10,0.0,0.0,0.1308,0.04,2,4,4.234106505,저위험군,21.27165258,-2.2310051558217925,-1.1665086216805116
0.341,3,0.0,0.038652154,0.4236,0.12,2,3,4.394449155,저위험군,31.19721742,-2.002191078755831,-1.9250808289635557
0.1607,1,0.0,0.0,0.1136,0.85,2,3,3.931825633,중위험군,27.58311222,-1.506150880951883,-1.209738396002217
0.4459,29,93.1,0.705268541,0.1408,1.0,1,6,4.043051268,중위험군,34.9953594,1.2903298903542917,0.40375430661213735
0.4429,4,0.0,1.261840187,0.1293,0.35,2,4,4.644390899,저위험군,28.32132069,-1.8436129384415871,-0.7824598718779141
0.1894,18,44.4,0.578736829,0.1394,0.85,2,5,3.610917913,중위험군,33.34969786,-0.22005516508170236,-0.6017298740913866
0.1607,31,61.3,0.592503655,0.1079,1.0,2,4,3.63758616,중위험군,33.54100961,0.6228322738798259,-0.31652765218105816
0.4582,9,88.9,1.268511325,0.115,0.12,2,5,4.343805422,저위험군,27.67367935,-0.7501499379480687,-0.17138073853940486
0.2597,27,100.0,0.886050847,0.1237,1.0,1,5,3.555348061,중위험군,32.06027015,1.4954494570475658,0.33143197114194195
0.4735,21,47.6,1.375599072,0.1365,0.25,0,5,4.204692619,저위험군,18.16170511,0.20493996560915922,0.4528261926231537
0.4552,33,93.9,1.622123072,0.1408,0.85,0,4,3.583518938,중위험군,29.13063949,2.0942561818899934,0.7183494184141505
0.4398,16,93.8,0.0,0.1293,0.04,1,8,4.454347296,저위험군,18.8238496,-0.5229156979328333,0.3260975940299724
0.2002,7,85.7,0.026668247,0.1351,0.85,0,5,4.143134726,중위험군,21.44087469,0.6505879656953163,0.3805182816535922
0.4089,3,33.3,0.019512814,0.42,0.04,2,3,3.433987204,저위험군,31.49671706,-1.5232483626071496,-2.049060815738129
0.5908,48,60.4,1.031360062,0.4465,1.0,2,1,4.234106505,고위험군,53.4331234,1.6101362579144978,-1.072998411261107
0.1683,6,0.0,0.0,0.4324,0.85,2,2,4.880450676,고위험군,40.28438398,-1.088653938728483,-1.7083816808442787
0.2252,0,0.0,0.927069866,0.138,0.04,2,5,4.59511985,저위험군,21.39849997,-2.3824039563054176,-0.8062722084176689
0.1632,7,71.4,0.455255773,0.5574,0.85,0,4,4.158883083,고위험군,35.41425836,1.0703216417727708,-0.6968288136146686
0.5037,50,84.0,0.070617567,0.4289,0.85,1,3,3.80666249,고위험군,41.63647045,2.021579886096135,-0.6133154060912666
0.1814,20,50.0,0.588787165,0.5708,0.85,1,4,4.094344562,고위험군,42.20122337,0.8192028624386194,-1.1078863433284942
0.5275,20,95.0,0.0,0.1036,0.7,1,6,3.63758616,중위험군,26.75166287,0.517177495284191,0.05161659262476718
0.3626,14,7.1,0.0,0.4042,0.04,2,3,3.80666249,저위험군,29.10015988,-1.575377165049372,-1.9147273285757842
0.4182,12,91.7,2.763236617,0.1237,0.25,0,5,3.931825633,저위험군,21.37621806,0.8688232731803529,0.8928934851518713
0.4704,17,82.4,1.009664803,0.1079,1.0,1,5,3.401197382,중위험군,32.45918833,0.9159999717323082,0.04251734619979914
0.2864,14,85.7,0.822681233,0.1194,0.85,1,5,3.713572067,중위험군,29.0083722,0.6542278820717563,0.10809290729389708
0.2112,2,0.0,0.858494618,0.1351,0.04,2,6,4.477336814,저위험군,20.84713162,-2.3592936290384987,-0.7345236421434662
0.2656,28,92.9,1.212447431,0.105,1.0,0,4,3.526360525,중위험군,25.12712092,1.9888413516463501,0.7177177904818155
0.2894,0,0.0,0.0,0.1322,0.04,2,5,4.025351691,저위험군,19.1858636,-2.5409376210799395,-1.1995741620602145
0.1337,10,80.0,0.150282203,0.1094,0.45,0,9,3.912023005,중위험군,13.10751804,0.105364590929141,0.7286395135035509
0.5363,0,0.0,0.070617567,0.1136,0.04,2,6,3.33220451,저위험군,20.31484759,-2.537324405233908,-1.3603328139810598
0.2715,4,0.0,0.018349139,0.1394,1.0,2,4,3.931825633,중위험군,33.0807682,-1.2750852392452343,-1.1680278713482106
0.3105,0,0.0,0.0,0.1322,0.85,2,4,4.356708827,중위험군,30.8726294,-1.6568872731388842,-1.0998357059980015
0.3904,18,94.4,0.440311839,0.1394,0.08,1,3,3.713572067,저위험군,20.46156761,0.053587784145178084,-0.2245046366024305
0.5908,28,100.0,0.627189213,0.1237,1.0,1,5,4.143134726,중위험군,35.30141779,1.312271128394526,0.34853445620343854
0.1384,21,95.2,1.543479945,0.1337,1.0,0,4,3.891820298,중위험군,26.94433327,1.868932494675852,0.8154449916040234
0.3842,24,100.0,0.638488768,0.1394,1.0,2,4,3.912023005,중위험군,40.16540532,0.8689490343032353,-0.21964680713043255
0.2774,24,70.8,1.812812878,0.1394,1.0,2,4,4.110873864,중위험군,40.73908381,0.7507026894435509,-0.04079857707449289
0.5067,2,0.0,0.0,0.1136,0.04,2,6,3.433987204,저위험군,19.89314003,-2.4963061070929213,-1.309367779104503
0.4028,24,95.8,0.937344141,0.1308,1.0,1,4,3.688879454,중위험군,34.14848675,1.3539431386954017,0.16504599109095652
0.1361,14,92.9,1.55702417,0.1337,1.0,0,4,3.828641396,중위험군,26.71136175,1.6169144426121569,0.7024639557064909
0.2834,5,60.0,0.053584246,0.4236,0.7,2,3,4.904904339,고위험군,41.34726744,-0.5477900367861295,-1.2768339121444578
