승인연도,소방위험도_점수,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,총층수,연면적,cluster_label,최종위험점수_new,PC1,PC2
1978,0.113,34,76.5,0.77983042,0.1665,0.7,9,7.703459048,중위험군,30.20916083,-0.23919839696559012,-1.0771102888999926
1979,0.2984,7,57.1,1.125439531,0.1652,0.25,19,9.77320801,저위험군,26.25592304,-2.509893019451662,0.06234893624527861
2013,0.2539,23,65.2,0.591610761,0.1165,0.85,14,8.658519128,중위험군,23.11147021,-2.0801063221713703,-1.648457025855529
1968,0.0918,15,60.0,1.055710267,0.1808,0.12,17,10.04015776,저위험군,23.60860474,-1.9687383088675612,0.24958615272089296
1974,0.098,25,72.0,1.095709529,0.1723,0.7,10,9.511999311,중위험군,31.61153998,-0.7944301432875172,-0.8527586251988296
1978,0.3014,14,57.1,3.558351067,0.1665,0.7,25,10.53916451,중위험군,39.03803173,-2.399653856012245,-1.4941862648939381
1986,0.1814,44,77.3,3.872802292,0.1551,1.0,3,11.32246689,중위험군,43.22447024,-0.12554587619851,-2.743756070686036
1989,0.2195,3,0.0,0.021819047,0.1509,0.08,42,12.16895731,저위험군,23.90521275,-5.791268724958571,0.45764344465862694
1971,0.1735,29,79.3,2.134937947,0.1766,0.35,23,9.910463166,저위험군,37.01093094,-1.838163073194014,-1.2839355330398665
2013,0.2167,8,62.5,0.040546094,0.1165,0.85,10,8.013674143,중위험군,20.72454379,-1.9718032867592696,-0.8093141905268552
1985,0.3595,6,16.7,1.699539747,0.1565,0.18,12,9.107975365,저위험군,24.70233306,-2.2568468416951095,0.7625793243784653
2014,0.3287,29,75.9,0.739084276,0.115,0.85,21,9.017362235,중위험군,24.89395184,-2.5607115911273057,-2.315597491076583
1992,0.0551,15,33.3,0.646158671,0.1465,0.08,13,7.983781069,저위험군,17.02598948,-2.072952684927811,0.570279265493652
2014,0.1947,37,78.4,0.798507696,0.115,1.0,20,8.712430973,중위험군,31.78995525,-2.084281226350872,-2.7280277322055015
1971,0.4735,2,0.0,0.041672696,0.1766,0.55,26,10.37026724,저위험군,34.58046702,-3.3963348538099734,0.8139406332899533
1974,0.3935,0,0.0,2.936308853,0.1723,0.35,5,9.970865788,저위험군,37.20624082,-1.5838116600646899,1.0820211664552928
2007,0.1266,32,75.0,0.693147181,0.1251,0.35,25,9.814984154,저위험군,22.72211873,-3.0988081190260255,-1.7589651045171057
1975,0.1632,9,44.4,1.201796525,0.1708,0.35,23,9.595534743,저위험군,26.30835335,-2.5806669144705747,0.051292701948423385
2006,0.5392,5,0.0,0.128210659,0.1265,0.55,28,10.44386227,저위험군,31.57007755,-4.505200710674915,-0.09752579850705821
2014,0.3564,10,60.0,0.214559808,0.115,1.0,23,8.660600655,중위험군,24.93737925,-3.0572744916008943,-1.557407376740337
2014,0.3196,14,85.7,0.341749294,0.115,1.0,19,8.694167142,중위험군,31.92199628,-2.491487998166605,-1.9691280582835506
1971,0.2894,19,47.4,3.193981357,0.1766,1.0,30,10.5328426,중위험군,42.77342793,-2.379874528468093,-1.8060420820711303
1961,0.1022,27,85.2,0.735706795,0.1909,0.85,13,8.365905077,중위험군,34.54731476,-0.20395272538825665,-0.9648062122432725
1969,0.4244,0,0.0,0.744972248,0.1794,0.08,18,9.151651376,저위험군,28.83956587,-2.7030416052890742,1.6715570031048284
1970,0.228,7,28.6,2.389841538,0.178,0.7,20,10.7472506,중위험군,41.10594286,-2.261134957786851,-0.25457239675727733
1981,0.0938,45,53.3,1.096823379,0.1623,0.08,11,10.22212309,저위험군,21.96251601,-1.4065966448958136,-0.7025166513979629
2018,0.3257,17,76.5,1.067261759,0.1094,1.0,21,5.509388337,중위험군,31.80221544,-1.9168609094742282,-2.0268617311767647
1989,0.2804,46,71.7,0.437013466,0.1509,0.25,5,5.236441963,저위험군,16.72552358,0.13653985917625497,-0.7546232611989089
1987,0.129,0,0.0,2.570951376,0.1536,0.12,7,6.356107661,저위험군,27.37212124,-1.3534824616527803,1.4399265455044608
2023,0.1787,6,50.0,2.712669147,0.1022,0.7,12,7.347943823,중위험군,28.74690939,-2.1498931052080508,-1.1978627200064649
1999,0.184,14,50.0,0.412685356,0.1365,0.85,11,6.09356977,중위험군,27.77990965,-1.1080973308615087,-0.5176508089522274
1988,0.1313,18,72.2,1.827221503,0.1523,0.7,6,7.349230825,중위험군,31.17914216,-0.4221271912801915,-0.8162223398074141
1971,0.122,0,0.0,2.511365111,0.4535,0.12,3,5.620400866,저위험군,37.3094595,0.2736274469337672,2.3651962093256715
1996,0.2002,4,0.0,0.00938974,0.1408,0.45,4,5.645446898,저위험군,25.32889192,-1.2151132127929902,1.4307227008323202
2009,0.5567,0,0.0,0.017241806,0.1222,0.04,3,5.187385806,저위험군,21.76826798,-1.878489292102935,1.7652918674992568
1971,0.2597,6,0.0,3.208634886,0.4535,0.08,3,3.33220451,저위험군,27.201146,0.9393611982998598,2.172953035726044
2011,0.2365,21,38.1,3.485006572,0.1194,0.45,7,3.951243719,저위험군,33.62207791,-0.5115663894343234,-0.7830692715068086
1982,0.2774,100,53.0,0.21224696,0.1608,1.0,5,6.338594078,중위험군,34.0789909,1.4856944826382419,-3.0693348736029935
2023,0.4886,14,21.4,1.556604498,0.232,0.04,37,10.61004442,저위험군,18.5557279,-5.25892297682955,-0.8361377921061947
1983,0.2337,108,65.7,0.675755438,0.4324,1.0,5,4.204692619,고위험군,42.95662447,2.9563422206082675,-3.083286775874392
1994,0.2597,5,40.0,0.046091107,0.413,1.0,6,6.532334292,고위험군,44.34334328,-0.20503607329453874,0.43477783342878823
2012,0.1632,28,46.4,1.772711274,0.1179,0.45,3,9.72853875,저위험군,31.13571848,-1.5957259145314744,-1.0156354614441536
1989,0.1337,15,73.3,1.00084812,0.5574,0.85,2,11.03741872,고위험군,39.17078529,-0.037416001137100974,-0.2679091123124216
2017,0.3257,0,0.0,0.0,0.1108,0.45,44,10.72201109,저위험군,26.3910764,-6.222036450676844,-0.44805177917446576
1988,0.122,87,74.7,1.29593514,0.1523,1.0,15,9.273784545,중위험군,42.11096905,-0.08881843855338593,-3.788088841050087
1988,0.2834,7,0.0,0.0,0.1523,0.08,23,10.55999668,저위험군,23.99215979,-3.8613312361967513,1.0169625418131678
2015,0.2308,12,83.3,0.637152911,0.1136,0.04,37,9.900533193,저위험군,12.56557322,-4.859260977839148,-1.384341488791119
2016,0.2452,14,21.4,3.25918448,0.1122,0.08,7,6.606650186,저위험군,21.60803378,-1.81315854803244,-0.08455183644255704
1981,0.2539,15,60.0,0.082324945,0.1623,0.04,6,6.371611847,저위험군,24.96694122,-0.8323135424361091,0.8465534355712508
2016,0.4213,12,33.3,2.805859341,0.1122,0.12,23,8.518592212,저위험군,18.2793578,-3.551405456492868,-0.7991186652399952
2017,0.3257,0,0.0,0.0,0.1108,0.45,44,12.13071851,저위험군,26.91491916,-6.558236471604966,-0.5437178009814563
2013,0.1457,47,59.6,2.418269492,0.1165,1.0,9,7.936660155,중위험군,28.33787101,-0.7465546723308639,-2.736864704624356
1993,0.2167,30,83.3,0.462134465,0.1451,0.12,5,5.697093487,저위험군,14.15373922,-0.38523947197637465,-0.3364733438887051
1993,0.2423,12,33.3,3.054001182,0.4148,0.7,4,4.9698133,고위험군,40.61094366,0.5836189143802119,0.16798521437505662
1996,0.067,17,70.6,0.182321557,0.1408,0.25,4,4.262679877,저위험군,12.02835363,-0.2679087517839041,0.2944655681731927
1990,0.1433,10,10.0,0.332532639,0.1494,1.0,6,5.093750201,중위험군,34.19609515,-0.44911012181031973,0.4513315377487372
2008,0.0898,35,48.6,2.180780219,0.1237,1.0,12,8.27614022,중위험군,33.2242042,-1.2253066907432415,-2.119496791216473
1983,0.3718,0,0.0,0.0,0.2959,0.7,8,7.367708572,중위험군,37.03372228,-1.1864218838405065,1.4435092687342554
2013,0.129,8,12.5,0.305864392,0.1165,0.04,12,8.034955025,저위험군,19.08783436,-2.953910928442918,0.8176863003803971
1983,0.3811,0,0.0,0.0,0.1594,0.7,5,7.019296654,중위험군,32.73603114,-1.2192244472155425,1.3510755758843775
2011,0.1894,29,86.2,1.609437912,0.1194,1.0,11,6.463029457,중위험군,33.30381168,-0.7775127950963754,-2.276550954611863
2023,0.1607,24,95.8,1.25851838,0.1022,0.85,10,9.542732869,중위험군,30.08826668,-1.9430718022204962,-2.4020285779067843
1989,0.1043,29,100.0,0.883433567,0.1509,1.0,6,6.378528046,중위험군,33.63470693,0.2780020533830819,-1.6872420856263926
2023,0.2715,14,85.7,1.042433787,0.1022,0.85,14,7.382248814,중위험군,35.42610033,-2.0533034646629957,-1.8758026559962013
1978,0.1337,11,18.2,0.916290732,0.1665,0.85,5,6.865891075,중위험군,23.780588,-0.42279131302202577,0.5019423483193229
2021,0.1506,24,70.8,0.978533041,0.105,0.35,28,10.27735879,저위험군,21.94319787,-3.9881747570131476,-1.9095105512937134
2020,0.2626,27,66.7,0.691757326,0.1065,0.45,24,9.744257327,중위험군,17.65556761,-3.493542971740328,-1.8575527288048475
2013,0.0938,31,96.8,1.90616982,0.1165,0.7,18,8.260751355,중위험군,29.72396808,-1.8418766767578025,-2.549123707717448
2014,0.4336,14,78.6,1.489778117,0.115,0.7,5,5.934894196,중위험군,30.32777709,-0.9151996898525883,-1.1816580956154095
2013,0.1974,18,61.1,1.521875419,0.1165,0.7,12,7.136483209,중위험군,33.80585894,-1.6630420160665282,-1.2737268969281714
2015,0.1531,38,68.4,0.999011572,0.2448,0.7,28,9.823957214,중위험군,25.67962444,-2.8810607632819036,-2.42342631880926
2016,0.2195,29,96.6,1.519667913,0.2433,1.0,19,9.820757905,중위험군,38.64463866,-1.9610330983997586,-2.792167646374325
1979,0.1974,25,76.0,0.947006787,0.1652,1.0,17,10.17774238,중위험군,30.4293613,-1.4487052120284278,-1.6290918885160897
2005,0.3014,0,0.0,0.133531393,0.1279,0.18,12,7.609862201,저위험군,22.64169702,-2.839990083027004,1.2801589013343249
2009,0.1683,1,0.0,0.693147181,0.1222,0.0,48,11.94221126,저위험군,15.46468841,-6.761069351417111,-0.09011290022713979
2011,0.1814,4,100.0,0.446102754,0.1194,0.55,17,10.17652542,중위험군,31.63721971,-2.964525580514177,-1.263642820288307
2017,0.3966,3,33.3,0.074107972,0.1108,1.0,15,7.928045601,중위험군,35.16767902,-2.6806439618295537,-0.6794089487554632
2017,0.2002,8,12.5,0.036039936,0.2417,0.7,26,10.18508867,중위험군,26.97711839,-3.9210582313722226,-0.40089249267297455
2017,0.2452,29,86.2,1.551102335,0.1108,0.7,25,10.04020138,중위험군,36.32188451,-3.1161157444411653,-2.699266723713488
2018,0.2029,29,93.1,1.130097905,0.1094,1.0,25,10.28646844,중위험군,27.29356649,-2.9827346800019288,-3.096361819065148
2016,0.1709,16,93.8,0.619815907,0.1122,0.25,18,8.238801166,저위험군,20.41757129,-2.716398842980743,-1.2409542962018942
2016,0.4182,29,100.0,1.106911091,0.1122,1.0,11,6.901737207,중위험군,34.73494169,-1.0716896024325062,-2.5566720985336855
2021,0.3349,2,0.0,0.99852883,0.105,0.12,14,8.728264161,저위험군,22.88208923,-3.6260222085187186,0.6186524454914295
1999,0.1361,7,28.6,1.085708884,0.1365,0.85,5,4.990432587,중위험군,33.443555,-0.5565442220016841,0.14413339651152263
2006,0.113,6,50.0,0.207639365,0.1265,0.85,17,5.147494477,중위험군,19.25125044,-1.6937024338131024,-0.44488157028478703
2002,0.3349,29,96.6,0.342406972,0.6656,0.85,4,4.060443011,고위험군,46.83425488,1.6981575261700868,-0.638247514703336
1984,0.1867,25,92.0,0.877150824,0.158,1.0,6,5.283203729,중위험군,34.29916261,0.523934926817084,-1.2818563327845687
1992,0.1361,7,71.4,3.746785452,0.4165,0.85,6,4.890349128,고위험군,38.7656671,0.8422040109538375,-0.5756225999461049
1988,0.1581,19,100.0,0.245122458,0.1523,0.85,6,5.497168225,중위험군,30.18961702,0.12820218446882964,-0.9594899516427707
1992,0.129,11,18.2,0.143100844,0.1465,0.85,13,6.22059017,중위험군,26.06912535,-1.365843464952051,0.19943203977270044
1990,0.341,31,96.8,0.251623023,0.1494,0.85,3,4.356708827,중위험군,25.61775498,0.723098392852548,-1.233648208419584
2022,0.3687,0,0.0,0.0,0.1036,1.0,29,10.21617926,중위험군,33.6792989,-4.712884205018047,-0.7453274080039237
2018,0.5509,10,70.0,1.419756001,0.1094,0.12,8,6.400257445,저위험군,16.64834244,-1.9555004582457307,-0.43170983398290896
2018,0.4735,5,60.0,1.23917906,0.1094,0.12,17,9.518707036,저위험군,22.1037906,-3.5468283740668904,-0.5402496976582839
1978,0.098,31,100.0,0.807557532,0.1665,1.0,6,7.873217055,중위험군,35.23783147,0.2611396562779742,-1.6134155159115533
2024,0.3997,0,0.0,0.255933374,0.1011,0.45,20,10.41304237,저위험군,26.72142156,-4.488102287757196,0.07888144933167386
2006,0.2804,23,95.7,0.0,0.1265,0.04,16,9.178540059,저위험군,12.86757963,-2.616252513441037,-0.9321097316809619
2003,0.6018,2,0.0,0.0,0.1308,0.04,7,10.4753142,저위험군,24.94677628,-3.2599274722748297,1.3321900544175922
2002,0.4704,24,87.5,1.458120096,0.1322,1.0,11,8.723068501,중위험군,37.85768362,-1.2653457153596706,-2.141759845033291
2003,0.548,4,0.0,0.038839833,0.1308,0.85,7,7.982416347,중위험군,34.89945843,-2.035127813900411,0.4502188613244427
2004,0.3873,3,0.0,2.821885344,0.1293,0.35,17,8.371473537,저위험군,32.9525523,-2.9233299813976106,0.14839582998554346
2009,0.5245,13,15.4,0.21319322,0.1222,0.85,6,7.983098941,중위험군,29.14008249,-1.8296306689245496,-0.20030040634613108
2021,0.6369,0,0.0,0.070617567,0.2353,0.12,3,9.40763264,저위험군,28.13513597,-2.8588560538033763,1.2990464766372247
2012,0.2804,13,84.6,0.0,0.1179,0.04,14,8.112227958,저위험군,17.14052944,-2.6366766863150626,-0.42544482567232467
2012,0.2894,12,100.0,0.0,0.1179,0.04,15,8.203304027,저위험군,17.87903661,-2.6609222648933395,-0.6578021529408221
2017,0.3226,7,71.4,0.182321557,0.1108,0.18,17,9.333707786,저위험군,19.27163268,-3.39255896721972,-0.5313476278048944
2017,0.1361,0,0.0,0.277210773,0.1108,0.35,17,9.048056709,저위험군,22.74883735,-3.7130789763506673,0.5918180065392467
2012,0.2597,31,96.8,1.017386849,0.513,0.45,14,7.441906728,고위험군,31.96512779,-0.6478135165868731,-1.2952455918864443
2014,0.1709,9,33.3,1.386294361,0.115,0.04,16,8.483429561,저위험군,11.08948682,-3.1380782473645206,0.04667973046769142
2014,0.1974,19,63.2,1.828127113,0.115,0.04,9,7.781973234,저위험군,19.50717414,-2.0098358749322918,-0.5747276278369102
1989,0.0799,23,95.7,1.308907698,0.1509,0.7,6,6.889591308,중위험군,30.10659669,-0.1391041558763526,-1.1840308548915104
2016,0.4582,34,88.2,0.927069866,0.1122,0.85,9,9.041566628,중위험군,33.03617273,-1.5463788852534175,-2.4196967738323485
1996,0.2685,5,100.0,0.0,0.1408,0.04,18,9.457278572,저위험군,13.85979895,-2.869437282192413,-0.27173632317815044
2003,0.5186,17,11.8,0.135591974,0.264,0.85,8,8.069968149,중위험군,33.69948901,-1.4535155349826518,-0.006085135107868603
2019,0.2834,15,13.3,1.788207068,0.1079,0.04,23,8.270973574,저위험군,18.00256991,-3.770892477764448,-0.2792377545086073
2004,0.6209,3,0.0,3.714509713,0.1293,0.45,12,8.377011161,저위험군,33.03476385,-2.4459066094537674,-0.09112365335828584
2019,0.3014,0,0.0,0.042379223,0.1079,1.0,13,6.760414691,중위험군,25.97991148,-2.541696281073474,0.042455429725103806
2019,0.4028,48,95.8,1.653949643,0.1079,0.7,9,6.513230111,중위험군,31.35350458,-0.7147531539604423,-2.8542142645746096
2019,0.3226,0,0.0,0.036367644,0.1079,0.25,21,9.161150128,저위험군,22.65307423,-4.266454935602588,0.5501497664115206
2019,0.6155,3,0.0,0.240318056,0.1079,0.35,10,6.82437367,저위험군,20.85640134,-2.8091558832657575,0.6941374250936883
2021,0.6209,3,0.0,0.562984685,0.105,0.35,14,7.894318064,저위험군,27.89292437,-3.3940852180833447,0.384231579484684
2024,0.588,47,78.7,0.891091078,0.1011,1.0,10,6.851184927,중위험군,34.60617771,-1.0787616817749353,-2.964308467015183
2017,0.5245,7,85.7,0.566853455,0.1108,0.35,11,7.195937226,저위험군,30.52518016,-2.2349476735554217,-0.7657453943371559
2020,0.5653,9,55.6,1.564189855,0.1065,0.7,9,6.595780514,중위험군,30.53023606,-1.8261953752871123,-1.0169151821817621
2021,0.5795,33,75.8,2.284449279,0.105,1.0,10,6.90475077,중위험군,37.86889241,-1.1311546708914322,-2.7187213621216753
1969,0.2195,3,66.7,0.312598424,0.1794,0.7,5,4.955827058,중위험군,35.28739123,0.23365300955263882,0.6647725861206746
2024,0.5509,8,37.5,1.446918983,0.1011,1.0,11,6.148468296,중위험군,38.94509743,-1.9159258052891148,-1.1639032063020984
2020,0.1581,30,63.3,1.231256763,0.1065,1.0,9,6.107022888,중위험군,29.96174865,-0.9483859154955009,-1.974852031166431
2020,0.2597,2,0.0,0.14359092,0.1065,0.25,10,6.7310181,저위험군,15.154335,-2.7937793883751945,0.9535810213735469
2025,0.5682,12,66.7,2.11730987,0.1,0.7,10,6.769641977,중위험군,31.91296659,-1.8937786552138753,-1.5502444823473396
2022,0.2308,0,0.0,0.400551093,0.1036,0.25,10,6.837332815,저위험군,15.23062396,-2.8741766887736704,0.9208259295940024
2020,0.2984,0,0.0,1.032362903,0.1065,0.18,76,10.98417345,저위험군,24.80866729,-8.89928402181922,-1.3946622022029411
2022,0.1531,9,11.1,1.74435723,0.1036,0.18,11,7.377758908,저위험군,11.46062883,-2.7067854117371914,0.18908863702005876
2016,0.5908,3,33.3,0.291611351,0.1122,0.35,11,6.854354502,저위험군,16.40669168,-2.5855984256842937,0.22726666832855405
2012,0.3811,11,54.5,0.930996879,0.1179,0.7,11,6.893656355,중위험군,28.01897779,-1.8058347960415866,-0.7907221123642114
2016,0.2365,15,86.7,1.490737024,0.1122,1.0,22,8.944550246,중위험군,33.73404899,-2.652870330558342,-2.40721360370833
2016,0.0838,44,93.2,0.359700665,0.1122,0.85,22,8.494333897,중위험군,21.83600288,-2.133540811149714,-2.9501527308915385
2017,0.1482,34,41.2,1.88964531,0.1108,0.85,9,6.398594935,중위험군,28.98679049,-1.022631441737461,-1.7067242416010786
2017,0.5037,4,50.0,1.430500454,0.1108,0.35,9,6.845879875,저위험군,18.75750306,-2.172558704492572,-0.24949462135390063
2017,0.2954,3,0.0,0.400551093,0.1108,0.25,8,5.978885765,저위험군,10.2356634,-2.339367537418454,1.0240279845894413
2017,0.3379,6,50.0,0.09129142,0.1108,0.12,9,6.198478716,저위험군,16.27711625,-2.238572123074593,0.36196714727362006
2017,0.2715,6,16.7,1.403536168,0.1108,0.35,18,9.182866395,저위험군,21.78932749,-3.519605873227532,-0.18805253236271402
2012,0.5422,4,50.0,1.140723774,0.1179,0.7,10,6.595780514,중위험군,23.86883375,-1.8505663840082662,-0.5332138863687014
2014,0.1581,15,6.7,1.450181629,0.115,0.45,10,7.516433303,저위험군,21.48025574,-2.1973616782180763,-0.02629869210384547
2015,0.1065,24,54.2,1.614978093,0.1136,0.7,11,6.886531643,중위험군,20.53278094,-1.4694300452725348,-1.3616226136799534
2014,0.5739,7,100.0,0.565224328,0.115,0.7,10,7.03966035,중위험군,30.81203895,-1.7179553327694848,-1.3156176746860357
2013,0.5908,2,0.0,1.123658321,0.1165,1.0,14,7.832014181,중위험군,38.90136509,-2.6426510868269117,-0.33192838021496807
2010,0.5908,1,0.0,2.040220829,0.1208,0.18,5,10.01359678,저위험군,24.70628605,-2.874404747573825,0.6778932277870796
2007,0.4089,0,0.0,0.074107972,0.1251,1.0,40,9.952182474,중위험군,36.01783872,-5.08290041577134,-0.7841689590703038
1994,0.2056,19,15.8,0.189242,0.1436,0.85,25,10.17606868,중위험군,28.40025683,-3.1749470300509075,-0.7341261481431731
2012,0.2804,8,0.0,1.889397939,0.1179,0.18,63,11.44160131,저위험군,21.81550966,-7.523732369845178,-1.3283765329579573
2014,0.5908,1,0.0,0.175890666,0.115,0.25,17,10.10299393,저위험군,26.84285664,-4.098970739002253,0.5710199707350748
2014,0.3014,25,12.0,0.209148799,0.115,0.85,19,8.130942302,중위험군,32.34087669,-2.724599933416773,-0.9922636144106417
2012,0.5422,3,66.7,1.140723774,0.1179,0.7,10,6.595780514,중위험군,24.51897661,-1.7646778143025874,-0.7458544146966174
2013,0.1814,24,66.7,2.681021529,0.1165,1.0,12,8.169336396,중위험군,35.34773595,-1.4103902948912583,-2.2546289424962542
2017,0.2568,10,0.0,0.975379648,0.1108,0.35,17,9.139810606,저위험군,13.97273206,-3.504910676655908,0.06064767921992231
2018,0.3257,0,0.0,0.27369583,0.1094,0.7,14,7.362010551,중위험군,28.95452415,-2.9265884218120854,0.29877723123484295
2018,0.3349,4,75.0,0.130770231,0.1094,0.12,11,7.133295955,저위험군,17.55283714,-2.5194248454520154,-0.09212944134683944
2022,0.5823,4,50.0,0.202458645,0.1036,0.08,10,6.721425701,저위험군,24.2542534,-2.7178983499119274,0.21892318074946082
1990,0.4459,0,0.0,0.0,0.1494,0.25,13,11.19468796,저위험군,27.95503456,-3.3673689833714304,1.2165993224602665
1981,0.7988,12,66.7,0.754301604,0.1623,0.7,15,10.31218078,중위험군,31.55622745,-2.1277532265357726,-0.800359029240037
2009,0.6852,10,50.0,0.327422401,0.1222,0.35,13,8.925321417,저위험군,19.91377057,-2.827211461205519,-0.34388843235492866
1986,0.4795,5,40.0,0.339283201,0.1551,0.04,12,8.51398806,저위험군,15.34877743,-2.3112363375901515,0.9248006537924651
2014,0.4552,22,100.0,2.249475268,0.115,1.0,14,8.205491613,중위험군,38.51461039,-1.5734816435164514,-2.7360298325307295
2015,0.2597,0,0.0,0.339283201,0.1136,0.04,23,9.104646467,저위험군,20.21077562,-4.386312928340672,0.7784411078436655
2017,0.1086,9,22.2,0.111744038,0.1108,0.25,29,9.780472102,저위험군,10.06212717,-4.5819791254141835,-0.2786837228829662
1988,0.4459,1,0.0,0.019512814,0.4236,0.12,6,7.067319849,저위험군,33.28282815,-1.1718457684839478,2.2766260804122234
2004,0.4336,6,66.7,0.675755438,0.1293,0.55,18,9.305468717,중위험군,28.14891849,-2.8686244530731506,-0.7899358643204213
2005,0.3718,1,0.0,0.045168968,0.1279,0.04,37,10.87149749,저위험군,22.66606463,-5.660579480326862,0.4418135163523802
2021,0.2984,1,0.0,0.976509592,0.105,0.25,24,9.735128071,저위험군,24.68332194,-4.555713163049298,0.1368818053732187
