TOT_OA_CD,전체건물수
11200680020506,7
11200680020507,13
11200680020508,3
11200680020509,4
11200680020510,4
11200680020511,4
11200680020601,7
11200680020602,3
11200680020603,4
11200680020604,5
11200680020605,6
11200680020606,5
11200680020607,7
11200680020701,8
11200680020801,1
11200680020802,1
11200680020803,1
11200680020901,4
11200680020902,6
11200680020903,4
11200680020904,2
11200680021101,3
11200680021102,11
11200690010001,68
11200690010002,44
11200690010003,45
11200690010004,65
11200690010005,79
11200690010006,72
11200690010007,46
11200690010008,65
11200690010009,42
11200690010010,41
11200690010011,25
11200690010012,29
11200690010013,49
11200690010014,55
11200690010015,54
11200690010016,27
11200690010017,30
11200690010018,52
11200690010019,56
11200690010020,1
11200690010021,53
11200690010022,36
11200690010023,91
11200690010024,45
11200690010101,6
11200690010201,10
11200690010202,11
11200690010203,9
11200690010204,5
11200690010205,6
11200690010206,9
11200690010207,6
11200690010301,9
11200690010302,6
11200690010303,6
11200690010304,7
11200690010401,7
11200690010402,3
11200690010501,5
11200690010601,8
11200690010701,6
11200690010702,9
11200690010801,7
11200690010802,4
11200690010901,4
11200690010902,3
11200690010903,5
11200690010904,4
11200690011002,3
11200690011003,3
11200690011004,1
11200690011005,2
11200690011006,1
11200700010001,37
11200700010002,52
11200700010003,39
11200700010004,42
11200700010101,23
11200700010102,9
11200700020001,49
11200700020002,101
11200700020003,35
11200700020004,25
11200700020005,4
11200700020006,50
11200700020007,213
11200700020008,47
11200700020009,56
11200700020010,36
11200700020011,31
11200700020012,50
11200700020013,50
11200700020014,36
11200700020015,40
11200700020016,88
11200700020017,49
11200700020018,69
11200700020019,15
11200700020101,12
11200700020102,9
11200700020103,15
11200700020104,17
11200700020105,17
11200700020201,1
11200700020501,6
11200700020801,2
11200700020802,1
11200700020901,5
11200700021101,1
11200700021201,3
11200700021202,6
11200700021301,9
11200700021302,9
11200700021401,5
11200700021402,4
11200700021403,7
11200710010101,11
11200710010102,12
11200710010103,8
11200710010201,51
11200710010202,3
11200710010203,2
11200710010204,4
11200710010205,4
11200710020001,558
11200710020002,29
11200710020003,132
11200710020004,81
11200710020005,63
11200710020006,47
11200710020007,328
11200710020008,47
11200710020009,39
11200710020010,674
11200710020011,48
11200710020012,77
11200710020013,103
11200710020014,48
11200710020015,44
11200710020016,77
11200710020017,55
11200710020018,62
11200710020101,39
11200710020102,22
11200710020103,17
11200710020104,19
11200710020105,16
11200710020201,32
11200710020202,31
11200710020203,35
11200710020204,76
11200710020205,52
11200710020206,57
11200710020207,42
11200710020208,42
11200710020209,21
11200710020301,3
11200710020302,8
11200710020303,4
11200710020401,5
11200710020403,1
11200710020404,15
11200710020501,4
11200710020502,10
11200710020503,4
11200710020504,7
11200710020601,52
11200710020602,124
11200710020603,106
11200710020604,105
11200710020701,3
11200710020901,7
11200710021101,3
11200710021102,5
11200710021103,3
11200710021201,13
11200720010001,210
11200720010101,16
11200720010201,4
11200720010202,3
11200720020002,53
11200720020003,57
11200720020004,139
11200720020005,98
11200720020006,80
11200720020007,94
11200720020008,260
11200720020009,79
11200720020010,43
11200720020011,34
11200720020012,66
11200720020013,35
11200720020014,44
11200720020015,66
11200720020016,7
11200720020017,136
11200720020018,77
11200720020019,53
11200720020020,53
11200720020021,107
11200720020022,58
11200720020023,63
11200720020024,91
11200720020025,59
11200720020026,61
11200720020027,17
11200720020028,58
11200720020029,1
11200720020030,3
11200720020031,75
11200720020101,5
11200720020102,5
11200720020103,3
11200720020104,4
11200720020105,6
11200720020201,4
11200720020301,4
11200720020302,2
11200720020303,4
11200720020304,3
11200720020305,6
11200720020306,2
11200720020307,4
11200720020308,2
11200720020501,7
11200720020601,11
11200720020602,16
11200720021001,8
11200720021002,13
11200720021101,4
11200720021102,11
11200720021103,5
11200720021201,3
11200720021202,7
11200720021203,6
11200720021204,9
11200720021401,3
11200720021501,4
11200720021601,17
11200720021701,9
11200720021702,11
11200720021703,5
11200730010001,27
11200730010002,155
11200730010003,46
11200730010004,50
11200730010005,50
11200730010006,221
11200730010007,23
11200730010008,77
11200730010009,54
11200730010010,55
11200730010011,49
11200730010012,104
11200730010013,58
11200730010014,90
11200730010015,15
11200730010016,48
11200730010017,11
11200730010018,38
11200730010019,73
11200730010020,64
11200730010021,67
11200730010022,87
11200730010023,20
11200730010024,46
11200730010101,4
11200730010102,1
11200730010103,2
11200730010201,8
11200730010202,3
11200730010203,2
11200730010204,5
11200730010205,4
11200730010206,5
11200730010301,4
11200730010302,1
11200730010303,12
11200730010304,5
11200730010305,9
11200730010306,1
11200730010307,1
11200730010308,3
11200730010309,6
11200730010310,3
11200730010311,4
11200730010401,3
11200730010402,3
11200730010403,7
11200730010404,3
11200730010405,3
11200730010406,9
11200730010407,4
11200730010601,13
11200730011201,57
11200730011202,49
11200730011401,59
11200730011402,55
11200730011403,41
11200730011404,39
11200730011501,17
11200730011601,7
11200730011602,7
11210520010001,26
11210520010002,54
11210520010003,39
11210520010501,4
11210520020001,35
11210520020002,47
11210520020003,63
11210520020004,34
11210520020005,49
11210520020006,34
11210520020007,78
11210520020008,98
11210520020009,28
11210520020010,59
11210520020011,89
11210520020012,57
11210520020013,84
11210520020014,47
11210520020015,35
11210520020016,82
11210520020017,22
11210520020018,94
11210520020019,45
11210520020020,34
11210520020021,110
11210520020022,50
11210520020023,52
11210520020024,43
11210520020025,42
11210520020026,74
11210520020027,83
11210520020028,31
11210520020029,50
11210520020030,57
11210520020031,50
11210520020032,147
11210520020101,4
11210520020102,2
11210520020103,2
11210520020104,5
11210540010001,84
11210540010002,1
11210540010003,87
11210540010004,83
11210540010005,72
11210540010006,95
11210540010007,57
11210540010008,79
11210540010009,109
11210540010101,1
11210540010102,5
11210540010103,4
11210540010104,7
11210540010105,3
11210540010106,5
11210540010107,6
11210540010108,2
11210540010109,3
11210540010201,3
11210540010202,8
11210540010203,8
11210540010204,5
11210540010205,7
11210540010206,5
11210540010207,3
11210540010208,7
11210540010209,7
11210540010210,4
11210540010211,3
11210540010301,1
11210540010401,8
11210570010001,37
11210570010002,27
11210570010003,71
11210570010004,31
11210570010005,41
11210570010006,119
11210570010007,34
11210570010008,39
11210570010009,86
11210570010010,41
11210570010011,64
11210570010012,40
11210570010013,76
11210570010014,66
11210570010015,67
11210570010016,39
11210570010017,58
11210570010018,55
11210570010019,40
11210570010020,35
11210570010021,49
11210570010022,26
11210570010023,34
11210570010024,33
11210570010025,48
11210570010026,41
11210570010027,37
11210570010028,26
11210570010029,44
11210570010030,36
11210570010031,51
11210570010032,45
11210570010033,37
11210570010034,36
11210570010035,26
11210570010036,18
11210570010037,32
11210570010038,32
11210570010039,71
11210570010040,41
11210570010041,43
11210570010042,38
11210570010043,25
11210570010201,6
11210570010301,2
11210570010302,4
11210570010401,7
11210570010402,7
11210570010403,8
11210570010404,9
11210570010405,6
11210570010406,7
11210570010407,1
11210570010501,5
11210570010502,5
11210570010601,4
11210570010602,5
11210580010001,39
11210580010002,60
11210580010003,19
11210580010004,22
11210580010005,24
11210580010006,111
11210580010007,43
11210580010008,47
11210580010009,30
11210580010010,54
11210580010011,20
11210580010012,25
11210580010013,61
11210580010014,41
11210580010015,33
11210580010016,16
11210580010017,42
11210580010018,113
11210580010019,48
11210580010020,90
11210580010021,36
11210580010022,32
11210580010023,31
11210580010024,31
11210580010025,93
11210580010026,21
11210580010027,15
11210580010028,115
11210580010029,44
11210580010030,23
11210580010031,41
11210580010032,37
11210580010033,36
11210580010301,4
11210580010901,9
11210610010001,106
11210610010002,48
11210610010003,48
11210610010004,25
11210610010005,69
11210610010006,57
11210610010007,55
11210610010008,75
11210610010009,80
11210610010010,46
11210610010011,46
11210610010012,40
11210610010013,45
11210610010014,61
11210610010015,41
11210610010016,43
11210610010017,33
11210610010018,40
11210610010019,39
11210610010020,48
11210610010021,52
11210610010022,51
11210610010023,23
11210610010024,43
11210610010025,46
11210610010026,30
11210610010701,4
11210610020001,50
11210610020002,36
11210610020101,11
11210610020201,11
11210620010001,122
11210620010002,30
11210620010003,51
11210620010004,63
11210620010005,35
11210620010006,33
11210620010007,36
11210620010008,43
11210620010009,36
11210620010010,43
11210620010011,41
11210620010012,63
11210620010013,52
11210620010014,25
11210620010015,17
11210620010016,40
11210620010017,58
11210620010018,51
11210620010019,40
11210620010020,56
11210620010021,33
11210620010022,35
11210620010023,32
11210620010024,28
11210620010025,24
11210620010026,31
11210620010027,25
11210620010028,38
11210620010029,24
11210620010030,27
11210620010031,30
11210620010032,67
11210620010033,60
11210620010034,16
11210620010035,15
11210620010036,40
11210620010037,38
11210620010038,43
11210620010039,38
11210620010040,37
11210620010041,24
11210620010042,44
11210620010043,33
11210620010044,19
11210620010045,33
11210620010101,8
11210620010301,10
11210620010302,9
11210620010303,6
11210620010601,6
11210630010001,189
11210630010002,99
11210630010003,49
11210630010004,34
11210630010005,76
11210630010006,45
11210630010007,20
11210630010008,53
11210630010009,47
11210630010010,15
11210630010011,57
11210630010012,42
11210630010013,37
11210630010014,46
11210630010015,31
11210630010016,32
11210630010017,45
11210630010018,27
11210630010019,30
11210630010020,60
11210630010021,57
11210630010022,25
11210630010023,50
11210630010024,58
11210630010025,58
11210630010026,37
11210630010027,49
11210630010028,26
11210630010201,24
11210630010401,8
11210630010601,3
11210630010901,9
11210630011201,10
11210630011501,8
11210630012501,19
11210640010001,36
11210640010002,47
11210640010003,43
11210640010004,40
11210640010005,60
11210640010006,36
11210640010007,57
11210640010008,57
11210640010009,35
11210640010010,50
11210640010011,75
11210640010012,17
11210640010013,52
11210640010014,37
11210640010015,56
11210640010016,54
11210640010017,37
11210640010018,43
11210640010019,22
11210640010020,35
11210640010021,33
11210640010022,40
11210640010023,21
11210640010024,43
11210640010025,48
11210640010026,18
11210640010027,43
11210640010028,34
11210640010029,41
11210640010030,33
11210640010031,48
11210640010032,14
11210640010033,29
11210640010101,2
11210640010401,6
11210640010601,9
11210640010602,3
11210640020001,38
11210640020002,41
11210640020003,47
11210640020004,37
11210640020005,28
11210640020006,37
11210640020007,23
11210640020008,52
11210640020009,19
11210640020010,29
11210640020011,37
11210650010001,37
11210650010002,44
11210650010003,52
11210650010004,39
11210650010005,63
11210650010006,69
11210650010007,70
11210650010008,44
11210650010009,47
11210650010010,43
11210650010011,65
11210650010012,50
11210650010013,59
11210650010014,55
11210650010015,56
11210650010016,69
11210650010017,51
11210650010018,60
11210650010019,55
11210650010020,36
11210650010021,56
11210650010022,62
11210650010023,53
11210650010024,44
11210650010025,46
11210650010026,49
11210650010027,54
11210650010028,40
11210650010029,52
11210650010030,40
11210650010031,54
11210650010032,51
11210650010033,58
11210650010034,42
11210650010035,35
11210650010101,4
11210650010102,2
11210650010103,3
11210660010001,44
11210660010002,51
11210660010003,38
11210660010201,5
11210660010202,2
11210660010203,2
11210660010204,3
11210660010205,3
11210660010206,2
11210660010207,4
11210660010208,4
11210660020001,28
11210660020002,20
11210660020003,46
11210660020004,21
11210660020005,48
11210660020006,35
11210660020007,43
11210660020008,32
11210660020009,38
11210660020010,46
11210660020011,76
11210660020012,44
11210660020013,37
11210660020014,55
11210660020015,42
11210660020016,62
11210660020017,59
11210660020018,65
11210660020019,57
11210660020020,33
11210660020021,81
11210660020022,43
11210660020023,51
11210660020024,53
11210660020025,78
11210660020026,27
11210660020027,52
11210660020028,46
11210660020029,64
11210660020030,22
11210660020031,62
11210660020032,19
11210660020033,57
11210660020034,32
11210660020035,44
11210660020036,32
11210680010001,63
11210680010002,38
11210680010003,41
11210680010004,53
11210680010005,34
11210680010006,44
11210680010007,65
11210680010008,35
11210680010009,75
11210680010010,48
11210680010011,37
11210680010012,59
11210680010013,44
11210680010014,54
11210680010015,44
11210680010016,53
11210680010017,50
11210680010018,35
11210680010019,43
11210680010020,59
11210680010021,30
11210680010022,44
11210680010023,37
11210680010024,25
11210680010025,33
11210680010026,31
11210680010027,58
11210680010028,42
11210680010029,42
11210680010030,45
11210680010031,55
11210680010032,42
11210680010033,56
11210680010034,42
11210680010035,49
11210680010036,27
11210680010037,38
11210680010038,27
11210680010039,55
11210680010040,56
11210680010041,37
11210680010042,41
11210680010043,41
11210680010044,45
11210680010045,40
11210680010046,51
11210680010047,46
11210680010048,43
11210680010049,45
11210680010050,40
11210680010101,6
11210690010001,22
11210690010002,46
11210690010003,45
11210690010004,34
11210690010005,36
11210690010006,20
11210690010007,47
11210690010008,25
11210690010009,51
11210690010010,21
11210690010011,19
11210690010012,26
11210690010013,44
11210690010014,53
11210690010015,18
11210690010016,62
11210690010017,31
11210690010018,58
11210690010019,40
11210690010020,25
11210690010021,19
11210690010022,36
11210690010023,33
11210690010024,40
11210690010025,37
11210690010026,35
11210690010027,60
11210690010028,45
11210690010029,36
11210690010030,34
11210690010031,38
11210690010032,67
11210690010033,25
11210690010034,42
11210690010035,35
11210690010036,15
11210690010037,50
11210690010038,18
11210690010039,52
11210690010040,55
11210690010041,24
11210690010042,21
11210690010043,58
11210690010044,37
11210690010045,18
11210690010501,3
11210690011501,13
11210690012201,7
11210710010001,63
11210710010002,54
11210710010003,63
11210710010004,57
11210710010005,87
11210710010006,80
11210710010007,93
11210710010008,96
11210710010101,4
11210710010102,3
11210710010103,3
11210710010104,5
11210710010105,2
11210710010106,3
11210710010107,3
11210710010108,4
11210710010109,4
11210710010110,3
11210710010111,6
11210710010112,2
11210710010113,3
11210710010114,3
11210710020001,39
11210710020002,6
11210710020101,6
11210710020102,2
11210710020103,7
11210710020201,7
11210710020202,7
11210720010001,35
11210720010002,13
11210720010003,75
11210720010004,54
11210720010005,50
11210720010006,39
11210720010007,50
11210720010008,39
11210720010009,57
11210720010010,53
11210720010011,53
11210720010012,52
11210720010013,52
11210720010014,35
11210720010015,71
11210720010016,47
11210720010017,57
11210720010018,41
11210720010019,41
11210720010020,44
11210720010021,37
11210720010022,49
11210720010023,36
11210720010024,27
11210720010025,28
11210720010026,36
11210720010027,66
11210720010028,31
11210720010029,79
11210720010030,66
11210720010031,57
11210720010032,49
11210720010033,36
11210720010101,2
11210720010102,3
11210720010103,4
11210720010104,5
11210720010105,4
11210720010106,14
11210720010301,3
11210720010601,2
11210720010801,5
11210720010802,2
11210730010001,42
11210730010002,37
11210730010003,44
11210730010004,30
11210730010005,31
11210730010006,51
11210730010007,477
11210730010008,67
11210730010009,38
11210730010010,35
11210730010011,15
11210730010012,43
11210730010013,38
11210730010014,37
11210730010015,32
11210730010016,33
11210730010017,41
11210730010018,61
11210730010019,58
11210730010020,53
11210730010021,56
11210730010022,48
11210730010023,30
11210730010024,82
11210730010025,35
11210730010026,71
11210730010027,36
11210730010028,31
11210730010029,51
11210730010030,72
11210730010031,29
11210730010032,68
11210730010033,52
11210730010034,16
11210730010035,37
11210730010036,41
11210730010037,33
11210730010038,40
11210730010039,28
11210730010040,43
11210730010041,57
11210730010042,110
11210730010043,68
11210730010201,5
11210730010501,2
11210730010502,2
11210730010503,2
11210730010504,3
11210730010801,3
11210730011001,3
11210730011002,3
11210780010001,40
11210780010002,69
11210780010003,44
11210780010004,33
11210780010005,43
11210780010006,51
11210780010007,37
11210780010008,29
11210780010009,37
11210780010010,48
11210780010011,36
11210780010012,34
11210780010013,56
11210780010014,38
11210780010015,58
11210780010016,39
11210780010017,61
11210780010018,49
11210780010019,52
11210780010020,67
11210780010021,50
11210780010022,33
11210780010023,55
11210780010024,26
11210780010025,60
11210780010026,30
11210780010027,47
11210780010028,36
11210780010029,31
11210780010030,54
11210780010031,26
11210780010032,31
11210780010033,24
11210780010034,28
11210780010035,27
11210780010101,3
11210780010102,2
11210780010103,1
11210780010104,3
11210780010105,5
11210780010106,2
11210780010107,3
11210780010108,4
11210780010109,1
11210780010110,6
11210780010111,3
11210780010112,7
11210780010113,2
11210780010114,2
11210780010201,7
11210780010202,2
11210780010203,3
11210780010204,6
11210780010205,2
11210780010206,5
11210780010207,2
11210780010208,6
11210780010209,7
11210780010210,4
11210780010211,6
11210780010212,5
11210780010401,7
11210780010402,3
11210780020001,47
11210780020002,52
11210780020003,141
11210780020004,117
11210790010001,8
11210790010002,218
11210790010003,79
11210790010004,100
11210790010005,28
11210790010006,33
11210790010007,68
11210790010008,81
11210790010009,43
11210790010010,48
11210790010011,54
11210790010012,70
11210790010013,66
11210790010014,22
11210790010201,10
11210790010202,5
11210790010203,3
11210790010204,5
11210790010205,2
11210790010206,4
11210790010207,3
11210790010208,2
11210790010209,3
11210790010210,5
11210790010211,5
11210790010212,4
11210790010213,2
11210790010214,5
11210790010215,3
11210790010216,4
11210790010217,9
11210790010218,9
11210790010219,10
11210790010220,2
11210790010221,3
11210790010222,3
11210790010223,10
11210790010224,3
11210790010225,3
11210790010301,2
11210790010302,11
11210790010303,4
11210790010304,8
11210790010305,6
11210790010306,13
11210790010307,8
11210790010501,12
11210790010601,5
11210790010602,9
11210790010603,2
11210790010701,3
11210790010702,3
11210790010703,7
11210790010801,15
11210790010901,8
11210800010001,38
11210800010002,69
11210800010003,15
11210800010004,32
11210800010005,36
11210800010006,33
11210800010007,49
11210800010008,33
11210800010009,37
11210800010010,53
11210800010011,16
11210800010012,128
11210800010013,68
11210800010014,26
11210800010015,27
11210800010016,39
11210800010017,35
11210800010018,85
11210800010019,28
11210800010020,35
11210800010021,44
11210800010022,41
11210800010023,42
11210800010024,50
11210800010025,23
11210800010026,46
11210800010027,33
11210800010028,39
11210800010029,8
11210800010030,20
11210800010031,30
11210800010032,25
11210800010033,29
11210800010034,18
11210800010035,69
11210800010036,78
11210800010037,16
11210800010038,38
11210800010039,45
11210800010040,12
11210800010041,30
11210800010042,29
11210800010043,78
11210800010044,34
11210800010045,45
11210800010046,35
11210800010047,19
11210800010048,19
11210800010049,14
11210800010050,40
11210800010051,21
11210800010052,39
11210800010053,17
11210800010054,18
11210800010055,27
11210800010101,127
11210800010102,109
11210800010103,160
11210800010301,2
11210800010302,2
11210800010303,16
11210800010304,8
11210800010601,3
11210800010701,6
11210800011201,12
11210800011501,1
11210800011502,3
11210800011503,8
11210800011901,5
11210800012201,8
11210800012901,11
11210810010001,32
11210810010002,21
11210810010003,92
11210810010004,43
11210810010005,32
11210810010006,58
11210810010007,40
11210810010008,50
11210810010009,53
11210810010010,74
11210810010011,40
11210810010012,42
11210810010013,55
11210810010014,49
11210810010015,67
11210810010016,32
11210810010017,64
11210810010018,56
11210810010019,54
11210810010020,81
11210810010021,81
11210810010022,32
11210810010023,51
11210810010024,43
11210810010025,57
11210810010026,41
11210810010027,69
11210810010028,48
11210810010029,28
11210810010030,33
11210810010031,37
11210810010032,48
11210810010033,25
11210810010034,83
11210810010035,44
11210810010036,37
11210810010037,41
11210810010038,48
11210810010039,36
11210810010040,28
11210810020001,60
11210810020002,57
11210810020003,58
11210810020004,69
11210810020005,50
11210810020006,40
11210810020007,85
11210810020101,3
11210810020102,6
11210810020103,1
11210810020201,5
11210820010001,702
11210820010002,100
11210820010003,97
11210820010004,367
11210820010005,493
11210820010006,25
11210820010007,213
11210820010008,132
11210820010009,133
11210820010010,82
11210820010011,323
11210820010012,52
11210820010013,76
11210820010014,176
11210820010015,196
11210820010016,97
11210820010017,32
11210820010201,3
11210820010202,5
11210820010203,2
11210820010204,9
11210820010205,1
11210820010206,6
11210820010207,6
11210820010301,2
11210820010401,6
11210820010402,2
11210820010403,4
11210820010501,5
11210820010601,2
11210820010602,5
11210820010603,4
11210820010701,3
11210820010702,9
11210820010703,8
11210820010901,8
11210820011101,8
11210820011201,4
11210830010001,30
11210830010002,73
11210830010003,66
11210830010004,49
11210830010005,38
11210830010006,27
11210830010007,32
11210830010008,50
11210830010009,46
11210830010010,63
11210830010011,47
11210830010012,42
11210830010013,35
11210830010014,52
11210830010015,39
11210830010016,65
11210830010017,56
11210830010018,54
11210830010019,28
11210830010020,60
11210830010021,43
11210830020001,79
11210830020002,50
11210830020003,38
11210830020004,34
11210830020005,68
11210830020006,41
11210830020007,94
11210830020008,43
11210830020009,53
11210830020010,84
11210830020011,32
11210830020012,56
11210830020013,31
11210830020014,73
11210830020015,119
11210830020016,54
11210830020017,24
11210830020018,39
11210830020019,24
11210830020101,2
11210830020102,2
11210830020201,3
11210830020301,6
11210830020302,2
11210830020303,5
11210830020304,4
11210830020305,6
11210830020306,4
11210830020307,3
11210830020308,5
11210830020501,3
11210830020601,3
11210830020602,3
11210830020801,8
11210830020901,6
11210830021001,13
11220510010001,118
11220510010002,81
11220510010003,24
11220510010004,34
11220510010005,106
11220510010006,35
11220510010007,18
11220510010008,9
11220510010009,86
11220510010010,53
11220510010011,91
11220510010012,94
11220510010013,41
11220510010014,19
11220510010015,45
11220510010016,42
11220510010017,33
11220510010018,11
11220510010019,50
11220510010020,45
11220510010021,12
11220510010022,31
11220510010201,6
11220510010801,4
11220510011201,10
11220510011202,3
11220510011301,7
11220510011701,9
11220510012001,1
11220510020001,91
11220510020002,53
11220510020003,26
11220510020004,83
11220510020005,44
11220510020401,3
11220510020501,2
11220510020502,2
11220510020601,5
11220510020602,2
11220510020701,16
11220510020801,10
11220520010001,37
11220520010002,109
11220520010003,27
11220520010004,10
11220520010005,2
11220520010101,3
11220520010102,2
11220520010103,1
11220520010105,1
11220520010106,3
11220520010107,1
11220520010108,2
11220520010109,1
11220520010201,4
11220520010202,3
11220520010203,8
11220520010204,9
11220520010205,6
11220520010206,7
11220520010301,1
11220520010302,2
11220520010304,2
11220520010401,4
11220520010402,1
11220520010601,12
11220520010701,1
11220520011001,2
11220520011101,1
11220520011401,1
11220520011402,6
11220520011901,4
11220520011902,9
11220520012001,6
11220520020001,91
11220520020002,52
11220520020003,64
11220520020004,62
11220520020005,63
11220520020006,70
11220520020007,74
11220520020101,3
11220520020301,5
11220520020401,4
11220520020701,6
11220520020901,7
11220520021401,8
11220530010001,43
11220530010002,37
11220530010003,47
11220530010004,34
11220530010005,10
11220530010006,42
11220530010007,50
11220530010008,65
11220530010009,41
11220530010010,29
11220530010011,23
11220530010012,45
11220530010013,52
11220530010201,7
11220530010401,4
11220530011001,2
11220530011201,13
11220530013201,5
11220530020001,41
11220530020002,115
11220530020003,53
11220530020004,60
11220530020005,43
11220530020006,56
11220530020007,72
11220530020008,39
11220530020009,33
11220530020010,25
11220530020011,22
11220530020012,36
11220530020013,22
11220530020014,29
11220530020201,4
11220530021001,8
11220530021101,7
11220530022301,10
11220530022601,11
11220530025101,9
11220530030001,249
11220530030002,39
11220530030003,85
11220530030004,122
11220530030005,13
11220530030006,31
11220530030007,76
11220530030008,58
11220530030009,70
11220530030010,18
11220530030011,42
11220530030401,5
11220530030501,2
11220530030701,1
11220530030901,19
11220530040001,20
11220530040002,2
11220530040003,32
11220530040004,44
11220530040005,46
11220530040501,9
11220530040701,5
11220530040702,5
11220530040703,2
11220540010001,81
11220540010002,100
11220540010003,12
11220540010102,3
11220540010105,1
11220540010106,2
11220540010401,2
11220540010402,4
11220540010403,5
11220540010404,2
11220540010405,3
11220540010406,5
11220540010501,8
11220540010601,5
11220540010602,7
11220540010603,2
11220540010701,3
11220540010702,3
11220540010703,5
11220540010901,20
11220540020001,124
11220540020002,8
11220540020003,1
11220540020101,2
11220540020102,1
11220540020103,4
11220540020201,7
11220540020202,2
11220540020203,8
11220540020204,2
11220540020205,3
11220540020206,3
11220540020207,5
11220540020208,1
11220540020209,4
11220540020210,10
11220540020211,5
11220540020212,7
11220540020213,3
11220540020214,5
11220540020301,6
11220540020401,3
11220540020402,4
11220540020403,7
11220540020404,1
11220540020405,4
11220540020406,3
11220540020407,2
11220540020408,3
11220540020501,1
11220540020502,2
11220540020601,3
11220540020602,1
11220540020603,5
11220550010001,65
11220550010101,4
11220550010102,2
11220550010201,2
11220550010202,5
11220550010203,1
11220550020001,111
11220550020002,18
11220550020003,4
11220550020004,4
11220550020005,4
11220550020006,2
11220550020101,1
11220550020102,6
11220550020401,4
11220550020402,11
11220550020403,8
11220550020503,1
11220550020504,3
11220550020701,9
11220550020801,4
11220550020802,4
11220550020803,2
11220550021001,6
11220550021002,3
11220550021101,8
11220550021201,5
11220550021301,11
11220550021601,5
11220550021701,9
11220550021702,3
11220550021703,6
11220550021704,8
11220550021801,6
11220550021802,1
11220550021901,5
11220550022001,2
11220550022002,3
11220550022101,1
11220550022201,12
11220550022501,4
11220550030001,154
11220550030002,71
11220550030003,115
11220550030004,44
11220550030005,53
11220550030006,51
11220550030007,69
11220550030008,84
11220550030401,14
11220560010001,150
11220560020001,57
11220570010001,20
11220570010101,2
11220570010102,2
11220570010103,2
11220570010104,2
11220570010105,6
11220570010106,5
11220570010107,4
11220570010108,3
11220570010109,5
11220570010110,3
11220570010111,4
11220570010112,3
11220570010113,2
11220570010114,2
11220570010115,2
11220570010116,1
11220570010117,4
11220570010118,2
11220570010119,6
11220570010120,4
11220570010121,4
11220570020001,29
11220570020002,36
11220570020003,27
11220570020004,74
11220570020005,86
11220570020006,47
11220570020007,32
11220570020008,33
11220570020009,32
11220570020010,31
11220570020011,70
11220570020012,35
11220570020013,34
11220570020014,124
11220570020015,37
11220570020016,41
11220570020017,41
11220570020018,44
11220570020019,40
11220570020020,28
11220570020021,30
11220570030001,25
11220570030101,1
11220570030102,1
11220570030103,2
11220570030104,3
11220570030105,2
11220570030201,3
11220570030301,5
11220570030303,5
11220570030304,2
11220570030305,2
11220570030401,1
11220570030402,2
11220570030403,1
11220570030404,9
11220570030405,1
11220570030502,1
11220570030503,7
11220570030504,1
11220570030507,1
11220570030508,2
11220570030601,6
11220580010001,35
11220580010002,9
11220580010101,1
11220580010102,1
11220580010103,1
11220580010106,3
11220580010109,1
11220580010201,3
11220580010202,1
11220580010203,2
11220580010205,4
11220580010206,7
11220580010207,2
11220580010208,3
11220580010209,1
11220580010210,3
11220580010211,3
11220580010212,2
11220580010213,1
11220580010214,2
11220580010216,3
11220580010301,4
11220580010302,6
11220580010303,3
11220580010401,5
11220580020001,17
11220580020002,32
11220580020101,7
11220580020102,4
11220580020103,6
11220580020104,2
11220580020105,5
11220580020106,2
11220580020107,2
11220580020108,3
11220580020109,3
11220580020110,2
11220580020111,3
11220580020112,3
11220580020113,2
11220580020114,3
11220580020201,7
11220580020202,12
11220590010001,17
11220590010003,8
11220590010101,1
11220590010102,3
11220590010104,2
11220590010401,2
11220590010402,16
11220590010501,3
11220590010502,5
11220590010503,4
11220590010504,6
11220590010505,9
11220590010601,6
11220590020001,45
11220590020003,5
11220590020101,1
11220590020102,1
11220590020103,1
11220590020104,2
11220590020105,2
11220590020201,1
11220590020202,2
11220590020301,4
11220590020302,3
11220590020303,2
11220590020401,1
11220590020402,2
11220590020403,4
11220590020404,2
11220590020405,1
11220590020406,28
11220590020407,3
11220590020601,6
11220590020701,1
11220590020702,1
11220590020703,1
11220590020704,2
11220590020705,3
11220590020706,2
11220590020707,3
11220590020708,1
11220590020709,1
11220590020901,7
11220590021001,10
11220590021101,2
11220590021102,2
11220590021103,1
11220600010001,146
11220600010002,56
11220600010101,3
11220600010102,4
11220600010401,5
11220600010501,3
11220600010502,2
11220600010503,5
11220600010504,1
11220600010505,4
11220600010506,4
11220600010507,2
11220600010508,1
11220600020001,29
11220600020002,38
11220600020003,46
11220600020004,36
11220600020005,35
11220600020006,47
11220600020007,37
11220600020008,45
11220600020009,35
11220600020010,37
11220600020011,58
11220600020012,40
11220600020013,55
11220600020014,27
11220600020015,41
11220600020016,30
11220600020017,31
11220600020018,90
11220600020301,3
11220600020401,8
11220600020501,8
11220600020502,7
11220610010001,69
11220610010002,38
11220610010003,72
11220610010004,32
11220610010005,55
11220610010006,60
11220610010007,46
11220610010008,54
11220610010009,36
11220610010010,48
11220610010011,51
11220610010012,41
11220610010013,54
11220610010014,26
11220610010015,39
11220610010016,63
11220610010017,22
11220610010018,35
11220610010019,45
11220610010020,26
11220610010201,9
11220610010202,5
11220610010203,2
11220610010204,2
