OPNSFTEAMCODE,MGTNO,APVPERMYMD,APVCANCELYMD,TRDSTATEGBN,TRDSTATENM,DTLSTATEGBN,DTLSTATENM,DCBYMD,CLGSTDT,CLGENDDT,ROPNYMD,SITETEL,SITEAREA,SITEPOSTNO,SITEWHLADDR,RDNWHLADDR,RDNPOSTNO,BPLCNM,LASTMODTS,UPDATEGBN,UPDATEDT,UPTAENM,X,Y,SNTUPTAENM,BDNGJISGFLRCNT,BDNGUNDERFLRCNT,USEJISGSTFLR,USEJISGENDFLR,USEUNDERSTFLR,USEUNDERENDFLR,HANSHILCNT,YANGSILCNT,YOKSILCNT,BALHANSILYN,CHAIRCNT,CNDPERMNTWHY,CNDPERMSTYMD,CNDPERMENDYMD,BDNGOWNSENM,WASHMCCNT,WMEIPCNT,MANEIPCNT,RCVDRYNCNT,ABEDCNT,MULTUSNUPSOYN
3130000,3130000-201-1968-00110,1968-12-16,,03,폐업,02,폐업,2013-08-20,,,,0207151581,0.00,121-873,서울특별시 마포구 염리동 160-55번지,,,수정여인숙,2002-06-07 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,,,여인숙업,0,0,0,0,0,0,9,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1968-00147,1968-06-27,,03,폐업,02,폐업,2011-03-29,,,,,150.00,121-810,서울특별시 마포구 대흥동 327-1번지,,,대성여관,2010-12-30 17:31:56,I,2018-08-31 23:59:59.0,여관업,194788.91323706,449364.512627428,여관업,0,0,0,0,0,0,8,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1969-00004,1969-11-21,,03,폐업,02,폐업,2019-09-27,,,,02 3651155,0.00,121-891,서울특별시 마포구 아현동 572-86번지,서울특별시 마포구 굴레방로7길 52 (아현동),04115,아담,2019-09-27 13:12:59,U,2019-09-29 02:40:00.0,여관업,195748.70543368,450472.62386034,여관업,0,0,0,0,0,0,12,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1969-00005,1969-11-01,,03,폐업,02,폐업,2016-12-01,,,,02 3631278,146.19,121-859,서울특별시 마포구 아현동 352-7번지,서울특별시 마포구 신촌로28가길 10 (아현동),04114,미화여관,2002-06-05 00:00:00,I,2018-08-31 23:59:59.0,여관업,195543.853467745,450476.619369397,여관업,0,0,0,0,0,0,12,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1969-00038,1969-07-10,,03,폐업,02,폐업,2006-11-21,,,,0203229007,107.38,121-150,서울특별시 마포구 하중동 82-7번지,,,청하,2002-06-05 00:00:00,I,2018-08-31 23:59:59.0,여관업,,,여관업,0,0,0,0,0,0,16,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1969-00040,1969-10-28,,03,폐업,02,폐업,1997-06-25,,,,02 3342928,0.00,121-838,서울특별시 마포구 서교동 358-11번지,,,서울장여관,2001-10-05 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,193138.701887647,450151.00343191,여인숙업,0,0,0,0,0,0,11,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1969-00041,1969-12-03,,01,영업/정상,01,영업,,,,,02 3342459,136.00,121-838,서울특별시 마포구 서교동 355-7,서울특별시 마포구 홍익로5안길 34 (서교동),04039,동경모텔,2023-10-27 11:20:30,U,2023-10-29 02:40:00.0,여관업,192947.827885766,450128.040762411,여관업,0,0,0,0,0,0,15,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1969-00099,1969-02-13,,03,폐업,02,폐업,2021-06-29,,,,02 7169048,0.00,121-813,서울특별시 마포구 도화동 331-0,서울특별시 마포구 도화길 14-3 (도화동),04172,동림,2021-06-29 09:56:11,U,2021-07-01 02:40:00.0,여인숙업,195338.559287826,448646.478961826,여인숙업,0,0,0,0,0,0,5,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1969-00107,1969-01-10,,03,폐업,02,폐업,2006-10-04,,,,02 7047785,0.00,121-854,서울특별시 마포구 신수동 70-18번지,,,신촌여인숙,2005-08-10 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,,,여인숙업,0,0,0,0,0,0,10,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1969-00112,1969-04-04,,03,폐업,02,폐업,2018-11-05,,,,02 7012231,0.00,121-872,서울특별시 마포구 염리동 86-11번지,서울특별시 마포구 숭문길 7-1 (염리동),04137,크로바여관,2018-11-05 13:15:01,U,2018-11-07 02:36:23.0,여인숙업,195097.304983152,449407.267648145,여인숙업,0,0,0,0,0,0,8,0,,,,,,,,,0,0,,,N
