구,위도,경도,위험점수_AHP,소방접근성_점수,반경_50m_건물수,집중도(%),로그_주변대비_상대위험도_고유단속지점_50m,공식도로폭m,구조_노후_통합점수,상업비율(%)
마포구,37.54541282,126.91430014,38.75,0.721,38,47.4,2.816263785742443,9.0,0.1322,89.47
마포구,37.55738006,126.91953533,78.23,0.57,11,54.5,0.7364578789647517,4.0,0.1094,0.0
마포구,37.55453031,126.90454416,43.83,0.463,32,93.8,0.5331106685554257,5.0,0.1494,50.0
마포구,37.55054982,126.90275275,34.0,0.4375,0,0.0,0.0070175726586465,34.0,0.443,31.03
마포구,37.56134587,126.91667769,69.21,0.3855,21,61.9,0.1518060128680041,5.0,0.4095,50.0
마포구,37.55065592,126.90094398,52.68,0.3575,4,100.0,0.0,27.0,0.42,0.0
마포구,37.55274478,126.94164158,67.03,0.5865,0,0.0,0.0,2.0,0.4218,15.38
마포구,37.55913957,126.92035539,73.02,0.466,23,52.2,0.7734420632442747,2.0,0.4553,0.0
마포구,37.56340684,126.92003729,43.69,0.2465,6,50.0,0.0130295002903338,3.0,0.4289,38.1
마포구,37.54514616,126.94899448,69.92,0.7525,9,100.0,1.2351878236738605,8.0,0.1465,20.0
마포구,37.54827327,126.91010678,77.09,0.7355,0,0.0,1.550597412411167,3.0,0.45,89.47
마포구,37.57413025,126.89552689,44.25,0.6125,2,100.0,0.7315699859622188,8.0,0.1308,0.0
마포구,37.55686859,126.90780309,33.18,0.5025,37,75.7,0.9832868605401596,32.0,0.42,3.33
마포구,37.5534993,126.90692786,47.61,0.5825,41,90.2,0.682527611732485,10.0,0.4272,0.0
마포구,37.55002027,126.91349946,65.27,0.9095,1,100.0,0.2047944126460132,6.0,0.4218,37.84
마포구,37.54731757,126.91957936,63.7,0.7545,16,50.0,1.6625477377480486,4.0,0.4272,28.95
마포구,37.5573316,126.91677247,33.39,0.607,5,60.0,1.9559829818436083,1.0,0.4606,54.55
마포구,37.57485112,126.89459527,42.44,0.5565,17,88.2,0.2865293345719726,7.0,0.4148,6.25
마포구,37.55295747,126.94019852,59.95,0.6355,0,0.0,0.0,9.0,0.5574,0.0
마포구,37.55563281,126.92322258,57.12,0.55,17,100.0,0.7706224927282359,7.0,0.4307,19.05
마포구,37.55702093,126.91913462,39.58,0.5955,6,50.0,0.8997614299229445,5.0,0.1108,0.0
마포구,37.55393329,126.90370893,62.97,0.4425,27,63.0,1.0230587072998611,8.0,0.1293,0.0
마포구,37.55202823,126.905483,31.35,0.548,25,52.0,1.4344136094640891,34.0,0.4254,39.13
마포구,37.54997981,126.92234429,61.06,0.698,24,75.0,2.161230974688314,5.0,0.1394,16.67
마포구,37.53641988,126.94752982,53.52,0.697,3,66.7,1.2747988568945483,25.0,0.1422,0.0
마포구,37.55149333,126.96006598,47.96,0.9205,2,100.0,0.0392207131532812,4.0,0.1766,0.0
마포구,37.53926469,126.9384258,40.11,0.66,0,0.0,0.0,15.0,0.4095,0.0
마포구,37.56259425,126.91375668,39.25,0.353,3,66.7,0.0721375281664231,3.0,0.1322,21.62
마포구,37.55204906,126.9270933,28.87,0.6975,25,84.0,0.0962280320945537,27.0,0.4148,7.32
마포구,37.55280859,126.94029872,63.0,0.636,0,0.0,0.0,7.0,0.5554,0.0
마포구,37.54579254,126.91898787,48.06,0.7045,16,81.2,1.352915139046056,5.0,0.42,50.0
마포구,37.5539854,126.92843081,39.14,0.6735,18,55.6,0.98498726316039,5.0,0.4236,40.0
마포구,37.55464626,126.91262456,45.93,0.7285,15,53.3,2.0142293930327906,14.0,0.1179,5.88
마포구,37.54488791,126.93691949,49.09,0.703,30,83.3,0.6441731759634858,2.0,0.4218,0.0
마포구,37.55872001,126.92546519,34.24,0.3835,14,28.6,1.9154750847881723,8.0,0.42,100.0
마포구,37.55598377,126.90318542,49.6,0.3725,36,91.7,0.93305090073162,9.0,0.4183,33.33
마포구,37.55921491,126.92556157,64.85,0.3625,34,55.9,1.8890547613468005,8.0,0.4183,18.52
마포구,37.56272168,126.90432293,75.46,0.558,9,66.7,0.2056689207909458,8.0,0.4095,44.0
마포구,37.55254107,126.92624216,73.5,0.6515,28,71.4,0.5581717443631891,5.0,0.4148,75.0
마포구,37.55212731,126.9279492,42.0,0.728,20,85.0,0.5838507587808807,42.0,0.54,0.0
마포구,37.55405158,126.92556798,51.78,0.58,17,47.1,0.6692528603605092,2.0,0.4183,0.0
마포구,37.5567821,126.91732574,42.87,0.6325,10,70.0,1.4413102263317756,8.0,0.4465,0.0
마포구,37.55437567,126.92809026,52.53,0.6475,28,75.0,0.4256307777027588,4.0,0.4272,33.33
마포구,37.55648743,126.92462294,56.59,0.4725,15,93.3,1.4190841839428814,8.0,0.4254,0.0
마포구,37.54088689,126.95657405,53.78,0.512,3,100.0,0.041672696400568,7.0,0.4165,0.0
마포구,37.55324125,126.91777946,67.02,0.81,16,81.2,1.5185623296976414,8.0,0.4553,6.25
마포구,37.55025616,126.90793771,53.11,0.666,17,76.5,2.894332159112261,30.0,0.4183,55.56
마포구,37.54566293,126.92452231,44.04,0.5675,14,50.0,3.0155349008501706,23.0,0.1337,46.67
마포구,37.55230664,126.92663844,51.2,0.673,25,92.0,0.4320447459128764,9.0,0.1394,3.33
마포구,37.55280967,126.92442616,51.29,0.5835,6,100.0,0.4088264558108692,7.0,0.42,28.57
마포구,37.55209038,126.92319874,49.33,0.6475,12,83.3,2.7782544597754586,6.0,0.1436,8.33
마포구,37.56165586,126.92447946,52.74,0.2565,33,54.5,1.7646185066822502,19.0,0.4553,35.29
마포구,37.54627008,126.93058515,52.0,0.792,3,66.7,0.3136575588550415,6.0,0.1036,22.22
마포구,37.55230764,126.93227259,89.15,0.836,12,66.7,0.9007865453381898,5.0,0.1222,17.86
마포구,37.5517225,126.8990535,22.82,0.2705,4,100.0,0.0,9.0,0.1179,0.0
마포구,37.55378905,126.92934833,27.95,0.7065,17,47.1,0.6945351058347934,6.0,0.4113,47.06
마포구,37.54323324,126.93466945,69.92,0.653,0,0.0,0.0361050046421162,4.0,0.1108,70.0
마포구,37.54027834,126.95653448,41.49,0.5095,0,0.0,0.841200280519085,5.0,0.4095,25.0
마포구,37.54304281,126.92253565,24.3,0.49,0,0.0,0.0,15.0,0.4095,93.33
마포구,37.55011629,126.91930831,45.83,0.832,27,66.7,0.6033771811312358,9.0,0.1408,0.0
마포구,37.55935718,126.92509122,41.21,0.345,27,48.1,2.342121014975784,27.0,0.1094,81.25
마포구,37.56024134,126.91739285,36.51,0.443,28,75.0,0.2909553977967501,3.0,0.1322,17.65
마포구,37.55884453,126.90604519,61.47,0.369,15,53.3,1.5651650887561122,8.0,0.4113,35.71
마포구,37.55457418,126.92846552,62.28,0.6485,28,71.4,0.6000567574939334,6.0,0.1108,4.0
마포구,37.54940196,126.91971317,67.74,0.8075,23,91.3,1.6033588663577183,4.0,0.1308,100.0
마포구,37.55892185,126.907579,41.82,0.408,18,61.1,1.880846555708252,4.0,0.1265,83.33
마포구,37.54645444,126.94427474,36.78,0.726,25,44.0,1.815857020807116,11.0,0.4077,54.55
마포구,37.55643619,126.91458403,51.77,0.6585,19,52.6,0.6951137495319861,42.0,0.1394,0.0
마포구,37.55290289,126.92790417,41.63,0.7005,24,83.3,0.2914627952916869,5.0,0.1394,0.0
마포구,37.55246365,126.90277801,40.17,0.4265,2,100.0,0.1740716573218127,23.0,0.1322,0.0
마포구,37.54316868,126.9445862,45.94,0.905,4,100.0,1.1539623837512747,6.0,0.4095,41.18
마포구,37.55506177,126.91039969,61.39,0.654,22,54.5,1.2570826296398845,8.0,0.4113,0.0
마포구,37.56165342,126.9230161,29.79,0.289,4,75.0,0.7126283161317678,11.0,0.1179,0.0
마포구,37.5753065,126.89331821,47.18,0.495,7,42.9,0.0182653479772932,7.0,0.1322,0.0
마포구,37.55583645,126.92070682,65.3,0.618,16,68.8,0.6015799870344548,8.0,0.1394,66.67
마포구,37.5557562,126.92202287,49.3,0.584,2,50.0,0.3580628692135805,11.0,0.1308,48.15
마포구,37.55502434,126.90108409,41.4,0.3125,19,73.7,2.0223866850294376,34.0,0.4113,17.86
마포구,37.57513805,126.89332401,37.04,0.5005,9,66.7,0.0538246500137801,32.0,0.1322,20.0
마포구,37.55352464,126.91868899,75.01,0.774,10,70.0,1.1763212729954258,6.0,0.1079,21.43
마포구,37.55287535,126.92600749,52.18,0.6335,27,55.6,0.5523746266788631,11.0,0.1394,91.3
마포구,37.54739762,126.90432562,21.6,0.4805,0,0.0,0.0,32.0,0.1394,61.11
마포구,37.57474949,126.89344897,48.26,0.5155,5,40.0,0.7491528565200857,6.0,0.1394,44.0
마포구,37.5604589,126.92408367,47.88,0.322,17,76.5,2.957979335151154,4.0,0.138,52.63
마포구,37.55076046,126.90166562,50.03,0.3895,4,100.0,0.0,11.0,0.1337,8.33
마포구,37.5578824,126.917783,68.98,0.5685,14,42.9,0.4152531144743273,25.0,0.1394,0.0
마포구,37.55996888,126.92292576,62.97,0.3725,19,52.6,0.8076461410151389,13.89,0.1179,0.0
마포구,37.56220648,126.91336145,49.61,0.3505,0,0.0,0.0039292781398895,4.0,0.1293,54.55
마포구,37.54883563,126.90709732,60.3,0.62,12,50.0,2.3848231912310176,4.0,0.1351,25.0
마포구,37.55295883,126.89902938,53.67,0.259,4,100.0,0.0,7.0,0.4042,28.57
마포구,37.57392704,126.89598727,47.6,0.6355,0,0.0,0.0182653479772932,4.0,0.1208,68.75
마포구,37.56061517,126.90591638,73.24,0.431,19,36.8,1.0972990908431492,13.89,0.1094,50.0
마포구,37.5589573,126.92004345,23.08,0.4805,22,54.5,0.7581978656011577,34.0,0.1237,26.32
마포구,37.56257625,126.92344639,41.52,0.235,29,79.3,0.1931912290308585,42.0,0.1079,11.11
마포구,37.5502364,126.91328023,55.31,0.9015,2,100.0,0.245122458032985,2.0,0.4218,70.0
마포구,37.55263628,126.9304043,71.38,0.786,6,83.3,0.0566953436765452,5.0,0.4236,33.33
마포구,37.55611834,126.92346538,22.8,0.524,7,85.7,0.5207759546191588,42.0,0.5478,0.0
마포구,37.55298533,126.92434837,39.45,0.5835,10,90.0,0.7778410594092126,8.0,0.1351,20.0
마포구,37.5534261,126.9250483,50.41,0.581,13,76.9,1.271348206798707,32.0,0.5593,76.47
마포구,37.55051294,126.9064,48.64,0.5985,27,77.8,1.7098566601811478,19.0,0.1036,0.0
마포구,37.55501325,126.92696684,53.17,0.5885,32,65.6,0.512490903085052,19.0,0.1322,42.86
마포구,37.56347768,126.90834112,45.68,0.5415,4,75.0,0.2088689235216166,3.0,0.4148,52.63
마포구,37.54708647,126.91506784,51.53,0.8185,14,50.0,0.9142684864933872,6.0,0.1322,0.0
마포구,37.54344528,126.91212776,53.73,0.589,0,0.0,0.0,9.0,0.4148,25.0
마포구,37.55316791,126.92714888,30.09,0.6655,15,53.3,0.4020924236295251,7.0,0.4183,0.0
마포구,37.54976964,126.91484026,41.62,0.957,11,72.7,0.614366302706831,4.0,0.1408,0.0
마포구,37.55389926,126.90537146,42.24,0.511,22,54.5,1.2507488691236668,19.0,0.1523,36.84
마포구,37.5516092,126.90528071,17.4,0.5435,28,67.9,1.3862943611198906,32.0,0.105,36.36
마포구,37.558396,126.92391727,61.2,0.4185,17,70.6,2.1053329556125777,4.0,0.4148,17.24
마포구,37.55187541,126.94174097,48.09,0.6015,1,100.0,0.037740327982847,5.0,0.4641,0.0
마포구,37.56037954,126.92167974,66.67,0.379,32,78.1,0.9779562775080012,9.0,0.5843,0.0
마포구,37.5503173,126.9092701,64.65,0.725,29,86.2,2.592051287239328,3.0,0.4148,85.71
마포구,37.54347928,126.91995718,79.15,0.5715,0,0.0,0.0,8.0,0.413,90.0
마포구,37.55242914,126.92799673,50.08,0.72,20,95.0,0.6675703387702957,5.0,0.1451,76.92
마포구,37.55054647,126.91987445,36.1,0.8075,22,90.9,1.1542731357736635,27.0,0.1293,11.11
마포구,37.55105539,126.92078687,47.61,0.764,22,63.6,1.2264456601779945,5.0,0.1237,31.25
마포구,37.53906797,126.93861992,36.99,0.663,0,0.0,0.0,6.0,0.4183,0.0
마포구,37.54697828,126.94327588,35.59,0.6865,47,74.5,0.3322409186014503,5.0,0.443,28.57
마포구,37.53956824,126.93650109,30.67,0.585,0,0.0,0.0,27.0,0.1065,0.0
마포구,37.55267504,126.9266128,58.74,0.662,29,82.8,0.7006943861953282,3.0,0.1322,46.67
마포구,37.55874771,126.92494805,24.64,0.374,18,55.6,1.9505830547547056,27.0,0.1065,72.73
마포구,37.55143681,126.9305026,48.01,0.84,5,60.0,0.0512932943875505,6.0,0.42,36.36
마포구,37.54610257,126.91516738,57.17,0.7645,37,64.9,3.293187857832752,9.0,0.1422,25.0
마포구,37.54846762,126.91743574,31.71,0.866,20,85.0,1.9158822613414044,8.0,0.1322,70.59
마포구,37.57282212,126.89680223,46.04,0.6955,0,0.0,0.0,5.0,0.1237,0.0
마포구,37.55222641,126.92844746,33.99,0.7425,11,90.9,0.959775843813894,4.0,0.4042,21.88
마포구,37.56028967,126.90550576,19.24,0.4165,29,48.3,1.4702663469333166,35.0,0.1036,10.34
마포구,37.55552726,126.91160392,41.05,0.664,22,72.7,0.3884867715737465,8.0,0.4095,0.0
마포구,37.55510514,126.91057858,53.96,0.657,16,62.5,1.2069985252424729,8.0,0.1422,0.0
마포구,37.56196252,126.91441936,47.2,0.3515,4,50.0,0.1796934343876851,7.0,0.4113,90.91
마포구,37.54640733,126.9051248,37.13,0.493,0,0.0,0.0,42.0,0.1011,63.64
마포구,37.54876241,126.91663017,56.7,0.8995,21,85.7,2.100679066923902,34.0,0.1308,0.0
마포구,37.54600767,126.91752875,36.1,0.7435,11,36.4,2.472626165156488,4.0,0.1279,14.89
마포구,37.56385593,126.90956728,29.14,0.529,15,80.0,0.6488743568819572,13.0,0.1036,0.0
마포구,37.55374108,126.92858714,32.96,0.6885,16,50.0,0.6664038555844344,11.0,0.1079,13.79
마포구,37.5366893,126.94729916,45.98,0.7145,5,60.0,1.1137870866873447,9.0,0.1337,55.56
마포구,37.56114282,126.9089216,29.38,0.415,20,95.0,0.4107007221621094,19.0,0.1,0.0
마포구,37.53821585,126.9530943,35.75,0.6165,1,100.0,0.0271509890659508,15.0,0.4077,29.73
마포구,37.54405815,126.91257835,56.26,0.628,2,50.0,2.882403588246988,6.0,0.1322,85.0
마포구,37.55274182,126.9278376,48.15,0.704,24,95.8,0.2838870014832293,12.0,0.1251,0.0
마포구,37.54973871,126.90773081,38.73,0.6555,25,88.0,3.704823104511072,27.0,0.4077,0.0
마포구,37.56120277,126.91660272,43.17,0.394,18,44.4,0.1546189542446188,6.0,0.1122,31.03
마포구,37.55278449,126.92551464,50.25,0.617,17,47.1,0.245122458032985,20.0,0.4113,18.18
마포구,37.56263081,126.92226763,54.05,0.2545,8,75.0,0.4700036292457356,8.0,0.1108,62.5
마포구,37.55016429,126.92805072,47.43,0.7735,4,50.0,0.1910552367627092,5.0,0.1293,50.0
마포구,37.55318919,126.92848403,66.17,0.7085,26,69.2,0.1670540846631661,8.0,0.1011,12.12
마포구,37.5546881,126.92837545,29.68,0.641,28,75.0,0.5108256237659907,8.0,0.413,0.0
마포구,37.55253459,126.92773734,32.95,0.7075,26,100.0,0.2569104137850272,6.0,0.1394,85.71
마포구,37.55394319,126.93026684,51.96,0.72,14,42.9,0.3443774161283262,4.0,0.1394,36.36
마포구,37.54589156,126.95940588,48.04,0.766,24,66.7,1.70810943994113,5.0,0.4113,13.33
마포구,37.54358569,126.92161464,38.25,0.5385,0,0.0,0.3364722366212129,5.0,0.1079,50.0
마포구,37.55443326,126.90493013,39.49,0.481,34,76.5,0.5696258815305231,14.0,0.138,0.0
마포구,37.55146431,126.93083311,28.83,0.849,3,66.7,0.1466034741918754,27.0,0.4113,0.0
마포구,37.56324035,126.9167259,63.24,0.2805,29,89.7,0.2251088319991636,4.0,0.4113,0.0
마포구,37.55665905,126.91030472,29.64,0.58,22,59.1,0.8274164898333746,8.0,0.1237,50.0
마포구,37.54766936,126.90330774,78.77,0.442,0,0.0,0.0,6.0,0.2353,0.0
마포구,37.54659986,126.9166466,47.07,0.7865,27,88.9,1.2727636352020375,8.0,0.1322,4.0
마포구,37.5498158,126.92735013,41.0,0.7455,3,100.0,1.425008873300581,4.0,0.1322,44.44
마포구,37.54175014,126.93953034,40.91,0.735,26,84.6,0.8070914399091631,3.0,0.4095,47.06
마포구,37.57642101,126.89389695,39.94,0.481,20,45.0,0.8124651359344124,8.0,0.1251,75.0
마포구,37.55281226,126.93892851,45.25,0.686,7,85.7,1.0593915755148284,5.0,0.1308,0.0
마포구,37.55664652,126.92095537,45.36,0.575,19,73.7,0.6106709587357068,34.0,0.1308,19.23
마포구,37.55723561,126.90079061,43.46,0.2495,15,73.3,0.5248118657407306,4.0,0.4095,21.43
마포구,37.5503917,126.92168327,50.17,0.728,20,95.0,2.0969638923720386,9.0,0.1194,0.0
마포구,37.54234465,126.92486549,75.77,0.464,0,0.0,0.0,9.0,0.2417,35.71
마포구,37.55154622,126.92906524,42.37,0.7865,0,0.0,0.0,2.0,0.4623,12.5
마포구,37.55116063,126.91728535,34.63,0.9095,10,70.0,0.9061383604101372,27.0,0.5515,0.0
마포구,37.54749813,126.91576053,37.06,0.842,5,60.0,0.2724146003209925,8.0,0.1337,20.59
마포구,37.56157876,126.91894122,29.26,0.357,25,60.0,0.9024245473424282,7.0,0.4183,0.0
마포구,37.55859933,126.92073449,27.69,0.486,14,64.3,1.3605561200833702,7.0,0.4535,6.9
마포구,37.5498263,126.92158755,67.76,0.7305,21,71.4,1.391332155149848,19.0,0.42,40.91
마포구,37.54636516,126.9083444,68.72,0.6145,0,0.0,0.1335313926245226,8.0,0.4412,0.0
마포구,37.56008275,126.92386957,45.97,0.3445,15,86.7,1.7657408412557287,6.0,0.5496,11.11
마포구,37.55624657,126.92411012,39.59,0.4985,16,100.0,1.0570183913692728,27.0,0.42,0.0
마포구,37.55264313,126.93079688,68.79,0.7945,5,40.0,0.3062584580247163,25.0,0.1065,11.54
마포구,37.55995805,126.92433745,64.47,0.3385,20,85.0,2.896183615882688,8.0,0.4165,30.0
마포구,37.55862898,126.92451994,20.81,0.3915,22,59.1,0.7094077014317256,8.0,0.4148,0.0
마포구,37.55180929,126.93786517,76.39,0.7565,9,66.7,0.5485659517488376,8.0,0.9932,73.68
마포구,37.5524961,126.92602717,66.37,0.6445,22,63.6,0.3571798669487024,9.0,0.4165,13.33
마포구,37.55325642,126.94607077,63.59,0.41,36,72.2,2.1386304130701665,30.0,0.4676,95.0
마포구,37.55949572,126.92431342,49.64,0.3595,30,70.0,1.387113697503293,5.0,0.4025,0.0
마포구,37.55866169,126.92536437,82.29,0.384,12,41.7,1.9487165119822711,11.0,0.42,0.0
마포구,37.5575546,126.91779311,70.23,0.586,11,63.6,0.0635134057223258,6.0,0.1208,70.0
마포구,37.55544104,126.89980353,66.1,0.2515,18,66.7,1.4898927617843176,8.0,0.2417,20.0
마포구,37.55166977,126.90445734,44.67,0.507,22,45.5,0.6681904485860778,4.0,0.1136,16.0
마포구,37.54706042,126.96201634,65.0,0.8035,31,83.9,1.376991968457577,20.0,0.4095,64.29
마포구,37.55198107,126.93963229,48.25,0.6845,6,100.0,0.0,6.0,0.5478,71.43
마포구,37.55713406,126.90518833,42.02,0.4085,29,51.7,1.7124011908161425,4.0,0.1194,0.0
마포구,37.55678672,126.91524305,47.47,0.641,22,77.3,0.4133082855691902,4.0,0.4148,86.67
마포구,37.54488594,126.91716414,60.8,0.6885,0,0.0,0.538996500732687,4.0,0.1265,100.0
마포구,37.565058,126.90564157,50.11,0.672,14,85.7,0.2372172785258717,9.0,0.4236,20.0
마포구,37.55768597,126.91363739,24.55,0.583,26,61.5,0.9411753751900328,23.0,0.1011,85.0
마포구,37.54351819,126.91544255,49.87,0.621,2,100.0,0.0,7.0,0.4183,59.09
마포구,37.55965822,126.92207637,37.35,0.4065,18,50.0,1.00831683647729,23.0,0.105,22.22
마포구,37.55121526,126.91291889,46.21,0.8755,2,50.0,0.1189047407655835,27.0,0.1293,22.73
마포구,37.54873272,126.9198101,52.3,0.7905,30,76.7,2.15481134365398,10.0,0.1308,16.67
마포구,37.55253691,126.92819217,22.68,0.723,22,100.0,0.7351805622664975,5.0,0.1293,70.0
마포구,37.55139021,126.93738608,39.5,0.787,29,41.4,3.0241702088745246,6.0,0.1365,41.67
마포구,37.55202404,126.93036934,43.99,0.812,6,83.3,0.0100503358535014,5.0,0.1394,36.36
마포구,37.53850982,126.95165788,37.41,0.6795,6,66.7,0.0181823190831904,8.0,0.4183,33.33
마포구,37.55201895,126.94147091,33.88,0.61,0,0.0,0.0,8.0,0.4254,31.82
마포구,37.55740282,126.91776699,43.62,0.5945,13,46.2,0.2329315576803726,9.0,0.1036,0.0
마포구,37.57426445,126.89558722,42.24,0.611,3,100.0,0.8796841105244633,5.0,0.5323,0.0
마포구,37.55285681,126.89838402,37.65,0.232,1,100.0,0.0,4.0,0.1079,37.93
마포구,37.55270279,126.94564822,48.48,0.424,15,73.3,0.5866913745407042,10.0,0.4483,22.73
마포구,37.54407094,126.91726551,69.93,0.6435,0,0.0,0.0689928714869514,2.0,0.1322,0.0
마포구,37.55334342,126.90851461,72.88,0.649,28,75.0,1.2785836681171108,6.0,0.5535,0.0
마포구,37.5610275,126.92620937,27.74,0.2875,32,62.5,0.5749542248322346,27.0,0.1237,34.62
마포구,37.55482251,126.92760383,53.25,0.6145,30,60.0,0.1846336965523341,5.0,0.1494,0.0
마포구,37.55230312,126.92990532,70.66,0.787,4,75.0,0.0050377940299571,6.0,0.5496,50.0
마포구,37.55952624,126.91738071,52.78,0.4825,22,36.4,0.3664629503048952,7.0,0.1165,0.0
마포구,37.5654964,126.91046814,35.95,0.569,6,50.0,0.4754236967150748,8.0,0.443,76.67
마포구,37.5459992,126.95950342,41.58,0.7725,29,72.4,1.7047480922384253,34.0,0.4113,0.0
마포구,37.55005907,126.92687094,52.76,0.723,3,100.0,0.905708622543618,20.0,0.1422,31.03
마포구,37.55460718,126.91095868,40.56,0.689,17,35.3,1.2498727930731348,14.0,0.1222,0.0
마포구,37.55298988,126.94658762,43.76,0.416,31,90.3,0.7052685410922901,8.0,0.105,0.0
마포구,37.55137091,126.93903344,26.08,0.723,4,100.0,0.0,42.0,0.413,0.0
마포구,37.55383854,126.91480899,58.35,0.8025,27,81.5,1.0850527588824772,10.0,0.4113,38.46
마포구,37.55958254,126.92325416,37.11,0.383,20,40.0,1.239086735526564,30.0,0.138,0.0
마포구,37.55171685,126.93046958,40.61,0.828,4,100.0,0.1466034741918754,6.0,0.4148,0.0
마포구,37.5517339,126.91656164,62.96,0.9095,6,50.0,0.2129911798501917,9.0,0.4077,6.67
마포구,37.54688979,126.96257846,36.18,0.782,11,90.9,0.95265837604503,8.0,0.138,0.0
마포구,37.55260324,126.92670132,22.73,0.667,31,93.5,0.6279350319128999,9.0,0.1322,17.86
마포구,37.55257054,126.93099306,36.92,0.8025,4,50.0,0.4786467254017555,14.0,0.4183,62.5
마포구,37.55746684,126.92422666,49.2,0.448,2,50.0,0.8532325959070182,6.0,0.1237,40.0
마포구,37.55350596,126.92959342,33.17,0.726,19,73.7,0.8754687373538999,8.0,0.4218,0.0
마포구,37.55837261,126.90063074,45.5,0.311,27,81.5,1.53185696088335,32.0,0.4183,27.27
마포구,37.55593921,126.9000395,46.29,0.25,22,59.1,0.5971325273203567,5.0,0.4077,16.67
마포구,37.55268466,126.93204616,77.88,0.8135,12,66.7,0.325422400434628,8.0,0.4113,10.34
마포구,37.54428506,126.94551102,76.28,0.8525,4,75.0,0.4608152031913293,4.0,0.4588,0.0
마포구,37.55807066,126.92066444,33.97,0.5135,16,43.8,0.8491696438068843,8.0,0.5535,35.29
마포구,37.56227653,126.90593232,40.99,0.5205,24,79.2,0.6468146239189466,11.0,0.1394,0.0
마포구,37.54544059,126.95883641,56.17,0.7385,11,45.5,1.3437347467010947,7.0,0.1222,0.0
마포구,37.55337789,126.91852279,58.94,0.785,11,72.7,1.190242611514034,6.0,0.4535,18.52
마포구,37.5473975,126.9197115,30.6,0.753,15,40.0,1.683401574031255,14.0,0.4183,40.0
마포구,37.55181818,126.93049783,48.99,0.8245,4,75.0,0.1466034741918754,2.0,0.1451,0.0
마포구,37.55400495,126.92523546,37.23,0.57,18,55.6,0.5420012412344404,14.0,0.1322,50.0
마포구,37.55183504,126.92548018,33.4,0.6385,1,100.0,0.0050377940299571,8.0,0.1394,0.0
마포구,37.54769777,126.9089212,49.03,0.6745,0,0.0,0.1335313926245226,7.0,0.4165,3.23
마포구,37.5512694,126.92604978,48.47,0.6725,4,100.0,0.0050377940299571,5.0,0.4095,25.0
마포구,37.57488101,126.89471478,28.21,0.56,22,90.9,0.2865293345719726,32.0,0.6782,50.0
마포구,37.55204819,126.939707,46.09,0.68,4,100.0,0.0,8.0,0.6865,15.79
마포구,37.55402172,126.91309089,56.84,0.769,28,67.9,1.0307010830518992,7.0,0.4165,14.81
마포구,37.55339312,126.94713218,48.26,0.4485,10,100.0,0.2754119798599665,4.0,0.4465,22.73
마포구,37.56105059,126.92304312,42.7,0.318,10,80.0,0.286041382994321,6.0,0.4535,0.0
마포구,37.56266461,126.92061752,71.6,0.2785,23,69.6,0.2661402286770261,10.0,0.4483,0.0
마포구,37.55399205,126.90250853,76.38,0.392,26,65.4,2.099485785738491,24.0,0.4465,43.75
마포구,37.55255441,126.94122399,83.96,0.6075,0,0.0,0.037740327982847,6.0,0.42,8.33
마포구,37.55210193,126.92725538,78.13,0.7025,28,85.7,0.1144103511777442,4.0,0.4218,45.45
마포구,37.54692938,126.91039775,41.26,0.7055,5,60.0,0.4519851237430572,5.0,0.4077,72.73
마포구,37.55841366,126.92485471,50.05,0.3905,20,55.0,0.7158385917620161,5.0,0.1408,40.0
마포구,37.55346185,126.92946836,39.42,0.7245,24,75.0,0.5690945318899665,7.0,0.4183,0.0
마포구,37.57462768,126.89445276,65.79,0.5575,13,92.3,0.0965661983910511,4.0,0.1408,33.33
마포구,37.55914467,126.92417662,46.5,0.379,28,57.1,1.2927040130322185,4.0,0.4165,0.0
마포구,37.55298757,126.9288081,55.42,0.7265,25,92.0,0.4893852925281213,7.0,0.1408,0.0
마포구,37.55318196,126.92983872,70.84,0.747,8,87.5,0.7458977459454743,3.0,0.4218,0.0
마포구,37.56060135,126.91688911,46.76,0.426,18,44.4,0.1713324352183594,3.0,0.4606,4.55
마포구,37.55897993,126.92478028,43.57,0.369,20,60.0,2.07409942911919,8.0,0.4113,0.0
마포구,37.55679233,126.91866014,68.44,0.615,17,58.8,1.065275868400518,19.0,0.4553,28.57
마포구,37.57254352,126.89418436,70.59,0.592,0,0.0,0.0,2.0,0.4148,0.0
마포구,37.55239122,126.93151471,58.97,0.8215,7,42.9,0.5007752879124893,9.0,0.4148,20.0
마포구,37.56073424,126.90998917,39.74,0.373,18,94.4,0.4516271498713268,10.0,0.105,80.0
마포구,37.55977646,126.9263265,30.66,0.352,14,42.9,0.3151696559173447,8.0,0.4113,21.74
마포구,37.54347927,126.93480393,60.0,0.6655,2,100.0,0.8141928618511451,8.0,0.4148,23.08
마포구,37.55132252,126.93153461,65.45,0.8745,4,75.0,0.0,6.0,0.4641,0.0
마포구,37.55297285,126.91747697,49.01,0.8295,13,69.2,1.2484245668967695,6.0,0.4553,0.0
마포구,37.55995523,126.92559474,41.71,0.328,32,53.1,0.2381129164223701,5.0,0.4218,20.0
마포구,37.55661624,126.92015591,44.21,0.595,9,66.7,0.9555114450274363,9.0,0.1293,55.0
마포구,37.56329824,126.91638816,73.82,0.288,19,84.2,1.1844389933544268,6.0,0.4183,12.5
마포구,37.54236636,126.93249194,46.18,0.609,2,100.0,0.123132685403624,9.0,0.1122,0.0
