구,위도,경도,위험점수_AHP,소방접근성_점수,노후도_점수,반경_50m_건물수,집중도(%),로그_주변대비_상대위험도_고유단속지점_50m,공식도로폭m
용산구,37.55051637,126.97389741,49.57,0.807,0.508,32,59.4,2.041177466512061,5.0
용산구,37.53137311,126.97361397,41.22,0.835,0.508,26,42.3,0.7765287894989964,11.0
용산구,37.54629608,126.96953109,74.11,0.6045,0.5504,58,65.5,4.437184403571243,6.0
용산구,37.53502786,126.96802651,22.34,0.8355,0.1348,6,50.0,0.3053816495511818,4.0
성동구,37.54590134,127.02315738,67.64,0.5455,0.6013,4,75.0,0.0361050046421162,5.0
성동구,37.54603887,127.05512448,46.85,0.7855,0.5165,22,50.0,1.2237754316221157,8.0
성동구,37.56022261,127.03473605,32.9,0.8925,0.3554,26,57.7,0.19900124599261,4.0
성동구,37.56687292,127.0360577,56.54,0.731,0.5589,48,43.8,1.036539860025732,7.0
성동구,37.55763832,127.03242281,49.45,0.719,0.4571,10,100.0,0.0065789710980424,15.0
성동구,37.56055471,127.03447902,32.62,0.9045,0.3469,30,60.0,0.6792901458985192,6.0
성동구,37.56045943,127.03446554,33.33,0.9,0.3723,28,57.1,0.5713423066757419,6.0
성동구,37.53247613,127.05559946,47.57,0.6535,0.5335,0,0.0,0.0,2.0
성동구,37.56086358,127.03451002,26.17,0.92,0.1942,35,51.4,2.180780219109842,5.0
성동구,37.55984739,127.03440642,29.58,0.868,0.2281,13,84.6,0.1126731625041128,4.0
성동구,37.56048156,127.03428612,32.51,0.897,0.3554,27,55.6,0.6699442834802815,6.0
성동구,37.55965771,127.03447559,27.75,0.859,0.1263,16,100.0,0.0877756108823856,4.0
성동구,37.55120472,127.01901632,60.09,0.718,0.5504,34,91.2,0.9614111671546248,8.0
성동구,37.54456913,127.04402439,67.29,0.4465,0.4571,1,100.0,0.7932306391169278,19.91
성동구,37.56076381,127.0343345,32.18,0.911,0.3129,41,48.8,1.5983676886798537,6.0
성동구,37.56270306,127.03510703,38.96,0.959,0.5335,38,44.7,3.155641417543444,10.0
성동구,37.54562637,127.02287533,64.01,0.529,0.525,3,66.7,0.0145987994211526,5.0
성동구,37.54857989,127.06807908,47.01,0.577,0.4062,8,50.0,0.2231435513142097,30.0
성동구,37.56420552,127.03564417,42.84,0.88,0.5504,24,58.3,1.5898019379172414,10.0
성동구,37.56172032,127.02948477,61.96,0.7325,0.5335,71,69.0,0.1528392042294475,4.0
성동구,37.54875799,127.06804784,46.53,0.5795,0.4062,10,40.0,0.6931471805599453,30.0
성동구,37.56089481,127.03435728,32.05,0.9175,0.3129,37,48.6,2.2283359676182672,5.0
성동구,37.56134209,127.03494996,31.17,0.953,0.5589,12,66.7,1.4223342976030875,30.0
성동구,37.56262655,127.03474838,36.75,0.9525,0.508,29,48.3,2.851812764292481,10.0
성동구,37.53473267,127.05260241,60.67,0.6185,0.5165,1,100.0,0.0,5.45
성동구,37.54597257,127.06581136,54.17,0.6255,0.508,2,100.0,0.8649974374866045,30.0
성동구,37.55824913,127.06273906,40.69,0.6365,0.3978,0,0.0,0.0,8.0
성동구,37.5617234,127.02720704,62.11,0.6325,0.5674,2,100.0,0.0183491386681965,6.0
성동구,37.56029187,127.03421188,29.42,0.886,0.296,18,61.1,0.5071491490366821,6.0
성동구,37.55842931,127.03146687,57.03,0.7305,0.5335,41,63.4,0.7384037721480662,4.0
성동구,37.56148846,127.03487698,21.51,0.9575,0.3638,16,62.5,1.2355781437412672,30.0
성동구,37.53561546,127.04984192,55.86,0.515,0.5165,0,0.0,0.0,5.45
성동구,37.54565722,127.0233463,65.82,0.533,0.4911,1,100.0,0.0218190473946397,5.0
성동구,37.54577776,127.06440831,60.53,0.6735,0.4996,12,100.0,3.295836866004329,10.0
성동구,37.54450985,127.04821662,52.07,0.493,0.067,27,77.8,1.2299482907291963,4.0
성동구,37.54588143,127.05228953,47.27,0.686,0.4317,11,63.6,4.127134385045092,30.0
성동구,37.53191832,127.05550697,30.2,0.627,0.525,0,0.0,0.0,70.0
성동구,37.54554836,127.02452143,65.6,0.529,0.5165,5,80.0,0.0501897445238552,5.0
성동구,37.56010879,127.03366495,29.08,0.864,0.2875,16,50.0,0.6365282865604374,6.0
성동구,37.5359582,127.04693123,64.85,0.391,0.5165,0,0.0,0.0,5.45
성동구,37.54429402,127.01838556,71.95,0.399,0.4147,3,100.0,0.0,6.0
성동구,37.5457164,127.02111802,65.33,0.517,0.4996,5,80.0,0.0,6.0
성동구,37.56064804,127.03449374,29.99,0.9095,0.2875,33,57.6,0.954099015414094,6.0
성동구,37.56066981,127.03431781,31.43,0.9065,0.3045,38,52.6,1.0893956335631856,6.0
성동구,37.56218111,127.03935244,42.3,0.8315,0.4062,12,100.0,0.4940185054496094,6.0
성동구,37.53345205,127.05942707,37.29,0.7825,0.4147,2,100.0,0.0,30.0
성동구,37.53230656,127.0555696,49.76,0.6455,0.5674,0,0.0,0.0,2.0
성동구,37.53439019,127.04861102,62.88,0.446,0.5589,0,0.0,0.0,5.45
성동구,37.53463035,127.05284404,60.49,0.6265,0.525,1,100.0,0.0,5.45
성동구,37.56057542,127.03430275,30.23,0.9015,0.296,34,50.0,0.954099015414094,6.0
성동구,37.55997834,127.03414667,27.11,0.8695,0.3638,9,100.0,0.1126731625041128,40.0
성동구,37.560336,127.03371821,30.18,0.8755,0.279,30,50.0,0.5969191484653915,6.0
성동구,37.53380845,127.05445688,46.07,0.6665,0.542,0,0.0,0.0,5.45
성동구,37.54585354,127.06550967,50.68,0.634,0.508,3,66.7,1.6817585740137264,30.0
성동구,37.56095418,127.03412427,34.96,0.913,0.3299,48,50.0,2.239146883722483,6.0
마포구,37.5505068,126.93559116,35.98,0.88,0.3638,5,100.0,1.0459685551826878,7.0
마포구,37.5503579,126.93525219,31.09,0.897,0.3638,1,100.0,0.2076393647782445,14.0
마포구,37.54610662,126.90997111,25.33,0.661,0.2196,0,0.0,0.1335313926245226,27.0
마포구,37.55037268,126.9356007,32.17,0.8835,0.3384,5,100.0,0.946596081369484,15.0
마포구,37.53638047,126.94688977,52.61,0.702,0.508,8,75.0,0.5556761899313425,7.0
마포구,37.55114483,126.93486348,35.54,0.879,0.4656,5,60.0,0.653926467406664,7.0
마포구,37.54537042,126.91013072,50.1,0.636,0.4147,2,100.0,1.0986122886681098,27.0
마포구,37.55227977,126.93375011,45.08,0.8395,0.542,9,44.4,3.900417459307838,6.0
마포구,37.5513466,126.93570713,30.0,0.8465,0.2536,7,71.4,1.0185695809945732,7.0
마포구,37.55359223,126.95286695,50.09,0.6405,0.5929,0,0.0,0.1204461530758671,7.0
마포구,37.55183851,126.92091808,52.61,0.7475,0.4571,34,67.6,1.4319531244407595,3.0
마포구,37.55002455,126.9353636,23.01,0.901,0.3045,4,50.0,0.6931471805599453,14.0
마포구,37.55227127,126.93440485,39.45,0.8325,0.3978,9,66.7,2.72078922687964,8.0
마포구,37.55064695,126.9355795,27.47,0.876,0.1688,7,100.0,1.148622709242771,7.0
마포구,37.55095038,126.93575121,37.86,0.86,0.4487,6,66.7,1.274502955131774,7.0
마포구,37.54573449,126.95623322,42.17,0.713,0.5335,9,44.4,0.4883527679139321,33.0
마포구,37.55600319,126.91622791,54.75,0.683,0.5165,16,56.2,0.9131361551256396,4.0
마포구,37.54878014,126.93617025,38.14,0.868,0.4911,4,75.0,0.9221558513265532,12.0
마포구,37.55347723,126.94584678,75.41,0.4115,0.5504,39,48.7,2.456038665787148,24.0
마포구,37.55071712,126.93501347,25.72,0.893,0.3299,2,50.0,0.1431008436406733,7.0
마포구,37.55113536,126.93477251,25.44,0.882,0.2621,5,60.0,0.4795730802618863,7.0
마포구,37.54628443,126.90965364,25.19,0.6575,0.2112,0,0.0,0.1335313926245226,27.0
마포구,37.54218159,126.94980945,19.3,0.8095,0.1857,1,100.0,0.6931471805599453,51.0
마포구,37.5346475,126.94576323,53.45,0.6115,0.5165,11,63.6,0.7934490512615113,27.0
마포구,37.55297852,126.92084785,34.01,0.7225,0.1179,29,51.7,1.551102335421137,9.0
마포구,37.55074352,126.93543699,27.25,0.878,0.1857,3,100.0,0.9903987040278768,7.0
마포구,37.55102279,126.93505085,29.73,0.8795,0.3045,4,75.0,0.8362480242006186,7.0
마포구,37.55115123,126.93551209,33.56,0.8605,0.3638,6,66.7,1.0857088838322018,7.0
마포구,37.54439084,126.95398061,51.61,0.5975,0.508,5,60.0,1.3437347467010947,33.0
마포구,37.55084055,126.93428422,28.14,0.907,0.2705,3,100.0,0.1431008436406733,7.0
마포구,37.54468753,126.95409171,58.92,0.6105,0.5165,9,66.7,1.5444054421632458,11.0
마포구,37.55084724,126.93486958,32.87,0.892,0.4317,3,66.7,0.1758906664636642,7.0
마포구,37.5555394,126.90784912,68.11,0.555,0.508,46,52.2,1.0165991370072744,5.0
마포구,37.55368716,126.94658501,81.35,0.443,0.5504,42,97.6,0.7290791897860087,10.0
마포구,37.55045651,126.93488733,24.03,0.907,0.3469,4,50.0,0.2384110234449982,14.0
마포구,37.55071831,126.93420754,34.51,0.9145,0.4487,4,100.0,0.325422400434628,14.0
마포구,37.55444695,126.91780256,36.28,0.75,0.1263,29,72.4,1.519667913005391,4.0
마포구,37.55376086,126.94633598,81.51,0.438,0.5335,39,97.4,1.657065961423355,10.0
마포구,37.54961986,126.91065743,49.81,0.7825,0.508,25,52.0,3.1780538303479458,8.0
마포구,37.54604022,126.90935846,37.9,0.6385,0.4911,0,0.0,0.1335313926245226,34.06
마포구,37.55064465,126.92019333,51.93,0.793,0.525,20,100.0,1.487099060241856,11.0
마포구,37.54012376,126.94891178,28.29,0.8295,0.1348,38,52.6,0.9990115720949166,8.0
마포구,37.55218651,126.90962643,59.16,0.721,0.525,33,97.0,0.7036551581583603,7.0
마포구,37.54319116,126.92027484,48.06,0.551,0.5335,0,0.0,0.0,27.0
마포구,37.5514384,126.93531087,44.41,0.8545,0.5589,8,75.0,0.9162907318741552,7.0
마포구,37.55187417,126.93478522,30.84,0.846,0.2112,12,83.3,1.4423838277709342,7.0
마포구,37.55677874,126.92400896,41.24,0.4815,0.1094,5,60.0,1.2391790600605554,32.0
마포구,37.55360436,126.92114016,34.69,0.6925,0.067,14,78.6,1.04243378671451,6.0
마포구,37.55042405,126.93540126,16.19,0.8895,0.296,0,0.0,0.2972515234679316,14.0
마포구,37.55025477,126.93532059,30.73,0.8975,0.3554,1,100.0,0.2682639865946793,14.0
마포구,37.54994707,126.93546906,23.49,0.898,0.3554,3,33.3,0.7308875085427923,14.0
마포구,37.55006638,126.93550231,31.28,0.8945,0.3469,2,100.0,0.7308875085427923,14.0
강서구,37.52648178,126.84566439,29.33,0.6465,0.0585,13,100.0,0.0,40.0
강서구,37.52761144,126.84527903,41.24,0.5875,0.296,18,55.6,0.7245633767933243,40.0
강서구,37.55702444,126.83503956,8.6,0.8715,0.1348,0,0.0,0.1892419996385284,18.0
강서구,37.52682269,126.83849155,39.45,0.7595,0.3129,19,78.9,0.0,12.0
강서구,37.52679585,126.83862303,38.05,0.7535,0.2875,19,73.7,0.0,12.0
강서구,37.5271913,126.84165509,50.67,0.626,0.3129,14,71.4,1.0986122886681098,5.0
강서구,37.55315254,126.8362819,29.28,0.88,0.4487,12,75.0,0.142500062607283,35.0
강서구,37.54334576,126.84673259,22.04,0.9325,0.2705,16,43.8,0.6716409753389817,8.0
강서구,37.55007567,126.84915449,49.06,0.6035,0.3808,13,38.5,1.4921866502547525,15.0
강서구,37.52622853,126.84617762,32.34,0.672,0.1857,12,91.7,0.0,40.0
강서구,37.5585145,126.80808009,55.63,0.425,0.4232,6,50.0,0.1378324745239132,40.0
강서구,37.52677466,126.83816438,37.35,0.773,0.2875,17,82.4,0.0,12.0
강서구,37.52644935,126.84532133,36.3,0.6375,0.2112,13,92.3,0.0,40.0
강서구,37.54510834,126.84611258,33.31,0.9105,0.2875,23,95.7,0.8772402170022819,4.0
강서구,37.52610021,126.84664444,35.82,0.691,0.279,17,88.2,0.0,40.0
강서구,37.54617445,126.84693425,39.13,0.841,0.3808,31,45.2,2.019149311423716,5.0
강서구,37.52681545,126.83899292,43.13,0.738,0.3638,20,75.0,0.0,12.0
강서구,37.55946195,126.80709522,57.28,0.3685,0.4826,0,0.0,0.0476280489892546,33.0
강서구,37.52942952,126.85975355,53.16,0.4525,0.4062,4,50.0,0.6931471805599453,40.0
강서구,37.57017485,126.809119,50.91,0.63,0.4147,15,46.7,1.0313600616589422,10.0
강서구,37.55025321,126.84931282,48.82,0.5915,0.3554,9,44.4,1.538924128106442,15.0
강서구,37.52652784,126.8461964,39.7,0.66,0.3045,11,100.0,0.0,40.0
강서구,37.56095838,126.80920253,63.9,0.421,0.3469,20,35.0,0.7637647477738986,3.0
강서구,37.54449559,126.84564285,24.06,0.95,0.2621,22,59.1,1.3316359485820266,8.0
강서구,37.5437087,126.84579625,20.12,0.976,0.296,12,58.3,0.041672696400568,9.0
강서구,37.54684235,126.84748626,39.09,0.797,0.3129,24,58.3,1.0096648026516135,2.0
강서구,37.52626092,126.84221415,35.21,0.593,0.2705,11,36.4,0.0,40.0
강서구,37.52717379,126.84113426,47.72,0.6485,0.296,16,68.8,0.6607119048067914,5.0
강서구,37.54434148,126.84617268,24.63,0.944,0.3045,12,58.3,1.4921866502547525,9.0
강서구,37.54359436,126.84517846,16.64,0.9955,0.2112,20,50.0,1.3483494295557672,9.0
강서구,37.5444712,126.84607011,24.66,0.9415,0.279,16,50.0,1.4873904779912597,4.0
강서구,37.54300585,126.84713749,31.12,0.9095,0.3469,24,54.2,0.4805857385762725,3.0
강서구,37.56231091,126.80220952,43.52,0.2975,0.0839,0,0.0,0.0706175672139533,33.0
강서구,37.55041843,126.85059472,53.77,0.556,0.2536,3,100.0,2.7374024131147374,15.0
강서구,37.5262038,126.84572711,35.78,0.66,0.2112,14,100.0,0.0,40.0
강서구,37.5505894,126.85069289,56.0,0.5455,0.279,3,100.0,2.955574951706927,15.0
강서구,37.54565154,126.87584399,49.52,0.6285,0.4487,26,84.6,0.0,40.0
강서구,37.52699399,126.83799708,39.29,0.783,0.2875,23,95.7,0.0210534091978323,12.0
강서구,37.52573455,126.83981537,32.77,0.6845,0.2875,13,61.5,0.0,40.0
강서구,37.52590617,126.83979984,32.45,0.689,0.2875,13,61.5,0.0,40.0
강서구,37.52650228,126.84651611,34.23,0.6695,0.2112,9,100.0,0.0,40.0
강서구,37.52623504,126.8463155,30.58,0.676,0.1603,11,90.9,0.0,40.0
강서구,37.53978025,126.84231058,54.68,0.749,0.525,28,78.6,0.3242396681855785,3.0
강서구,37.54354672,126.84489737,23.78,0.9835,0.296,19,57.9,1.3968764704504275,4.0
강서구,37.54323919,126.84665482,24.38,0.934,0.3299,13,46.2,0.5443015529623803,8.0
강서구,37.54309738,126.84643556,25.32,0.9395,0.3808,6,50.0,0.2607262624632526,8.0
강서구,37.55784427,126.80851174,65.72,0.4515,0.5589,1,100.0,0.4201352978559581,40.0
강서구,37.52591513,126.84423258,43.72,0.6215,0.3554,21,76.2,0.0,40.0
강서구,37.55690548,126.83542422,6.52,0.8875,0.1179,0,0.0,0.0927817334509661,18.0
강서구,37.52662515,126.83873619,38.66,0.7465,0.3129,16,68.8,0.0,12.0
강서구,37.55702444,126.83503956,8.6,0.8715,0.1348,0,0.0,0.1892419996385284,18.0
강서구,37.56069828,126.80726899,59.11,0.351,0.508,0,0.0,1.1067094989007291,40.0
강서구,37.52646425,126.84549309,39.96,0.642,0.279,12,100.0,0.0,40.0
강서구,37.55743549,126.83650887,1.28,0.8775,0.1179,0,0.0,0.2119702507160845,40.0
강서구,37.54352172,126.84650628,25.57,0.9445,0.3469,10,60.0,0.531879032963823,8.0
강서구,37.53914304,126.84166551,56.71,0.704,0.5165,23,73.9,0.8038127484474648,3.0
강서구,37.54416568,126.84531429,30.25,0.971,0.3638,26,73.1,0.831983625414161,4.0
강서구,37.54365234,126.84541462,19.25,0.993,0.296,15,46.7,1.0625072840259933,9.0
강서구,37.54346404,126.8462568,25.53,0.9545,0.279,6,100.0,0.3087354816496133,8.0
강서구,37.53946339,126.84027219,54.08,0.68,0.4232,20,100.0,0.7245633767933243,12.0
강서구,37.52735485,126.84046791,48.48,0.679,0.2875,26,80.8,0.831983625414161,5.0
강서구,37.53178993,126.83789772,56.06,0.7025,0.525,28,64.3,1.9244039438343497,11.0
강서구,37.52621423,126.84586484,39.38,0.6635,0.296,13,100.0,0.0,40.0
강서구,37.52702441,126.83826118,41.31,0.772,0.3129,20,100.0,0.0210534091978323,12.0
강서구,37.54634585,126.87778933,33.53,0.683,0.2112,23,82.6,0.0,40.0
강서구,37.53838541,126.84076304,51.95,0.647,0.2536,35,88.6,0.6041996945434491,3.0
강서구,37.5274941,126.84390375,39.92,0.5525,0.2536,13,46.2,0.8503327640823577,40.0
강서구,37.5470128,126.84756725,44.48,0.787,0.3808,22,72.7,1.0326543208763124,2.0
강서구,37.52608084,126.84627195,39.75,0.681,0.3554,12,91.7,0.0,40.0
강서구,37.5266304,126.83883037,38.62,0.7425,0.3129,17,64.7,0.0,12.0
강서구,37.55072259,126.85076712,61.71,0.5375,0.3808,4,100.0,3.050583062335114,15.0
강서구,37.52695482,126.84051185,40.34,0.674,0.3045,18,33.3,0.6496620686202065,12.0
강서구,37.52628531,126.83995618,31.74,0.6895,0.296,3,66.7,0.0,40.0
강서구,37.52662172,126.83863608,38.37,0.7505,0.3129,16,68.8,0.0,12.0
강서구,37.52713069,126.84048352,44.15,0.677,0.2875,21,52.4,0.6931471805599453,5.0
강서구,37.52651538,126.84593846,42.79,0.653,0.3554,12,100.0,0.0,40.0
강서구,37.52666668,126.84626483,34.61,0.6555,0.1942,10,100.0,0.0,40.0
강서구,37.52926828,126.83855011,46.46,0.754,0.4911,20,50.0,1.2124474313169082,12.0
강서구,37.54357859,126.84554602,22.79,0.9865,0.3723,14,50.0,0.4265185173059967,9.0
강서구,37.54356399,126.8475667,33.32,0.898,0.2875,23,87.0,0.7845813865195772,3.0
강서구,37.54519551,126.81927928,63.4,0.3995,0.2366,4,100.0,0.0388398333162639,7.0
강서구,37.54380947,126.84511986,30.82,0.989,0.4062,22,72.7,1.3146383722134554,4.0
강서구,37.55733168,126.8089428,61.6,0.4755,0.5165,1,100.0,0.1205160245124523,40.0
강서구,37.52700313,126.83811658,43.23,0.778,0.3554,22,100.0,0.0210534091978323,12.0
강서구,37.57037515,126.80765122,48.84,0.681,0.4911,9,44.4,0.4608152031913293,10.0
강서구,37.55739897,126.80909561,53.44,0.4815,0.4911,5,40.0,0.1961823575861898,40.0
강서구,37.52673966,126.83829439,40.78,0.767,0.3638,15,80.0,0.0,12.0
영등포구,37.51571739,126.90733785,43.28,0.798,0.4147,1,100.0,0.0535842461341063,4.0
영등포구,37.53421449,126.89687624,32.54,0.8745,0.525,4,75.0,0.6359887667199967,35.0
영등포구,37.51896298,126.8896168,68.08,0.359,0.4147,7,100.0,0.4861133259424962,35.0
영등포구,37.51149962,126.91952078,51.36,0.868,0.5504,49,85.7,0.7292828868891217,6.0
영등포구,37.53378131,126.89817763,35.09,0.894,0.525,5,60.0,1.819632489407507,20.0
영등포구,37.51126863,126.91081251,70.16,0.5095,0.525,27,59.3,1.049422044477338,4.0
영등포구,37.53108375,126.90226212,53.08,0.72,0.5674,6,50.0,1.774665035868755,4.0
영등포구,37.4864738,126.90459473,40.61,0.708,0.5165,9,77.8,0.1162020076590646,50.0
영등포구,37.51577484,126.90912135,34.26,0.739,0.2451,4,50.0,1.2221551234091264,8.0
영등포구,37.51493902,126.9071251,27.68,0.7705,0.279,2,50.0,0.5343987914840576,25.0
영등포구,37.48734907,126.90567441,40.22,0.643,0.508,2,50.0,0.0094340322333586,50.0
영등포구,37.48740718,126.90294899,44.43,0.738,0.4826,4,50.0,0.2576136617088932,8.0
영등포구,37.48659256,126.90361072,51.54,0.7425,0.5165,17,70.6,0.7095987854519504,6.0
영등포구,37.50873312,126.91565662,53.9,0.694,0.508,10,70.0,1.5741919733724254,8.0
영등포구,37.49490242,126.90672969,43.05,0.82,0.508,1,100.0,1.1816475172781,20.0
영등포구,37.5150525,126.90675463,23.55,0.7845,0.1009,1,100.0,0.079336742236521,25.0
영등포구,37.51577496,126.90776178,26.06,0.7865,0.2451,1,100.0,0.0535842461341063,40.0
영등포구,37.5131442,126.9036083,50.44,0.71,0.4741,1,100.0,2.00372971994414,20.0
영등포구,37.5153198,126.90898815,50.0,0.729,0.5335,17,41.2,1.3560242968171343,8.0
영등포구,37.52740183,126.91983276,63.69,0.33,0.2366,3,66.7,3.677273907993628,25.0
영등포구,37.51537413,126.90747054,37.56,0.78,0.3893,1,100.0,0.0622423088772209,25.0
영등포구,37.51599326,126.90566402,11.83,0.854,0.1094,16,50.0,0.5765102768341844,40.0
영등포구,37.48671561,126.90371802,52.31,0.735,0.5335,18,66.7,0.4800243438074503,6.0
영등포구,37.51723716,126.90790157,28.56,0.824,0.0924,30,63.3,1.2312567632744045,2.0
영등포구,37.51759315,126.92952066,13.31,0.9315,0.4147,0,0.0,0.5920510636885765,35.0
영등포구,37.50920872,126.90966994,82.36,0.4415,0.5165,59,81.4,0.4353180712578455,3.0
영등포구,37.52093563,126.89124364,67.73,0.415,0.4571,20,50.0,1.6284647874887943,20.0
영등포구,37.5156048,126.90392589,33.34,0.8475,0.4147,34,76.5,0.7731898882334818,40.0
영등포구,37.51568625,126.90952834,36.58,0.721,0.2366,7,57.1,1.2592946703585832,8.0
영등포구,37.52033345,126.88812648,88.16,0.2865,0.5589,5,100.0,0.6911767365726466,6.0
영등포구,37.50441709,126.90916906,53.23,0.551,0.525,0,0.0,0.2377548984952738,8.0
영등포구,37.48742525,126.90545781,39.36,0.649,0.4911,2,50.0,0.321465133695426,50.0
영등포구,37.51557239,126.90906426,43.05,0.7345,0.4062,8,50.0,1.3296754671203828,8.0
영등포구,37.50476727,126.90181267,59.6,0.578,0.4062,5,100.0,0.1177830356563834,4.0
영등포구,37.51592269,126.90366636,48.06,0.864,0.5759,27,70.4,1.8392260064669788,8.0
영등포구,37.51066101,126.91952492,52.12,0.8805,0.6013,44,79.5,1.4234733643616446,6.0
영등포구,37.50461228,126.90952336,66.12,0.534,0.525,1,100.0,2.411187102576043,20.0
영등포구,37.51988672,126.8900107,67.37,0.372,0.4487,4,50.0,0.2056689207909458,15.0
영등포구,37.51824016,126.90159924,35.17,0.8875,0.4147,17,82.4,0.7461716488681657,15.0
영등포구,37.50789505,126.91250006,76.28,0.547,0.5504,53,79.2,1.458312953523379,3.0
영등포구,37.50471213,126.90950274,55.33,0.5295,0.5504,0,0.0,2.407296047083076,20.0
영등포구,37.5152363,126.9075592,27.49,0.7715,0.2621,4,50.0,0.8139836537032191,25.0
영등포구,37.49712203,126.90720529,44.76,0.8635,0.4911,31,77.4,0.7039115471471038,6.0
영등포구,37.52431897,126.89538448,59.46,0.495,0.4317,6,50.0,1.4135069246447751,15.0
영등포구,37.53437913,126.89705715,23.82,0.8865,0.4062,6,50.0,1.0342037136031013,35.0
영등포구,37.51836789,126.90482823,27.97,0.9705,0.4147,16,50.0,1.557670347229028,8.0
영등포구,37.51468253,126.90675632,38.89,0.767,0.3554,7,57.1,1.2618954520586405,8.0
영등포구,37.51799546,126.90625362,57.09,0.906,0.8134,10,90.0,2.457507675599886,6.0
영등포구,37.51960274,126.89761288,46.39,0.7055,0.508,3,66.7,0.1499401472909148,20.0
영등포구,37.51966906,126.89112808,63.39,0.4225,0.4317,7,42.9,0.8945879954286607,15.0
영등포구,37.50965931,126.9232469,38.94,0.9355,0.5504,5,80.0,1.7300068666030517,8.0
영등포구,37.49999014,126.90295131,33.4,0.847,0.4062,2,50.0,0.0423792229688614,4.0
영등포구,37.51920985,126.89793327,49.11,0.7235,0.4996,4,75.0,0.534082485930258,10.0
영등포구,37.50393899,126.90991773,64.64,0.556,0.508,1,100.0,0.4464602478110874,8.0
영등포구,37.52429217,126.89554262,59.64,0.501,0.4232,7,57.1,1.398291077407522,15.0
영등포구,37.50884384,126.90994624,80.52,0.4505,0.525,52,78.8,0.6002151231605879,4.0
영등포구,37.50932383,126.91700051,55.75,0.7605,0.525,38,81.6,0.6375154845737966,5.0
영등포구,37.53419453,126.89701545,31.18,0.879,0.5335,5,60.0,0.8063714326779862,35.0
영등포구,37.49583854,126.91729731,27.51,0.9305,0.4571,4,100.0,0.0,35.0
영등포구,37.48605527,126.9045317,40.43,0.72,0.542,5,80.0,0.028039220064393,50.0
영등포구,37.49635627,126.91808706,14.66,0.903,0.4147,0,0.0,0.0,35.0
영등포구,37.51553369,126.90919135,49.47,0.729,0.525,10,50.0,1.3560242968171343,8.0
영등포구,37.5149358,126.90611712,29.45,0.792,0.2366,1,100.0,0.079336742236521,25.0
영등포구,37.51792497,126.90528864,37.59,0.9455,0.5589,3,100.0,0.7669333506191766,15.0
영등포구,37.49862932,126.91611967,56.17,0.767,0.5165,34,79.4,1.7866961672715085,2.0
영등포구,37.51541218,126.90888949,35.94,0.7355,0.2621,16,37.5,1.295104123055294,8.0
영등포구,37.51580863,126.90636727,29.03,0.829,0.2451,8,50.0,0.8261050142355639,4.0
영등포구,37.51586069,126.90564507,21.63,0.8475,0.1348,16,37.5,0.737997746725297,6.0
영등포구,37.51155879,126.91911017,54.48,0.8505,0.5929,49,85.7,0.5858608097089048,6.0
영등포구,37.53135296,126.90018562,40.74,0.7655,0.4232,2,100.0,1.4816045409242156,30.0
영등포구,37.50405878,126.90990366,50.87,0.5505,0.5165,0,0.0,1.3295178453178087,20.0
영등포구,37.5149741,126.90634771,25.36,0.7895,0.4062,0,0.0,0.079336742236521,25.0
영등포구,37.51808483,126.90764951,41.34,0.8455,0.525,21,33.3,2.649639438945796,12.0
영등포구,37.5151741,126.90609437,16.92,0.8045,0.1518,3,33.3,0.2213070035069083,25.0
영등포구,37.51586735,126.90737724,19.68,0.8025,0.1348,1,100.0,0.0708260525686124,40.0
영등포구,37.51505344,126.90715615,19.72,0.7745,0.1263,2,50.0,0.19900124599261,25.0
영등포구,37.51869207,126.89586299,62.29,0.635,0.7455,2,50.0,0.4054651081081644,15.0
영등포구,37.51864741,126.89801533,47.48,0.73,0.525,3,66.7,0.7004732206520182,15.0
영등포구,37.53591594,126.89224778,33.46,0.692,0.1179,6,83.3,1.4035361675543965,18.0
영등포구,37.51574165,126.90931265,33.43,0.731,0.2366,5,40.0,1.2566871069515022,8.0
영등포구,37.52219975,126.90486153,44.51,0.7895,0.4911,12,58.3,0.8791565104330847,7.0
영등포구,37.51991087,126.89194935,66.87,0.4565,0.4826,10,30.0,2.1410626757860096,4.0
영등포구,37.51724897,126.90746112,48.26,0.8425,0.5674,31,61.3,1.407347770317723,8.0
영등포구,37.51535175,126.90958025,31.41,0.709,0.1433,7,42.9,1.3560242968171343,8.0
영등포구,37.51579105,126.9080381,44.02,0.778,0.4232,1,100.0,0.0535842461341063,8.0
영등포구,37.51526909,126.90708667,25.84,0.786,0.1518,1,100.0,0.0622423088772209,25.0
영등포구,37.5116848,126.89549796,55.85,0.468,0.2366,33,48.5,0.1421744887805426,12.0
영등포구,37.51970176,126.90515842,30.93,0.9175,0.5165,7,71.4,0.9975800634365416,30.0
영등포구,37.49525284,126.90648215,38.31,0.842,0.4996,11,54.5,2.05921674736162,20.0
영등포구,37.51472287,126.91109494,27.51,0.634,0.1094,0,0.0,0.273695830477041,8.0
영등포구,37.51558659,126.90983341,36.73,0.707,0.1348,1,100.0,1.0769731135646283,8.0
영등포구,37.5142247,126.90847187,37.55,0.7025,0.1179,27,59.3,1.4181877248958443,3.0
영등포구,37.51550441,126.90938077,35.56,0.721,0.2281,11,45.5,1.3489068290482702,8.0
영등포구,37.5033311,126.91114476,51.26,0.548,0.525,0,0.0,0.0423792229688614,15.0
