구,위도,경도,위험점수_AHP,소방접근성_점수,노후도_점수,반경_50m_건물수,집중도(%),로그_주변대비_상대위험도_고유단속지점_50m,공식도로폭m
강서구,37.5840424,126.80158516,73.2,0.4875,0.4317,0,0.0,0.0,6.0
강서구,37.5393807,126.837677,81.33,0.5905,0.4911,31,93.5,0.5065612249795332,12.0
강서구,37.55276631,126.8564116,53.11,0.661,0.5674,2,100.0,0.0,8.0
강서구,37.55298103,126.8595117,66.57,0.7185,0.2451,5,60.0,0.0,5.0
강서구,37.53343959,126.84810812,60.02,0.4185,0.3299,28,82.1,0.6716409753389817,6.0
강서구,37.54256084,126.84172315,26.74,0.833,0.3638,19,42.1,0.9701339638949784,40.0
강서구,37.54714287,126.86783013,68.86,0.312,0.3299,6,83.3,0.0,8.0
강서구,37.55791795,126.81136961,35.2,0.5735,0.4402,24,79.2,1.105158956894424,5.0
강서구,37.55121011,126.83702219,63.27,0.7755,0.3045,19,47.4,0.4889668299534916,40.0
강서구,37.5576118,126.81237318,63.46,0.6205,0.3554,33,81.8,0.4644463441808693,4.0
강서구,37.55659423,126.8083139,36.33,0.452,0.0585,1,100.0,0.0,6.0
강서구,37.5298184,126.83670072,56.53,0.8145,0.0754,27,55.6,0.0,6.0
강서구,37.52782705,126.83810791,43.34,0.7845,0.0839,27,100.0,0.0210534091978323,33.0
강서구,37.55901235,126.81219223,22.71,0.587,0.2875,38,92.1,0.5186764982417295,12.0
강서구,37.5372785,126.84424621,30.71,0.643,0.3214,7,57.1,0.0816780310142671,12.0
강서구,37.56575535,126.81377941,58.46,0.374,0.2451,37,94.6,0.643136759985284,4.0
강서구,37.55270133,126.85821655,44.82,0.6905,0.0839,2,100.0,0.0,8.0
강서구,37.54736153,126.86808742,71.64,0.317,0.2875,5,80.0,0.0,6.0
강서구,37.530948,126.84108697,25.47,0.615,0.3554,22,100.0,0.9289758914014709,40.0
강서구,37.52736614,126.86141654,60.33,0.5015,0.3554,21,85.7,0.0,40.0
강서구,37.54931594,126.86429552,58.39,0.4865,0.3554,12,33.3,0.0,4.0
강서구,37.5287975,126.85277339,53.58,0.602,0.0585,16,37.5,0.3087354816496133,40.0
강서구,37.52551906,126.84447091,49.54,0.643,0.3638,25,80.0,0.0,30.0
강서구,37.53545237,126.84166195,25.85,0.5175,0.3299,20,90.0,0.5443015529623803,40.0
강서구,37.56762493,126.81352388,43.7,0.392,0.3214,20,70.0,1.5439233053234738,40.0
강서구,37.55459497,126.85957068,62.23,0.8075,0.3299,27,81.5,1.1468143904859875,4.0
강서구,37.57626056,126.80049671,66.95,0.858,0.4062,7,100.0,0.0,14.0
강서구,37.55227847,126.85876146,42.08,0.674,0.1263,3,100.0,0.0183491386681965,4.0
강서구,37.56993891,126.80975676,38.92,0.601,0.296,14,92.9,0.0930904230660119,6.0
강서구,37.56597516,126.80986873,28.87,0.423,0.2875,42,85.7,0.0240975515790605,40.0
강서구,37.53609871,126.84446311,52.78,0.579,0.2536,1,100.0,0.0210534091978323,6.0
강서구,37.53136306,126.84299363,69.66,0.529,0.2536,23,95.7,0.0618754037180874,4.0
강서구,37.55607372,126.81018481,44.26,0.536,0.1009,0,0.0,0.0098040000966208,30.0
강서구,37.53025651,126.84915527,58.11,0.521,0.1433,24,75.0,1.1737329191362178,5.0
강서구,37.53877684,126.84538882,25.0,0.729,0.2875,33,90.9,1.167132235104866,40.0
강서구,37.55744321,126.81019144,47.46,0.5285,0.2366,32,78.1,0.5975906649987398,23.0
강서구,37.56599278,126.80922156,47.96,0.438,0.1433,41,90.2,0.0,4.0
강서구,37.5564618,126.81033092,57.11,0.5415,0.2366,3,100.0,0.6348290101388586,6.0
강서구,37.52895832,126.83947412,62.07,0.7185,0.1009,28,42.9,2.3004551667362207,4.0
강서구,37.55150336,126.83540426,44.49,0.7815,0.2536,16,87.5,0.2533144289475731,40.0
강서구,37.55197601,126.81606209,34.28,0.699,0.0754,0,0.0,0.3322409186014503,5.0
강서구,37.55100642,126.86207553,37.27,0.6035,0.0754,26,96.2,0.4418327522790392,7.0
강서구,37.54773545,126.83245197,12.36,0.5385,0.3299,4,75.0,0.0,40.0
강서구,37.54526889,126.84933816,44.99,0.7985,0.0754,32,93.8,0.5686930060865394,6.0
강서구,37.57800431,126.81175896,55.76,0.854,0.3129,2,50.0,0.590493026499862,3.0
강서구,37.57298497,126.83705281,31.73,0.014,0.2705,4,75.0,0.0137933221323358,6.0
강서구,37.53152766,126.84036272,22.19,0.627,0.1094,28,92.9,0.1929036661244915,29.0
강서구,37.54322275,126.84327582,89.63,0.9095,0.2536,14,64.3,1.0326543208763124,8.0
강서구,37.53000695,126.86045249,43.15,0.485,0.2875,24,50.0,1.025049721491093,11.0
강서구,37.53400674,126.86053431,26.61,0.447,0.0924,28,85.7,0.9309968792638504,4.0
강서구,37.55205856,126.818436,53.71,0.762,0.2451,1,100.0,0.0,23.0
강서구,37.54988505,126.8632009,57.1,0.5315,0.0839,20,40.0,0.7205461547480597,5.0
강서구,37.541487,126.83883889,35.3,0.693,0.2875,10,60.0,3.035362068324759,12.89
강서구,37.55579463,126.8091062,41.44,0.488,0.2366,10,100.0,0.0,12.0
강서구,37.55246778,126.81324823,36.58,0.6185,0.3638,3,100.0,0.0386521544342791,35.0
강서구,37.57627585,126.79955228,48.78,0.821,0.1348,1,100.0,0.0,40.0
강서구,37.5695928,126.81207415,46.15,0.511,0.296,29,82.8,0.7052685410922901,33.0
강서구,37.55093993,126.85140404,27.69,0.512,0.2281,4,100.0,1.2618401866464846,6.0
강서구,37.55137651,126.83698207,62.23,0.7845,0.2875,18,55.6,0.5787368293822011,3.0
강서구,37.54176816,126.84198913,54.11,0.822,0.1009,31,45.2,0.5925036547802578,15.0
강서구,37.54933962,126.86374566,35.8,0.4955,0.1433,9,88.9,1.2685113254635072,6.0
강서구,37.53873628,126.84776428,25.74,0.7055,0.1942,27,96.3,0.8860508466844368,4.0
강서구,37.53049314,126.84675467,46.62,0.4795,0.2705,21,28.6,1.3755990720031428,30.0
강서구,37.53483932,126.84746726,44.52,0.5005,0.296,33,90.9,1.622123071961416,4.0
강서구,37.52754144,126.85925797,50.89,0.516,0.2281,16,68.8,0.0,22.0
강서구,37.55155149,126.83906045,64.95,0.7735,0.2621,7,71.4,0.0266682470821613,6.0
강서구,37.55422875,126.81068663,43.58,0.548,0.3469,3,66.7,0.0195128142235817,40.0
강서구,37.56430943,126.81052498,34.76,0.353,0.4741,48,43.8,1.0313600616589422,6.0
강서구,37.57692174,126.79978871,44.45,0.8115,0.4062,6,100.0,0.0,40.0
강서구,37.55265579,126.8166372,81.33,0.744,0.279,0,0.0,0.9270698661289822,2.0
강서구,37.55446676,126.84093086,42.13,0.817,0.3554,7,57.1,0.4552557726111799,6.0
강서구,37.56444657,126.81426873,19.43,0.448,0.3893,50,84.0,0.0706175672139533,40.23
강서구,37.55157537,126.83703698,34.83,0.7955,0.4147,20,50.0,0.5887871652357025,6.0
강서구,37.54097548,126.83259654,73.34,0.4225,0.0754,20,95.0,0.0,6.0
강서구,37.55435617,126.81177149,40.72,0.596,0.2705,14,92.9,0.0,6.0
강서구,37.52852779,126.84363309,55.86,0.54,0.1942,12,50.0,2.763236616669501,8.0
강서구,37.52995082,126.8446145,42.37,0.4855,0.1009,17,64.7,1.0096648026516135,40.0
강서구,37.54935107,126.84687287,45.65,0.675,0.1688,14,85.7,0.8226812327518476,22.0
강서구,37.5526725,126.81713059,50.38,0.7595,0.2621,2,100.0,0.8584946183691279,5.0
강서구,37.54607088,126.85137458,41.39,0.6985,0.0839,28,92.9,1.2124474313169082,6.0
강서구,37.55101942,126.81670052,29.98,0.6745,0.2451,0,0.0,0.0,40.0
강서구,37.55272323,126.83614648,39.67,0.8555,0.1094,10,50.0,0.150282203049338,5.0
강서구,37.56466815,126.8064238,21.73,0.413,0.1348,0,0.0,0.0706175672139533,40.23
강서구,37.55259612,126.8588205,17.95,0.692,0.2875,4,100.0,0.0183491386681965,12.0
강서구,37.55583703,126.84481832,35.61,0.6495,0.2451,0,0.0,0.0,40.0
강서구,37.54071243,126.8361979,45.95,0.5685,0.2875,18,55.6,0.4403118394383326,2.0
강서구,37.5332692,126.85360704,33.05,0.351,0.1942,28,100.0,0.6271892127681479,6.0
강서구,37.54300421,126.84195175,43.25,0.85,0.2536,21,57.1,1.5434799446423029,35.0
강서구,37.53992554,126.83681116,70.27,0.574,0.2875,24,79.2,0.6384887680220812,5.0
강서구,37.54007381,126.83969047,31.6,0.6845,0.2875,24,70.8,1.8128128784258872,5.0
강서구,37.55716239,126.80824554,55.32,0.446,0.1348,2,100.0,0.0,5.0
강서구,37.53538056,126.83701841,47.72,0.5535,0.2366,24,70.8,0.9373441410719874,5.0
강서구,37.54293876,126.84206514,45.63,0.854,0.2536,14,50.0,1.5570241697500602,40.0
마포구,37.53886159,126.95187651,54.02,0.681,0.3638,5,60.0,0.0535842461341063,4.0
영등포구,37.52670733,126.90430217,29.27,0.5415,0.2705,1,100.0,1.7157735622501329,5.0
영등포구,37.51794347,126.936319,43.78,0.6325,0.508,2,100.0,1.7591832987934422,9.0
영등포구,37.51294457,126.91770361,56.53,0.7585,0.2705,10,60.0,1.1014941350429983,6.0
영등포구,37.51177423,126.920266,57.54,0.888,0.4487,47,87.2,0.8979415932059586,20.0
영등포구,37.49699241,126.91055821,36.14,0.7155,0.3214,1,100.0,0.3352346127008629,8.0
영등포구,37.52027213,126.89669033,44.57,0.6565,0.2281,3,66.7,0.4103550934023561,8.0
영등포구,37.52351734,126.89685061,44.07,0.573,0.3384,44,59.1,1.2237754316221157,8.0
영등포구,37.50431016,126.90899133,36.97,0.56,0.0754,0,0.0,0.1522936690800455,20.0
영등포구,37.52002329,126.89933442,59.22,0.771,0.296,2,50.0,1.160389648364353,6.0
영등포구,37.53466489,126.89746322,31.11,0.91,0.3214,15,46.7,1.0506989329722125,8.0
영등포구,37.49441931,126.91457753,33.94,0.8635,0.3384,6,50.0,0.0,8.0
영등포구,37.52664465,126.89686776,26.74,0.497,0.3554,22,95.5,2.94996385509841,8.0
영등포구,37.50595821,126.92040024,21.0,0.735,0.4487,5,60.0,0.0,35.0
영등포구,37.51229516,126.91542044,61.67,0.6835,0.3214,49,42.9,1.3808684118338934,30.0
영등포구,37.52275078,126.89655459,44.66,0.589,0.3384,42,47.6,0.9528554009693202,6.0
영등포구,37.51792672,126.90698615,49.47,0.8735,0.2112,17,41.2,2.298974980769946,6.0
영등포구,37.50592267,126.9023018,57.1,0.5195,0.3554,29,82.8,3.6375861597263857,2.0
영등포구,37.49661929,126.9112242,25.91,0.695,0.508,2,50.0,0.203029187121444,6.0
영등포구,37.52238808,126.88366725,61.92,0.348,0.2451,7,42.9,1.771630701797441,25.0
영등포구,37.51946405,126.89612643,48.35,0.6425,0.6098,5,100.0,0.0361050046421162,8.0
영등포구,37.5207155,126.89580802,62.95,0.612,0.2027,5,60.0,0.252131088187462,8.0
영등포구,37.53772987,126.89417014,61.44,0.7455,0.3554,32,56.2,1.3048013268687078,15.0
영등포구,37.53063018,126.90020111,35.55,0.726,0.3045,2,100.0,2.5494451709255714,30.0
영등포구,37.51991684,126.89592424,38.54,0.629,0.3469,4,75.0,0.1177830356563834,30.0
영등포구,37.52047952,126.89610854,45.39,0.6285,0.3299,5,60.0,0.0640788566845224,8.0
영등포구,37.50577721,126.90029354,45.43,0.5045,0.2112,3,33.3,0.5596157879354227,20.0
영등포구,37.53343206,126.89932036,42.94,0.885,0.3469,1,100.0,0.0168071183163812,20.0
영등포구,37.51921779,126.89735137,41.93,0.698,0.0754,4,100.0,0.1177830356563834,25.0
영등포구,37.49701707,126.91341181,32.59,0.77,0.542,3,100.0,0.129736321655971,8.0
영등포구,37.53082118,126.90021787,31.95,0.7365,0.296,2,100.0,2.501435951739211,15.0
영등포구,37.50963183,126.91315081,43.18,0.5965,0.2875,45,91.1,0.8209805520698302,35.0
영등포구,37.52065164,126.89905552,44.17,0.745,0.3638,4,50.0,0.736319352425154,8.0
영등포구,37.52221346,126.8831171,58.66,0.3595,0.3129,6,50.0,0.6021754023542185,6.0
영등포구,37.51093449,126.90516044,32.76,0.586,0.3129,15,86.7,1.33500106673234,30.0
영등포구,37.48906457,126.90107284,64.6,0.707,0.3723,46,97.8,0.6117212101423798,8.0
영등포구,37.51010354,126.90864067,55.61,0.5015,0.3214,29,86.2,1.052219249098399,6.0
영등포구,37.50578482,126.89801989,55.96,0.4615,0.3299,5,80.0,2.1400661634962708,4.0
영등포구,37.51868022,126.9021933,63.85,0.9135,0.3045,40,57.5,1.3671350911814126,7.0
영등포구,37.51407405,126.91493413,63.92,0.622,0.2366,37,73.0,1.9347160023121608,6.0
영등포구,37.50834849,126.91546077,31.64,0.6785,0.0924,7,71.4,0.0171678036223654,8.0
영등포구,37.53489754,126.89558688,51.64,0.8365,0.3384,15,73.3,2.114633683188021,8.0
영등포구,37.50792055,126.89704264,33.03,0.341,0.2366,20,60.0,4.252060308213856,8.0
영등포구,37.52998346,126.90499028,37.42,0.6015,0.3214,10,40.0,1.0699570329077337,8.0
영등포구,37.52002909,126.89121397,70.4,0.4235,0.3214,10,50.0,1.1799579281220622,8.0
영등포구,37.53494527,126.89607619,48.04,0.8585,0.2705,20,65.0,1.49033822089297,6.0
영등포구,37.53428972,126.89546253,62.3,0.8215,0.2112,6,50.0,0.8817840364583729,6.0
영등포구,37.52205367,126.89656237,31.67,0.611,0.296,50,58.0,1.4513715302640218,8.0
영등포구,37.5321911,126.90283856,26.58,0.7565,0.4656,2,100.0,0.0333364202675918,8.0
영등포구,37.50493209,126.89749191,56.17,0.489,0.3638,28,46.4,3.485078865642857,4.0
영등포구,37.53359476,126.89576702,41.63,0.815,0.05,3,33.3,0.4895482253187058,30.0
영등포구,37.50998471,126.90776686,59.75,0.509,0.5504,33,78.8,1.0324724861635646,25.0
영등포구,37.52622906,126.89880353,8.88,0.508,0.2536,18,66.7,4.474341903584354,35.0
영등포구,37.50517759,126.91593057,74.22,0.594,0.0754,7,71.4,0.316484063355487,6.0
영등포구,37.50031817,126.90696561,59.83,0.795,0.0839,4,50.0,0.7781724595779457,8.0
영등포구,37.50597544,126.90340006,36.78,0.522,0.3384,46,97.8,2.3632097148104805,15.0
영등포구,37.51154539,126.91934471,17.27,0.86,0.1348,50,86.0,0.5810298824392391,25.0
영등포구,37.5207481,126.89843254,69.92,0.718,0.05,5,60.0,0.3705488430019365,4.0
영등포구,37.51029604,126.91169395,32.22,0.535,0.3978,34,73.5,1.140991511636971,6.0
영등포구,37.48928255,126.89543504,20.74,0.6815,0.2875,5,80.0,0.0,30.0
영등포구,37.48987675,126.90697731,63.08,0.563,0.0754,12,58.3,1.8236315801481555,12.0
영등포구,37.49540574,126.91696859,44.15,0.947,0.0754,5,100.0,0.0,3.0
영등포구,37.51202771,126.91372908,30.41,0.6155,0.279,72,52.8,1.338639915414386,50.0
영등포구,37.51236004,126.92204821,8.35,0.896,0.2875,18,44.4,2.2460376460281504,35.0
영등포구,37.51865166,126.89892929,57.46,0.77,0.2875,31,41.9,0.6857670732623228,6.0
영등포구,37.50278421,126.90708836,28.4,0.6735,0.3554,0,0.0,0.5712974455210083,6.0
영등포구,37.51225752,126.91977811,35.04,0.854,0.3384,42,73.8,1.0752535623904813,15.0
영등포구,37.49473621,126.90681195,36.69,0.8105,0.2875,1,100.0,0.075035185942914,8.0
영등포구,37.49019949,126.89769804,39.54,0.661,0.0754,46,93.5,0.1815313552514537,8.0
영등포구,37.48651284,126.90338114,31.91,0.7535,0.296,6,66.7,0.8405043559988056,20.0
서초구,37.48340679,127.00654265,44.14,0.226,0.2112,0,0.0,1.5568474327563382,4.0
서초구,37.47311165,126.99390485,38.08,0.7155,0.3554,16,100.0,0.0158733491562901,6.0
서초구,37.47229702,126.98968065,57.41,0.8095,0.2196,30,96.7,0.0,30.0
서초구,37.47099934,127.03930909,48.68,0.8885,0.3045,10,80.0,2.1400661634962708,5.0
서초구,37.50260728,127.02178587,37.37,0.511,0.3638,5,60.0,0.1751451528235117,5.0
서초구,37.48304857,127.0070971,32.58,0.254,0.2196,13,46.2,1.5230532982352798,6.0
서초구,37.47123375,127.04094861,53.21,0.8975,0.3469,10,50.0,1.8310988837880875,20.0
서초구,37.46216111,127.03386836,63.57,0.494,0.1688,4,100.0,1.788668276658382,30.0
서초구,37.48115716,126.99753467,29.92,0.4825,0.1772,4,50.0,0.6312717768418579,6.0
서초구,37.50990054,127.01787339,56.3,0.338,0.3214,12,58.3,0.758529939822797,4.0
서초구,37.50180565,127.02025256,42.81,0.5905,0.2536,4,75.0,0.0577083176206467,30.0
서초구,37.50213292,127.02127594,62.68,0.542,0.2027,3,66.7,0.0196084713883763,30.0
서초구,37.49389433,127.0164251,38.16,0.643,0.1772,16,68.8,1.0306744550845437,40.0
서초구,37.48470672,126.98919609,43.59,0.4875,0.1433,33,100.0,0.0,20.0
서초구,37.490188,127.0141662,41.54,0.4935,0.4487,13,61.5,1.2562754413725086,10.0
서초구,37.51096302,127.01518118,57.75,0.3205,0.3214,1,100.0,0.0,6.0
서초구,37.48457925,126.98554291,58.61,0.4825,0.1263,27,51.9,1.1065804583172865,30.0
서초구,37.50328188,127.01902705,66.21,0.5985,0.2281,0,0.0,0.9570335153365052,30.0
서초구,37.48037737,127.03842139,51.79,0.4055,0.2621,8,37.5,1.1758019273592395,6.0
서초구,37.48455785,126.99597423,27.67,0.392,0.3638,13,84.6,0.6851150088626811,40.0
서초구,37.50860686,127.01897163,46.71,0.3785,0.2281,26,73.1,1.6756641976853914,50.0
서초구,37.48178547,126.99267254,64.05,0.6,0.296,19,57.9,1.324418957401803,30.0
서초구,37.51095866,127.01684587,67.28,0.3,0.3045,26,61.5,0.758529939822797,6.0
서초구,37.47918098,126.99443808,48.46,0.658,0.4147,8,87.5,0.0,15.0
서초구,37.50522366,127.02115247,71.57,0.4585,0.2536,28,71.4,2.174226531090576,15.0
서초구,37.48134607,127.03865603,52.77,0.3835,0.3045,18,50.0,2.237552622723191,5.0
서초구,37.49156267,126.99880382,62.88,0.511,0.2281,0,0.0,0.0,8.0
서초구,37.49092806,126.99538262,66.51,0.5555,0.0924,17,82.4,0.8887139641039206,8.0
서초구,37.47813135,126.99170244,43.4,0.788,0.4062,33,93.9,0.0079681696491768,2.0
서초구,37.50437864,127.01802989,46.07,0.5915,0.2366,0,0.0,0.5943656360001616,8.0
서초구,37.50264458,127.01993452,47.15,0.5835,0.3129,4,75.0,0.0577083176206467,8.0
서초구,37.47819409,126.98669244,25.36,0.837,0.279,29,79.3,1.035317438295796,50.0
서초구,37.48111882,126.98566293,41.49,0.669,0.4571,31,87.1,1.0715836162801904,40.0
서초구,37.50435327,127.01905476,36.63,0.56,0.3045,16,75.0,1.4663370687934272,7.0
서초구,37.49287769,126.98982363,58.62,0.679,0.1179,15,46.7,0.4027948795522855,7.0
서초구,37.49285057,126.99372967,54.62,0.6795,0.2196,10,100.0,0.4446858212614457,11.0
서초구,37.47899263,127.03821945,31.09,0.454,0.3384,4,50.0,1.9379419794061368,15.0
서초구,37.46967317,127.04752915,44.07,0.706,0.3214,17,100.0,0.3014753945841167,6.0
서초구,37.50139648,127.01904817,48.59,0.648,0.4317,1,100.0,0.0,50.0
서초구,37.47046022,127.02450214,47.44,0.432,0.0754,6,50.0,0.4125322753312568,8.0
서초구,37.50274922,127.02234287,42.13,0.485,0.2281,18,55.6,0.4196652374872793,50.0
서초구,37.47011272,127.02442657,45.04,0.4125,0.1094,3,66.7,0.1201443118420632,18.0
서초구,37.49072234,127.01465121,45.08,0.517,0.2366,6,100.0,0.0758657507747134,40.0
서초구,37.48366818,126.99589248,47.29,0.434,0.3214,14,42.9,0.3133498192003587,25.0
서초구,37.48652635,127.00918306,48.87,0.2945,0.3723,9,44.4,0.6295933960849136,30.0
서초구,37.47958025,126.98497065,53.63,0.7325,0.3299,29,72.4,0.8171331603409365,30.0
서초구,37.48700314,127.01013857,71.72,0.326,0.3129,5,60.0,0.4456957948354932,9.0
성동구,37.54760491,127.04795232,45.52,0.5405,0.3723,6,66.7,1.0628942060660302,7.0
종로구,37.60187469,126.96661108,58.99,0.663,0.2281,0,0.0,0.0,40.0
강남구,37.5090821,127.02582967,50.77,0.162,0.2366,28,85.7,1.0129434941133115,30.0
강남구,37.51523852,127.03611427,32.1,0.615,0.3045,7,57.1,1.5316095001664756,3.0
강남구,37.51043084,127.04562003,84.46,0.248,0.2875,6,83.3,0.5985312041850962,6.0
강남구,37.51781045,127.02488407,48.39,0.4175,0.1094,6,33.3,2.0632215978130723,6.0
강남구,37.49295383,127.03436374,75.53,0.5965,0.3384,15,40.0,0.7476353658440151,8.0
강남구,37.4889495,127.03232512,38.82,0.785,0.296,7,42.9,1.7930919144618336,50.0
강남구,37.51918378,127.0291096,49.66,0.619,0.2451,17,64.7,1.0016505808253118,6.0
강남구,37.50922544,127.04458529,22.02,0.322,0.2281,6,100.0,0.7731898882334818,50.0
강남구,37.49985292,127.02731147,45.59,0.346,0.2536,15,66.7,0.6851150088626811,12.0
강남구,37.48756492,127.08227436,69.58,0.5085,0.3723,1,100.0,0.1466034741918754,8.0
강남구,37.50522732,127.02446954,66.98,0.3385,0.3214,7,57.1,0.8953840470548414,6.0
강남구,37.50772316,127.05200133,56.55,0.3325,0.3045,0,0.0,0.0,25.0
강남구,37.5082253,127.04728433,56.25,0.3475,0.2366,1,100.0,0.0,50.0
강남구,37.49935671,127.03312922,57.21,0.573,0.2281,4,100.0,1.988422143292668,12.0
강남구,37.50558602,127.03752985,61.61,0.4845,0.0585,12,83.3,1.9157454490090464,25.0
강남구,37.51586899,127.02852665,40.85,0.492,0.296,10,60.0,0.7529021110619605,50.0
강남구,37.50335065,127.05122781,50.68,0.48,0.067,19,68.4,2.4191327980424364,6.0
강남구,37.49144409,127.08115924,56.82,0.3675,0.3638,6,66.7,0.3513978868378886,6.0
강남구,37.50862076,127.0389364,49.74,0.3445,0.296,1,100.0,0.3805261597609123,12.0
강남구,37.49976088,127.05283185,66.21,0.5175,0.2281,16,68.8,0.3209077200801014,15.0
강남구,37.52016566,127.03122538,60.95,0.7265,0.3129,15,60.0,1.3346536032125136,40.0
강남구,37.50668776,127.02991935,52.75,0.236,0.2621,12,50.0,1.1277405615911331,8.0
강남구,37.49373646,127.0434077,40.5,0.805,0.2875,14,42.9,0.7476353658440151,12.0
강남구,37.49448236,127.03449672,72.82,0.621,0.2875,20,55.0,1.2214197179296566,8.0
강남구,37.51209946,127.04936231,32.3,0.225,0.2875,7,57.1,1.4337608983588144,6.0
강남구,37.49340357,127.0411789,44.84,0.7845,0.2451,13,38.5,0.8484400649659807,20.0
강남구,37.49033739,127.03581098,67.71,0.6155,0.2875,12,50.0,0.5376622777195503,35.0
강남구,37.51281808,127.02036698,31.19,0.144,0.296,6,66.7,1.0446362874663122,6.0
강남구,37.48370802,127.03762683,45.76,0.494,0.3384,23,52.2,3.614290597122864,8.0
강남구,37.50507993,127.04148518,70.34,0.5575,0.296,1,100.0,1.1403938226830648,50.0
강남구,37.50561615,127.04332484,63.47,0.5275,0.2451,18,72.2,1.33500106673234,6.0
강남구,37.50449677,127.04361221,46.43,0.588,0.296,16,81.2,2.0228711901914416,40.0
강남구,37.4920257,127.03110524,55.39,0.7315,0.3554,10,40.0,0.3364722366212129,6.0
강남구,37.51310491,127.0399731,53.34,0.4805,0.3045,14,42.9,0.5811968552230635,12.0
강남구,37.48881443,127.03274613,27.1,0.768,0.296,10,50.0,1.0094167098636386,50.0
강남구,37.49239084,127.03298882,56.45,0.662,0.1688,6,66.7,0.1061601958283906,6.0
강남구,37.49544082,127.05496781,35.89,0.4375,0.296,2,100.0,0.5054055562966515,6.0
강남구,37.52074019,127.03116682,37.22,0.735,0.3129,2,100.0,1.7823645396665868,8.0
강남구,37.51138335,127.020135,62.3,0.2195,0.2875,19,84.2,1.357560341804087,12.0
강남구,37.51460092,127.02425605,32.53,0.3025,0.2875,10,50.0,0.837396789404492,50.0
강남구,37.51506078,127.02016128,80.85,0.163,0.2621,8,87.5,0.7678443237670619,8.0
강남구,37.522993,127.03424394,69.05,0.873,0.296,14,64.3,0.9771094719091942,6.0
강남구,37.50851652,127.05075837,69.88,0.2865,0.3045,0,0.0,0.0137933221323358,50.0
강남구,37.51213515,127.0596223,30.65,0.668,0.2366,0,0.0,0.0,6.0
강남구,37.49294738,127.04385039,60.56,0.7575,0.2875,11,36.4,0.8952713646500796,12.0
강남구,37.50644002,127.0272716,13.53,0.1975,0.2621,19,63.2,3.0584989056258443,70.0
강남구,37.51570214,127.03724037,34.62,0.642,0.1857,7,57.1,0.7005091770010144,6.0
강남구,37.5079169,127.03381868,81.33,0.292,0.2705,12,41.7,0.6348290101388586,6.0
강남구,37.50555946,127.02461441,39.77,0.323,0.3384,10,60.0,1.706984729270138,6.0
강남구,37.5047485,127.02440713,61.43,0.354,0.3384,4,100.0,0.5475802444240785,30.0
강남구,37.50371116,127.02540894,71.71,0.34,0.3045,13,76.9,1.1622267376623028,8.0
강남구,37.50627772,127.0312039,60.21,0.292,0.2875,2,50.0,0.3035651186247839,50.0
강남구,37.50863018,127.03316025,59.1,0.243,0.2366,7,71.4,0.8709429118956958,50.0
강남구,37.51835146,127.04522728,59.74,0.5775,0.3045,9,88.9,0.1606823816904734,35.0
강남구,37.50410281,127.04427545,66.42,0.605,0.05,7,71.4,1.8449842304653528,30.0
강남구,37.51954018,127.02860776,53.63,0.6065,0.3214,8,62.5,1.808667425877756,6.0
강남구,37.50946391,127.0472064,37.48,0.2835,0.296,0,0.0,0.0,12.0
강남구,37.49757216,127.05523735,38.75,0.433,0.296,11,36.4,1.000896816062535,50.0
강남구,37.50425687,127.03824516,61.47,0.5645,0.2875,15,60.0,1.1829534371018604,8.0
강남구,37.49133577,127.08174129,58.71,0.392,0.3723,19,57.9,1.0068047394149868,6.0
강남구,37.48702457,127.03403858,51.98,0.7085,0.2281,14,64.3,2.4203681286504293,8.0
강남구,37.50389942,127.0423471,66.79,0.625,0.2451,0,0.0,1.4080558529014031,15.0
강남구,37.49957541,127.03254024,41.41,0.545,0.3384,3,100.0,1.4996230464268938,5.0
강남구,37.50478463,127.02905821,27.11,0.2745,0.3214,10,40.0,1.088711217685398,40.0
강남구,37.49933142,127.02686676,47.35,0.3745,0.296,8,50.0,2.085423613357384,50.0
강남구,37.50350866,127.06143575,71.23,0.5555,0.3808,20,75.0,1.2769218039721035,8.0
강남구,37.50494989,127.02780572,53.2,0.224,0.3384,3,66.7,0.4201352978559581,50.0
강남구,37.50890835,127.05479533,60.41,0.466,0.3384,15,40.0,0.7731898882334818,6.0
강남구,37.50255735,127.04170132,76.94,0.698,0.3214,0,0.0,1.294179072212085,8.0
강남구,37.50353936,127.05099033,59.17,0.4805,0.0754,17,64.7,2.41789593950504,6.0
강남구,37.50277492,127.0317927,22.52,0.4375,0.4147,13,53.8,0.911479174876933,50.0
강남구,37.49204242,127.04010632,49.31,0.6985,0.296,10,80.0,1.7688319645843504,12.0
강남구,37.50081487,127.03227864,66.36,0.5095,0.3554,16,56.2,0.8346467428336448,6.0
강남구,37.51634947,127.0309866,36.07,0.5855,0.3808,15,60.0,1.4142257458090683,40.0
강남구,37.48092916,127.07807945,58.48,0.3085,0.3129,0,0.0,0.3513978868378886,8.0
강남구,37.48820312,127.08537495,55.73,0.621,0.3893,1,100.0,0.1000834585569825,6.0
강남구,37.50388033,127.02577701,60.34,0.321,0.3214,20,75.0,1.3081996727223473,10.0
강남구,37.50317601,127.04424659,42.2,0.6555,0.296,3,66.7,1.0688401303344397,50.0
강남구,37.50091623,127.02894777,74.09,0.371,0.3299,11,45.5,0.6729444732424258,8.0
