인덱스,보정_X,보정_Y,반경_50m_건물수,주택_수,상업_수,숙박_수,사무_수,기타_수,밀집도,주요_시설군,집중도(%)
894.0,200833.33219802525,551407.3710123253,35,21,6,0,0,8,35개,주택,60.0
895.0,200566.00233331672,549646.6396224158,10,2,0,0,0,8,10개,기타,80.0
896.0,199237.85913019668,551136.4603030618,2,1,0,1,0,0,2개,주택,50.0
897.0,197173.8601465251,550729.0691336758,28,8,12,0,0,8,28개,상업,42.9
898.0,198691.02999838203,550839.3585491874,35,22,6,0,0,7,35개,주택,62.9
899.0,197186.78970027997,550662.761247735,11,0,7,0,0,4,11개,상업,63.6
900.0,201862.52882013557,551586.603513603,61,48,12,0,0,1,61개,주택,78.7
901.0,198597.24507306507,550804.501986675,7,5,1,0,0,1,7개,주택,71.4
902.0,200468.64849085576,551445.1593018627,57,31,11,0,0,15,57개,주택,54.4
903.0,198690.3303180341,551150.1161770341,17,1,9,1,0,6,17개,상업,52.9
904.0,200395.39690642312,551314.5828994738,46,32,9,0,0,5,46개,주택,69.6
905.0,199367.54927074298,551152.070282241,17,3,9,0,0,5,17개,상업,52.9
906.0,199415.8982340973,551700.9437606337,41,4,23,0,0,14,41개,상업,56.1
907.0,199491.64640023318,551701.3682194675,60,16,31,0,1,12,60개,상업,51.7
908.0,199194.46027977645,548636.9876661273,17,16,1,0,0,0,17개,주택,94.1
909.0,199176.41238079875,548056.7401931869,5,4,1,0,0,0,5개,주택,80.0
910.0,197013.51838117483,550148.8661579048,30,21,3,0,0,6,30개,주택,70.0
911.0,197299.21164862227,549129.4045899905,31,10,9,0,2,10,31개,주택,32.3
912.0,197007.21381127558,550212.9198989769,95,50,3,0,0,42,95개,주택,52.6
913.0,196587.6409802779,546866.8013393322,3,0,0,0,0,3,3개,기타,100.0
914.0,197525.40731046128,549844.3198415597,12,1,9,0,1,1,12개,상업,75.0
915.0,197052.86369014435,547617.1040401489,6,1,1,0,0,4,6개,기타,66.7
916.0,196564.6264296301,548215.266230115,3,0,1,0,0,2,3개,기타,66.7
917.0,197317.46642957066,549638.8757138295,58,29,13,0,0,16,58개,주택,50.0
918.0,197586.42226773285,549152.0228865782,5,0,3,0,1,1,5개,상업,60.0
919.0,196410.23349429294,546549.8620902312,0,0,0,0,0,0,0개,없음,0.0
920.0,197858.65242018737,550023.0903748008,31,17,8,0,0,6,31개,주택,54.8
921.0,199628.87816020983,547965.9374912947,29,23,2,0,0,4,29개,주택,79.3
922.0,197719.68795515108,550110.7246571083,40,6,9,0,0,25,40개,기타,62.5
923.0,197574.39846452745,549095.6663015368,5,0,0,1,1,3,5개,기타,60.0
924.0,197580.46072077303,549083.3783942481,5,0,0,1,1,3,5개,기타,60.0
925.0,197820.0591078074,550078.2127731771,34,9,10,0,0,15,34개,기타,44.1
926.0,197642.44438633413,549966.434354685,29,22,2,0,0,5,29개,주택,75.9
927.0,197473.03583457303,548684.3163614972,9,0,0,0,0,9,9개,기타,100.0
928.0,197705.71125199174,547992.4720603952,16,0,3,0,0,13,16개,기타,81.2
929.0,196534.2234175838,548204.3207363556,4,1,1,0,0,2,4개,기타,50.0
930.0,197501.28603582198,549318.8244970277,16,2,9,0,1,4,16개,상업,56.2
931.0,197578.64987902538,548846.5981781059,3,0,0,0,0,3,3개,기타,100.0
932.0,196602.60126335078,546882.4336572633,2,0,0,0,0,2,2개,기타,100.0
933.0,198272.0050455305,549442.4074240088,8,6,0,0,0,2,8개,주택,75.0
934.0,199663.5284927278,547744.6557557156,3,0,0,0,0,3,3개,기타,100.0
935.0,196670.9070819565,548075.8665418739,0,0,0,0,0,0,0개,없음,0.0
936.0,200116.52396377205,547146.2446786237,7,1,0,0,0,6,7개,기타,85.7
937.0,197250.29851255027,549381.1614198781,40,28,10,0,0,2,40개,주택,70.0
938.0,197578.63278298892,549156.0886646846,6,1,3,0,1,1,6개,상업,50.0
939.0,199620.24789682275,547687.1156841607,5,3,0,0,0,2,5개,주택,60.0
940.0,196213.4795891469,548055.8684509783,6,0,0,0,1,5,6개,기타,83.3
941.0,199441.21338952097,547956.3907959978,29,9,4,0,0,16,29개,기타,55.2
942.0,197474.73621292057,548962.4809857453,4,0,0,0,1,3,4개,기타,75.0
943.0,197652.5306650182,550086.324072729,24,5,9,0,0,10,24개,기타,41.7
944.0,199580.5161139229,546542.656920487,0,0,0,0,0,0,0개,없음,0.0
945.0,197925.42139930412,550268.2283606088,18,7,6,0,0,5,18개,주택,38.9
946.0,197524.88270167666,549255.9159418368,17,1,15,0,0,1,17개,상업,88.2
947.0,197751.89458513833,550103.4636086897,50,11,11,0,0,28,50개,기타,56.0
948.0,197676.4713934141,550100.1542544757,28,4,8,0,0,16,28개,기타,57.1
949.0,197678.87337066562,550085.6010262431,30,3,10,0,0,17,30개,기타,56.7
950.0,197690.71565727802,550089.7370441555,39,6,12,0,0,21,39개,기타,53.8
951.0,197689.5431218367,550083.4177464016,39,6,12,0,0,21,39개,기타,53.8
952.0,197674.2928750239,550085.5000240953,29,3,10,0,0,16,29개,기타,55.2
953.0,196594.30544107794,546876.1892005499,2,0,0,0,0,2,2개,기타,100.0
954.0,205577.807757116,549605.6315249259,8,1,0,0,0,7,8개,기타,87.5
955.0,197419.27126614566,549254.7868135421,12,0,4,0,0,8,12개,기타,66.7
956.0,200429.93402060153,547913.1430791634,48,33,0,0,0,15,48개,주택,68.8
957.0,197236.51075936505,549601.2275702204,28,22,1,0,0,5,28개,주택,78.6
958.0,197464.9423921616,548797.4640646568,5,0,0,0,0,5,5개,기타,100.0
959.0,196714.86580533974,549397.9340760374,3,2,1,0,0,0,3개,주택,66.7
960.0,197157.2943554551,550257.6770089522,91,46,7,0,0,38,91개,주택,50.5
961.0,196389.3262016608,548143.943463072,0,0,0,0,0,0,0개,없음,0.0
962.0,197735.20107093788,550111.1070157301,47,9,10,0,0,28,47개,기타,59.6
963.0,197682.7625875259,550070.380429924,36,9,10,0,0,17,36개,기타,47.2
964.0,195876.3154527559,547521.3374653507,1,1,0,0,0,0,1개,주택,100.0
965.0,197640.80165454952,549932.65221148,39,33,2,0,0,4,39개,주택,84.6
966.0,196783.23083701797,546874.054751317,3,0,0,0,0,3,3개,기타,100.0
967.0,197589.854114914,549114.5765819933,4,0,2,0,1,1,4개,상업,50.0
968.0,197668.59250873257,549948.4436322399,30,23,1,0,0,6,30개,주택,76.7
969.0,200139.6906192948,547162.0554422684,4,1,1,0,0,2,4개,기타,50.0
970.0,197614.11179701626,548927.844552798,2,0,0,0,0,2,2개,기타,100.0
971.0,197693.42265369938,550111.1298991878,32,5,8,0,0,19,32개,기타,59.4
972.0,197667.7803546102,547986.4683700807,26,4,11,0,0,11,26개,상업,42.3
973.0,197307.43714187472,549642.8442828993,58,38,9,0,0,11,58개,주택,65.5
974.0,197174.05138622344,548392.2541911696,6,3,0,0,0,3,6개,주택,50.0
975.0,202046.44706701682,549598.848511144,4,1,0,0,0,3,4개,기타,75.0
976.0,204871.41239224782,549615.2897867062,22,7,11,0,0,4,22개,상업,50.0
977.0,203069.08257042195,551188.6535274405,26,8,3,0,0,15,26개,기타,57.7
978.0,203185.57288104892,551926.8037714538,48,17,10,0,0,21,48개,기타,43.8
979.0,202864.79662812292,550901.7554917069,10,0,0,0,0,10,10개,기타,100.0
980.0,203046.35910555194,551225.5048716313,30,8,4,0,0,18,30개,기타,60.0
981.0,203045.1718142368,551214.9287042271,28,9,3,0,0,16,28개,기타,57.1
982.0,204914.27744582668,548110.0152075271,0,0,0,0,0,0,0개,없음,0.0
983.0,203049.08509207872,551259.7864866282,35,15,2,0,0,18,35개,기타,51.4
984.0,203039.9728255568,551146.9976061581,13,1,1,0,0,11,13개,기타,84.6
985.0,203029.31884556488,551217.3793652892,27,11,1,0,0,15,27개,기타,55.6
986.0,203046.09249645998,551125.9479647309,16,0,0,0,0,16,16개,기타,100.0
987.0,201680.37781598227,550187.378223848,34,31,0,0,0,3,34개,주택,91.2
988.0,203890.56148036444,549451.6492536642,1,0,0,0,0,1,1개,기타,100.0
989.0,203033.58142384273,551248.707844481,41,18,3,0,0,20,41개,기타,48.8
990.0,203101.7572642126,551463.9670273663,38,17,9,4,0,8,38개,주택,44.7
991.0,202021.53000291437,549568.3244551201,3,1,0,0,0,2,3개,기타,66.7
992.0,206016.0206650114,549898.06226689,8,2,4,0,1,1,8개,상업,50.0
993.0,203149.1505192931,551630.7400262954,24,2,2,5,1,14,24개,기타,58.3
994.0,202605.05617849802,551354.7232661583,71,49,0,0,0,22,71개,주택,69.0
995.0,206013.2459136556,549917.8268458077,10,4,4,0,1,1,10개,주택,40.0
996.0,203035.58853754244,551263.2479001636,37,18,3,0,0,16,37개,주택,48.6
997.0,203087.93626024804,551312.9099391908,12,1,2,0,1,8,12개,기타,66.7
998.0,203070.0730797819,551455.4633438957,29,7,14,4,0,4,29개,상업,48.3
999.0,204649.23674195347,548360.3115302897,1,0,1,0,0,0,1개,상업,100.0
1000.0,205815.8296562428,549608.5384311312,2,0,0,0,0,2,2개,기타,100.0
1001.0,205543.41724581868,550970.9038271821,0,0,0,0,0,0,0개,없음,0.0
1002.0,202403.81329830392,551355.0045560596,2,0,0,0,0,2,2개,기타,100.0
1003.0,203022.76679627,551196.3239379532,18,5,2,0,0,11,18개,기타,61.1
1004.0,202780.30286162384,550989.5171334579,41,26,7,0,0,8,41개,주택,63.4
1005.0,203081.4818660023,551329.1529416913,16,0,5,0,1,10,16개,기타,62.5
1006.0,204405.20035081543,548458.1567553362,0,0,0,0,0,0,0개,없음,0.0
1007.0,202063.14965723106,549571.7593112449,1,1,0,0,0,0,1개,주택,100.0
1008.0,205691.8553877701,549586.8307731609,12,0,0,0,0,12,12개,기타,100.0
1009.0,204261.04414693438,549445.25160083,27,4,2,0,0,21,27개,기타,77.8
1010.0,204620.89423305064,549597.6718334921,11,0,4,0,0,7,11개,기타,63.6
1011.0,204906.1383361747,548048.1004312827,0,0,0,0,0,0,0개,없음,0.0
1012.0,202167.00098241016,549559.703612886,5,0,1,0,0,4,5개,기타,80.0
1013.0,202974.4501059879,551175.9872452267,16,3,5,0,0,8,16개,기타,50.0
1014.0,204147.92422591214,548496.064438128,0,0,0,0,0,0,0개,없음,0.0
1015.0,201624.79047150284,549420.3633195629,3,0,0,0,0,3,3개,기타,100.0
1016.0,201866.23140429982,549578.2808905605,5,1,0,0,0,4,5개,기타,80.0
1017.0,203047.65582549453,551235.8631216082,33,11,3,0,0,19,33개,기타,57.6
1018.0,203032.11088258136,551238.273686294,38,16,2,0,0,20,38개,기타,52.6
1019.0,203476.86979432538,551406.1852750662,12,12,0,0,0,0,12개,주택,100.0
1020.0,205252.51996210427,548218.537284996,2,0,0,0,0,2,2개,기타,100.0
1021.0,204911.6488355737,548091.1939498608,0,0,0,0,0,0,0개,없음,0.0
1022.0,204296.47886822035,548322.1103638038,0,0,0,0,0,0,0개,없음,0.0
1023.0,204670.5986879924,548348.9663920575,1,0,1,0,0,0,1개,상업,100.0
1024.0,203030.78387924816,551227.7979342699,34,15,2,0,0,17,34개,기타,50.0
1025.0,203017.01762417043,551161.5232459676,9,0,0,0,0,9,9개,기타,100.0
1026.0,202979.14684458982,551201.2055107715,30,8,7,0,0,15,30개,기타,50.0
1027.0,204813.20239558257,548257.8270606122,0,0,0,0,0,0,0개,없음,0.0
1028.0,205789.17804484363,549595.3081325293,3,1,0,0,0,2,3개,기타,66.7
1029.0,203014.999035172,551269.8294361212,48,24,4,0,0,20,48개,주택,50.0
1030.0,194308.45750555344,550111.6971471097,5,0,0,0,0,5,5개,기타,100.0
1031.0,194278.49321356372,550095.1914817559,1,0,0,0,0,1,1개,기타,100.0
1032.0,192044.05206234832,549625.1901753983,0,0,0,0,0,0,0개,없음,0.0
1033.0,194309.29069904218,550096.8114528721,5,0,0,0,0,5,5개,기타,100.0
1034.0,195305.98389605508,548543.2225147182,8,6,0,0,0,2,8개,주택,75.0
1035.0,194244.2049557143,550182.5551632068,5,2,0,0,0,3,5개,기타,60.0
1036.0,192058.07924220923,549543.4671190373,2,0,0,0,0,2,2개,기타,100.0
1037.0,194145.91011979076,550308.5890698524,9,1,4,0,0,4,9개,상업,44.4
1038.0,194318.76905564184,550204.8981354473,7,2,0,0,0,5,7개,기타,71.4
1039.0,195835.21979379197,550453.2373398457,0,0,0,0,0,0,0개,없음,0.0
1040.0,193011.98227022405,550260.4912147301,34,5,23,0,0,6,34개,상업,67.6
1041.0,194288.3124926375,550058.1874981406,4,1,1,0,0,2,4개,기타,50.0
1042.0,194203.76509086692,550307.6048114204,9,3,0,0,0,6,9개,기타,66.7
1043.0,194307.438476273,550127.2534291199,7,0,0,0,0,7,7개,기타,100.0
1044.0,194322.63435624345,550160.9201328942,6,2,0,0,0,4,6개,기타,66.7
1045.0,196132.26420788604,549580.9786390276,9,2,4,0,1,2,9개,상업,44.4
1046.0,192597.95055552022,550723.079731671,16,9,5,0,1,1,16개,주택,56.2
1047.0,194359.49923347495,549920.0237661537,4,1,0,0,0,3,4개,기타,75.0
1048.0,195214.89409432808,550440.807878243,39,7,13,0,0,19,39개,기타,48.7
1049.0,194257.42569129265,550135.0756299524,2,1,0,0,0,1,2개,주택,50.0
1050.0,194236.16565149333,550181.5101798241,5,2,0,0,0,3,5개,기타,60.0
1051.0,192016.01601412272,549644.9513258631,0,0,0,0,0,0,0개,없음,0.0
1052.0,195564.37575784838,549186.933273231,1,0,0,0,1,0,1개,사무,100.0
1053.0,195206.306035861,548350.9400356759,11,2,2,0,0,7,11개,기타,63.6
1054.0,193005.8833653644,550387.0232303045,29,10,15,0,0,4,29개,상업,51.7
1055.0,194294.852393871,550137.9800655533,3,0,0,0,0,3,3개,기타,100.0
1056.0,194260.75217796548,550168.9992205112,4,1,0,0,0,3,4개,기타,75.0
1057.0,194301.51928880072,550183.2255702493,6,2,0,0,0,4,6개,기타,66.7
1058.0,195933.1251569138,549431.9454665304,5,0,2,0,0,3,5개,기타,60.0
1059.0,194192.99441728194,550148.8194082407,3,3,0,0,0,0,3개,주택,100.0
1060.0,195942.95943283438,549464.8697634083,9,0,6,0,0,3,9개,상업,66.7
1061.0,194244.72113062564,550149.5254820079,3,2,0,0,0,1,3개,주택,66.7
1062.0,191857.5557892567,550672.2971404544,46,24,18,0,0,4,46개,주택,52.2
1063.0,195280.1394111138,550464.0705992563,42,1,0,0,0,41,42개,기타,97.6
1064.0,194246.25943714884,550106.1586571699,4,1,1,0,0,2,4개,기타,50.0
1065.0,194186.2093881814,550135.2567971753,4,4,0,0,0,0,4개,주택,100.0
1066.0,192736.93539728766,550550.2326562738,29,21,7,0,0,1,29개,주택,72.4
1067.0,195258.13933756476,550472.2623461906,39,1,0,0,0,38,39개,기타,97.4
1068.0,192105.0736528012,550015.0591664959,25,6,13,0,0,6,25개,상업,52.0
1069.0,191989.90419478583,549617.8721813947,0,0,0,0,0,0,0개,없음,0.0
1070.0,192947.82788576707,550128.0407624119,20,0,20,0,0,0,20개,상업,100.0
1071.0,195484.91986945143,548958.5823135229,38,6,20,0,0,12,38개,상업,52.6
1072.0,192014.24096939125,550300.0138166741,33,32,1,0,0,0,33개,주택,97.0
1073.0,192954.32903797718,549300.7866405428,0,0,0,0,0,0,0개,없음,0.0
1074.0,194283.7609713701,550215.1109023377,8,2,0,0,0,6,8개,기타,75.0
1075.0,194237.3456644579,550263.5076614104,12,2,0,0,0,10,12개,기타,83.3
1076.0,193285.5497358972,550808.5716411193,5,0,3,0,1,1,5개,상업,60.0
1077.0,193031.77114200912,550456.4628187867,14,1,11,0,1,1,14개,상업,78.6
1078.0,194291.67062689192,550102.5243241467,0,0,0,0,0,0,0개,없음,0.0
1079.0,194284.52919046572,550083.7408897954,1,0,1,0,0,0,1개,상업,100.0
1080.0,194297.62577084661,550049.5816585844,3,1,1,0,0,1,3개,주택,33.3
1081.0,194300.57267256177,550062.8209194149,2,0,2,0,0,0,2개,상업,100.0
1082.0,186357.6220611931,547454.4565339711,13,13,0,0,0,0,13개,주택,100.0
1083.0,186323.76488137123,547579.8903243328,18,10,4,0,0,4,18개,주택,55.6
1084.0,185424.39481503284,550845.917955496,0,0,0,0,0,0,0개,없음,0.0
1085.0,185723.64849768064,547493.3574973923,19,15,2,0,0,2,19개,주택,78.9
1086.0,185735.2656794719,547490.3593232235,19,14,3,0,0,2,19개,주택,73.7
1087.0,186003.35504860262,547533.7931959259,14,10,2,0,0,2,14개,주택,71.4
1088.0,185533.41682456137,550415.9899161994,12,9,2,0,0,1,12개,주택,75.0
1089.0,186455.09488638377,549325.9986168788,16,5,7,0,0,4,16개,상업,43.8
1090.0,186670.32738660203,550072.591387904,13,5,3,0,1,4,13개,주택,38.5
1091.0,186402.9427017025,547426.2741586479,12,11,0,0,0,1,12개,주택,91.7
1092.0,183042.63985925145,551015.8182997261,6,1,3,0,0,2,6개,상업,50.0
1093.0,185694.71933392657,547488.0765439997,17,14,3,0,0,0,17개,주택,82.4
1094.0,186327.2918362129,547450.9064743794,13,12,0,0,0,1,13개,주택,92.3
1095.0,186400.62256877302,549521.7132593306,23,22,1,0,0,0,23개,주택,95.7
1096.0,186444.1837234501,547411.9652160418,17,15,0,0,0,2,17개,주택,88.2
1097.0,186473.42803903585,549639.9201293568,31,14,2,7,3,5,31개,주택,45.2
1098.0,185767.96550962696,547492.4786327573,20,15,3,0,0,2,20개,주택,75.0
1099.0,182955.83624293376,551121.1527252931,0,0,0,0,0,0,0개,없음,0.0
1100.0,187603.5108309139,547779.669323454,4,0,2,0,0,2,4개,상업,50.0
1101.0,183137.06307851226,552309.796144653,15,7,4,0,0,4,15개,주택,46.7
1102.0,186684.34998102914,550092.2739316428,9,2,2,0,1,4,9개,기타,44.4
1103.0,186404.6569717024,547459.491685718,11,11,0,0,0,0,11개,주택,100.0
1104.0,183142.36567703885,551286.8591400877,20,7,6,2,1,4,20개,주택,35.0
1105.0,186358.9992730215,549453.7726387947,22,13,8,0,0,1,22개,주택,59.1
1106.0,186372.4128230725,549366.4153492699,12,3,2,0,0,7,12개,기타,58.3
1107.0,186522.32992515274,549713.9689724662,24,14,3,0,6,1,24개,주택,58.3
1108.0,186052.59882426483,547430.4492475288,11,4,4,0,0,3,11개,주택,36.4
1109.0,185957.3137570009,547531.9278311296,16,11,2,0,0,3,16개,주택,68.8
1110.0,186405.79401093806,549436.5922650347,12,3,7,0,0,2,12개,상업,58.3
1111.0,186317.79529324794,549353.8149986792,20,10,5,0,0,5,20개,주택,50.0
1112.0,186396.75329989084,549451.0043864696,16,8,8,0,0,0,16개,주택,50.0
1113.0,186490.81657379807,549288.2134853833,24,13,10,0,0,1,24개,주택,54.2
1114.0,182524.82383563003,551438.2508967903,0,0,0,0,0,0,0개,없음,0.0
1115.0,186797.65594256844,550110.4301182749,3,0,0,0,0,3,3개,기타,100.0
1116.0,186363.1157382591,547423.5955104183,14,14,0,0,0,0,14개,주택,100.0
1117.0,186806.36116570773,550129.3922015158,3,0,0,0,0,3,3개,기타,100.0
1118.0,189028.13490461995,549578.1161789402,26,22,1,0,0,3,26개,주택,84.6
1119.0,185679.97326177979,547512.4451431488,23,22,1,0,0,0,23개,주택,95.7
1120.0,185840.46092875343,547372.3879771357,13,8,3,0,0,2,13개,주택,61.5
1121.0,185839.1202720993,547391.4371905356,13,8,4,0,0,1,13개,주택,61.5
1122.0,186432.91302570907,547456.6081001197,9,9,0,0,0,0,9개,주택,100.0
1123.0,186415.13147940443,547426.9774565337,11,10,0,0,0,1,11개,주택,90.9
1124.0,186063.6392343179,548930.915749828,28,22,3,0,1,2,28개,주택,78.6
1125.0,186292.94573755734,549348.567854679,19,11,4,0,0,4,19개,주택,57.9
1126.0,186448.2025100941,549314.1813806855,13,4,6,0,0,3,13개,상업,46.2
1127.0,186428.80026792394,549298.4735862358,6,1,3,0,0,2,6개,상업,50.0
1128.0,183080.62766439354,550941.3532429538,1,1,0,0,0,0,1개,주택,100.0
1129.0,186230.95374776595,547391.7743323062,21,16,5,0,0,0,21개,주택,76.2
1130.0,185458.35950764242,550832.6553254619,0,0,0,0,0,0,0개,없음,0.0
1131.0,185745.23553419882,547471.396334128,16,11,3,0,0,2,16개,주택,68.8
1132.0,185424.39481503284,550845.917955496,0,0,0,0,0,0,0개,없음,0.0
1133.0,182971.47084078775,551258.3397161203,0,0,0,0,0,0,0개,없음,0.0
1134.0,186342.47675613748,547452.5359828859,12,12,0,0,0,0,12개,주택,100.0
1135.0,185554.2993813237,550891.3123612482,0,0,0,0,0,0,0개,없음,0.0
1136.0,186435.12683680042,549345.5598093353,10,1,3,0,0,6,10개,기타,60.0
1137.0,186006.50910854063,548860.2888172253,23,17,5,0,1,0,23개,주택,73.9
1138.0,186329.90295329312,549417.2051595111,26,19,6,0,0,1,26개,주택,73.1
1139.0,186338.67585740896,549360.2157180053,15,7,3,0,0,5,15개,주택,46.7
1140.0,186413.0690310942,549339.1943201318,6,0,0,0,0,6,6개,기타,100.0
1141.0,185883.42945400495,548896.0522974725,20,20,0,0,0,0,20개,주택,100.0
1142.0,185898.44743496893,547552.1232093661,26,21,3,0,0,2,26개,주택,80.8
1143.0,185672.1081659517,548044.7506315284,28,18,10,0,0,0,28개,주택,64.3
1144.0,186375.29153139103,547424.732980364,13,13,0,0,0,0,13개,주택,100.0
1145.0,185703.32413099907,547515.7811564078,20,20,0,0,0,0,20개,주택,100.0
1146.0,189200.1477331521,549654.9510389593,23,19,3,0,0,1,23개,주택,82.6
1147.0,185926.60698148134,548776.3355674088,35,31,3,0,1,0,35개,주택,88.6
1148.0,186202.17814344386,547567.0688304807,13,4,3,0,0,6,13개,기타,46.2
1149.0,186529.5176887723,549732.87594708,22,16,2,0,3,1,22개,주택,72.7
1150.0,186411.254138646,547409.8689691082,12,11,0,0,0,1,12개,주택,91.7
1151.0,185753.56137942328,547471.9646206478,17,11,4,0,0,2,17개,주택,64.7
1152.0,186812.94398646156,550144.1644338581,4,0,0,0,0,4,4개,기타,100.0
1153.0,185902.2561764281,547507.7184233969,18,6,6,0,0,6,18개,주택,33.3
1154.0,185853.0118373625,547433.4944971161,3,0,2,0,0,1,3개,상업,66.7
1155.0,185736.3862555904,547471.0310934482,16,11,3,0,0,2,16개,주택,68.8
1156.0,185899.78432236597,547527.2417108361,21,11,5,0,0,5,21개,주택,52.4
1157.0,186381.8540057486,547458.1458281423,12,12,0,0,0,0,12개,주택,100.0
1158.0,186410.73120661403,547474.8910188837,10,10,0,0,0,0,10개,주택,100.0
1159.0,185729.29062477357,547764.7790912415,20,7,10,2,0,1,20개,상업,50.0
1160.0,186350.27487833367,549352.0114914601,14,4,3,0,0,7,14개,기타,50.0
1161.0,186528.84831629923,549350.0993526683,23,20,3,0,0,0,23개,주택,87.0
1162.0,184029.32007898437,549535.6072319562,4,0,0,0,0,4,4개,기타,100.0
1163.0,186312.65612104436,549377.6980528766,22,16,3,0,0,3,22개,주택,72.7
1164.0,183118.59895841236,550884.3844154445,1,0,0,0,0,1,1개,기타,100.0
1165.0,185690.53781912595,547513.4411953648,22,22,0,0,0,0,22개,주택,100.0
1166.0,183007.44066294745,552332.2908031577,9,4,1,0,0,4,9개,주택,44.4
1167.0,183132.11610316174,550891.824911827,5,2,1,0,1,1,5개,주택,40.0
1168.0,185706.20531086632,547484.1724150615,15,12,2,0,0,1,15개,주택,80.0
1169.0,191808.02536345553,546252.5862717918,1,0,1,0,0,0,1개,상업,100.0
1170.0,190885.39641922936,548306.4961332787,4,0,1,0,3,0,4개,사무,75.0
1171.0,190241.78410109537,546614.4962079909,7,0,7,0,0,0,7개,상업,100.0
1172.0,192884.68034170766,545783.4759823174,49,42,1,0,0,6,49개,주택,85.7
1173.0,191000.36784913644,548258.2934769925,5,1,1,0,0,3,5개,기타,60.0
1174.0,192114.74101994123,545758.5338771783,27,16,7,0,0,4,27개,주택,59.3
1175.0,191361.06711371438,547958.5145671753,6,3,0,0,0,3,6개,주택,50.0
1176.0,191562.224404426,543007.167758628,9,0,2,0,0,7,9개,기타,77.8
1177.0,191965.70497140737,546258.8093200861,4,1,1,0,0,2,4개,기타,50.0
1178.0,191789.13109208396,546166.2156936731,2,1,0,0,0,1,2개,주택,50.0
1179.0,191657.81000561485,543104.2151699304,2,0,0,0,1,1,2개,사무,50.0
1180.0,191416.77898037966,543110.908728668,4,2,1,0,0,1,4개,주택,50.0
1181.0,191475.21006042307,543020.4371886041,17,0,5,0,0,12,17개,기타,70.6
1182.0,192542.76730346592,545476.72959997,10,7,0,0,0,3,10개,주택,70.0
1183.0,191751.97011359816,543942.445233925,1,0,0,0,0,1,1개,기타,100.0
1184.0,191756.39123318804,546178.8432474657,1,0,0,0,0,1,1개,기타,100.0
1185.0,191845.50946516322,546258.9395222159,1,0,1,0,0,0,1개,상업,100.0
1186.0,191478.01411864508,545967.3265552213,1,1,0,0,0,0,1개,주택,100.0
1187.0,191953.8805433674,546208.316755257,17,7,6,0,0,4,17개,주택,41.2
1188.0,192913.7669513945,547548.3985938232,3,0,0,0,1,2,3개,기타,66.7
1189.0,191819.71849850076,546214.477314035,1,0,1,0,0,0,1개,상업,100.0
1190.0,191660.0771506447,546283.3520670704,16,0,8,2,0,6,16개,상업,50.0
1191.0,191484.71445067012,543034.0846483698,18,0,6,0,0,12,18개,기타,66.7
1192.0,191858.02730632553,546421.2132633316,30,0,19,1,0,10,30개,상업,63.3
1193.0,193769.29507260863,546459.072185672,0,0,0,0,0,0,0개,없음,0.0
1194.0,192013.5046943903,545530.0057456888,59,48,1,0,0,10,59개,주택,81.4
1195.0,190385.8547737381,546833.2688980587,20,7,10,0,1,2,20개,상업,50.0
1196.0,191506.3715267923,546240.3932191196,34,4,4,0,0,26,34개,기타,76.5
1197.0,192001.67593793315,546248.941426071,7,1,2,0,0,4,7개,기타,57.1
1198.0,190110.21594009796,546766.7569671192,5,0,0,0,0,5,5개,기타,100.0
1199.0,191968.70571576976,544998.2393239815,0,0,0,0,0,0,0개,없음,0.0
1200.0,191638.66189546487,543112.6893245863,2,0,0,0,1,1,2개,사무,50.0
1201.0,191960.636097566,546236.343841501,8,2,4,0,0,2,8개,상업,50.0
1202.0,191318.29269673,545037.7583158049,5,0,0,0,0,5,5개,기타,100.0
1203.0,191483.46336279906,546275.6978396024,27,4,4,0,0,19,27개,기타,70.4
1204.0,192884.96609560205,545690.400976102,44,35,5,0,0,4,44개,주택,79.5
1205.0,192000.05433762883,545019.8729963114,1,0,1,0,0,0,1개,상업,100.0
1206.0,190276.7255154085,546716.9798471227,4,0,1,0,1,2,4개,기타,50.0
1207.0,191300.98510223228,546533.0967689889,17,0,2,0,1,14,17개,기타,82.4
1208.0,192263.59259181796,545383.9695094082,53,42,5,0,0,6,53개,주택,79.2
1209.0,191998.2412756367,545030.9559362471,0,0,0,0,0,0,0개,없음,0.0
1210.0,191827.5412569552,546199.1719981916,4,1,1,0,0,2,4개,기타,50.0
1211.0,191794.27034874944,544188.7515825332,31,24,4,0,0,3,31개,주택,77.4
1212.0,190752.32588032057,547208.3616072456,6,1,1,0,1,3,6개,기타,50.0
1213.0,190901.4064623224,548324.7522492275,6,0,2,0,3,1,6개,사무,50.0
1214.0,191586.4552364241,546546.9796166094,16,1,8,1,1,5,16개,상업,50.0
1215.0,191756.50036612793,546137.7810710067,7,1,4,0,0,2,7개,상업,57.1
1216.0,191712.42321239706,546505.5184914308,10,0,9,0,0,1,10개,상업,90.0
1217.0,190948.73915802548,546684.7022617423,3,2,0,0,0,1,3개,주택,66.7
1218.0,190375.47626178007,546692.707353367,7,1,3,0,2,1,7개,상업,42.9
1219.0,193213.9469380551,545578.9500694239,5,1,0,0,0,4,5개,기타,80.0
1220.0,191418.4244836809,544507.4529749264,2,1,1,0,0,0,2개,주택,50.0
