인덱스,보정_X,보정_Y,반경_50m_건물수,주택_수,상업_수,숙박_수,사무_수,기타_수,밀집도,주요_시설군,집중도(%)
333.0,193592.00038003703,547092.6294325273,0,0,0,0,0,0,0개,없음,0.0
334.0,191332.505449152,546266.9206035043,9,0,1,0,0,8,9개,기타,88.9
335.0,190239.78894940473,546733.426326781,3,0,1,0,0,2,3개,기타,66.7
336.0,192277.65762388593,546153.5321082361,11,6,0,1,0,4,11개,주택,54.5
337.0,191885.84558676556,546144.8833665053,15,5,8,0,0,2,15개,상업,53.3
338.0,193001.20281115625,545744.2881221311,44,41,0,0,0,3,44개,주택,93.2
339.0,191847.31606185733,546470.2568712138,34,1,13,7,0,13,34개,상업,38.2
340.0,190427.68481713807,546681.4798109139,4,0,2,0,2,0,4개,상업,50.0
341.0,190876.3446106567,546715.0963322489,3,0,0,0,0,3,3개,기타,100.0
342.0,190808.8164203307,546805.8838885875,6,3,0,0,0,3,6개,주택,50.0
343.0,190476.526523266,548495.7948009578,6,0,1,0,0,5,6개,기타,83.3
344.0,189680.76999386636,547133.9714300742,4,1,1,0,0,2,4개,기타,50.0
345.0,191253.37746548833,546321.4373442482,15,0,1,0,0,14,15개,기타,93.3
346.0,191503.41370939338,546331.2145453773,24,8,5,0,0,11,24개,기타,45.8
347.0,190268.75349913904,546608.4757843445,7,1,6,0,0,0,7개,상업,85.7
348.0,189552.02176033307,546847.7043785669,2,0,0,0,0,2,2개,기타,100.0
349.0,193019.64582327928,547560.1623103748,1,0,0,0,1,0,1개,사무,100.0
350.0,192739.31435415326,546552.4698456484,0,0,0,0,0,0,0개,없음,0.0
351.0,191385.05739224673,546098.5559265072,19,0,3,0,0,16,19개,기타,84.2
352.0,193326.93101891043,546973.9145702762,8,0,0,0,1,7,8개,기타,87.5
353.0,192622.20900033574,547248.1422008114,1,0,0,0,0,1,1개,기타,100.0
354.0,191894.78526702328,547125.2357822207,25,2,1,0,4,18,25개,기타,72.0
355.0,189670.69818475688,547129.4281728731,3,1,1,0,0,1,3개,주택,33.3
356.0,190981.4226888859,548051.5905200129,24,10,6,0,0,8,24개,주택,41.7
357.0,190507.59788834106,548477.5224531962,10,0,0,0,0,10,10개,기타,100.0
358.0,192140.07390068582,546141.8870532454,0,0,0,0,0,0,0개,없음,0.0
359.0,190820.78029474846,546822.6857844852,4,3,0,0,0,1,4개,주택,75.0
360.0,190266.57920440662,546769.2721821262,4,1,1,0,0,2,4개,기타,50.0
361.0,202833.26165393967,540511.5611753783,0,0,0,0,0,0,0개,없음,0.0
362.0,201530.47552677212,546268.2943380071,12,3,5,0,3,1,12개,상업,41.7
363.0,201428.51759611673,545869.9510559249,10,3,2,0,0,5,10개,기타,50.0
364.0,201066.81860640153,542553.4170535896,5,0,2,0,3,0,5개,사무,60.0
365.0,201151.0288227301,542683.6498043643,22,10,12,0,0,0,22개,상업,54.5
366.0,202811.35766468084,542727.7484350565,0,0,0,0,0,0,0개,없음,0.0
367.0,202594.6049718156,543029.0883448543,9,1,1,0,2,5,9개,기타,55.6
368.0,201434.03210614983,543506.5798762119,1,0,0,0,0,1,1개,기타,100.0
369.0,201577.653343873,543623.5999641715,6,4,0,0,0,2,6개,주택,66.7
370.0,200250.44780479462,544683.2205061071,1,0,0,0,0,1,1개,기타,100.0
371.0,202827.2057262815,542635.9586482923,1,0,0,0,0,1,1개,기타,100.0
372.0,204773.9657281959,538573.0919454742,2,0,0,0,0,2,2개,기타,100.0
373.0,202673.6702685305,545483.9865046939,24,22,2,0,0,0,24개,주택,91.7
374.0,205230.86054136124,545942.0509957407,0,0,0,0,0,0,0개,없음,0.0
375.0,203610.1231491017,546848.6542940522,2,1,0,0,0,1,2개,주택,50.0
376.0,202482.21663459862,547020.4208669921,10,0,7,0,2,1,10개,상업,70.0
377.0,202108.43384670222,546160.6182404237,5,1,0,0,0,4,5개,기타,80.0
378.0,203019.19212705473,543921.8884472792,27,15,11,0,0,1,27개,주택,55.6
379.0,203432.38407755623,543386.1230214953,5,2,1,0,0,2,5개,주택,40.0
380.0,204582.63342487966,544735.2318135421,26,20,5,0,0,1,26개,주택,76.9
381.0,205513.02320298232,545316.7848238699,10,1,3,0,3,3,10개,상업,30.0
382.0,201799.77725906012,545833.2460491597,7,1,5,0,1,0,7개,상업,71.4
383.0,202098.0267479124,544801.4326071903,4,0,2,1,1,0,4개,상업,50.0
384.0,202242.70173886168,546568.2952516399,6,0,3,1,2,0,6개,상업,50.0
385.0,202743.00216676132,544909.9712204828,14,5,9,0,0,0,14개,상업,64.3
386.0,204966.43500000055,545144.6149999998,1,0,0,0,1,0,1개,사무,100.0
387.0,202838.96272396663,544252.6420227047,10,0,3,0,3,4,10개,기타,40.0
388.0,201750.63499999949,545817.2500000003,21,3,17,0,0,1,21개,상업,81.0
389.0,204803.84871854002,544605.0622004408,21,17,4,0,0,0,21개,주택,81.0
390.0,204850.30298116748,546835.9314045026,14,6,6,0,0,2,14개,주택,42.9
391.0,204053.5963006711,541557.1796562173,16,9,6,0,0,1,16개,주택,56.2
392.0,203451.55082100257,544529.420299492,8,0,5,0,2,1,8개,상업,62.5
393.0,203467.667642124,544535.8540618538,10,0,5,1,3,1,10개,상업,50.0
394.0,202451.74295827962,544092.8754964102,3,1,0,0,2,0,3개,사무,66.7
395.0,202713.81010795897,544963.0039805382,16,5,11,0,0,0,16개,상업,68.8
396.0,203095.1870721335,544354.4303591087,7,0,3,0,3,1,7개,상업,42.9
397.0,204719.1593134303,544786.1509124909,21,20,1,0,0,0,21개,주택,95.2
398.0,202161.23537239956,544814.4400714096,7,0,4,0,2,1,7개,상업,57.1
399.0,205121.6550000011,545138.6900000002,14,1,6,0,6,1,14개,상업,42.9
400.0,202220.140000001,544805.6250000003,6,0,4,0,0,2,6개,상업,66.7
401.0,203064.38512525303,544133.3386034659,23,15,8,0,0,0,23개,주택,65.2
402.0,202800.6341144495,544058.465089518,13,4,5,0,0,4,13개,상업,38.5
403.0,201684.70478522588,546105.8589975801,12,0,11,0,0,1,12개,상업,91.7
404.0,203333.6172828273,544467.3127159406,3,0,0,0,0,3,3개,기타,100.0
405.0,203566.63459283684,544370.5668368923,13,10,3,0,0,0,13개,주택,76.9
406.0,202535.9190221408,544822.1749718252,16,10,4,0,0,2,16개,주택,62.5
407.0,205020.24873230298,545191.1297563041,0,0,0,0,0,0,0개,없음,0.0
408.0,204216.45002749778,546867.5882354083,9,6,1,0,0,2,9개,주택,66.7
409.0,204488.3652670138,544832.8731288429,18,6,12,0,0,0,18개,상업,66.7
410.0,205636.3674925108,545183.0352787684,0,0,0,0,0,0,0개,없음,0.0
411.0,203563.29731702444,544266.6098128082,16,10,2,0,1,3,16개,주택,62.5
412.0,202447.84847102436,546447.1648066002,14,7,7,0,0,0,14개,주택,50.0
413.0,203033.4349999995,544637.1600000012,18,6,11,0,0,1,18개,상업,61.1
414.0,204272.80269809667,544535.3361415073,9,2,0,0,0,7,9개,기타,77.8
415.0,203455.85999999905,544482.810000001,6,2,4,0,0,0,6개,상업,66.7
416.0,203651.6690074777,544353.6842056768,13,11,2,0,0,0,13개,주택,84.6
417.0,203578.79903413844,544715.3949171077,5,0,0,0,2,3,5개,기타,60.0
418.0,201696.51756990812,546580.4620940014,4,0,3,0,1,0,4개,상업,75.0
419.0,202159.7494830276,546291.2771571068,13,8,4,0,0,1,13개,주택,61.5
420.0,202638.58648477492,543915.8339075996,6,0,1,0,2,3,6개,기타,50.0
421.0,202872.29995425188,545628.5246725336,6,0,5,0,0,1,6개,상업,83.3
422.0,203599.06277168603,544556.0622672958,9,1,5,0,2,1,9개,상업,55.6
423.0,205314.15988928571,545204.7093096762,11,2,5,0,4,0,11개,상업,45.5
424.0,204976.2844457219,544767.6172352327,14,5,3,0,2,4,14개,주택,35.7
425.0,201746.19500000108,545794.0499999998,21,1,19,0,0,1,21개,상업,90.5
426.0,205601.90404167707,545151.509504571,1,0,0,0,0,1,1개,기타,100.0
427.0,202564.64805472427,544905.5294466359,16,6,8,0,0,2,16개,상업,50.0
428.0,203414.86829420098,544515.5702801032,1,0,1,0,0,0,1개,상업,100.0
429.0,201658.41659086166,546639.566102925,2,0,2,0,0,0,2개,상업,100.0
430.0,203065.4390886667,544338.7397659254,13,0,4,0,7,2,13개,사무,53.8
431.0,204714.7584571021,546852.0783637872,2,0,0,0,0,2,2개,기타,100.0
432.0,202699.22606708715,544846.7642260162,14,7,6,0,0,1,14개,주택,50.0
433.0,202471.5362047011,546478.9449770177,18,6,12,0,0,0,18개,상업,66.7
434.0,203102.07498632546,545751.6520279814,13,4,5,0,0,4,13개,상업,38.5
435.0,202670.0533767691,545410.505681503,26,24,1,0,0,1,26개,주택,92.3
436.0,202482.70141844504,544787.8129506051,15,9,6,0,0,0,15개,주택,60.0
437.0,204964.37814464857,546579.714676861,8,5,2,0,0,1,8개,주택,62.5
438.0,205130.59167890105,545590.096837802,7,0,2,0,4,1,7개,사무,57.1
439.0,205130.59167890105,545590.096837802,7,0,2,0,4,1,7개,사무,57.1
440.0,202516.64657868803,546175.6716273691,12,4,5,0,2,1,12개,상업,41.7
441.0,204634.5193928806,544971.2469477216,8,1,3,1,2,1,8개,상업,37.5
442.0,202635.88471130576,543611.238049426,5,1,0,1,3,0,5개,사무,60.0
443.0,202166.60954419055,546168.4803439388,9,1,0,0,0,8,9개,기타,88.9
444.0,202624.92145275703,546421.0368099277,11,2,7,0,1,1,11개,상업,63.6
445.0,204077.37849938803,545400.1985801875,1,0,0,0,0,1,1개,기타,100.0
446.0,202545.82055089565,546151.7271313737,14,4,8,0,1,1,14개,상업,57.1
447.0,208589.36334314517,545455.9040526196,3,1,0,0,0,2,3개,기타,66.7
448.0,210857.02571560594,542611.3943509585,0,0,0,0,0,0,0개,없음,0.0
449.0,207163.34301633146,545433.7849242341,23,16,6,0,0,1,23개,주택,69.6
450.0,210664.36985445218,543861.1844076494,4,0,0,0,4,0,4개,사무,100.0
451.0,209581.25681568278,545953.5725226061,14,0,9,0,3,2,14개,상업,64.3
452.0,209573.70203672384,545919.513434499,11,1,5,0,2,3,11개,상업,45.5
453.0,209664.30590564903,545965.2238820443,19,4,14,0,1,0,19개,상업,73.7
454.0,207125.82082526933,545419.5589600119,25,18,5,0,0,2,25개,주택,72.0
455.0,209337.1045017521,545744.8644261458,0,0,0,0,0,0,0개,없음,0.0
456.0,209345.22848445296,545137.7511241722,19,10,6,0,2,1,19개,주택,52.6
457.0,209577.69877471577,545907.7725522101,11,2,4,0,2,3,11개,상업,36.4
458.0,208426.1691194026,544447.682227261,21,17,0,0,0,4,21개,주택,81.0
459.0,207835.82041981767,544569.1086305814,19,15,2,0,0,2,19개,주택,78.9
460.0,209595.2131430282,545912.2168847127,15,4,7,0,1,3,15개,상업,46.7
461.0,209996.00000000081,545952.8649999993,20,16,3,0,1,0,20개,주택,80.0
462.0,209635.6219745745,544386.0429792756,2,0,0,0,0,2,2개,기타,100.0
463.0,209074.9008400747,545657.8093298397,0,0,0,0,0,0,0개,없음,0.0
464.0,210868.39749668902,542053.2279330048,1,0,0,0,0,1,1개,기타,100.0
465.0,207714.5342078068,544749.9314047483,27,26,0,0,0,1,27개,주택,96.3
466.0,210429.15711905397,543526.6488664988,2,0,1,0,0,1,2개,상업,50.0
467.0,208851.6398937994,544965.4232772011,26,26,0,0,0,0,26개,주택,100.0
468.0,210463.28248574393,543549.8935364744,1,1,0,0,0,0,1개,주택,100.0
469.0,207106.0322360982,545432.4840779097,30,16,8,0,0,6,30개,주택,53.3
470.0,208554.7996092792,544868.7954274401,18,8,9,0,1,0,18개,상업,50.0
471.0,194117.3658751216,550220.187710374,5,0,0,0,0,5,5개,기타,100.0
472.0,198686.19085244057,551852.0528510109,3,0,0,0,1,2,3개,기타,66.7
473.0,198596.08930822232,551932.1317744484,3,0,0,0,1,2,3개,기타,66.7
474.0,201833.3292472933,552396.5901279573,2,2,0,0,0,0,2개,주택,100.0
475.0,201416.6443067901,552371.7580656013,36,6,17,0,0,13,36개,상업,47.2
476.0,202671.35238882623,545108.556361762,16,2,10,0,0,4,16개,상업,62.5
477.0,202941.70092040196,551198.5215140644,38,8,17,0,0,13,38개,상업,44.7
478.0,199982.67401814938,551312.5799373519,22,2,11,0,1,8,22개,상업,50.0
479.0,201810.70789543996,544825.5763982825,1,0,0,0,1,0,1개,사무,100.0
480.0,204013.316305227,544912.2710127208,4,0,0,0,3,1,4개,사무,75.0
481.0,201586.94471184662,551675.8821557559,42,17,15,0,0,10,42개,주택,40.5
482.0,200364.080040937,552144.9197663411,13,0,0,0,0,13,13개,기타,100.0
483.0,200299.7501379229,552186.9301546651,20,0,0,0,0,20,20개,기타,100.0
484.0,196345.557159386,555368.0639633943,0,0,0,0,0,0,0개,없음,0.0
485.0,201890.63628027932,552750.2761769593,21,2,10,1,3,5,21개,상업,47.6
486.0,199095.63900514986,551905.388154667,19,0,12,0,4,3,19개,상업,63.2
487.0,199661.5168429451,552556.7759567411,0,0,0,0,0,0,0개,없음,0.0
488.0,199847.98150520277,552305.3254646494,6,0,2,0,1,3,6개,기타,50.0
489.0,198575.61455768286,551869.5969522194,4,0,1,0,2,1,4개,사무,50.0
490.0,199887.9617024653,552434.6521785914,7,1,4,0,1,1,7개,상업,57.1
491.0,199821.36367809607,552603.4755350583,5,0,0,0,2,3,5개,기타,60.0
492.0,200303.66392064048,552208.5210854457,13,0,0,0,0,13,13개,기타,100.0
493.0,198600.65329022054,551865.5531621367,4,0,1,0,2,1,4개,사무,50.0
494.0,200027.04083218102,552472.5568103906,36,4,26,1,1,4,36개,상업,72.2
495.0,200239.74516244145,552552.5053458349,4,0,3,0,0,1,4개,상업,75.0
496.0,199037.97485402718,551905.5330092938,26,3,18,0,1,4,26개,상업,69.2
497.0,200876.60291553903,552108.9810349051,1,0,0,0,0,1,1개,기타,100.0
498.0,198692.62792695293,551865.694333484,3,0,0,0,1,2,3개,기타,66.7
499.0,201378.942292419,552482.2003752721,9,3,4,0,0,2,9개,상업,44.4
500.0,198721.69186333125,551900.0770188019,1,0,0,0,1,0,1개,사무,100.0
501.0,199591.56503206494,552530.6828660414,1,0,0,0,0,1,1개,기타,100.0
502.0,198581.07505764917,551932.2905547457,4,0,0,0,1,3,4개,기타,75.0
503.0,198995.1609113481,552541.6846135221,26,1,17,2,0,6,26개,상업,65.4
504.0,199607.78824522538,552537.1940977402,1,0,0,0,0,1,1개,기타,100.0
505.0,198585.28886279513,551905.4189015449,4,0,0,0,3,1,4개,사무,75.0
506.0,198998.99962372528,552520.8785942922,25,1,17,3,0,4,25개,상업,68.0
507.0,199470.76586228603,551906.3203467418,30,8,16,0,0,6,30개,상업,53.3
508.0,199127.33850704992,552117.4359006837,21,6,11,0,0,4,21개,상업,52.4
509.0,198724.74025719453,551930.7542482337,0,0,0,0,0,0,0개,없음,0.0
510.0,199159.58483588067,551879.9032442687,23,1,18,0,2,2,23개,상업,78.3
511.0,198797.6546614018,551848.1800354678,4,0,1,0,2,1,4개,사무,50.0
512.0,198999.525786225,552458.3913348776,13,0,8,0,1,4,13개,상업,61.5
513.0,199153.42506620253,552459.1771753419,62,24,19,3,0,16,62개,주택,38.7
514.0,198811.4974178066,552301.9077807188,19,0,18,1,0,0,19개,상업,94.7
515.0,198534.54919873414,552256.166993396,5,0,3,0,0,2,5개,상업,60.0
516.0,200934.01228140292,552128.4010008528,2,0,1,0,0,1,2개,상업,50.0
517.0,198817.75368991226,552227.6426829179,27,0,26,0,0,1,27개,상업,96.3
518.0,198908.2838816228,551804.8980529159,17,1,2,0,0,14,17개,기타,82.4
519.0,198586.8652386699,552307.0714757699,8,0,4,0,0,4,8개,상업,50.0
520.0,198942.1043816078,552338.0121126724,3,0,3,0,0,0,3개,상업,100.0
521.0,201767.25560313492,552565.305356015,22,4,7,1,0,10,22개,기타,45.5
522.0,199017.61283128985,552077.1414779963,16,1,11,0,0,4,16개,상업,68.8
523.0,199075.88180263338,552493.5535025768,25,0,10,9,2,4,25개,상업,40.0
524.0,199045.27876753107,552673.5500944067,62,6,34,1,1,20,62개,상업,54.8
525.0,198913.46106755067,551841.9727893492,5,0,0,0,0,5,5개,기타,100.0
526.0,200292.32894537278,552150.5673698508,24,0,0,0,0,24,24개,기타,100.0
527.0,200950.6823146749,552062.7934228518,1,0,1,0,0,0,1개,상업,100.0
528.0,200945.31761060565,552035.6486262733,0,0,0,0,0,0,0개,없음,0.0
529.0,198630.79627087922,552035.4126469055,13,0,2,0,1,10,13개,기타,76.9
530.0,198931.43679087787,552331.863262352,4,1,3,0,0,0,4개,상업,75.0
531.0,199045.0866986462,552109.8016766821,21,1,14,0,0,6,21개,상업,66.7
532.0,200189.75434377402,552153.2659555158,16,1,10,0,0,5,16개,상업,62.5
533.0,201118.8399859603,552189.4938621931,10,4,3,0,0,3,10개,주택,40.0
534.0,199732.87737427035,553387.8424663738,3,0,1,0,0,2,3개,기타,66.7
535.0,198606.94089074823,551936.194128122,4,0,0,0,1,3,4개,기타,75.0
536.0,200946.74125037383,552072.5927679408,2,0,1,0,0,1,2개,상업,50.0
537.0,200355.3952007549,552033.6345221133,16,0,0,0,0,16,16개,기타,100.0
538.0,200587.53457342807,552143.0467784279,5,0,3,0,1,1,5개,상업,60.0
539.0,201794.04375651776,552374.2350576152,2,2,0,0,0,0,2개,주택,100.0
540.0,199037.96579010302,552088.363309685,15,1,9,0,0,5,15개,상업,60.0
541.0,201896.94538101208,552832.1334991872,14,1,8,1,0,4,14개,상업,57.1
542.0,200957.188003773,552077.7038574531,2,0,1,0,0,1,2개,상업,50.0
543.0,198975.358071697,552321.8040103745,4,0,4,0,0,0,4개,상업,100.0
544.0,201007.47878559245,552269.8219937423,5,0,3,0,0,2,5개,상업,60.0
545.0,200925.68090017667,552070.3582687072,0,0,0,0,0,0,0개,없음,0.0
546.0,196404.76577412218,552269.0758840372,14,12,0,0,0,2,14개,주택,85.7
547.0,201372.2340186735,552512.1404527018,12,5,3,0,2,2,12개,주택,41.7
548.0,201893.73825899305,552651.6086560729,34,3,18,2,2,9,34개,상업,52.9
549.0,200964.68477421597,552138.7198467419,4,0,3,0,0,1,4개,상업,75.0
550.0,199147.49002546805,552709.5397321834,85,8,47,0,0,30,85개,상업,55.3
551.0,201633.2793599189,552519.372472249,38,9,10,0,0,19,38개,기타,50.0
552.0,198978.99991400755,552305.0932835138,7,0,5,0,2,0,7개,상업,71.4
553.0,201013.64875651264,552116.4772157337,4,0,4,0,0,0,4개,상업,100.0
554.0,199759.34860966192,553458.7322248458,4,0,0,0,0,4,4개,기타,100.0
555.0,199080.68323112107,552074.8083160837,11,2,5,0,1,3,11개,상업,45.5
556.0,201468.43579977276,552304.6698575761,20,2,7,0,0,11,20개,기타,55.0
557.0,199028.33438678138,552116.6609073076,24,1,15,0,0,8,24개,상업,62.5
558.0,200900.61891971377,552210.9831457511,1,0,1,0,0,0,1개,상업,100.0
559.0,197733.39181877067,556346.8473702095,0,0,0,0,0,0,0개,없음,0.0
560.0,199020.8634100776,552218.0728384246,20,1,15,0,1,3,20개,상업,75.0
561.0,201663.7627372688,552381.3012942051,5,0,3,0,0,2,5개,상업,60.0
562.0,199163.24226689184,551961.378434435,13,0,7,0,2,4,13개,상업,53.8
563.0,198976.2778112147,552215.2995287785,24,1,17,2,1,3,24개,상업,70.8
564.0,198884.0420606384,552407.2433635801,10,2,5,0,0,3,10개,상업,50.0
565.0,199035.99854592877,552694.0131189758,42,2,27,0,1,12,42개,상업,64.3
566.0,199878.35404725422,552271.6605716539,7,0,5,0,0,2,7개,상업,71.4
567.0,199163.08348610735,551950.1003188378,17,0,8,0,4,5,17개,상업,47.1
568.0,201930.62614134458,552794.664951715,12,0,7,0,1,4,12개,상업,58.3
569.0,201575.4788855786,552329.604243868,6,0,4,0,0,2,6개,상업,66.7
570.0,201911.27751978554,552719.498067465,26,3,17,1,2,3,26개,상업,65.4
571.0,201711.2398436838,552298.9260648951,48,7,26,0,0,15,48개,상업,54.2
572.0,200292.49101005835,552218.8917520125,11,0,1,0,0,10,11개,기타,90.9
573.0,198955.8721361639,552309.2547552941,5,0,4,0,1,0,5개,상업,80.0
574.0,200225.58460752259,552144.9485727887,23,0,6,0,0,17,23개,기타,73.9
575.0,200604.0248362307,552144.9743365492,4,0,2,0,1,1,4개,상업,50.0
576.0,200290.8043428767,552583.7869976391,9,0,7,0,0,2,9개,상업,77.8
577.0,201905.25370007634,552905.4885321666,24,9,7,0,0,8,24개,주택,37.5
578.0,198952.43975311407,552272.2049808619,6,0,3,0,2,1,6개,상업,50.0
579.0,198590.15206572518,551851.9302848958,7,0,3,0,2,2,7개,상업,42.9
580.0,201007.7118197166,552105.4803923124,4,0,4,0,0,0,4개,상업,100.0
581.0,198920.85331696353,552332.7121513742,7,1,6,0,0,0,7개,상업,85.7
582.0,198606.77910852715,551928.4419967823,3,0,0,0,1,2,3개,기타,66.7
583.0,200827.19616828277,552228.1284688462,1,0,1,0,0,0,1개,상업,100.0
584.0,200303.51112090918,552257.7925953183,15,0,12,0,0,3,15개,상업,80.0
585.0,200040.6506910863,552114.4244820069,19,3,10,0,0,6,19개,상업,52.6
586.0,199065.13207377642,552085.4144618857,17,2,9,0,1,5,17개,상업,52.9
587.0,198260.06319060337,552262.4845731237,2,0,1,0,1,0,2개,상업,50.0
588.0,199102.34036310116,552093.5491013798,12,5,5,0,0,2,12개,주택,41.7
589.0,201896.7747197911,552680.8149852339,31,3,16,2,3,7,31개,상업,51.6
590.0,198574.3836336786,552516.9018466824,5,0,1,0,4,0,5개,사무,80.0
591.0,199129.03513436997,552680.699907199,97,6,53,0,0,38,97개,상업,54.6
592.0,199102.23578917165,552116.7464973863,17,6,8,0,0,3,17개,상업,47.1
593.0,199009.71656988762,552188.241668341,21,0,15,1,0,5,21개,상업,71.4
594.0,199863.1345372453,552263.5339228277,10,0,9,0,0,1,10개,상업,90.0
595.0,198960.78841786974,551897.1835872357,13,2,10,1,0,0,13개,상업,76.9
596.0,197132.65026921028,552712.5299928619,6,2,1,0,1,2,6개,주택,33.3
597.0,199053.69913686812,552138.5300834094,22,1,15,0,0,6,22개,상업,68.2
598.0,198271.84379030697,552533.8996741944,29,2,12,0,1,14,29개,기타,48.3
599.0,200197.57933538329,552129.3206984196,13,1,7,0,0,5,13개,상업,53.8
600.0,200909.45478422844,552070.3872901131,0,0,0,0,0,0,0개,없음,0.0
601.0,199000.56805655218,552490.9773297695,23,1,16,2,1,3,23개,상업,69.6
602.0,201378.24100262858,552083.0809646097,1,0,1,0,0,0,1개,상업,100.0
603.0,199032.80869592514,552104.0822549579,21,1,15,0,0,5,21개,상업,71.4
604.0,199054.78290566162,552089.6603053513,16,1,11,0,0,4,16개,상업,68.8
605.0,201381.86914556765,552248.229141625,2,0,0,1,0,1,2개,숙박,50.0
606.0,201892.64891812782,552642.8686407092,35,3,21,2,0,9,35개,상업,60.0
607.0,199961.03949391367,552169.5572497561,13,1,10,0,0,2,13개,상업,76.9
608.0,199062.53043882703,551882.7102897147,15,1,12,0,1,1,15개,상업,80.0
609.0,200246.34524415754,552037.210396311,26,0,3,0,1,22,26개,기타,84.6
610.0,199009.90630616422,552214.0652245188,20,1,14,0,1,4,20개,상업,70.0
611.0,199088.44358182818,552498.4657748179,28,2,10,8,2,6,28개,상업,35.7
612.0,199070.03735519192,551865.5127933874,13,0,7,0,0,6,13개,상업,53.8
613.0,199974.8177146431,553430.3767751707,3,0,0,0,0,3,3개,기타,100.0
614.0,198999.92135208668,552213.490009075,18,1,12,1,0,4,18개,상업,66.7
