좌표정보X(EPSG5174),좌표정보Y(EPSG5174),대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,도로명대지위치,연면적(㎡),대지면적(㎡),건축면적(㎡),구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용동,지상층수,지하층수,사용승인일,허가일,승용승강기수,비상용승강기수,내진설계적용여부,용적률(%),건폐율(%),용적률산정연면적(㎡),용도지역,건폐율_법정상한(%),용적률_법정상한(%)
198751.71,450910.13,서울특별시 중구 남산동3가 13-21번지,11140,13000,0,13,21,100315761,서울특별시 중구 퇴계로22길 11 (남산동3가),1670.44,274.4,250.48,21.0,철근콘크리트구조,철근콘크리트,04000,제2종근린생활시설,근린생활시설,6,1,19650122.0,,0,0,0.0,534.19,91.28,1465.81,제3종일반주거지역,50.0,300.0
198766.46,450924.83,서울특별시 중구 남산동3가 13-33번지,11140,13000,0,13,33,100315766,서울특별시 중구 퇴계로24길 2-5 (남산동3가),69.25,34.62,34.62,51.0,일반목구조,목조,01000,단독주택,주택,2,0,,,0,0,0.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
198800.13,450904.68,서울특별시 중구 남산동3가 17번지,11140,13000,0,17,0,100315771,서울특별시 중구 퇴계로24길 12 (남산동3가),414.76,103.69,103.69,21.0,철근콘크리트구조,철근콘크리트조,04000,제2종근린생활시설,영업,4,1,19671217.0,,0,0,0.0,250.0,60.0,0.0,"제3종일반주거지역,제2종일반주거지역",60.0,250.0
198769.34,450897.49,서울특별시 중구 남산동3가 20-6번지,11140,13000,0,20,6,100315784,서울특별시 중구 퇴계로22길 11-4 (남산동3가),276.9,163.05,97.5,32.0,경량철골구조,경량철골조,04000,제2종근린생활시설,근린생활시설,3,0,19980116.0,19971002.0,0,0,0.0,169.83,59.8,276.9,"제2종일반주거지역,제3종일반주거지역",60.0,250.0
198752.3,450892.24,서울특별시 중구 남산동3가 20-9번지,11140,13000,0,20,9,100315785,서울특별시 중구 퇴계로22길 13 (남산동3가),452.82,141.46,82.6,21.0,철근콘크리트구조,철근콘크리트조,04000,제2종근린생활시설,"근린생활시설, 단독주택",5,1,19970625.0,19961001.0,0,0,0.0,251.77,58.39,356.16,"제2종일반주거지역,제3종일반주거지역",60.0,250.0
198760.62,450880.38,서울특별시 중구 남산동3가 20-10번지,11140,13000,0,20,10,100315786,서울특별시 중구 퇴계로22길 13-2 (남산동3가),100.67,50.34,50.34,51.0,일반목구조,목조,01000,단독주택,주택,2,1,,,0,0,0.0,250.0,60.0,0.0,제2종일반주거지역,60.0,250.0
198850.29,451274.59,서울특별시 중구 저동1가 28-3번지,11140,13100,0,28,3,100315833,서울특별시 중구 삼일대로9길 2-1 (저동1가),991.7,189.8,126.66,21.0,철근콘크리트구조,철근콘크리트라멘조,15000,숙박시설,"일반숙박시설, 근린생활시설",8,1,19910919.0,19891011.0,1,0,1.0,471.59,66.73,895.08,중심상업지역,80.0,1000.0
199444.85,451149.74,서울특별시 중구 충무로4가 15-16번지,11140,13200,0,15,16,100315972,서울특별시 중구 마른내로4가길 41 (충무로4가),630.33,166.96,99.98,21.0,철근콘크리트구조,철근콘크리트구조,04000,제2종근린생활시설,제2종근린생활시설,6,1,20060504.0,20010718.0,1,0,1.0,290.97,59.88,485.8,일반상업지역,80.0,800.0
199463.53,451139.16,서울특별시 중구 충무로4가 22번지,11140,13200,0,22,0,100315985,서울특별시 중구 충무로2길 27 (충무로4가),679.0,169.75,169.75,21.0,철근콘크리트구조,철근콘크리트조,15000,숙박시설,"근린생활시설, 숙박시설, 위락시설",4,1,19810605.0,,0,0,0.0,800.0,80.0,0.0,일반상업지역,80.0,800.0
199571.6,451124.85,서울특별시 중구 충무로4가 120-3번지,11140,13200,0,120,3,100316216,서울특별시 중구 퇴계로 217 (충무로4가),54608.23,3435.4,4418.74,21.0,철근콘크리트구조,철근콘크리트,02000,공동주택,"사무실, 기계실, 시장, 아파트, 제2종근린생활시설",17,1,,,7,0,0.0,1472.0,128.62,50569.06,일반상업지역,80.0,800.0
199560.41,451005.65,서울특별시 중구 충무로4가 125-11번지,11140,13200,0,125,11,100316103,서울특별시 중구 퇴계로 216 (충무로4가),3394.33,646.05,549.22,21.0,철근콘크리트구조,철근콘크리트조,15000,숙박시설,"숙박시설,제2종근린생활시설",6,1,19761004.0,,1,0,0.0,437.52,85.012,0.0,"일반상업지역,제3종일반주거지역",50.0,300.0
199531.42,451105.74,서울특별시 중구 충무로4가 127-8번지,11140,13200,0,127,8,100316110,서울특별시 중구 충무로2길 42 (충무로4가),129.17,48.74,30.24,21.0,철근콘크리트구조,철근콘크리트,03000,제1종근린생활시설,근린생활시설,4,1,19881004.0,19880420.0,0,0,0.0,248.17,62.04,120.96,일반상업지역,80.0,800.0
127.0,37.56,서울특별시 중구 충무로4가 133-2번지,11140,13200,0,133,2,100316141,서울특별시 중구 퇴계로 211-5 (충무로4가),19.83,19.83,19.83,51.0,일반목구조,목조,01000,단독주택,주택,1,0,,,0,0,0.0,800.0,80.0,0.0,일반상업지역,80.0,800.0
127.0,37.56,서울특별시 중구 충무로4가 133-2번지,11140,13200,0,133,2,100316138,서울특별시 중구 퇴계로 211-5 (충무로4가),23.97,23.97,23.97,51.0,일반목구조,목조,01000,단독주택,주택,1,0,,,0,0,0.0,800.0,80.0,0.0,일반상업지역,80.0,800.0
127.0,37.56,서울특별시 중구 충무로4가 133-2번지,11140,13200,0,133,2,100316218,서울특별시 중구 퇴계로 211-5 (충무로4가),91.87,45.94,45.94,51.0,일반목구조,목조,02000,공동주택,주택,2,0,,,0,0,0.0,800.0,80.0,0.0,일반상업지역,80.0,800.0
127.0,37.56,서울특별시 중구 충무로4가 133-2번지,11140,13200,0,133,2,100316137,서울특별시 중구 퇴계로 211-5 (충무로4가),66.11,33.06,33.06,51.0,일반목구조,목조,01000,단독주택,주택,2,0,,,0,0,0.0,800.0,80.0,0.0,일반상업지역,80.0,800.0
127.0,37.56,서울특별시 중구 충무로4가 133-2번지,11140,13200,0,133,2,100316139,서울특별시 중구 퇴계로 211-5 (충무로4가),85.95,42.98,42.98,51.0,일반목구조,목조,01000,단독주택,주택,2,0,,,0,0,0.0,800.0,80.0,0.0,일반상업지역,80.0,800.0
199397.01,451070.76,서울특별시 중구 충무로4가 148-1번지,11140,13200,0,148,1,100316219,서울특별시 중구 퇴계로37길 14 (충무로4가),5335.85,1089.5,484.14,21.0,철근콘크리트구조,철근콘크리트,04000,제2종근린생활시설,"업무시설, 근린생활시설",10,1,19910824.0,19900605.0,1,0,1.0,419.97,44.44,4575.6,일반상업지역,80.0,800.0
199374.94,451101.62,서울특별시 중구 충무로4가 155-2번지,11140,13200,0,155,2,100316212,서울특별시 중구 퇴계로37길 22 (충무로4가),994.61,300.8,179.27,21.0,철근콘크리트구조,철근콘크리트,15000,숙박시설,"숙박시설,위락시설",5,1,19811127.0,,0,0,0.0,255.74,59.6,769.26,일반상업지역,80.0,800.0
199367.55,451152.07,서울특별시 중구 충무로4가 308번지,11140,13200,0,308,0,1000000000000002256133,서울특별시 중구 충무로2길 9 (충무로4가),31912.17,2866.4,1650.72,42.0,철골철근콘크리트구조,"철근콘크리트구조,철골구조,철골철근콘크리트구조",15000,숙박시설,생활형숙박시설,14,5,20230721.0,20181216.0,4,2,1.0,759.8909,57.5886,21781.51,일반상업지역,80.0,800.0
127.0,37.56,서울특별시 중구 충무로4가 315번지,11140,13200,0,315,0,10031100230842,서울특별시 중구 퇴계로 211-5 (충무로4가),6004.9,585.9,386.72,21.0,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,일반호텔,12,5,20181024.0,20150810.0,4,0,1.0,701.75627,66.004437,4111.59,일반상업지역,80.0,800.0
199711.21,451182.22,서울특별시 중구 충무로4가 334번지,11140,13200,0,334,0,10031100242426,서울특별시 중구 창경궁로1길 14 (충무로4가),15894.49,1383.9,986.82,21.0,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,"숙박시설(생활숙박시설),근린생활시설,공장",15,4,20211019.0,20170712.0,1,2,1.0,833.22,71.31,11530.87,일반상업지역,80.0,800.0
199847.37,451150.41,서울특별시 중구 충무로5가 19-5번지,11140,13300,0,19,5,10031100205073,서울특별시 중구 퇴계로 245 (충무로5가),2899.73,362.9,207.43,21.0,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설,14,3,20110329.0,20100325.0,1,0,1.0,599.75,57.16,2176.51,일반상업지역,80.0,800.0
199815.76,451141.62,서울특별시 중구 충무로5가 19-7번지,11140,13300,0,19,7,100316296,서울특별시 중구 창경궁로 2 (충무로5가),504.92,150.0,92.56,21.0,철근콘크리트구조,철근콘크리트,03000,제1종근린생활시설,"제1,2종근린생활시설, 숙박시설",6,1,19620930.0,,0,0,0.0,330.0,61.71,495.0,일반상업지역,80.0,800.0
199995.95,451285.6,서울특별시 중구 충무로5가 22-5번지,11140,13300,0,22,5,100316420,서울특별시 중구 마른내로12길 7-4 (충무로5가),11546.441,1216.0,729.47,42.0,철골철근콘크리트구조,철골철근콘크리트구조,15000,숙박시설,"오피스텔,숙박시설",15,2,20050418.0,,2,0,0.0,640.4,59.99,7787.32,일반상업지역,80.0,800.0
200074.73,451295.87,서울특별시 중구 충무로5가 22-19번지,11140,13300,0,22,19,100316335,서울특별시 중구 퇴계로51길 17-1 (충무로5가),95.87,47.94,47.94,11.0,벽돌구조,연와조,04000,제2종근린생활시설,"영업, 숙박시설",2,0,19551120.0,,0,0,0.0,800.0,80.0,0.0,일반상업지역,80.0,800.0
200053.45,451280.89,서울특별시 중구 충무로5가 22-21번지,11140,13300,0,22,21,1000000000000002433587,서울특별시 중구 마른내로12길 17-23 (충무로5가),2030.27,306.3,183.32,21.0,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설,11,1,20230922.0,20210507.0,1,0,1.0,588.792,59.85,1803.47,일반상업지역,80.0,800.0
199768.51,451071.02,서울특별시 중구 충무로5가 76-2번지,11140,13300,0,76,2,100316384,서울특별시 중구 퇴계로 238 (충무로5가),717.26,239.09,239.09,21.0,철근콘크리트구조,철근콘크리트,04000,제2종근린생활시설,"근린생활시설, 단독주택",3,1,19670715.0,,0,0,0.0,300.0,50.0,0.0,"일반상업지역,제3종일반주거지역",50.0,300.0
199636.15,451249.5,서울특별시 중구 인현동2가 181-5번지,11140,13400,0,181,5,100316643,서울특별시 중구 마른내로8길 13 (인현동2가),732.96,278.1,148.86,21.0,철근콘크리트구조,철근콘크리트조,04000,제2종근린생활시설,"숙박시설, 공장, 다중생활시설",4,1,19781028.0,,0,0,0.0,800.0,53.527508,0.0,일반상업지역,80.0,800.0
199812.2,451319.13,서울특별시 중구 예관동 70-2번지,11140,13500,0,70,2,10031100215813,서울특별시 중구 창경궁로 20 (예관동),6076.97,594.4,354.79,21.0,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,관광숙박시설(관광호텔),18,2,20140731.0,20121130.0,2,1,1.0,891.81,59.69,5300.91,일반상업지역,80.0,800.0
199828.38,451249.57,서울특별시 중구 예관동 70-19번지,11140,13500,0,70,19,100317013,서울특별시 중구 퇴계로45길 23 (예관동),968.6,73.0,45.36,21.0,철근콘크리트구조,철근콘크리트,04000,제2종근린생활시설,"근린생활시설, 사무실",5,1,19801020.0,,0,0,0.0,800.0,80.0,0.0,일반상업지역,80.0,800.0
199828.38,451249.57,서울특별시 중구 예관동 70-19번지,11140,13500,0,70,19,100317012,서울특별시 중구 퇴계로45길 23 (예관동),128.88,73.0,45.36,11.0,벽돌구조,세멘벽돌조,01000,단독주택,"근린생활시설, 주택",3,1,19781007.0,,0,0,0.0,176.54,62.13,128.88,일반상업지역,80.0,800.0
199828.38,451249.57,서울특별시 중구 예관동 70-47번지,11140,13500,0,70,47,100317022,서울특별시 중구 퇴계로45길 23 (예관동),968.6,193.72,193.72,21.0,철근콘크리트구조,철근콘크리트,03000,제1종근린생활시설,"근린생활시설, 사무실",5,1,19801020.0,,0,0,0.0,800.0,80.0,0.0,일반상업지역,80.0,800.0
199828.38,451249.57,서울특별시 중구 예관동 70-48번지,11140,13500,0,70,48,100317023,서울특별시 중구 퇴계로45길 23 (예관동),968.61,193.72,193.72,21.0,철근콘크리트구조,철근콘크리트,03000,제1종근린생활시설,"근린생활시설, 사무실",5,1,19801020.0,,0,0,0.0,800.0,80.0,0.0,일반상업지역,80.0,800.0
200142.0,450878.1,서울특별시 중구 묵정동 18-29번지,11140,13600,0,18,29,100317194,서울특별시 중구 동호로 287 (묵정동),1369.34,694.9,346.0,21.0,철근콘크리트구조,철근콘크리트조,14000,업무시설,"근린생활시설, 기숙사, 사무실",4,1,19590405.0,,0,0,0.0,183.0,49.79,1278.6,제2종일반주거지역,60.0,250.0
200068.74,451009.52,서울특별시 중구 묵정동 24-8번지,11140,13600,0,24,8,100317372,서울특별시 중구 퇴계로50가길 6-1 (묵정동),329.4,228.3,109.8,11.0,벽돌구조,연와조,02000,공동주택,다세대주택,2,1,19890201.0,19880919.0,0,0,0.0,96.0,48.0,219.6,제2종일반주거지역,60.0,250.0
199995.47,451090.56,서울특별시 중구 묵정동 28-6번지,11140,13600,0,28,6,100317280,서울특별시 중구 퇴계로50길 12-5 (묵정동),585.82,195.27,195.27,21.0,철근콘크리트구조,철근콘크리트,04000,제2종근린생활시설,"근린생활시설, 점포",3,1,19760827.0,,0,0,0.0,250.0,60.0,0.0,제2종일반주거지역,60.0,250.0
199995.47,451090.56,서울특별시 중구 묵정동 28-6번지,11140,13600,0,28,6,100317279,서울특별시 중구 퇴계로50길 12-5 (묵정동),145.19,48.4,48.4,11.0,벽돌구조,연와조,01000,단독주택,주택,3,1,19741227.0,,0,0,0.0,250.0,60.0,0.0,제2종일반주거지역,60.0,250.0
199232.19,451087.05,서울특별시 중구 필동1가 3-1번지,11140,13700,0,3,1,1000000000000006418139,서울특별시 중구 퇴계로31길 17 (필동1가),5992.93,711.7,415.69,21.0,철근콘크리트구조,철근콘크리트구조,14000,업무시설,"오피스텔(112호),근린생활시설(1호)",17,2,20250829.0,20211210.0,0,1,1.0,709.37,58.41,5048.58,일반상업지역,80.0,800.0
199238.84,451039.79,서울특별시 중구 필동1가 10-6번지,11140,13700,0,10,6,100317398,서울특별시 중구 퇴계로31길 9 (필동1가),473.28,115.67,89.04,21.0,철근콘크리트구조,철근콘크리트조,15000,숙박시설,"숙박시설(호스텔),근린생활시설",5,1,19951214.0,19950718.0,0,0,0.0,341.81,76.98,395.37,일반상업지역,80.0,800.0
199297.88,451025.52,서울특별시 중구 필동1가 43-1번지,11140,13700,0,43,1,1000000000000001225734,서울특별시 중구 충무로 3 (필동1가),17352.6001,2050.66,1227.97,21.0,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,생활형숙박시설 및 근린생활시설,20,2,20230127.0,20200902.0,2,1,1.0,682.66,59.88,13999.1148,일반상업지역,80.0,800.0
199303.89,451060.84,서울특별시 중구 필동1가 44-1번지,11140,13700,0,44,1,10031100236106,서울특별시 중구 충무로 7 (필동1가),9838.83,724.35,427.41,21.0,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설,19,4,20200720.0,20170327.0,2,1,1.0,1055.3655,59.01,7644.54,일반상업지역,80.0,800.0
199343.84,451086.19,서울특별시 중구 필동1가 46-3번지,11140,13700,0,46,3,100317517,서울특별시 중구 충무로 8 (필동1가),421.95,175.2,97.3,21.0,철근콘크리트구조,철근콘크리트,04000,제2종근린생활시설,"사무실,점포",5,0,20010712.0,20001226.0,1,0,1.0,231.68378,55.536529,405.91,일반상업지역,80.0,800.0
199492.98,450994.47,서울특별시 중구 필동2가 14-2번지,11140,13800,0,14,2,100317552,서울특별시 중구 퇴계로 210 (필동2가),726.93,145.39,145.39,21.0,철근콘크리트구조,철근콘크리트,03000,제1종근린생활시설,점포,5,1,19670620.0,,0,0,0.0,800.0,80.0,0.0,일반상업지역,80.0,800.0
199494.09,450932.49,서울특별시 중구 필동2가 18-14번지,11140,13800,0,18,14,100317582,서울특별시 중구 퇴계로 210-47 (필동2가),266.0,82.0,88.67,11.0,벽돌구조,연와조,01000,단독주택,"근린생활시설, 주택",3,1,19701000.0,,0,0,0.0,250.0,60.0,0.0,제2종일반주거지역,60.0,250.0
199671.52,451016.72,서울특별시 중구 필동2가 57번지,11140,13800,0,57,0,100317673,서울특별시 중구 퇴계로42길 3-6 (필동2가),52.89,108.1,52.89,51.0,일반목구조,목조,01000,단독주택,주택,1,1,,,0,0,0.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
199671.52,451016.72,서울특별시 중구 필동2가 57번지,11140,13800,0,57,0,100317674,서울특별시 중구 퇴계로42길 3-6 (필동2가),370.51,108.1,92.63,21.0,철근콘크리트구조,철근콘크리트,03000,제1종근린생활시설,"주택, 영업",4,1,19691220.0,,0,0,0.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
199561.68,450807.65,서울특별시 중구 필동2가 88번지,11140,13800,0,88,0,100317809,서울특별시 중구 필동로 24-9 (필동2가),317.06,138.8,82.8,21.0,철근콘크리트구조,"철근콘크리트조, 연와조",03000,제1종근린생활시설,"근린생활시설, 다가구용단독주택",3,1,19940903.0,19940316.0,0,0,0.0,228.43,59.66,317.06,제2종일반주거지역,60.0,250.0
199571.98,450794.21,서울특별시 중구 필동2가 91번지,11140,13800,0,91,0,100317812,서울특별시 중구 필동로 24-3 (필동2가),98.44,72.7,33.08,11.0,벽돌구조,연와조,01000,단독주택,주택,2,1,19890802.0,19880408.0,0,0,0.0,99.34,49.67,0.0,제2종일반주거지역,60.0,250.0
199502.08,450693.2,서울특별시 중구 필동2가 103-4번지,11140,13800,0,103,4,100317828,서울특별시 중구 퇴계로36가길 36-10 (필동2가),108.55,108.55,108.55,51.0,일반목구조,목조,01000,단독주택,주택,1,0,,,0,0,0.0,200.0,60.0,0.0,제1종일반주거지역,60.0,200.0
199511.59,450669.8,서울특별시 중구 필동2가 103-6번지,11140,13800,0,103,6,10031100192449,서울특별시 중구 퇴계로36가길 36-16 (필동2가),152.67,102.9,55.74,21.0,철근콘크리트구조,철근콘크리트구조,01000,단독주택,단독주택,3,0,20081230.0,20080529.0,0,0,1.0,148.37,54.17,152.67,제1종일반주거지역,60.0,200.0
199721.65,450924.25,서울특별시 중구 필동3가 21-4번지,11140,13900,0,21,4,100318070,서울특별시 중구 서애로 17-1 (필동3가),324.53,134.29,78.47,21.0,철근콘크리트구조,"철근콘크리트조,세멘벽돌조,경량철골조",01000,단독주택,"다가구주택,근린생활시설",4,1,19840826.0,19840517.0,0,0,0.0,180.78,58.43,242.77,제2종일반주거지역,60.0,250.0
199721.65,450924.25,서울특별시 중구 필동3가 21-4번지,11140,13900,0,21,4,100318073,서울특별시 중구 서애로 17-1 (필동3가),95.87,134.29,78.47,51.0,일반목구조,목조,01000,단독주택,주택,1,1,,,0,0,0.0,250.0,60.0,0.0,제2종일반주거지역,60.0,250.0
199743.07,450905.27,서울특별시 중구 필동3가 21-26번지,11140,13900,0,21,26,100318081,서울특별시 중구 서애로 17-7 (필동3가),256.22,176.9,79.83,11.0,벽돌구조,"연와조,경량철골구조",01000,단독주택,"주택,다가구주택",3,1,19900517.0,19890621.0,0,0,0.0,104.2736,45.1272,184.4,제2종일반주거지역,60.0,250.0
199712.3,450897.12,서울특별시 중구 필동3가 21-35번지,11140,13900,0,21,35,100318088,서울특별시 중구 서애로 19-4 (필동3가),153.86,89.41,51.7,11.0,벽돌구조,"연와조,판넬",01000,단독주택,다가구주택,3,1,19930624.0,19930112.0,0,0,0.0,117.73,57.82,105.26,제2종일반주거지역,60.0,250.0
199717.59,450892.58,서울특별시 중구 필동3가 21-36번지,11140,13900,0,21,36,100318089,서울특별시 중구 서애로 19-6 (필동3가),183.06,108.7,63.58,11.0,벽돌구조,연와조,01000,단독주택,"다가구용단독주택, 근린생활시설",2,1,19940513.0,19930120.0,0,0,0.0,110.28,58.49,0.0,제2종일반주거지역,60.0,250.0
199616.98,450692.1,서울특별시 중구 필동3가 47-1번지,11140,13900,0,47,1,100318201,서울특별시 중구 필동로1길 6 (필동3가),205.62,104.8,68.54,11.0,벽돌구조,연와조,01000,단독주택,"근린생활시설, 주택",3,0,19671101.0,,0,0,0.0,200.0,60.0,0.0,제1종일반주거지역,60.0,200.0
199623.32,450443.48,서울특별시 중구 필동3가 62-25번지,11140,13900,0,62,25,100318270,서울특별시 중구 필동로5길 20 (필동3가),74.21,74.21,74.21,51.0,일반목구조,목조,01000,단독주택,주택,1,0,19580301.0,,0,0,0.0,200.0,60.0,0.0,제1종일반주거지역,60.0,200.0
199623.43,450202.64,서울특별시 중구 필동3가 79-18번지,11140,13900,0,79,18,100318308,서울특별시 중구 필동로 86 (필동3가),742.7,661.5,276.76,21.0,철근콘크리트구조,철근콘크리트조,01000,단독주택,다가구주택(8가구),3,1,19910308.0,19901218.0,0,0,0.0,84.2,41.84,556.98,제1종일반주거지역,60.0,200.0
199623.43,450202.64,서울특별시 중구 필동3가 79-18번지,11140,13900,0,79,18,10031100178664,서울특별시 중구 필동로 86 (필동3가),83.65,661.5,276.76,32.0,경량철골구조,경량철골구조,18000,창고시설,창고시설,1,1,,,0,0,0.0,200.0,60.0,0.0,제1종일반주거지역,60.0,200.0
199161.68,450949.67,서울특별시 중구 남학동 13-2번지,11140,14000,0,13,2,10031100228897,서울특별시 중구 퇴계로 176 (남학동),5464.26,651.1,391.89,42.0,철골철근콘크리트구조,철골철근콘크리트구조,15000,숙박시설,관광호텔,14,2,20180409.0,20150204.0,2,1,1.0,720.89,60.19,4693.71,"일반상업지역,제3종일반주거지역",50.0,300.0
199153.07,450932.49,서울특별시 중구 남학동 14-1번지,11140,14000,0,14,1,100318336,서울특별시 중구 퇴계로28길 6-3 (남학동),265.32,88.44,88.44,11.0,벽돌구조,"연와조, 목조",01000,단독주택,주택,3,0,19650525.0,,0,0,0.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
199088.65,450917.45,서울특별시 중구 남학동 24-1번지,11140,14000,0,24,1,100318377,서울특별시 중구 퇴계로26길 9 (남학동),201.79,142.0,85.95,11.0,벽돌구조,연와조,01000,단독주택,단독주택,3,0,19611105.0,,0,0,0.0,142.11,60.53,201.79,제2종일반주거지역,60.0,250.0
199039.33,450952.02,서울특별시 중구 주자동 42-2번지,11140,14100,0,42,2,100318407,서울특별시 중구 퇴계로 162-3 (주자동),1469.07,244.84,244.84,21.0,철근콘크리트구조,철근콘크리트,07000,판매시설,영업,6,1,19690130.0,,0,0,0.0,300.0,50.0,0.0,"제3종일반주거지역,일반상업지역",50.0,300.0
199265.45,450812.63,서울특별시 중구 예장동 1-12번지,11140,14200,0,1,12,100318442,서울특별시 중구 퇴계로32길 30-4 (예장동),56.93,56.93,56.93,51.0,일반목구조,목조,01000,단독주택,주택,1,0,,,0,0,0.0,250.0,60.0,0.0,제2종일반주거지역,60.0,250.0
199298.45,450754.07,서울특별시 중구 예장동 1-36번지,11140,14200,0,1,36,100318457,서울특별시 중구 퇴계로32길 42 (예장동),232.17,58.04,58.04,21.0,철근콘크리트구조,"철근콘크리트, 연와조",01000,단독주택,"근린생활시설, 다가구용단독주택(3가구)",4,1,19911109.0,19900327.0,0,0,0.0,250.0,60.0,0.0,제2종일반주거지역,60.0,250.0
199329.79,450473.27,서울특별시 중구 예장동 1-43번지,11140,14200,0,1,43,10031100210513,서울특별시 중구 필동로8길 77 (예장동),1257.96,481.5,267.62,21.0,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,제2종근린생활시설,3,2,20130104.0,20110707.0,1,0,1.0,136.67,55.58,658.07,제1종일반주거지역,60.0,200.0
199323.96,450440.64,서울특별시 중구 예장동 1-51번지,11140,14200,0,1,51,100318463,서울특별시 중구 필동로8길 61-16 (예장동),227.34,120.87,65.0,21.0,철근콘크리트구조,철근콘크리트조,01000,단독주택,다가구주택,4,1,19940627.0,19940312.0,0,0,0.0,137.78439,53.776784,166.54,제1종일반주거지역,60.0,200.0
199451.37,450315.14,서울특별시 중구 예장동 1-162번지,11140,14200,0,1,162,100318504,서울특별시 중구 필동로8길 27 (예장동),164.16,67.1,54.72,11.0,벽돌구조,연와조,01000,단독주택,주택,3,0,19701000.0,,0,0,0.0,200.0,60.0,0.0,제1종일반주거지역,60.0,200.0
199459.5,450418.72,서울특별시 중구 예장동 1-174번지,11140,14200,0,1,174,100318508,서울특별시 중구 필동로8길 32-16 (예장동),241.85,120.92,120.92,11.0,벽돌구조,연와조,01000,단독주택,주택,2,1,19890623.0,19890410.0,0,0,0.0,200.0,60.0,0.0,제1종일반주거지역,60.0,200.0
199159.93,450864.45,서울특별시 중구 예장동 2-19번지,11140,14200,0,2,19,100318638,서울특별시 중구 삼일대로2길 50 (예장동),10421.97,1962.5,1170.83,21.0,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,가족호텔,5,4,20020830.0,20000406.0,2,0,1.0,253.44,59.66,4973.77,제2종일반주거지역,60.0,250.0
199159.93,450864.45,서울특별시 중구 예장동 2-19번지,11140,14200,0,2,19,100318513,서울특별시 중구 삼일대로2길 50 (예장동),9.92,1962.5,1170.83,51.0,일반목구조,목조,01000,단독주택,주택,1,4,19530210.0,,2,0,0.0,250.0,60.0,0.0,제2종일반주거지역,60.0,250.0
198904.32,450690.3,서울특별시 중구 예장동 8-44번지,11140,14200,0,8,44,100318602,서울특별시 중구 소파로4길 34-1 (예장동),520.4,260.2,260.2,21.0,철근콘크리트구조,"철근콘크리트조, 연와조",01000,단독주택,다가구주택,2,1,19690522.0,,0,0,0.0,200.0,60.0,0.0,제1종일반주거지역,60.0,200.0
198640.06,450620.74,서울특별시 중구 예장동 8-67번지,11140,14200,0,8,67,10031100220794,서울특별시 중구 퇴계로20나길 27 (예장동),207.05,102.7,52.24,21.0,철근콘크리트구조,철근콘크리트구조,01000,단독주택,단독주택,3,1,20150701.0,20140716.0,0,0,1.0,146.99,50.87,150.96,제1종일반주거지역,60.0,200.0
198643.37,450609.54,서울특별시 중구 예장동 8-80번지,11140,14200,0,8,80,100318610,서울특별시 중구 퇴계로20나길 31 (예장동),290.73,139.9,86.19,11.0,벽돌구조,연와조,01000,단독주택,"근린생활시설, 주택",3,1,19900803.0,19900330.0,0,0,0.0,143.4811,61.6083,200.73,제1종일반주거지역,60.0,200.0
198666.68,450609.04,서울특별시 중구 예장동 8-83번지,11140,14200,0,8,83,100318611,서울특별시 중구 퇴계로20나길 31-7 (예장동),266.46,123.73,63.03,21.0,철근콘크리트구조,철근콘크리트구조,01000,단독주택,단독주택(다가구주택/사무소),4,1,20070315.0,20040813.0,0,0,0.0,161.34,50.94,199.63,제1종일반주거지역,60.0,200.0
198667.61,450587.1,서울특별시 중구 예장동 8-88번지,11140,14200,0,8,88,100318614,서울특별시 중구 퇴계로20나길 15-22 (예장동),249.75,177.2,89.55,11.0,벽돌구조,연와조,01000,단독주택,다가구주택(6가구),2,1,19910416.0,19900731.0,0,0,0.0,93.96,50.54,166.5,제1종일반주거지역,60.0,200.0
200510.27,451241.12,서울특별시 중구 장충동1가 23번지,11140,14300,0,23,0,100318697,서울특별시 중구 퇴계로60길 11 (장충동1가),253.8,84.6,84.6,11.0,벽돌구조,연와조,01000,단독주택,주택,3,1,19700920.0,,0,0,0.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
200538.85,451107.61,서울특별시 중구 장충동1가 31-7번지,11140,14300,0,31,7,100318723,서울특별시 중구 장충단로 198 (장충동1가),9026.49,1685.6,880.35,21.0,철근콘크리트구조,철근콘크리트조,15000,숙박시설,"숙박시설,제2종근린생활시설",9,3,19850320.0,19830520.0,2,0,0.0,361.45,52.23,6092.67,제3종일반주거지역,50.0,300.0
