OPNSFTEAMCODE,MGTNO,APVPERMYMD,APVCANCELYMD,TRDSTATEGBN,TRDSTATENM,DTLSTATEGBN,DTLSTATENM,DCBYMD,CLGSTDT,CLGENDDT,ROPNYMD,SITETEL,SITEAREA,SITEPOSTNO,SITEWHLADDR,RDNWHLADDR,RDNPOSTNO,BPLCNM,LASTMODTS,UPDATEGBN,UPDATEDT,UPTAENM,X,Y,CULPHYEDCOBNM,CULWRKRSENM,REGNSENM,TOTNUMLAY,NEARENVNM,MNFACTREARTCLCN,INSURORGNM,BDNGSRVNM,JISGNUMLAY,UNDERNUMLAY,STROOMCNT,CNSTYAREA,ENGSTNTRNMNM,ENGSTNTRNMADDR,SHPTOTTONS,SHPCNT,SHPINFO,STAGEAR,CHAIRCNT,SVNSR,MEETSAMTIMESYGSTF,FACILAR,PLAYUTSCNTDTL,PLAYFACILCNT,BCFACILEN,GEICPFACILEN,DISPENEN,INFOBEN,PLNINSURSTDT,PLNINSURENDDT,CAPT,INSURSTDT,INSURENDDT,AFC,FACILSCP,TRSTLODGCLNM
3220000,CDFI2260032003000004,2003-06-26,,03,폐업,03,폐업,2020-08-12,,,,542-0112,,,서울특별시 강남구 논현동 56-21,"서울특별시 강남구 학동로 141 (논현동, 호텔G)",06045,호텔 G,2020-08-12 13:09:09,U,2020-08-14 02:40:00.0,,202253.771265692,445646.871803817,관광숙박업,관광사업,일반주거지역,6,학교정화(절대),,,호텔,5,1,0,0,,,0,0,,0,0,,0,2064.14,,0,,,,,,,0,,,,2064,관광호텔업
3220000,CDFI2260032003000005,2003-10-13,,01,영업/정상,13,영업중,,,,,3454-1101,,135-840,서울특별시 강남구 대치동 893-1,서울특별시 강남구 삼성로 431 (대치동),,이비스 스타일 앰배서더 강남,2026-03-04 15:19:17,U,2026-03-06 02:40:00.0,,204976.284445723,444767.617235233,관광숙박업,관광사업,일반주거지역,20,기타,,,호텔,14,6,0,0,,,0,0,,0,0,,0,17842.04,,0,,,,,,,0,,,,17842,관광호텔업
3220000,CDFI2260032003000006,2003-01-10,,03,폐업,03,폐업,2016-04-12,,,,,,,서울특별시 강남구 역삼동 606-22번지 606-28,서울특별시 강남구 논현로 561 (역삼동),06125,베네치아 관광호텔,2016-04-12 09:27:10,I,2018-08-31 23:59:59.0,,202926.269503869,444872.917702388,관광숙박업,관광사업,일반주거지역,7,기타,,,호텔,6,1,0,0,,,0,0,,0,0,,0,2137.27,,0,,,,,,,0,,,,2137,
3220000,CDFI2260032004000001,2004-05-13,,01,영업/정상,13,영업중,,,,,511-4306,,,서울특별시 강남구 논현동 18-2,"서울특별시 강남구 강남대로 588 (논현동, 렉스관광호텔)",06043,렉스 관광 호텔,2022-11-21 10:40:04,U,2022-11-23 02:40:00.0,,201746.195,445794.05,관광숙박업,관광사업,일반상업지역,12,기타,,,호텔,9,3,0,0,,,0,0,,0,0,,0,3650.68,,0,,,,,,,0,,,,3651,
3220000,CDFI2260032005000001,2005-04-04,,01,영업/정상,13,영업중,,,,,2016-4530,,,서울특별시 강남구 대치동 995-14,"서울특별시 강남구 테헤란로 606 (대치동, 호텔아이파크(주))",06174,파크하얏트서울,2025-06-17 10:30:29,U,2025-06-19 02:40:00.0,,205601.904041677,445151.509504571,관광숙박업,관광사업,일반상업지역,28,학교정화(상대),,,호텔,24,4,0,0,PARK HYATT SEOUL,,0,0,,0,0,,0,22998.17,,0,,,,,,,0,,,,22998,관광호텔업
3220000,CDFI2260032005000002,2005-03-09,,01,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 논현동 205-9번지,"서울특별시 강남구 봉은사로 139 (논현동, 베스트웨스턴 강남호텔)",06122,베스트웨스턴 프리미어 강남호텔,2015-08-21 16:37:53,I,2018-08-31 23:59:59.0,,202564.648054725,444905.529446636,관광숙박업,관광사업,일반상업지역,0,기타,,,호텔,15,5,0,0,,,0,0,,0,0,,0,6956.5,,0,,,,,,,0,,,,6957,
3220000,CDFI2260032007000001,2007-04-02,,01,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 역삼동 677-11,"서울특별시 강남구 테헤란로33길 16 (역삼동, 리더스관광호텔)",06142,트리아관광호텔,2026-01-12 15:11:01,U,2026-01-14 02:40:00.0,,203414.8682942,444515.570280103,관광숙박업,관광사업,상업지역,10,기타,,,호텔,8,2,0,0,,,0,0,,0,0,,0,3001.86,,0,,,,,,,4400000000,,,,3002,
3220000,CDFI2260032007000002,2007-12-11,,01,영업/정상,13,영업중,,,,,02-546-0088,,,서울특별시 강남구 신사동 527-2,"서울특별시 강남구 도산대로1길 83 (신사동, 까사미아호텔)",06027,라까사호텔,2020-09-02 17:55:19,U,2020-09-04 02:40:00.0,,201658.416590861,446639.566102925,관광숙박업,,일반주거지역,7,학교정화(상대),,,숙박시설,6,1,0,0,,,0,0,,0,0,,0,4638.17,,0,,,,,,,0,,,,4638,
3220000,CDFI2260032008000001,2008-11-03,,03,폐업,03,폐업,2018-07-13,,,,508-5552,,,서울특별시 강남구 역삼동 662-7번지,서울특별시 강남구 언주로 547 (역삼동),06138,케이팝호텔,2018-07-13 16:47:04,I,2018-08-31 23:59:59.0,,203468.913964504,444937.661021993,관광숙박업,관광사업,일반상업지역,20,주택가주변,,,호텔,14,6,0,0,,,0,0,,0,0,,0,13593.54,,0,,,,,,,0,,,,13594,
3220000,CDFI2260032010000001,2010-07-22,,03,폐업,03,폐업,2022-02-15,,,,02-6177-5250,,,서울특별시 강남구 논현동,서울특별시 강남구 봉은사로 223 (논현동),06109,글래드 라이브,2022-02-18 10:51:17,U,2022-02-20 02:40:00.0,,203163.37,445134.235,관광숙박업,,일반상업지역,0,,,,호텔,19,5,210,792,GLAD LIVE,TOURIST HOTEL BUSINESS,0,0,,0,0,,0,16592.44,,0,,,,,,,0,,,,16592,관광호텔업
3220000,CDFI2260032011000001,2011-10-14,,03,폐업,03,폐업,2023-04-19,,,,02-3454-1888,,,서울특별시 강남구 역삼동 677-13,서울특별시 강남구 테헤란로37길 13-13 (역삼동),06142,녹스부띠끄관광호텔,2023-04-20 14:23:51,U,2023-04-23 02:40:00.0,,203444.744001988,444499.100403656,관광숙박업,,일반상업지역,12,유흥업소밀집지역,,,호텔,12,3,0,0,,,0,0,,0,0,,0,2785.91,,0,,,,,,,4800000000,,,,2786,
3220000,CDFI2260032012000001,2012-01-17,,03,폐업,03,폐업,2019-10-17,,,,02-521-6727,,135-839,서울특별시 강남구 대치동,서울특별시 강남구 선릉로90길 46 (대치동),06193,제이비스호텔,2019-10-17 17:26:48,U,2019-10-19 02:40:00.0,,204608.135,444745.055,관광숙박업,,상업지역,10,유흥업소밀집지역,,,숙박시설,9,1,0,0,,,0,0,,0,0,,0,1895.83,,0,,,,,,,8000000000,,,,1896,
3220000,CDFI2260032012000002,2012-03-22,,01,영업/정상,13,영업중,,,,,02) 2050-6000,,135-910,서울특별시 강남구 역삼동 642,서울특별시 강남구 테헤란로25길 10 (역삼동),06132,AC 호텔 바이 메리어트 서울 강남,2022-04-04 10:46:31,U,2022-04-07 02:40:00.0,,203065.439088667,444338.739765925,관광숙박업,,일반상업지역,28,기타,,,호텔,7,21,288,18428,Mercure Ambassador SODOWE Hotel,,0,0,,0,0,,0,18428.36,,0,,,,,,,4100000000,,,,18428,
3220000,CDFI2260032012000004,2012-07-05,,03,폐업,03,폐업,2021-04-02,,,,568-8371,,135-877,서울특별시 강남구 삼성동 144-7,서울특별시 강남구 테헤란로79길 7 (삼성동),06158,호텔 더 디자이너스,2021-04-02 10:52:11,U,2021-04-04 02:40:00.0,,204801.754078438,445016.79397056,관광숙박업,,일반상업지역,12,기타,,,호텔,10,2,0,0,,,0,0,,0,0,,0,3997.73,,0,,,,,,,0,,,,3998,
3220000,CDFI2260032013000001,2013-07-09,,01,영업/정상,13,영업중,,,,,569-2121,,135-081,서울특별시 강남구 역삼동 677-21,서울특별시 강남구 테헤란로33길 6-5 (역삼동),135-081,호텔 그라모스 서울 강남,2025-01-10 15:36:51,U,2025-01-12 02:40:00.0,,203455.86,444482.81,관광숙박업,,일반상업지역,12,,,,숙박시설,10,2,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,
3220000,CDFI2260032013000002,2013-07-26,,01,영업/정상,13,영업중,,,,,02-562-3520~1,,135-920,서울특별시 강남구 역삼동 720-23번지,서울특별시 강남구 언주로87길 11 (역삼동),06221,호텔 컬리넌 역삼,2020-04-08 19:34:02,U,2020-04-10 02:40:00.0,,203651.669007478,444353.684205677,관광숙박업,,상업지역,11,기타,,,숙박시설,10,1,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,12664000500,,,,0,
3220000,CDFI2260032014000001,2014-10-02,,01,영업/정상,13,영업중,,,,,02-2054-9185,,135-915,서울특별시 강남구 역삼동 675-3,서울특별시 강남구 언주로 517 (역삼동),06139,호텔 신라스테이 역삼(Hotel Shilla Stay Yeoksam),2022-04-08 18:08:04,U,2022-04-12 02:40:00.0,,203578.799034139,444715.394917107,관광숙박업,,일반주거지역,20,주택가주변,,,숙박시설,15,5,0,0,,,0,0,,0,0,,0,24392.04,,0,,,,,,,2000000000,,,,24392,관광호텔업
3220000,CDFI2260032014000002,2014-10-03,,01,영업/정상,13,영업중,,,,,02-510-9752,,135-957,서울특별시 강남구 청담동 131번지 알로프트 서울 강남 호텔,"서울특별시 강남구 영동대로 736 (청담동, 알로프트 서울 강남 호텔)",06075,알로프트 서울 강남 호텔,2014-10-03 00:14:04,I,2018-08-31 23:59:59.0,,204850.302981167,446835.931404503,관광숙박업,,일반상업지역,18,주택가주변,,,숙박시설,15,3,0,0,,,0,0,,0,0,,0,10200.01,,0,,,,,,,1000000000,,,,10200,관광호텔업
3220000,CDFI2260032014000003,2014-10-10,,03,폐업,03,폐업,2023-09-12,,,,02-508-6247,,135-915,서울특별시 강남구 역삼동 678-14 에이치 에비뉴 호텔 역삼,"서울특별시 강남구 테헤란로29길 12 (역삼동, 에이치 에비뉴 호텔 역삼)",06141,에이치 에비뉴 호텔 역삼(H AVENUE HOTEL YEOKSAM),2023-09-12 17:59:07,U,2023-09-14 02:40:00.0,,203355.625966004,444476.290241009,관광숙박업,,상업지역,11,기타,,,숙박시설,10,1,49,1988,H Avenue Hotel Yeoksam,TOURIST HOTEL BUSINESS,0,0,,0,0,,0,1987.57,,0,,,,,,,2922257920,,,,1988,관광호텔업
3220000,CDFI2260032015000001,2015-02-03,,01,영업/정상,13,영업중,,,,,02-2058-1000,,135-964,서울특별시 강남구 개포동 1229-14,서울특별시 강남구 논현로 66 (개포동),06307,호텔 데님(Hotel Denim),2023-03-27 09:56:49,U,2023-03-29 02:40:00.0,,204053.596300672,441557.179656218,관광숙박업,,준주거지역,12,주택가주변,,,호텔,8,4,88,7500,Hotel Denim,TOURIST HOTEL BUSINESS,0,0,,0,0,,0,7500.02,,0,,,,,,,12999999500,,,,7500,관광호텔업
3220000,CDFI2260032015000002,2015-03-05,,03,폐업,03,폐업,2021-05-31,,,,545-6000,,135-887,서울특별시 강남구 신사동 514-2,서울특별시 강남구 도산대로 119 (신사동),06035,더 리센츠 프리미엄 강남호텔,2021-06-16 10:21:44,U,2021-06-18 02:40:00.0,,201828.756638827,446119.714905741,관광숙박업,,일반상업지역,23,기타,,,숙박시설,17,6,0,0,,,0,0,,0,0,,0,9949.48,,0,,,,,,,10750000100,,,,9949,관광호텔업
3220000,CDFI2260032015000003,2015-06-08,,01,영업/정상,13,영업중,,,,,02-553-6655,,135-915,서울특별시 강남구 역삼동 677-9,서울특별시 강남구 테헤란로37길 13-10 (역삼동),06142,리치웰 호텔(Richwell Hotel),2023-05-15 10:07:46,U,2023-05-17 02:40:00.0,,203451.550821003,444529.420299492,관광숙박업,,상업지역,17,유흥업소밀집지역,,,숙박시설,14,3,57,3228,Richwell Hotel,TOURIST HOTEL BUSINESS,0,0,,0,0,,0,3227.77,,0,,,,,,,200000000,,,,3228,관광호텔업
3220000,CDFI2260032015000004,2015-07-23,,03,폐업,03,폐업,2021-05-04,,,,02-553-5551,,135-929,서울특별시 강남구 역삼동 789-11,서울특별시 강남구 역삼로 160 (역삼동),06249,보리호텔(Boree Hotel),2021-05-04 10:07:09,U,2021-05-06 02:40:00.0,,203175.34942825,443621.342018504,관광숙박업,,일반주거지역,12,기타,,,호텔,9,3,0,0,,,0,0,,0,0,,0,4628.45,,0,,,,,,,0,,,,4628,관광호텔업
3220000,CDFI2260032015000005,2015-08-31,,01,영업/정상,13,영업중,,,,,02-564-8342,,,서울특별시 강남구 역삼동 677-8,"서울특별시 강남구 테헤란로37길 13-8 (역삼동, 디엔에스리치빌)",06142,인더시티호스텔,2023-04-13 10:32:07,U,2023-04-15 02:40:00.0,,203467.667642123,444535.854061853,관광숙박업,,일반상업지역,9,기타,,,근린생활시설,6,3,30,201,INN THE CITY HOSTEL,HOSTEL BUSINESS,0,0,,0,0,,0,1628.8,,0,,,,,,,0,,,,1629,호스텔업
3220000,CDFI2260032015000006,2015-09-15,,01,영업/정상,13,영업중,,,,,02-555-4204,,,서울특별시 강남구 역삼동 819-9,"서울특별시 강남구 강남대로92길 13 (역삼동, Jerry s planet Building)",06134,더제리스플래닛 호텔,2023-05-18 13:37:52,U,2023-05-21 02:40:00.0,,202451.742958279,444092.87549641,관광숙박업,,일반상업지역,14,기타,,,호텔,10,4,42,4648,The Jerry's Planet  Hotel,TOURIST HOTEL BUSINESS,0,0,,0,0,,0,3505.8,,0,,,,,,,0,,,,3506,관광호텔업
3220000,CDFI2260032015000007,2015-10-09,,03,폐업,03,폐업,2022-09-26,,,,18998059,,,서울특별시 강남구 논현동 54-4,서울특별시 강남구 학동로 117 (논현동),06044,호텔 포레힐,2022-09-30 08:36:41,U,2022-10-02 02:40:00.0,,202019.609786891,445542.15986245,관광숙박업,,일반주거지역,14,기타,,,숙박시설,8,6,82,0,,,0,0,,0,0,,0,0,,0,,,,,,,500000000,,,,0,관광호텔업
3220000,CDFI2260032015000008,2015-10-30,,01,영업/정상,13,영업중,,,,,02-2038-9500,,,서울특별시 강남구 논현동 206-1,"서울특별시 강남구 봉은사로 155 (논현동, 호텔 카푸치노)",06122,호텔 카푸치노,2026-01-19 15:47:59,U,2026-01-21 02:40:00.0,,202713.81010796,444963.003980538,관광숙박업,,일반주거지역,20,기타,,,숙박시설,17,3,141,5993,HOTEL CAPPUCCINO,TOURIST HOTEL BUSINESS,0,0,,0,0,,0,5992.92,,0,,,,,,,15000000500,,,,5993,관광호텔업
