구,동,숙소명,승인연도,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,위도,경도
중구,명동,호텔스카이파크 명동1호점,1970,18,72.2,0.3317773923170052,0.178,0.7,37.55850942,126.98333001
중구,황학동,크리스티2,1967,45,97.8,0.6823905332802416,0.4606,0.85,37.56329068,127.02166442
중구,(필동,한일장모텔,1970,0,0.0,0.0,0.4553,0.45,37.55791958,126.99427429
중구,(광희동,그리다 DDP,1974,46,73.9,0.3278481141771156,0.4483,1.0,37.56298903,127.00539671
중구,산림동,광신장여관,1942,13,69.2,1.2531071433395846,0.9345,1.0,37.56514549,126.99667229
중구,황학동,마이더스여관,1970,30,86.7,0.6214504327222037,0.178,1.0,37.56315914,127.01999249
중구,(장충동,케이게스트하우스 동대문 프리미엄점2,1970,20,50.0,2.3729104097147755,0.4553,0.18,37.56070031,127.00577534
중구,명동,지요크 명동,1990,10,60.0,1.347534371310396,0.1494,0.08,37.56079146,126.98483805
중구,명동,칼리스타,2008,6,16.7,1.3143208614948014,0.1237,0.35,37.56196056,126.9830807
중구,명동,오요 명동3,1961,18,66.7,1.8390123540786003,0.1909,0.7,37.56018682,126.98502605
중구,,유에이치스위트 센트럴 서울,1964,2,0.0,1.3968764704504275,0.1866,0.08,37.56450897,126.97750043
중구,(광희동,토요코인 서울동대문 I,2009,12,33.3,1.2259517110447111,0.1222,0.7,37.56192809,127.00817157
중구,예관동,더캡슐 명동,1980,37,89.2,0.6359887667199967,0.1637,0.45,37.56077659,126.99805761
중구,,하우하우스(How House),1988,11,36.4,0.0340458414097171,0.1523,0.45,37.55948054,126.99469659
중구,순화동,라마다 호텔&스위트 서울남대문,2007,5,20.0,0.0639487246002734,0.1251,0.08,37.55742715,126.97127809
중구,명동,소테츠 프레사인 서울 명동,1969,8,62.5,0.8206118205022306,0.1794,0.08,37.56092608,126.98422921
중구,(장충동,동림여관,1967,3,0.0,0.7308875085427923,0.1823,0.08,37.55859878,127.00384748
중구,(광희동,신아호텔,2020,23,82.6,0.6105967775109408,0.1065,0.85,37.56189005,127.00374607
중구,(필동,빌리브 인더시티 남산,2023,0,0.0,0.1757208727626025,0.1022,0.08,37.55875759,126.99205348
중구,명동,무무네 스테이(MUMUNE STAY),1965,0,0.0,0.4922204359349563,0.1851,0.08,37.55992254,126.98166803
중구,,라움169,2020,8,0.0,0.4054651081081644,0.1065,0.7,37.55526641,126.97454106
중구,명동,(주)라인호텔명동,2018,4,50.0,0.1776811772374524,0.1094,0.35,37.56259453,126.98295061
중구,,모헤닉 호텔 서울 명동,2000,28,75.0,0.4801973974352784,0.1351,1.0,37.55830263,126.98373221
중구,쌍림동,Sweet stay at Joy's,2018,34,85.3,1.0986122886681098,0.1094,0.85,37.56123167,127.00436867
중구,명동,아트래블홈(ARTRAVEL HOME),1959,15,66.7,0.2811031013537384,0.4747,1.0,37.55881514,126.98321624
중구,,인더시티 충무로(INN-The City Chungmuro),2021,34,73.5,0.6778797084291569,0.105,1.0,37.56016974,126.99673141
중구,(회현동,보코 언 아이에이치지 호텔,1979,3,33.3,1.3516741604732871,0.1652,0.12,37.5557044,126.97785909
중구,명동,HOTEL DRIP&DROP,2023,6,33.3,0.1659851374742611,0.1022,0.35,37.56290669,126.98293663
중구,명동,에잇레스트 호스텔 명동,1976,14,78.6,1.4859937213429788,0.1694,0.08,37.56065304,126.98495167
중구,(광희동,신아모텔,2020,23,82.6,0.6105967775109408,0.1065,0.85,37.56189005,127.00374607
중구,오장동,글로리인(Glory inn),2011,19,52.6,0.3677247801253173,0.1194,0.45,37.56224265,127.00129696
중구,명동,스테이7,2015,16,62.5,0.7404000654104909,0.1136,0.7,37.559686,126.98502964
중구,,라움 레지던스,1968,6,33.3,0.0155847310166982,0.1808,0.25,37.56397563,126.98930423
중구,무교동,주식회사 에이케이에이스테이,1970,3,0.0,1.1927096120472251,0.178,0.7,37.56439975,126.97823359
중구,(필동,엘양호텔(L?YOUNG INN),2001,24,66.7,0.0285363072649343,0.1337,1.0,37.55930433,126.99257358
중구,,세승빌딩,2021,11,54.5,1.3149695802979604,0.105,0.7,37.56217504,127.00790898
중구,명동,유에이치스위트 더명동3,1961,6,16.7,0.5851585424958495,0.1909,0.12,37.55922076,126.98717749
중구,,유에이치스위트 서울덕수궁,2023,11,81.8,2.118156053860526,0.1022,0.08,37.56051208,126.97620822
중구,,구도 레지던스 충무로,2023,28,53.6,0.6764203867546318,0.1022,0.45,37.56105877,127.00060499
중구,(광희동,루모텔,1971,40,87.5,1.261313350941181,0.1766,0.85,37.56260061,127.00623347
중구,,지요크 을지로,1974,24,66.7,1.0962826428853008,0.4483,0.7,37.56285139,126.98993029
중구,(광희동,모브호텔,1987,27,88.9,1.2250603659460322,0.1536,0.85,37.56215784,127.00619838
중구,(남산동,(주)더로드서울,1913,0,0.0,0.067822596338761,1.0,0.08,37.55615138,126.98320575
중구,북창동,예신라,2020,15,93.3,0.6722404957406317,0.1065,0.25,37.55888808,126.97685766
중구,명동,하이 서울 호스텔 명동 센트럴,1961,24,20.8,0.3457963134963362,0.6113,0.7,37.5583226,126.98161125
중구,,콘스텔로 명동,2025,8,0.0,0.6286086594223741,0.1,0.7,37.55514655,126.97502538
중구,,에스엘호텔,2025,11,36.4,0.8988161013508911,0.1,0.25,37.55947776,126.98895332
중구,,호텔 꼬모쉐 명동,1971,17,94.1,0.0419223063862633,0.1766,0.04,37.56000992,126.99104534
중구,북창동,르서울호텔,2015,17,70.6,0.7915872533731978,0.1136,0.08,37.56068492,126.97696844
중구,,호텔 아이보리,1991,6,83.3,0.1066583743734262,0.148,1.0,37.55916534,126.99317546
중구,쌍림동,위코스테이 동대문,2023,21,61.9,0.7163142398414797,0.1022,0.85,37.56121701,127.00319028
중구,오장동,제이디타워 레지던스,1992,21,57.1,0.6449978366623627,0.1465,0.08,37.56260302,127.0012691
중구,,더스테이클래식호텔,2023,18,88.9,0.6931471805599453,0.1022,0.85,37.55862089,126.97778696
중구,(인현동,호스텔 케이팝,1969,11,63.6,0.7077848337936332,0.1794,0.25,37.56169553,126.99316583
중구,(광희동,서울 엔 호스텔,2024,51,72.5,0.6398386271054382,0.1011,1.0,37.56274732,127.00532349
중구,,스태이링크 주식회사,2020,12,58.3,1.5406921680953238,0.1065,0.85,37.56360071,126.99978139
중구,,한블레싱(Hanblessing),1969,52,61.5,4.278400724828264,0.457,1.0,37.55159894,126.97415517
중구,명동,유에이치 스위트 더명동,2010,17,70.6,0.4415514978825853,0.1208,1.0,37.55921109,126.9868865
중구,황학동,윌씨티33,2016,73,82.2,0.0281312502503589,0.1122,1.0,37.56745247,127.01990348
중구,황학동,엘씨티 33,2016,13,61.5,0.1891928076174643,0.1122,0.85,37.56641299,127.02224478
중구,황학동,미르,2015,44,70.5,0.8505532040555008,0.1136,0.85,37.56704364,127.02176218
중구,황학동,제이앤비 The Best 2,2018,29,79.3,0.7706628309088794,0.1094,0.85,37.56657468,127.02167455
중구,,유에이치스위트 서울스퀘어,1959,18,77.8,2.426199048961222,0.3342,0.08,37.56031367,126.9764151
중구,(광희동,넘버25호텔 동대문점,1980,39,89.7,1.2992829841302609,0.5747,0.85,37.56249772,127.0061175
중구,황학동,JS스테이,2020,48,72.9,0.8899848357598505,0.1065,0.85,37.5671459,127.02169777
중구,황학동,로팡,2018,69,85.5,0.7037893526560904,0.1094,1.0,37.56714175,127.02068379
중구,중림동,랑 호텔(RANG Hotel),1970,4,25.0,0.6126748273373721,0.4553,0.18,37.55536217,126.96831131
중구,명동,슬립박스(SLEEP BOX),1996,22,54.5,0.146245500320145,0.4095,0.7,37.55921779,126.98470314
중구,(인현동,센트럴뷰스위트 주식회사,2020,18,77.8,0.1468471686002947,0.1065,1.0,37.56063038,126.99259191
중구,(인현동,센트럴뷰스위트 주식회사,2020,18,77.8,0.1468471686002947,0.1065,1.0,37.56063038,126.99259191
중구,오장동,더바오컴퍼니,1956,16,62.5,0.2282586519809801,0.198,0.45,37.5620177,127.00135638
중구,,가가하우스 을지로,1957,22,86.4,0.029133150269942,0.4782,0.08,37.5601926,126.99145787
중구,황학동,빅 스테이,2018,63,92.1,0.0662310964826293,0.1094,0.35,37.56760688,127.01956228
중구,황학동,어베터플레이스 신당,1986,30,73.3,1.0823127907109529,0.1551,0.7,37.56513768,127.02005056
중구,북창동,스테이모먼트,1956,11,63.6,1.077705603848796,0.198,0.25,37.5596575,126.9764613
중구,,을지로 코업레지던스,2003,37,81.1,0.2046326657795061,0.1308,1.0,37.56341362,127.00460171
중구,황학동,인득여관,1985,26,61.5,1.1108997778588894,0.4289,1.0,37.56523964,127.02040857
중구,(회현동,호텔 명동,1969,11,45.5,0.4364612084771284,0.1794,1.0,37.55802548,126.978654
중구,다동,요기는 호텔,1962,9,55.6,0.4653632496892333,0.1895,0.35,37.5640592,126.98123686
중구,,명동 K STAY 블루보트,1974,5,60.0,0.6931471805599453,0.3102,0.08,37.56034502,126.98983303
중구,,허브모텔,1981,11,18.2,0.5577425435537423,0.1623,0.08,37.56400886,127.00550987
중구,신당동,한일여관,1955,35,88.6,0.3671042402357181,0.9051,0.7,37.56128515,127.00965172
중구,주교동,트래블러스 A 코리아 호스텔,1967,18,55.6,0.8445468270153137,0.4606,0.18,37.56562443,126.99811729
중구,(광희동,화신여관,1964,15,53.3,0.3926326680382799,0.4658,0.08,37.56258859,127.00268569
중구,흥인동,알마호텔,1988,25,72.0,1.2887613178472808,0.1523,1.0,37.56337665,127.01511202
중구,신당동,세포장모텔,1971,8,25.0,0.0472528848505455,0.1766,0.18,37.54686459,127.00697007
중구,,호텔 스테이인(HOTEL STAY IN),2008,6,0.0,2.231562714917111,0.1237,1.0,37.56432903,127.00557674
중구,신당동,퀸모텔,1947,26,61.5,0.5027284135333713,0.2109,0.7,37.55353993,127.00797399
중구,(광희동,에비뉴모텔,1973,61,80.3,0.7094077014317256,0.1737,0.85,37.56238679,127.00544181
중구,,지요크 서울역,2014,14,14.3,3.380143972464323,0.115,1.0,37.55204408,126.97340784
중구,초동,럭키장여관,1974,15,86.7,0.3184537311185346,0.1723,1.0,37.56082266,126.99156616
중구,중림동,대영장여관,1970,40,42.5,0.8848745356407761,0.178,0.18,37.55445273,126.96721141
중구,신당동,J모텔,1936,43,86.0,0.600253433667249,0.9481,0.7,37.56126414,127.01330518
중구,초동,하루재,1967,31,83.9,0.2758941166997387,0.1823,1.0,37.5604658,126.99112706
중구,신당동,조이풀스테이(Joyful Stay),1949,21,71.4,0.4679854650894984,0.4923,0.55,37.56245881,127.01652588
중구,,남경레지던스,1962,22,72.7,0.0187798946515963,0.1895,0.85,37.55980392,126.99791481
중구,신당동,타임스테이,1961,23,87.0,1.7984574179121826,0.4712,0.7,37.56254877,127.01827818
중구,(회현동,호텔 경동,2014,1,0.0,0.621173680934856,0.115,0.12,37.55443196,126.98093728
중구,(광희동,트리쉐이도호텔,1992,56,71.4,0.7174398731289899,0.4165,1.0,37.56259916,127.00517181
중구,(필동,동산여관,1969,31,74.2,0.9534302788236118,0.1794,0.85,37.55867857,126.99628233
중구,순화동,프레이저 플레이스 센트럴 서울,2006,5,0.0,0.1282106588186425,0.1265,0.55,37.55986298,126.96908924
중구,,프레이저플레이스남대문서울(Fraser Place Namdaemun-Seoul),1979,7,57.1,1.125439530901254,0.1652,0.25,37.55862664,126.97564128
중구,다동,스몰 하우스 빅도어,1960,7,42.9,0.4298565612323236,0.1922,0.35,37.56419873,126.98117581
중구,북창동,24게스트하우스 명동에비뉴,1966,22,77.3,0.6931471805599453,0.1837,0.25,37.55861319,126.97692284
중구,(회현동,힐하우스 호텔,1958,2,0.0,0.0749013081731177,0.1951,0.12,37.55405845,126.9811766
중구,신당동,재화여관,1965,32,75.0,0.7442388417176565,0.4641,0.55,37.56191425,127.01717693
중구,신당동,S(에스)모텔,1967,57,42.1,0.4578330936254803,0.4606,0.45,37.5592684,127.01677058
중구,,호텔 시에프,1981,17,76.5,0.0988458346366326,0.1623,1.0,37.55944336,126.99292566
중구,(광희동,동대문인모텔(Dongdaemun Inn),2015,16,81.2,1.3388921222253067,0.1136,1.0,37.56180927,127.00725235
중구,,백금여관,1957,32,78.1,0.7831733322176649,0.4782,1.0,37.56224445,127.00925002
중구,명동,솔라리아 니시테츠 호텔 서울 명동,1971,23,69.6,1.7060041108251514,0.1766,0.7,37.55974994,126.98437425
영등포구,(당산동,포켓서울 문래점,2022,1,0.0,1.0712813949511384,0.1036,0.35,37.51813948,126.89979707
중구,(남산동,우주 남산점,1996,0,0.0,2.6556884490078847,0.1408,0.12,37.55587082,126.98398358
중구,명동,이코노미호텔 명동 프리미어점,2009,26,73.1,0.6040471857738994,0.1222,0.7,37.55853987,126.98364445
중구,(회현동,대영호텔,1971,0,0.0,1.9467034850747087,0.1766,0.12,37.55561992,126.97951078
중구,(남산동,오요5롯지A(oYo5LodgeA),1963,1,100.0,1.4914374618404542,0.4676,0.12,37.55634977,126.98417952
중구,남학동,진포레스트인(JIN FOREST Inn),1965,0,0.0,0.6931471805599453,0.8826,0.7,37.55791929,126.99041464
중구,,호텔릿(Hotelette),1967,1,0.0,2.9831534913471307,0.1823,1.0,37.55191393,126.97303124
중구,신당동,은성여관,1970,44,81.8,1.1661704396794008,0.4553,1.0,37.56201847,127.01763004
중구,,에이피엠 레지던스,2006,14,71.4,1.4253757111623615,0.1265,0.85,37.56252165,127.00761742
중구,(저동,이화호텔,1991,12,75.0,2.7322644592228045,0.148,0.08,37.56100128,126.9869874
중구,(회현동,호텔 코지 명동,1969,11,45.5,0.4364612084771284,0.1794,1.0,37.55802548,126.978654
중구,(남산동,호텔 마흐리트,1967,9,66.7,1.852753981930897,0.1823,0.12,37.55766837,126.98642023
중구,(인현동,달콤명동게스트하우스,1978,25,64.0,0.6931471805599453,0.1665,0.45,37.56077584,126.99588185
중구,중림동,WO모텔 충정로,1971,15,53.3,0.9319746537767092,0.1766,0.18,37.55465607,126.96700473
중구,명동,더스테이호텔,2012,44,72.7,0.3869215303959953,0.2496,0.7,37.55915651,126.9860126
중구,,명동멀린호텔,2011,12,50.0,0.0187798946515963,0.1194,0.85,37.55988314,126.99827249
중구,명동,명동 선샤인 게스트하우스,1987,38,65.8,0.249563114348171,0.1536,0.7,37.55926496,126.98571174
중구,황학동,송림장여관,1984,18,88.9,0.3092034534461402,0.158,0.85,37.56365324,127.01788147
중구,명동,오요 명동1,1956,26,57.7,1.678860798978205,0.198,0.7,37.56016528,126.98438675
중구,,국도관광개발 주식회사 호텔국도,2007,32,75.0,0.6931471805599453,0.1251,0.35,37.56342608,126.995507
중구,,현대 서비스드 레지던스,2005,20,60.0,2.0512029576140245,0.1279,0.85,37.56110121,126.99995412
중구,흥인동,레인보우호텔,1986,23,65.2,1.1947195988454529,0.2912,0.55,37.56318521,127.01511594
중구,(장충동,파이프 호스텔,1969,4,50.0,0.1582240052148941,0.1794,0.55,37.55841902,127.00488966
중구,(광희동,96번지,1988,24,58.3,0.9088557533866368,0.1523,0.7,37.56206664,127.0089649
중구,(회현동,(주)조선호텔앤리조트 레스케이프,2018,41,75.6,0.2297880940328783,0.1094,0.85,37.55715446,126.97870364
중구,신당동,동대문맥스타일 하우스,2010,3,0.0,1.3700338402481105,0.1208,0.55,37.56607323,127.00977497
중구,(회현동,뉴코리아호텔,1969,0,0.0,0.0327898228229908,0.1794,0.12,37.5553878,126.97899747
중구,명동,필스테이 명동스테이션(명동역점),2006,19,63.2,0.182977509588875,0.1265,0.7,37.5590079,126.98461516
중구,(회현동,서울씨티호텔(SEOUL CITY HOTEL),1964,11,27.3,2.0643984033586955,0.4658,0.12,37.55549628,126.98012534
중구,(명동,알로프트서울명동호텔,2016,6,0.0,0.9245514488815216,0.1122,0.7,37.55952462,126.98113677
중구,주교동,투유(2U)HOSTEL,1967,21,0.0,1.9250905212729232,0.1823,1.0,37.56586745,126.99740093
중구,(회현동,뉴오리엔탈호텔,1962,26,88.5,2.149959071880011,0.1895,0.08,37.55758838,126.98292431
중구,(광희동,모브호텔,1987,27,88.9,1.2250603659460322,0.1536,0.85,37.56215784,127.00619838
중구,남학동,홈즈레드 명동,2018,0,0.0,0.6931471805599453,0.1094,0.7,37.55807414,126.99051213
중구,(회현동,HOTEL PARK HILL,1982,3,66.7,2.3460702049337847,0.1608,0.12,37.55502777,126.98096527
중구,,안전장,1965,1,0.0,0.4054651081081644,0.1851,0.04,37.55569993,126.97382596
중구,초동,나인트리 바이 파르나스 서울 명동 Ⅱ,2017,25,48.0,0.6931471805599453,0.1108,0.25,37.5615963,126.99013673
중구,명동,필스테이 명동메트로점,1957,23,60.9,1.697600700028772,0.1966,0.7,37.56031807,126.98482751
중구,서소문동,ENA 스위트 호텔,2017,3,0.0,0.3113518165376857,0.1108,0.18,37.55956061,126.97310353
중구,북창동,서울쎈트럴호텔(SEOUL CENTRAL HOTEL),1971,7,100.0,0.1707607343928786,0.1766,0.85,37.55907732,126.97742234
중구,장교동,(주)호텔롯데 롯데시티호텔명동,2015,3,0.0,0.752336051950276,0.1136,0.08,37.56418691,126.9872883
중구,명동,유에이치 스위트,2016,11,54.5,0.5287738230852111,0.2433,1.0,37.55921985,126.98703045
중구,초동,호텔베네,1969,27,70.4,2.424987074506724,0.457,0.7,37.56229779,126.99164157
중구,(광희동,호텔 아라,1964,53,67.9,0.5335170349680614,0.4658,0.85,37.56264071,127.00473451
중구,,르코지,2015,1,0.0,0.6931471805599453,0.1136,0.04,37.55578736,126.97367266
중구,(광희동,필스테이 동대문이코노미,1970,8,62.5,0.0686285063890962,0.178,0.08,37.563312,127.00307183
중구,무학동,에이(A)모텔,1981,25,80.0,0.6294313661738377,0.1623,0.18,37.5612303,127.01441469
중구,명동,K그랜드호텔 명동,1966,16,81.2,1.837546078156073,0.1837,0.7,37.559348,126.98392801
중구,주교동,호텔 제이스테이(Hotel J-Stay),1966,15,0.0,1.5262653117516365,0.1837,1.0,37.56588733,126.99772725
중구,북창동,피넛호텔,1934,13,100.0,0.2106520634201805,0.5187,0.85,37.55942482,126.9770407
중구,남창동,머스트스테이 호텔,1965,32,62.5,0.4763394476948214,0.1851,0.7,37.55416332,126.97684616
중구,신당동,청구 리빙텔,1960,50,70.0,1.0630408228832422,0.4729,0.7,37.55972529,127.01406465
중구,,라이프 인 을지로,1981,51,70.6,0.1504039538256495,0.1623,1.0,37.56327507,126.99232107
중구,명동,명동K-stay 게스트하우스,1967,4,0.0,0.481258947477698,0.1823,0.12,37.55926806,126.98767512
중구,,트립스테이 명동,1981,51,70.6,0.1504039538256495,0.1623,1.0,37.56327507,126.99232107
중구,무학동,엠모텔(M모텔),1969,51,72.5,0.7324865951199776,0.1794,1.0,37.56120906,127.01384225
중구,(필동,픽셀스테이 명동점,1995,2,0.0,0.3039956479433046,0.1422,0.7,37.55888617,126.99138527
중구,신당동,야코리아 게스트하우스,1954,20,85.0,0.8037359405823017,0.4835,0.85,37.55703059,127.0123014
중구,(장충동,조이 게스트하우스,1968,7,71.4,3.128782781341163,0.1808,0.08,37.55896433,127.00469018
중구,산림동,화성여관,1995,24,66.7,0.9775104990228042,0.4113,1.0,37.56537071,126.99607023
중구,황학동,레지던스 유니콘 인 동대문,2009,77,77.9,0.4694685360375698,0.1222,1.0,37.56761121,127.02206549
중구,신당동,성도여관,1936,40,87.5,0.6307568879606638,0.9481,1.0,37.56123239,127.01322119
중구,신당동,프린스,1966,29,75.9,0.7131079231224834,0.1837,0.55,37.55293219,127.01001889
중구,오장동,호텔스카이파크 동대문1호점,2014,29,75.9,0.7390842757469709,0.115,0.85,37.56144741,127.00129028
중구,,가가하우스,1981,5,40.0,0.0988458346366326,0.1623,0.7,37.55978163,126.99392829
중구,황학동,대림,1960,45,86.7,0.7876789482855258,0.4729,1.0,37.5634477,127.02217864
중구,(광희동,올리브호스텔 동대문점,1991,42,85.7,1.200688729124746,0.148,0.85,37.5626401,127.00609161
중구,,뉴천지호텔,1961,4,50.0,0.1235334827848212,0.4712,0.08,37.56313439,127.00255779
중구,,트레블로지 동대문 호텔,2016,41,80.5,0.5931547759524908,0.1122,0.85,37.563663,127.00109712
중구,무학동,탑모텔,1971,54,74.1,0.741349282377823,0.1766,1.0,37.56126348,127.01379887
중구,(인현동,호텔 피제이 명동,1981,45,53.3,1.0968233794253852,0.1623,0.08,37.56206173,126.99491248
중구,(장충동,더 스테이(THE STAY),1970,6,50.0,2.824122372354964,0.4553,0.08,37.5588474,127.00492806
중구,(장충동,아르뎁(arrdep),1967,5,60.0,2.991878704238001,0.4606,0.08,37.55893603,127.00439178
중구,오장동,케이게스트하우스(K-guesthouse) 동대문,1984,25,56.0,0.4252118710429988,0.158,0.45,37.56243879,127.00128199
중구,남창동,황금장여관,1960,20,70.0,2.3494902424677067,0.8939,0.25,37.55485434,126.97697518
중구,,스테이락 호텔,2018,12,25.0,0.0171678036223654,0.1094,0.45,37.55917934,126.99423899
중구,명동,호텔 스카이파크 Ⅱ,1995,26,73.1,2.1351521486938414,0.1422,0.85,37.56217058,126.98426358
중구,산림동,상원장,1970,24,62.5,1.3132053321324626,0.4553,1.0,37.56530472,126.99629939
중구,산림동,H2O,1971,42,71.4,0.9499352224000002,0.4535,0.25,37.56416937,126.99421889
중구,(광희동,호텔 클로이,1974,59,71.2,0.1135238262969872,0.1723,1.0,37.56295774,127.00508168
중구,황학동,중앙여관,1968,33,33.3,1.6436532522483125,0.4588,0.7,37.56691122,127.01772561
중구,,뉴스테이인(New stay inn),1963,4,0.0,1.5089358889048945,0.188,0.7,37.55962839,126.98981774
중구,북창동,호텔 문(hotel moon),1966,4,100.0,0.0471467784257019,0.4623,0.85,37.55959687,126.97757678
중구,명동,오요 명동2,2010,10,40.0,0.6364518368834,0.1208,1.0,37.55899863,126.98717219
중구,남창동,노마드호스텔,1985,4,0.0,1.8886092952179727,0.4289,0.7,37.55419408,126.97581133
중구,중림동,다림여인숙,1963,22,45.5,1.0847712372562384,0.887,0.35,37.55551958,126.96756962
중구,,호텔 DDK,2020,3,0.0,2.317323114417562,0.1065,0.08,37.56419834,127.00571009
중구,(광희동,호텔 라온,1994,50,92.0,1.2088787830947905,0.1436,0.85,37.56223745,127.0057924
중구,명동,K9명동호텔,2014,47,70.2,0.3404015147611025,0.2464,0.7,37.55916111,126.98612411
중구,,호텔어라이브 을지로 틈,1985,45,75.6,1.2717782346088555,0.1565,0.7,37.56274334,126.99084196
중구,오장동,글로리 인(Glory Inn),1965,23,56.5,0.3794896217049037,0.1851,0.45,37.56233361,127.00129083
중구,명동,57 명동 호스텔,1966,17,41.2,0.492294319144107,0.4623,0.7,37.55824724,126.98265646
중구,신당동,Q모텔,1967,42,71.4,0.6046684518763659,0.1823,1.0,37.56099285,127.01364236
중구,,에이큐브호텔,1985,49,85.7,0.6879433526849182,0.1565,0.85,37.56347491,127.00124884
중구,신당동,대천여관,1988,23,82.6,2.1800528946701934,0.1523,0.18,37.55695173,127.01174672
중구,신당동,J모텔,1983,17,88.2,1.2550644654836474,0.1594,0.85,37.55290824,127.00958362
중구,신당동,쉐어하우스 다함,1937,11,63.6,0.6519891080664377,0.5135,0.18,37.55482988,127.01061316
중구,,호텔 밀리오레,1998,7,42.9,2.05513095217922,0.138,0.18,37.56557232,127.00752233
중구,신당동,그리네 스테이,1954,31,80.6,1.7435739609270906,0.9074,0.7,37.56247269,127.01813039
중구,북창동,스타힐스호텔,2010,19,73.7,0.7034388665964929,0.1208,0.25,37.55874491,126.97690947
중구,황학동,창덕여인숙,1955,14,85.7,0.2923075921736728,0.9051,1.0,37.56373275,127.01793959
중구,(회현동,신세계,2011,5,20.0,1.865801301628454,0.1194,0.12,37.55494665,126.98150043
중구,명동,호스텔 아라125,1999,14,50.0,0.4126853560816514,0.1365,0.85,37.56201257,126.98374891
중구,(회현동,남산힐호텔,1968,2,0.0,0.0354743881936598,0.1808,0.12,37.55382358,126.9816432
중구,(광희동,레드모텔,1985,59,76.3,0.0269558099885282,0.1565,1.0,37.56307809,127.00509552
중구,(만리동,천안 여인숙,1960,56,66.1,0.923856972257471,0.4729,1.0,37.55375612,126.96695207
중구,(장충동,장충인(J C INN),1966,2,0.0,0.653926467406664,0.4623,0.55,37.55828977,127.00446742
중구,(만리동,동은여인숙,1970,63,54.0,0.2939912416450456,0.178,1.0,37.55327049,126.96698776
중구,,박포루,1961,35,77.1,0.8838873078194958,0.4712,1.0,37.56219798,127.00943195
중구,신당동,벤허,2026,10,20.0,0.0160003413464411,0.1,0.7,37.54633403,127.00640486
중구,,레인보우호텔(Rainbow Hotel),1970,2,50.0,0.0660664053156243,0.178,0.04,37.55975714,126.9913741
중구,중림동,우리텔,1969,28,71.4,1.1212633137050063,0.1794,0.18,37.55608254,126.96801535
중구,(남산동,서울뷰,1965,35,80.0,0.6486954179891113,0.1851,0.12,37.55707965,126.98518562
중구,중림동,해성장여관,1970,11,63.6,0.6879792104015028,0.178,0.18,37.55548515,126.96816194
중구,황학동,스테이 패스포트 신당,1986,61,98.4,0.2532146663823953,0.1551,0.55,37.56381135,127.02108122
중구,(남산동,동도모텔,1968,7,85.7,1.289667525430819,0.1808,0.7,37.55676546,126.98412427
중구,(광희동,왕도여관,1967,57,73.7,0.6931471805599453,0.4606,0.85,37.56253871,127.00530436
중구,명동,메이원 호텔,2018,17,58.8,1.1524369386818898,0.24,0.7,37.55987957,126.98517715
중구,(광희동,독립주택,1998,46,89.1,0.934699481284225,0.138,0.85,37.56136225,127.00447519
중구,,인더시티 명동(Inn The City Myeongdong),2023,17,70.6,0.9759472254144178,0.232,1.0,37.55989789,126.99284192
중구,입정동,호텔 더 보타닉 세운 명동(A동),2024,41,65.9,0.6931471805599453,0.1011,0.85,37.56484325,126.99338869
중구,산림동,호텔 더 보타닉 세운 명동(B동),2024,60,78.3,0.2351197423609254,0.1011,1.0,37.56484712,126.99424607
용산구,이태원동,성지모텔,1980,17,100.0,0.9460327010728926,0.1637,0.85,37.53723689,126.99088565
용산구,이태원동,스테이 패스포트 이태원 호텔 앤 스파,1959,5,100.0,2.497406812552232,0.3342,0.45,37.53200884,126.9906821
용산구,서계동,금강,1971,30,80.0,0.3035651186247839,0.4535,1.0,37.55085442,126.96620306
용산구,(청파동,한글게스트하우스,1969,31,61.3,0.415221283053529,0.457,0.85,37.54166996,126.9694399
용산구,서계동,계림모텔,1968,95,55.8,0.0939657924183314,0.4588,1.0,37.55143152,126.96613145
용산구,,스카이호텔,1988,3,0.0,0.0344861760711693,0.1523,0.04,37.52128153,126.9613988
용산구,동자동,(주)조선호텔앤리조트포포인츠조선서울역,2015,12,83.3,0.6371529112053704,0.1136,0.04,37.54811198,126.97199695
용산구,,노블호텔,1981,6,33.3,0.4028369857018948,0.4359,0.04,37.52804337,126.96665847
용산구,,원효,1955,3,33.3,1.4016924412310123,0.1995,0.12,37.53343113,126.96113216
용산구,(청파동,신진장,1956,58,72.4,4.751906689025251,0.9029,1.0,37.54626035,126.96964459
용산구,남영동,달고나모텔,1967,5,60.0,0.5985312041850962,0.4606,0.18,37.54187455,126.97268968
용산구,이촌동,스카이스위트,2009,0,0.0,0.017241806434506,0.1222,0.04,37.51842522,126.95939349
용산구,후암동,스위트75서울역점,1961,31,80.6,0.7774883289936961,0.8916,1.0,37.54972353,126.9757675
용산구,이태원동,뷰 모텔,1968,29,86.2,2.477013948989091,0.4588,1.0,37.531191,126.99580125
용산구,동자동,광주여인숙,1967,40,37.5,1.6380670635484074,0.4606,1.0,37.55051278,126.97419464
용산구,남영동,로망스모텔,1930,5,0.0,1.0751920144600111,0.9616,0.04,37.54136675,126.97255382
용산구,남영동,부킹용산닷컴1(Booking Yongsan.com1),1961,5,0.0,0.9756073090305746,0.4712,0.04,37.54125605,126.97262245
