구조노후도,단속위험도,도로폭위험도,집중도,주변건물수,승인연도,총층수,연면적,업종그룹,위도,경도,Y_평균재산피해액,Y_최근접거리m
0.1022,0.7163142398414797,0.85,61.9,21,2023,1,1034.54,기존숙박군,37.56121701,127.00319028,167.8,21.8
0.1465,0.6449978366623627,0.08,57.1,21,1992,1,3950.71,기존숙박군,37.56260302,127.0012691,3904.0,39.4
0.1022,0.6931471805599453,0.85,88.9,18,2023,1,4808.719,기존숙박군,37.55862089,126.97778696,26733.0,20.3
0.1794,0.7077848337936332,0.25,63.6,11,1969,1,934.74,기존숙박군,37.56169553,126.99316583,5908.4,30.2
0.1011,0.6398386271054382,1.0,72.5,51,2024,1,580.51,기존숙박군,37.56274732,127.00532349,14682.6,73.0
0.1065,1.5406921680953238,0.85,58.3,12,2020,1,1433.72,기존숙박군,37.56360071,126.99978139,2226.8,22.9
0.457,4.278400724828264,1.0,61.5,52,1969,4,236.59,기존숙박군,37.55159894,126.97415517,167.0,42.8
0.1208,0.4415514978825853,1.0,70.6,17,2010,1,2007.28,기존숙박군,37.55921109,126.9868865,449.4,18.7
0.1122,0.0281312502503589,1.0,82.2,73,2016,1,1009.48,기존숙박군,37.56745247,127.01990348,2410.6,17.1
0.1122,0.1891928076174643,0.85,61.5,13,2016,1,1008.16,기존숙박군,37.56641299,127.02224478,16103.2,32.8
0.1136,0.8505532040555008,0.85,70.5,44,2015,1,1061.53,기존숙박군,37.56704364,127.02176218,7655.4,24.9
0.1094,0.7706628309088794,0.85,79.3,29,2018,11,1364.32,기존숙박군,37.56657468,127.02167455,23599.8,31.1
0.3342,2.426199048961222,0.08,77.8,18,1959,1,466.91,기존숙박군,37.56031367,126.9764151,869.2,1.0
0.5747,1.2992829841302609,0.85,89.7,39,1980,1,783.57,기존숙박군,37.56249772,127.0061175,14690.4,41.0
0.1065,0.8899848357598505,0.85,72.9,48,2020,1,2096.2,기존숙박군,37.5671459,127.02169777,7655.4,35.6
0.1094,0.7037893526560904,1.0,85.5,69,2018,10,1138.51,기존숙박군,37.56714175,127.02068379,7337.2,26.2
0.4553,0.6126748273373721,0.18,25.0,4,1970,8,796.37,기존숙박군,37.55536217,126.96831131,949.0,41.4
0.4095,0.146245500320145,0.7,54.5,22,1996,1,752.83,기존숙박군,37.55921779,126.98470314,82.8,73.1
0.1065,0.1468471686002947,1.0,77.8,18,2020,1,10890.19,기존숙박군,37.56063038,126.99259191,7706.4,61.5
0.1065,0.1468471686002947,1.0,77.8,18,2020,1,10890.19,기존숙박군,37.56063038,126.99259191,7706.4,61.5
0.198,0.2282586519809801,0.45,62.5,16,1956,1,361.73,기존숙박군,37.5620177,127.00135638,3947.2,42.3
0.4782,0.029133150269942,0.08,86.4,22,1957,1,489.19,기존숙박군,37.5601926,126.99145787,7746.8,59.1
0.1094,0.0662310964826293,0.35,92.1,63,2018,1,793.92,기존숙박군,37.56760688,127.01956228,2410.6,47.8
0.1551,1.0823127907109529,0.7,73.3,30,1986,1,436.47,기존숙박군,37.56513768,127.02005056,1736.6,15.3
0.198,1.077705603848796,0.25,63.6,11,1956,1,687.25,기존숙박군,37.5596575,126.9764613,1053.6,40.2
0.1308,0.2046326657795061,1.0,81.1,37,2003,15,7526.56,기존숙박군,37.56341362,127.00460171,1519.2,96.1
0.4289,1.1108997778588894,1.0,61.5,26,1985,3,415.82,기존숙박군,37.56523964,127.02040857,432.0,42.0
0.1794,0.4364612084771284,1.0,45.5,11,1969,11,3892.52,기존숙박군,37.55802548,126.978654,6439.4,20.4
0.1895,0.4653632496892333,0.35,55.6,9,1962,1,515.32,기존숙박군,37.5640592,126.98123686,182.2,88.6
0.3102,0.6931471805599453,0.08,60.0,5,1974,5,338.0,기존숙박군,37.56034502,126.98983303,2838.0,84.5
0.1623,0.5577425435537423,0.08,18.2,11,1981,5,1110.8,기존숙박군,37.56400886,127.00550987,343.2,46.0
0.9051,0.3671042402357181,0.7,88.6,35,1955,1,115.7,기존숙박군,37.56128515,127.00965172,31.2,39.1
0.4606,0.8445468270153137,0.18,55.6,18,1967,4,556.89,기존숙박군,37.56562443,126.99811729,135.8,37.5
0.4658,0.3926326680382799,0.08,53.3,15,1964,3,232.7,기존숙박군,37.56258859,127.00268569,1245.2,20.5
0.1523,1.2887613178472808,1.0,72.0,25,1988,6,888.3,기존숙박군,37.56337665,127.01511202,3491.8,18.4
0.1766,0.0472528848505455,0.18,25.0,8,1971,5,802.32,기존숙박군,37.54686459,127.00697007,2801.0,25.7
0.1237,2.231562714917111,1.0,0.0,6,2008,6,1248.85,기존숙박군,37.56432903,127.00557674,380.6,60.1
0.2109,0.5027284135333713,0.7,61.5,26,1947,3,396.69,기존숙박군,37.55353993,127.00797399,350.2,69.0
0.1737,0.7094077014317256,0.85,80.3,61,1973,5,1215.02,기존숙박군,37.56238679,127.00544181,14610.0,34.8
0.115,3.380143972464323,1.0,14.3,14,2014,6,547.71,기존숙박군,37.55204408,126.97340784,97.6,41.8
0.1723,0.3184537311185346,1.0,86.7,15,1974,1,215.4,기존숙박군,37.56082266,126.99156616,264.4,25.1
0.178,0.8848745356407761,0.18,42.5,40,1970,3,324.96,기존숙박군,37.55445273,126.96721141,887.8,56.0
0.9481,0.600253433667249,0.7,86.0,43,1936,2,119.0,기존숙박군,37.56126414,127.01330518,1755.6,15.0
0.1823,0.2758941166997387,1.0,83.9,31,1967,3,477.62,기존숙박군,37.5604658,126.99112706,199.8,29.7
0.4923,0.4679854650894984,0.55,71.4,21,1949,2,373.03,기존숙박군,37.56245881,127.01652588,98.8,75.1
0.1895,0.0187798946515963,0.85,72.7,22,1962,1,504.92,기존숙박군,37.55980392,126.99791481,337.8,9.6
0.4712,1.7984574179121826,0.7,87.0,23,1961,2,211.17,기존숙박군,37.56254877,127.01827818,968.4,30.3
0.115,0.621173680934856,0.12,0.0,1,2014,3,2574.87,기존숙박군,37.55443196,126.98093728,1412.4,104.4
0.4165,0.7174398731289899,1.0,71.4,56,1992,6,1572.53,기존숙박군,37.56259916,127.00517181,14682.6,68.3
0.1794,0.9534302788236118,0.85,74.2,31,1969,3,370.51,기존숙박군,37.55867857,126.99628233,428.2,67.0
0.1265,0.1282106588186425,0.55,0.0,5,2006,28,34332.14,기존숙박군,37.55986298,126.96908924,4387.2,71.7
0.1652,1.125439530901254,0.25,57.1,7,1979,1,17556.4,기존숙박군,37.55862664,126.97564128,10247.4,22.4
0.1922,0.4298565612323236,0.35,42.9,7,1960,5,1163.53,기존숙박군,37.56419873,126.98117581,182.2,75.6
0.1837,0.6931471805599453,0.25,77.3,22,1966,1,1631.27,기존숙박군,37.55861319,126.97692284,18606.8,18.0
0.1951,0.0749013081731177,0.12,0.0,2,1958,3,2085.8,기존숙박군,37.55405845,126.9811766,1439.2,146.2
0.4641,0.7442388417176565,0.55,75.0,32,1965,2,90.29,기존숙박군,37.56191425,127.01717693,67.0,40.7
0.4606,0.4578330936254803,0.45,42.1,57,1967,2,121.19,기존숙박군,37.5592684,127.01677058,2743.6,53.3
0.1623,0.0988458346366326,1.0,76.5,17,1981,6,994.61,기존숙박군,37.55944336,126.99292566,8058.4,42.7
0.1136,1.3388921222253067,1.0,81.2,16,2015,1,12562.85,기존숙박군,37.56180927,127.00725235,140.0,6.6
0.4782,0.7831733322176649,1.0,78.1,32,1957,3,136.76,기존숙박군,37.56224445,127.00925002,74.0,25.4
0.1766,1.7060041108251514,0.7,69.6,23,1971,24,12389.0,기존숙박군,37.55974994,126.98437425,131.4,72.7
0.1036,1.0712813949511384,0.35,0.0,1,2022,1,3058.79,기존숙박군,37.51813948,126.89979707,2240.0,34.6
0.1408,2.6556884490078847,0.12,0.0,0,1996,1,1060.71,기존숙박군,37.55587082,126.98398358,160.4,120.4
0.1222,0.6040471857738994,0.7,73.1,26,2009,6,2309.3,기존숙박군,37.55853987,126.98364445,246.0,41.5
0.1766,1.9467034850747087,0.12,0.0,0,1971,4,518.75,기존숙박군,37.55561992,126.97951078,5049.4,54.1
0.4676,1.4914374618404542,0.12,100.0,1,1963,3,279.44,기존숙박군,37.55634977,126.98417952,348.6,79.4
0.8826,0.6931471805599453,0.7,0.0,0,1965,3,265.32,기존숙박군,37.55791929,126.99041464,576.4,143.2
0.1823,2.9831534913471307,1.0,0.0,1,1967,6,515.0,기존숙박군,37.55191393,126.97303124,1039.0,46.3
0.4553,1.1661704396794008,1.0,81.8,44,1970,2,172.99,기존숙박군,37.56201847,127.01763004,50.4,12.2
0.1265,1.4253757111623615,0.85,71.4,14,2006,1,29989.66,기존숙박군,37.56252165,127.00761742,6100.2,19.8
0.148,2.7322644592228045,0.08,75.0,12,1991,9,991.7,기존숙박군,37.56100128,126.9869874,242.2,47.4
0.1794,0.4364612084771284,1.0,45.5,11,1969,1,3892.52,기존숙박군,37.55802548,126.978654,6439.4,20.4
0.1823,1.852753981930897,0.12,66.7,9,1967,4,414.76,기존숙박군,37.55766837,126.98642023,98.0,61.6
0.1665,0.6931471805599453,0.45,64.0,25,1978,4,732.96,기존숙박군,37.56077584,126.99588185,613.4,26.7
0.1766,0.9319746537767092,0.18,53.3,15,1971,4,375.76,기존숙박군,37.55465607,126.96700473,887.8,31.5
0.2496,0.3869215303959953,0.7,72.7,44,2012,1,1195.2,기존숙박군,37.55915651,126.9860126,86.8,20.7
0.1194,0.0187798946515963,0.85,50.0,12,2011,1,2899.73,기존숙박군,37.55988314,126.99827249,915.2,30.1
0.1536,0.249563114348171,0.7,65.8,38,1987,13,9737.27,기존숙박군,37.55926496,126.98571174,104.0,30.5
0.158,0.3092034534461402,0.85,88.9,18,1984,1,437.2,기존숙박군,37.56365324,127.01788147,1177.6,25.8
0.198,1.678860798978205,0.7,57.7,26,1956,1,1039.75,기존숙박군,37.56016528,126.98438675,113.6,26.8
0.1251,0.6931471805599453,0.35,75.0,32,2007,24,18305.52,기존숙박군,37.56342608,126.995507,3417.4,32.4
0.1279,2.0512029576140245,0.85,60.0,20,2005,1,11546.441,기존숙박군,37.56110121,126.99995412,1952.0,37.7
0.2912,1.1947195988454529,0.55,65.2,23,1986,4,1100.87,기존숙박군,37.56318521,127.01511594,2520.2,2.8
0.1794,0.1582240052148941,0.55,50.0,4,1969,3,328.43,기존숙박군,37.55841902,127.00488966,393.2,86.8
0.1523,0.9088557533866368,0.7,58.3,24,1988,8,409.0,기존숙박군,37.56206664,127.0089649,901.2,49.4
0.1094,0.2297880940328783,0.85,75.6,41,2018,33,27476.0,기존숙박군,37.55715446,126.97870364,6482.8,37.2
0.1208,1.3700338402481105,0.55,0.0,3,2010,1,49938.92,기존숙박군,37.56607323,127.00977497,479.4,77.2
0.1794,0.0327898228229908,0.12,0.0,0,1969,5,1168.0,기존숙박군,37.5553878,126.97899747,104.0,95.2
0.1265,0.182977509588875,0.7,63.2,19,2006,1,2115.48,기존숙박군,37.5590079,126.98461516,63.8,68.7
0.4658,2.0643984033586955,0.12,27.3,11,1964,3,730.88,기존숙박군,37.55549628,126.98012534,5049.4,65.5
0.1122,0.9245514488815216,0.7,0.0,6,2016,25,12964.0,기존숙박군,37.55952462,126.98113677,713.4,55.0
0.1823,1.9250905212729232,1.0,0.0,21,1967,1,605.42,기존숙박군,37.56586745,126.99740093,339.2,94.3
0.1895,2.149959071880011,0.08,88.5,26,1962,7,3146.61,기존숙박군,37.55758838,126.98292431,1818.6,14.1
0.1536,1.2250603659460322,0.85,88.9,27,1987,1,667.4,기존숙박군,37.56215784,127.00619838,14682.8,29.6
0.1094,0.6931471805599453,0.7,0.0,0,2018,16,5464.0,기존숙박군,37.55807414,126.99051213,576.4,136.8
0.1608,2.3460702049337847,0.12,66.7,3,1982,5,609.73,기존숙박군,37.55502777,126.98096527,94.2,92.0
0.1851,0.4054651081081644,0.04,0.0,1,1965,1,403.36,기존숙박군,37.55569993,126.97382596,206.8,18.0
0.1108,0.6931471805599453,0.25,48.0,25,2017,22,25608.105,기존숙박군,37.5615963,126.99013673,6216.8,25.1
0.1966,1.697600700028772,0.7,60.9,23,1957,1,1299.41,기존숙박군,37.56031807,126.98482751,113.6,19.1
0.1108,0.3113518165376857,0.18,0.0,3,2017,28,14134.9,기존숙박군,37.55956061,126.97310353,291.6,13.3
0.1766,0.1707607343928786,0.85,100.0,7,1971,1,513.4,기존숙박군,37.55907732,126.97742234,101.2,9.8
0.1136,0.752336051950276,0.08,0.0,3,2015,1,25333.62,기존숙박군,37.56418691,126.9872883,1561.6,63.8
0.2433,0.5287738230852111,1.0,54.5,11,2016,1,910.66,기존숙박군,37.55921985,126.98703045,458.0,19.5
0.457,2.424987074506724,0.7,70.4,27,1969,1,1327.23,기존숙박군,37.56229779,126.99164157,7360.0,0.7
0.4658,0.5335170349680614,0.85,67.9,53,1964,3,232.7,기존숙박군,37.56264071,127.00473451,14701.8,102.2
0.1136,0.6931471805599453,0.04,0.0,1,2015,1,837.71,기존숙박군,37.55578736,126.97367266,206.8,5.6
0.178,0.0686285063890962,0.08,62.5,8,1970,1,577.38,기존숙박군,37.563312,127.00307183,1245.2,28.4
0.1623,0.6294313661738377,0.18,80.0,25,1981,3,479.69,기존숙박군,37.5612303,127.01441469,1777.4,28.1
0.1837,1.837546078156073,0.7,81.2,16,1966,1,1148.81,기존숙박군,37.559348,126.98392801,8886.0,58.1
0.1837,1.5262653117516365,1.0,0.0,15,1966,7,1716.5,기존숙박군,37.56588733,126.99772725,53.6,75.2
0.5187,0.2106520634201805,0.85,100.0,13,1934,4,546.47,기존숙박군,37.55942482,126.9770407,233.6,20.9
0.1851,0.4763394476948214,0.7,62.5,32,1965,4,312.04,기존숙박군,37.55416332,126.97684616,987.6,89.3
0.4729,1.0630408228832422,0.7,70.0,50,1960,3,250.41,기존숙박군,37.55972529,127.01406465,639.8,30.3
0.1623,0.1504039538256495,1.0,70.6,51,1981,1,1829.68,기존숙박군,37.56327507,126.99232107,2032.4,33.3
0.1823,0.481258947477698,0.12,0.0,4,1967,8,1243.0,기존숙박군,37.55926806,126.98767512,531.2,66.9
0.1623,0.1504039538256495,1.0,70.6,51,1981,5,1829.68,기존숙박군,37.56327507,126.99232107,2032.4,33.3
0.1794,0.7324865951199776,1.0,72.5,51,1969,3,360.34,기존숙박군,37.56120906,127.01384225,701.0,16.0
0.1422,0.3039956479433046,0.7,0.0,2,1995,6,306.0,기존숙박군,37.55888617,126.99138527,8068.4,52.6
0.4835,0.8037359405823017,0.85,85.0,20,1954,3,337.79,기존숙박군,37.55703059,127.0123014,2703.0,44.2
0.1808,3.128782781341163,0.08,71.4,7,1968,3,244.78,기존숙박군,37.55896433,127.00469018,392.8,35.7
0.4113,0.9775104990228042,1.0,66.7,24,1995,2,145.78,기존숙박군,37.56537071,126.99607023,146.6,31.2
0.1222,0.4694685360375698,1.0,77.9,77,2009,1,1496.86,기존숙박군,37.56761121,127.02206549,8045.2,54.2
0.9481,0.6307568879606638,1.0,87.5,40,1936,1,42.98,기존숙박군,37.56123239,127.01322119,1755.6,19.8
0.1837,0.7131079231224834,0.55,75.9,29,1966,3,518.71,기존숙박군,37.55293219,127.01001889,352.4,35.7
0.115,0.7390842757469709,0.85,75.9,29,2014,21,8243.76,기존숙박군,37.56144741,127.00129028,4785.6,4.1
0.1623,0.0988458346366326,0.7,40.0,5,1981,4,679.0,기존숙박군,37.55978163,126.99392829,583.2,70.7
0.4729,0.7876789482855258,1.0,86.7,45,1960,2,196.94,기존숙박군,37.5634477,127.02217864,15783.2,24.5
0.148,1.200688729124746,0.85,85.7,42,1991,1,435.9,기존숙박군,37.5626401,127.00609161,14690.4,54.0
0.4712,0.1235334827848212,0.08,50.0,4,1961,6,4665.56,기존숙박군,37.56313439,127.00255779,1245.2,56.4
0.1122,0.5931547759524908,0.85,80.5,41,2016,24,8176.0,기존숙박군,37.563663,127.00109712,43.2,25.6
0.1766,0.741349282377823,1.0,74.1,54,1971,5,408.1,기존숙박군,37.56126348,127.01379887,94.2,16.2
0.1623,1.0968233794253852,0.08,53.3,45,1981,11,27504.55,기존숙박군,37.56206173,126.99491248,14883.0,23.0
0.4553,2.824122372354964,0.08,50.0,6,1970,7,1102.4,기존숙박군,37.5588474,127.00492806,392.8,39.2
0.4606,2.991878704238001,0.08,60.0,5,1967,3,209.3,기존숙박군,37.55893603,127.00439178,392.8,58.6
0.158,0.4252118710429988,0.45,56.0,25,1984,10,970.95,기존숙박군,37.56243879,127.00128199,3904.0,26.7
0.8939,2.3494902424677067,0.25,70.0,20,1960,3,212.66,기존숙박군,37.55485434,126.97697518,40.6,92.0
0.1094,0.0171678036223654,0.45,25.0,12,2018,17,6004.9,기존숙박군,37.55917934,126.99423899,513.0,117.6
0.1422,2.1351521486938414,0.85,73.1,26,1995,24,7111.91,기존숙박군,37.56217058,126.98426358,10508.0,34.8
0.4553,1.3132053321324626,1.0,62.5,24,1970,3,296.03,기존숙박군,37.56530472,126.99629939,146.6,40.2
0.4535,0.9499352224000002,0.25,71.4,42,1971,4,856.36,기존숙박군,37.56416937,126.99421889,333.8,10.8
0.1723,0.1135238262969872,1.0,71.2,59,1974,5,719.95,기존숙박군,37.56295774,127.00508168,14662.8,88.8
0.4588,1.6436532522483125,0.7,33.3,33,1968,3,256.95,기존숙박군,37.56691122,127.01772561,2896.6,53.0
0.188,1.5089358889048945,0.7,0.0,4,1963,5,983.26,기존숙박군,37.55962839,126.98981774,2898.0,90.1
0.4623,0.0471467784257019,0.85,100.0,4,1966,4,297.52,기존숙박군,37.55959687,126.97757678,984.8,45.1
0.1208,0.6364518368834,1.0,40.0,10,2010,1,1147.31,기존숙박군,37.55899863,126.98717219,458.0,47.1
0.4289,1.8886092952179727,0.7,0.0,4,1985,1,368.97,기존숙박군,37.55419408,126.97581133,71.4,44.3
0.887,1.0847712372562384,0.35,45.5,22,1963,1,164.6,기존숙박군,37.55551958,126.96756962,5001.8,47.5
0.1065,2.317323114417562,0.08,0.0,3,2020,2,881.81,기존숙박군,37.56419834,127.00571009,162.4,65.2
0.1436,1.2088787830947905,0.85,92.0,50,1994,6,946.89,기존숙박군,37.56223745,127.0057924,14610.0,8.4
0.2464,0.3404015147611025,0.7,70.2,47,2014,1,1472.47,기존숙박군,37.55916111,126.98612411,449.4,28.4
0.1565,1.2717782346088555,0.7,75.6,45,1985,7,915.24,기존숙박군,37.56274334,126.99084196,5343.4,14.6
0.1851,0.3794896217049037,0.45,56.5,23,1965,1,931.63,기존숙박군,37.56233361,127.00129083,3886.2,22.9
0.4623,0.492294319144107,0.7,41.2,17,1966,1,4178.4,기존숙박군,37.55824724,126.98265646,1811.4,44.3
0.1823,0.6046684518763659,1.0,71.4,42,1967,3,127.65,기존숙박군,37.56099285,127.01364236,9054.2,37.3
0.1565,0.6879433526849182,0.85,85.7,49,1985,10,2795.38,기존숙박군,37.56347491,127.00124884,43.2,22.9
0.1523,2.1800528946701934,0.18,82.6,23,1988,2,323.92,기존숙박군,37.55695173,127.01174672,24362.4,22.6
0.1594,1.2550644654836474,0.85,88.2,17,1983,1,1092.3,기존숙박군,37.55290824,127.00958362,123.2,34.5
0.5135,0.6519891080664377,0.18,63.6,11,1937,1,281.77,기존숙박군,37.55482988,127.01061316,6255.2,33.6
0.138,2.05513095217922,0.18,42.9,7,1998,1,49566.03,기존숙박군,37.56557232,127.00752233,764.2,31.2
0.9074,1.7435739609270906,0.7,80.6,31,1954,1,77.49,기존숙박군,37.56247269,127.01813039,984.4,35.7
0.1208,0.7034388665964929,0.25,73.7,19,2010,1,2090.92,기존숙박군,37.55874491,126.97690947,18606.8,16.5
0.9051,0.2923075921736728,1.0,85.7,14,1955,2,79.33,기존숙박군,37.56373275,127.01793959,1177.6,35.9
0.1194,1.865801301628454,0.12,20.0,5,2011,2,113221.92,기존숙박군,37.55494665,126.98150043,424.2,138.6
0.1365,0.4126853560816514,0.85,50.0,14,1999,1,2442.13,기존숙박군,37.56201257,126.98374891,10504.0,25.8
0.1808,0.0354743881936598,0.12,0.0,2,1968,4,1186.44,기존숙박군,37.55382358,126.9816432,1379.6,191.6
0.1565,0.0269558099885282,1.0,76.3,59,1985,4,302.9,기존숙박군,37.56307809,127.00509552,14662.8,77.5
0.4729,0.923856972257471,1.0,66.1,56,1960,3,143.22,기존숙박군,37.55375612,126.96695207,3268.0,54.6
0.4623,0.653926467406664,0.55,0.0,2,1966,1,248.24,기존숙박군,37.55828977,127.00446742,337.4,64.9
0.178,0.2939912416450456,1.0,54.0,63,1970,3,168.72,기존숙박군,37.55327049,126.96698776,6034.0,76.2
0.4712,0.8838873078194958,1.0,77.1,35,1961,1,95.87,기존숙박군,37.56219798,127.00943195,74.0,8.8
0.1,0.0160003413464411,0.7,20.0,10,2026,5,1619.77,기존숙박군,37.54633403,127.00640486,2875.6,80.4
0.178,0.0660664053156243,0.04,50.0,2,1970,1,461.82,기존숙박군,37.55975714,126.9913741,7746.8,39.0
0.1794,1.1212633137050063,0.18,71.4,28,1969,3,384.85,기존숙박군,37.55608254,126.96801535,4934.8,37.9
0.1851,0.6486954179891113,0.12,80.0,35,1965,3,268.77,기존숙박군,37.55707965,126.98518562,339.8,71.3
0.178,0.6879792104015028,0.18,63.6,11,1970,3,358.87,기존숙박군,37.55548515,126.96816194,4941.4,40.8
0.1551,0.2532146663823953,0.55,98.4,61,1986,5,461.92,기존숙박군,37.56381135,127.02108122,15930.2,21.7
0.1808,1.289667525430819,0.7,85.7,7,1968,3,625.06,기존숙박군,37.55676546,126.98412427,377.4,37.0
0.4606,0.6931471805599453,0.85,73.7,57,1967,1,799.2,기존숙박군,37.56253871,127.00530436,14682.6,55.3
0.24,1.1524369386818898,0.7,58.8,17,2018,1,2035.63,기존숙박군,37.55987957,126.98517715,18152.4,28.0
0.138,0.934699481284225,0.85,89.1,46,1998,1,475.43,기존숙박군,37.56136225,127.00447519,9548.0,70.3
0.232,0.9759472254144178,1.0,70.6,17,2023,1,31912.17,기존숙박군,37.55989789,126.99284192,8097.6,50.1
0.1011,0.6931471805599453,0.85,65.9,41,2024,20,36006.0656,기존숙박군,37.56484325,126.99338869,97.8,9.0
0.1011,0.2351197423609254,1.0,78.3,60,2024,1,27342.7712,기존숙박군,37.56484712,126.99424607,31575.2,22.7
0.1637,0.9460327010728926,0.85,100.0,17,1980,1,974.92,기존숙박군,37.53723689,126.99088565,473.2,81.7
0.3342,2.497406812552232,0.45,100.0,5,1959,2,122.84,기존숙박군,37.53200884,126.9906821,263.2,44.8
0.4535,0.3035651186247839,1.0,80.0,30,1971,4,350.12,기존숙박군,37.55085442,126.96620306,4039.0,68.7
0.457,0.415221283053529,0.85,61.3,31,1969,1,285.07,기존숙박군,37.54166996,126.9694399,4505.8,42.5
0.4588,0.0939657924183314,1.0,55.8,95,1968,1,264.54,기존숙박군,37.55143152,126.96613145,6906.0,45.3
0.1523,0.0344861760711693,0.04,0.0,3,1988,1,598.88,기존숙박군,37.52128153,126.9613988,12577.4,48.1
0.1136,0.6371529112053704,0.04,83.3,12,2015,37,91298.84,기존숙박군,37.54811198,126.97199695,43.4,48.0
0.4359,0.4028369857018948,0.04,33.3,6,1981,1,698.68,기존숙박군,37.52804337,126.96665847,358.0,33.9
0.1995,1.4016924412310123,0.12,33.3,3,1955,1,1529.2,기존숙박군,37.53343113,126.96113216,3009.0,27.5
0.9029,4.751906689025251,1.0,72.4,58,1956,1,143.18,기존숙박군,37.54626035,126.96964459,2167.2,49.2
0.4606,0.5985312041850962,0.18,60.0,5,1967,1,243.47,기존숙박군,37.54187455,126.97268968,1893.2,48.5
0.1222,0.017241806434506,0.04,0.0,0,2009,3,178.07,기존숙박군,37.51842522,126.95939349,12577.4,336.8
0.8916,0.7774883289936961,1.0,80.6,31,1961,1,134.825,기존숙박군,37.54972353,126.9757675,33.2,24.5
0.4588,2.477013948989091,1.0,86.2,29,1968,1,154.66,기존숙박군,37.531191,126.99580125,103.0,60.8
0.4606,1.6380670635484074,1.0,37.5,40,1967,1,222.66,기존숙박군,37.55051278,126.97419464,478.6,33.6
0.9616,1.0751920144600111,0.04,0.0,5,1930,1,281.0,기존숙박군,37.54136675,126.97255382,1824.8,20.0
0.4712,0.9756073090305746,0.04,0.0,5,1961,1,173.68,기존숙박군,37.54125605,126.97262245,310.0,17.8
0.4658,0.8359179367244411,1.0,55.9,34,1964,1,241.38,기존숙박군,37.55022009,126.9753306,38.8,35.9
0.1794,0.366200389586221,1.0,82.8,29,1969,1,356.69,기존숙박군,37.54921254,126.97332097,143.8,18.7
0.1265,0.6931471805599453,1.0,0.0,9,2006,15,3348.38,기존숙박군,37.53766021,126.97140829,39.8,85.3
0.457,0.083381608939051,0.55,18.8,16,1969,1,160.98,기존숙박군,37.5314273,126.97404309,60.0,85.8
0.8984,1.420195912795572,0.12,50.0,4,1958,1,351.41,기존숙박군,37.5333324,126.96078823,3023.4,5.0
0.4606,0.1126731625041128,0.04,68.8,16,1967,1,289.76,기존숙박군,37.54337721,126.97172577,1559.8,33.3
0.8736,0.0540672212702757,0.04,0.0,3,1969,2,102.48,기존숙박군,37.53912265,126.97260274,216.2,37.3
0.1509,0.0116280379951191,0.04,0.0,2,1989,1,615.75,기존숙박군,37.52142243,126.96156796,12577.4,59.6
0.1766,0.0158733491562901,1.0,75.0,8,1971,1,384.55,기존숙박군,37.54449245,126.98044656,3098.8,52.7
0.4623,0.0186921330121525,0.85,0.0,3,1966,2,157.01,기존숙박군,37.52919726,126.99619337,558.4,120.3
0.1737,0.1765578520772045,0.55,0.0,0,1973,1,236.57,기존숙박군,37.53217553,126.96233525,69.6,29.6
0.4588,0.5465437063680699,0.08,14.3,7,1968,3,299.93,기존숙박군,37.52380562,127.00131818,643.2,66.7
0.4782,3.7692179760182944,0.85,95.0,40,1957,1,126.42,기존숙박군,37.54393815,126.96888549,164.8,55.6
0.8803,0.686178511243852,0.18,66.7,6,1966,1,151.94,기존숙박군,37.54191116,126.97260153,1711.4,48.5
0.4694,0.0,0.85,60.0,5,1962,4,178.01,기존숙박군,37.52867881,126.99570375,121.6,80.3
0.457,0.2428869386589489,0.12,0.0,6,1969,2,158.44,기존숙박군,37.53199358,126.9571601,287.8,54.0
0.8984,1.1416958748044217,0.45,44.8,29,1958,1,46.02,기존숙박군,37.53110489,126.99367808,37.6,83.7
0.8961,0.7022796641232177,0.12,0.0,4,1959,1,266.71,기존숙박군,37.54016648,126.97142658,221.2,91.4
0.48,1.882659498554827,0.55,58.3,24,1956,1,119.0,기존숙박군,37.55029277,126.97343473,512.8,41.1
0.1608,0.0,0.04,0.0,0,1982,1,709.4,기존숙박군,37.51836719,126.99525491,88.8,126.8
0.4623,0.6606239888543853,0.25,72.2,18,1966,1,188.43,기존숙박군,37.55193238,126.9765224,1192.8,37.9
0.1895,0.2286330435989812,1.0,94.1,17,1962,1,331.66,기존숙박군,37.54281046,126.971993,1548.8,10.9
0.4641,0.7830421846764933,1.0,44.0,50,1965,1,230.09,기존숙박군,37.55044744,126.97455914,373.6,25.3
0.4729,2.0386023577929224,0.55,42.9,28,1960,1,167.21,기존숙박군,37.55041744,126.97370561,521.4,31.1
0.4729,1.7380894310185606,0.55,43.3,30,1960,1,79.8,기존숙박군,37.55028632,126.97373284,11042.0,30.4
0.4729,1.7369279907021702,1.0,46.2,39,1960,1,52.89,기존숙박군,37.55032361,126.97386684,521.4,20.9
0.4712,1.650814208746273,0.55,46.2,39,1961,1,101.48,기존숙박군,37.55026667,126.97385359,10947.6,19.6
0.8984,1.756491330390597,1.0,44.8,29,1958,1,74.91,기존숙박군,37.5502854,126.97368101,11042.0,34.8
0.42,0.0231224174208542,0.04,0.0,2,1990,1,480.46,기존숙박군,37.52136614,126.96147415,12577.4,54.8
0.45,3.3004558118606235,0.55,12.5,8,1973,1,146.81,기존숙박군,37.54594785,127.06311791,1523.0,48.1
