구조노후도,단속위험도,도로폭위험도,집중도,주변건물수,승인연도,총층수,연면적,업종그룹,위도,경도,Y_평균재산피해액,Y_최근접거리m
0.1094,0.0158733491562901,0.04,9.1,11,2018,6,44.0,외국인관광도시민박업,37.54834791,126.86938371,1126.4,68.4
0.4412,0.7384037721480662,0.45,91.7,24,1978,3,70.0,외국인관광도시민박업,37.55293291,126.85383627,3306.2,35.2
0.413,0.0195128142235817,0.04,0.0,1,1994,3,48.0,외국인관광도시민박업,37.55381292,126.81020384,430.0,99.4
0.1094,0.4507216996962852,1.0,73.3,15,2018,10,68.0,외국인관광도시민박업,37.56965891,126.82245237,2064.8,52.7
0.1322,1.0400181244020568,0.45,36.4,11,2002,3,57.0,외국인관광도시민박업,37.56198222,126.80862207,8246.6,24.1
0.4165,0.7348198769605133,0.04,100.0,25,1992,3,43.0,외국인관광도시민박업,37.54275653,126.83473297,444.0,52.2
0.4447,0.6931471805599453,1.0,65.7,35,1976,2,80.0,외국인관광도시민박업,37.56298643,126.81020248,13.0,12.1
0.1108,0.0,0.85,33.3,3,2017,5,64.0,외국인관광도시민박업,37.55264571,126.85630651,2895.2,100.8
0.4183,0.9289758914014709,0.04,33.3,9,1991,4,53.0,외국인관광도시민박업,37.52957349,126.8594079,50.6,42.3
0.4324,0.2740426793584621,0.85,85.7,35,1983,2,64.0,외국인관광도시민박업,37.55696025,126.81138218,640.0,40.8
0.1408,0.041672696400568,1.0,100.0,20,1996,4,57.0,외국인관광도시민박업,37.53407531,126.84471264,129.2,12.8
0.42,0.7845813865195772,0.85,67.7,31,1990,3,65.0,외국인관광도시민박업,37.53195541,126.84782413,92.8,50.0
0.4307,0.0183491386681965,0.85,0.0,0,1984,3,56.0,외국인관광도시민박업,37.55325852,126.85581298,2565.6,125.5
0.4113,0.1929036661244915,1.0,88.9,27,1995,4,41.0,외국인관광도시민박업,37.53796787,126.83890536,421.8,42.0
0.1337,0.0708260525686124,0.18,0.0,4,2001,5,56.0,외국인관광도시민박업,37.56869584,126.83964888,225.8,26.0
0.413,0.0,0.45,97.0,33,1994,4,102.0,외국인관광도시민박업,37.52807793,126.83727249,130.2,205.6
0.413,0.891351783526903,0.85,85.2,27,1994,4,30.0,외국인관광도시민박업,37.55692417,126.812028,861.2,18.0
0.148,0.256719846847814,0.85,100.0,37,1991,4,100.0,외국인관광도시민박업,37.56498705,126.81400396,137.6,17.8
0.4254,0.0961438605529022,0.45,0.0,4,1987,3,51.0,외국인관광도시민박업,37.56917783,126.83840511,640.2,100.8
0.4377,0.0,0.7,0.0,0,1980,2,83.0,외국인관광도시민박업,37.5840424,126.80158516,432.2,224.0
0.45,0.5065612249795332,1.0,93.5,31,1973,2,73.0,외국인관광도시민박업,37.5393807,126.837677,585.2,22.0
0.4658,0.0,0.85,0.0,2,1964,4,57.0,외국인관광도시민박업,37.55276631,126.8564116,2883.2,116.0
0.1322,0.0,0.04,40.0,5,2002,16,139.0,외국인관광도시민박업,37.55298103,126.8595117,9961.4,77.7
0.4165,0.6716409753389817,0.7,92.9,28,1992,3,33.0,외국인관광도시민박업,37.53343959,126.84810812,29.0,38.9
0.4236,0.9701339638949784,1.0,68.4,19,1988,3,34.0,외국인관광도시민박업,37.54256084,126.84172315,2676.0,19.8
0.4165,0.0,0.04,83.3,6,1992,4,48.0,외국인관광도시민박업,37.54714287,126.86783013,1105.4,242.6
0.4395,1.105158956894424,1.0,100.0,24,1979,3,56.0,외국인관광도시민박업,37.55791795,126.81136961,640.2,60.9
0.1422,0.4889668299534916,0.85,52.6,19,1995,5,51.0,외국인관광도시민박업,37.55121011,126.83702219,509.0,104.7
0.4218,0.4644463441808693,0.85,93.9,33,1989,3,31.0,외국인관광도시민박업,37.5576118,126.81237318,274.0,40.1
0.1011,0.0,0.12,0.0,1,2024,6,551.21,외국인관광도시민박업,37.55659423,126.8083139,2224.0,58.0
0.1036,0.0,0.45,85.2,27,2022,6,44.0,외국인관광도시민박업,37.5298184,126.83670072,361.8,166.9
0.105,0.0210534091978323,0.45,100.0,27,2021,5,49.0,외국인관광도시민박업,37.52782705,126.83810791,106.2,142.8
0.1394,0.5186764982417295,1.0,97.4,38,1997,4,526.8,외국인관광도시민박업,37.55901235,126.81219223,307.0,34.0
0.1451,0.0816780310142671,0.7,57.1,7,1993,5,65.0,외국인관광도시민박업,37.5372785,126.84424621,67.4,109.7
0.1322,0.643136759985284,0.85,97.3,37,2002,4,315.6,외국인관광도시민박업,37.56575535,126.81377941,314.0,25.6
0.105,0.0,0.04,0.0,2,2021,4,72.0,외국인관광도시민박업,37.55270133,126.85821655,3480.8,183.7
0.1394,0.0,0.04,80.0,5,1997,5,61.0,외국인관광도시민박업,37.54736153,126.86808742,1105.4,210.6
0.4218,0.9289758914014709,1.0,100.0,22,1989,3,82.0,외국인관광도시민박업,37.530948,126.84108697,8138.0,36.4
0.4218,0.0,0.04,95.2,21,1989,4,37.0,외국인관광도시민박업,37.52736614,126.86141654,39.4,312.1
0.4218,0.0,0.12,66.7,12,1989,3,69.0,외국인관광도시민박업,37.54931594,126.86429552,1602.8,82.8
0.1011,0.3087354816496133,0.04,62.5,16,2024,5,34.0,외국인관광도시민박업,37.5287975,126.85277339,2136.4,31.4
0.4236,0.0,0.04,92.0,25,1988,4,52.0,외국인관광도시민박업,37.52551906,126.84447091,551.8,235.4
0.4165,0.5443015529623803,1.0,95.0,20,1992,5,46.0,외국인관광도시민박업,37.53545237,126.84166195,68.4,74.3
0.1451,1.5439233053234738,0.45,85.0,20,1993,16,18.0,외국인관광도시민박업,37.56762493,126.81352388,472.6,42.5
0.1465,1.1468143904859875,1.0,92.6,27,1992,15,15.0,외국인관광도시민박업,37.55459497,126.85957068,5813.4,26.2
0.4324,0.0,0.85,0.0,7,1983,2,99.0,외국인관광도시민박업,37.57626056,126.80049671,140.6,167.6
0.1122,0.0183491386681965,0.04,0.0,3,2016,6,20.0,외국인관광도시민박업,37.55227847,126.85876146,3525.0,125.1
0.4095,0.0930904230660119,0.85,92.9,14,1996,3,179.74,외국인관광도시민박업,37.56993891,126.80975676,354.4,49.7
0.1394,0.0240975515790605,1.0,92.9,42,1997,3,40.0,외국인관광도시민박업,37.56597516,126.80986873,1221.0,76.8
0.1337,0.0210534091978323,0.12,100.0,1,2001,4,55.0,외국인관광도시민박업,37.53609871,126.84446311,818.8,42.6
0.1337,0.0618754037180874,1.0,95.7,23,2001,5,59.0,외국인관광도시민박업,37.53136306,126.84299363,215.8,33.7
0.1079,0.0098040000966208,0.04,0.0,0,2019,6,40.0,외국인관광도시민박업,37.55607372,126.81018481,2320.0,145.7
0.115,1.1737329191362178,0.25,100.0,24,2014,6,18.0,외국인관광도시민박업,37.53025651,126.84915527,147.8,22.6
0.1394,1.167132235104866,1.0,90.9,33,1997,4,67.0,외국인관광도시민박업,37.53877684,126.84538882,26.2,53.7
0.1308,0.5975906649987398,0.85,84.4,32,2003,7,2666.04,외국인관광도시민박업,37.55744321,126.81019144,589.4,35.2
0.2464,0.0,1.0,95.1,41,2014,5,446.03,외국인관광도시민박업,37.56599278,126.80922156,200.2,54.4
0.1308,0.6348290101388586,0.04,100.0,3,2003,3,40.0,외국인관광도시민박업,37.5564618,126.81033092,2288.6,131.6
0.1079,2.3004551667362207,1.0,75.0,28,2019,6,30.0,외국인관광도시민박업,37.52895832,126.83947412,5096.2,64.9
0.1337,0.2533144289475731,0.85,87.5,16,2001,4,36.0,외국인관광도시민박업,37.55150336,126.83540426,181.6,70.4
0.1036,0.3322409186014503,0.04,0.0,0,2022,6,335.14,외국인관광도시민박업,37.55197601,126.81606209,4511.4,102.0
0.1036,0.4418327522790392,0.85,96.2,26,2022,4,66.0,외국인관광도시민박업,37.55100642,126.86207553,349.0,22.9
0.1465,0.0,1.0,25.0,4,1992,4,57.0,외국인관광도시민박업,37.54773545,126.83245197,4698.0,57.9
0.1036,0.5686930060865394,0.85,93.8,32,2022,6,23.0,외국인관광도시민박업,37.54526889,126.84933816,55.4,60.0
0.1436,0.590493026499862,0.18,50.0,2,1994,13,12916.64,외국인관광도시민박업,37.57800431,126.81175896,402.0,54.8
0.1365,0.0137933221323358,0.7,25.0,4,1999,15,115.0,외국인관광도시민박업,37.57298497,126.83705281,423.6,149.6
0.1094,0.1929036661244915,0.55,92.9,28,2018,7,17.0,외국인관광도시민박업,37.53152766,126.84036272,8156.6,39.9
0.1337,1.0326543208763124,1.0,92.9,14,2001,5,41.0,외국인관광도시민박업,37.54322275,126.84327582,135.0,22.0
0.1394,1.025049721491093,0.25,75.0,24,1997,4,36.0,외국인관광도시민박업,37.53000695,126.86045249,25.2,65.1
0.1065,0.9309968792638504,1.0,92.9,28,2020,4,36.0,외국인관광도시민박업,37.53400674,126.86053431,1988.8,18.5
0.1322,0.0,0.45,0.0,1,2002,5,50.0,외국인관광도시민박업,37.55205856,126.818436,5240.0,189.6
0.105,0.7205461547480597,0.45,80.0,20,2021,4,47.0,외국인관광도시민박업,37.54988505,126.8632009,1543.6,25.5
0.1394,3.035362068324759,0.08,70.0,10,1997,4,49.0,외국인관광도시민박업,37.541487,126.83883889,56.8,55.7
0.1308,0.0,0.04,0.0,10,2003,4,68.0,외국인관광도시민박업,37.55579463,126.8091062,2224.0,87.6
0.4236,0.0386521544342791,0.12,0.0,3,1988,3,80.0,외국인관광도시민박업,37.55246778,126.81324823,3416.4,37.6
0.1136,0.0,0.85,0.0,1,2015,3,50.0,외국인관광도시민박업,37.57627585,126.79955228,86.0,226.3
0.1408,0.7052685410922901,1.0,93.1,29,1996,6,56.0,외국인관광도시민박업,37.5695928,126.81207415,350.0,35.1
0.1293,1.2618401866464846,0.35,0.0,4,2004,4,103.0,외국인관광도시민박업,37.55093993,126.85140404,49.4,57.4
0.1394,0.5787368293822011,0.85,44.4,18,1997,5,36.0,외국인관광도시민박업,37.55137651,126.83698207,509.0,113.9
0.1079,0.5925036547802578,1.0,61.3,31,2019,4,37.0,외국인관광도시민박업,37.54176816,126.84198913,2683.8,18.2
0.115,1.2685113254635072,0.12,88.9,9,2014,5,76.0,외국인관광도시민박업,37.54933962,126.86374566,1602.8,34.2
0.1237,0.8860508466844368,1.0,100.0,27,2008,5,34.0,외국인관광도시민박업,37.53873628,126.84776428,36.8,22.6
0.1365,1.3755990720031428,0.25,47.6,21,1999,5,66.0,외국인관광도시민박업,37.53049314,126.84675467,124.0,29.5
0.1408,1.622123071961416,0.85,93.9,33,1996,4,35.0,외국인관광도시민박업,37.53483932,126.84746726,392.4,19.9
0.1293,0.0,0.04,93.8,16,2004,8,85.0,외국인관광도시민박업,37.52754144,126.85925797,71.0,259.1
0.1351,0.0266682470821613,0.85,85.7,7,2000,5,62.0,외국인관광도시민박업,37.55155149,126.83906045,445.0,44.9
0.42,0.0195128142235817,0.04,33.3,3,1990,3,30.0,외국인관광도시민박업,37.55422875,126.81068663,3272.2,140.8
0.4465,1.0313600616589422,1.0,60.4,48,1975,1,68.0,외국인관광도시민박업,37.56430943,126.81052498,164.6,33.5
0.4324,0.0,0.85,0.0,6,1983,2,130.69,외국인관광도시민박업,37.57692174,126.79978871,189.4,173.3
0.138,0.9270698661289822,0.04,0.0,0,1998,5,98.0,외국인관광도시민박업,37.55265579,126.8166372,6061.2,79.8
0.5574,0.4552557726111799,0.85,71.4,7,1989,4,63.0,외국인관광도시민박업,37.55446676,126.84093086,110.2,70.0
0.4289,0.0706175672139533,0.85,84.0,50,1985,3,44.0,외국인관광도시민박업,37.56444657,126.81426873,137.6,82.2
0.5708,0.5887871652357025,0.85,50.0,20,1982,4,59.0,외국인관광도시민박업,37.55157537,126.83703698,554.0,104.5
0.1036,0.0,0.7,95.0,20,2022,6,37.0,외국인관광도시민박업,37.54097548,126.83259654,66.0,137.8
0.4042,0.0,0.04,7.1,14,1999,3,44.0,외국인관광도시민박업,37.55435617,126.81177149,3383.0,44.0
0.1237,2.763236616669501,0.25,91.7,12,2008,5,50.0,외국인관광도시민박업,37.52852779,126.84363309,384.0,38.1
0.1079,1.0096648026516135,1.0,82.4,17,2019,5,29.0,외국인관광도시민박업,37.52995082,126.8446145,310.2,33.6
0.1194,0.8226812327518476,0.85,85.7,14,2011,5,40.0,외국인관광도시민박업,37.54935107,126.84687287,2236.0,26.0
0.1351,0.8584946183691279,0.04,0.0,2,2000,6,87.0,외국인관광도시민박업,37.5526725,126.81713059,6061.2,111.1
0.105,1.2124474313169082,1.0,92.9,28,2021,4,33.0,외국인관광도시민박업,37.54607088,126.85137458,280.4,49.8
0.1322,0.0,0.04,0.0,0,2002,5,55.0,외국인관광도시민박업,37.55101942,126.81670052,4511.4,80.7
0.1094,0.150282203049338,0.45,80.0,10,2018,9,49.0,외국인관광도시민박업,37.55272323,126.83614648,5237.6,28.9
0.1136,0.0706175672139533,0.04,0.0,0,2015,6,27.0,외국인관광도시민박업,37.56466815,126.8064238,819.0,42.3
0.1394,0.0183491386681965,1.0,0.0,4,1997,4,50.0,외국인관광도시민박업,37.55259612,126.8588205,9867.2,151.4
0.1322,0.0,0.85,0.0,0,2002,4,77.0,외국인관광도시민박업,37.55583703,126.84481832,104.4,106.3
0.1394,0.4403118394383326,0.08,94.4,18,1997,3,40.0,외국인관광도시민박업,37.54071243,126.8361979,373.2,9.1
0.1237,0.6271892127681479,1.0,100.0,28,2008,5,62.0,외국인관광도시민박업,37.5332692,126.85360704,1368.2,63.5
0.1337,1.5434799446423029,1.0,95.2,21,2001,4,48.0,외국인관광도시민박업,37.54300421,126.84195175,201.4,70.9
0.1394,0.6384887680220812,1.0,100.0,24,1997,4,49.0,외국인관광도시민박업,37.53992554,126.83681116,276.0,54.6
0.1394,1.8128128784258872,1.0,70.8,24,1997,4,60.0,외국인관광도시민박업,37.54007381,126.83969047,156.8,64.9
0.1136,0.0,0.04,0.0,2,2015,6,30.0,외국인관광도시민박업,37.55716239,126.80824554,1701.6,64.2
0.1308,0.9373441410719874,1.0,95.8,24,2003,4,39.0,외국인관광도시민박업,37.53538056,126.83701841,1033.6,37.8
0.1337,1.5570241697500602,1.0,92.9,14,2001,4,45.0,외국인관광도시민박업,37.54293876,126.84206514,201.4,67.8
0.4236,0.0535842461341063,0.7,60.0,5,1988,3,133.95,외국인관광도시민박업,37.53886159,126.95187651,297.6,89.9
0.1365,1.7157735622501329,0.85,0.0,1,1999,23,85.0,외국인관광도시민박업,37.52670733,126.90430217,11803.2,68.5
0.1766,1.7591832987934422,0.25,0.0,2,1971,14,157.0,외국인관광도시민박업,37.51794347,126.936319,1111.0,19.4
0.1365,1.1014941350429983,0.7,70.0,10,1999,19,60.0,외국인관광도시민박업,37.51294457,126.91770361,4933.6,59.5
0.4412,0.8979415932059586,0.7,95.7,47,1978,3,164.0,외국인관광도시민박업,37.51177423,126.920266,1723.8,22.0
0.4148,0.3352346127008629,0.7,0.0,1,1993,3,49.0,외국인관광도시민박업,37.49699241,126.91055821,847.0,52.3
0.1293,0.4103550934023561,0.25,66.7,3,2004,4,61.0,외국인관광도시민박업,37.52027213,126.89669033,338.8,72.6
0.148,1.2237754316221157,0.85,90.9,44,1991,4,55.0,외국인관광도시민박업,37.52351734,126.89685061,330.0,10.6
0.1036,0.1522936690800455,0.7,0.0,0,2022,5,30.0,외국인관광도시민박업,37.50431016,126.90899133,366.6,109.1
0.1408,1.160389648364353,0.7,50.0,2,1996,4,54.0,외국인관광도시민박업,37.52002329,126.89933442,1339.0,11.1
0.1451,1.0506989329722125,0.7,53.3,15,1993,5,26.0,외국인관광도시민박업,37.53466489,126.89746322,14708.8,12.6
0.4183,0.0,0.08,83.3,6,1991,3,33.0,외국인관광도시민박업,37.49441931,126.91457753,1258.6,295.1
0.5574,2.94996385509841,0.12,100.0,22,1989,4,49.0,외국인관광도시민박업,37.52664465,126.89686776,261.0,34.2
0.4412,0.0,0.85,0.0,5,1978,3,44.0,외국인관광도시민박업,37.50595821,126.92040024,157.4,39.2
0.4148,1.3808684118338934,0.85,59.2,49,1993,3,49.0,외국인관광도시민박업,37.51229516,126.91542044,492.6,15.2
0.4183,0.9528554009693202,1.0,90.5,42,1991,5,58.0,외국인관광도시민박업,37.52275078,126.89655459,393.8,17.4
0.1265,2.298974980769946,0.85,47.1,17,2006,5,63.0,외국인관광도시민박업,37.51792672,126.90698615,734.6,12.2
0.4218,3.6375861597263857,0.18,100.0,29,1989,3,49.0,외국인관광도시민박업,37.50592267,126.9023018,338.8,40.2
0.4535,0.203029187121444,0.7,50.0,2,1971,2,44.0,외국인관광도시민박업,37.49661929,126.9112242,631.6,65.9
0.1322,1.771630701797441,0.7,57.1,7,2002,5,36.0,외국인관광도시민박업,37.52238808,126.88366725,3028.8,15.2
0.8961,0.0361050046421162,0.35,0.0,5,1959,1,25.0,외국인관광도시민박업,37.51946405,126.89612643,2834.4,83.0
0.1251,0.252131088187462,0.12,40.0,5,2007,4,36.0,외국인관광도시민박업,37.5207155,126.89580802,209.6,25.3
0.4218,1.3048013268687078,0.12,71.9,32,1989,3,64.0,외국인관광도시민박업,37.53772987,126.89417014,1180.0,34.4
0.4113,2.5494451709255714,0.7,100.0,2,1995,5,53.0,외국인관광도시민박업,37.53063018,126.90020111,336.8,15.2
0.5554,0.1177830356563834,0.25,25.0,4,1990,5,30.0,외국인관광도시민박업,37.51991684,126.89592424,269.6,103.1
0.1465,0.0640788566845224,0.25,40.0,5,1992,4,54.0,외국인관광도시민박업,37.52047952,126.89610854,347.2,59.3
0.3919,0.5596157879354227,0.18,66.7,3,2006,4,50.0,외국인관광도시민박업,37.50577721,126.90029354,5567.6,43.1
0.42,0.0168071183163812,0.7,100.0,1,1990,3,29.0,외국인관광도시민박업,37.53343206,126.89932036,80.8,106.3
0.1036,0.1177830356563834,0.35,100.0,4,2022,8,28.0,외국인관광도시민박업,37.51921779,126.89735137,1270.4,71.1
0.4606,0.129736321655971,0.08,0.0,3,1967,1,40.0,외국인관광도시민박업,37.49701707,126.91341181,1550.0,20.4
0.4095,2.501435951739211,0.7,100.0,2,1996,3,49.0,외국인관광도시민박업,37.53082118,126.90021787,336.8,6.1
0.1394,0.8209805520698302,0.85,93.3,45,1997,4,45.0,외국인관광도시민박업,37.50963183,126.91315081,100.2,53.0
0.1523,0.736319352425154,0.12,25.0,4,1988,5,64.0,외국인관광도시민박업,37.52065164,126.89905552,1749.0,58.7
0.413,0.6021754023542185,0.7,50.0,6,1994,3,48.0,외국인관광도시민박업,37.52221346,126.8831171,3211.4,12.7
0.413,1.33500106673234,0.85,86.7,15,1994,3,47.0,외국인관광도시민박업,37.51093449,126.90516044,20.6,44.2
0.6971,0.6117212101423798,1.0,100.0,46,1987,4,42.0,외국인관광도시민박업,37.48906457,126.90107284,458.2,24.0
0.4148,1.052219249098399,0.85,93.1,29,1993,3,49.0,외국인관광도시민박업,37.51010354,126.90864067,4761.2,82.8
0.4165,2.1400661634962708,0.85,20.0,5,1992,3,83.0,외국인관광도시민박업,37.50578482,126.89801989,106.4,39.5
0.1422,1.3671350911814126,0.7,72.5,40,1995,6,102.0,외국인관광도시민박업,37.51868022,126.9021933,835.0,20.5
0.1308,1.9347160023121608,0.7,73.0,37,2003,5,55.0,외국인관광도시민박업,37.51407405,126.91493413,200.0,36.8
0.1065,0.0171678036223654,0.7,71.4,7,2020,6,44.0,외국인관광도시민박업,37.50834849,126.91546077,111.4,41.9
0.4183,2.114633683188021,0.7,20.0,15,1991,4,37.0,외국인관광도시민박업,37.53489754,126.89558688,1603.8,67.3
0.1308,4.252060308213856,0.7,40.0,20,2003,3,45.0,외국인관광도시민박업,37.50792055,126.89704264,188.2,29.8
0.4148,1.0699570329077337,0.85,80.0,10,1993,4,34.0,외국인관광도시민박업,37.52998346,126.90499028,159.2,58.2
0.4148,1.1799579281220622,0.85,30.0,10,1993,4,45.0,외국인관광도시민박업,37.52002909,126.89121397,207.8,29.0
0.1365,1.49033822089297,0.7,30.0,20,1999,2,89.0,외국인관광도시민박업,37.53494527,126.89607619,16061.6,44.2
0.1265,0.8817840364583729,0.7,50.0,6,2006,3,27.0,외국인관광도시민박업,37.53428972,126.89546253,662.6,41.8
0.1408,1.4513715302640218,1.0,82.0,50,1996,5,60.0,외국인관광도시민박업,37.52205367,126.89656237,172.6,16.2
0.1694,0.0333364202675918,0.12,100.0,2,1976,4,46.0,외국인관광도시민박업,37.5321911,126.90283856,111.2,72.7
0.4236,3.485078865642857,0.18,67.9,28,1988,3,27.0,외국인관광도시민박업,37.50493209,126.89749191,892.8,15.7
0.1,0.4895482253187058,0.08,33.3,3,2025,12,31.0,외국인관광도시민박업,37.53359476,126.89576702,586.2,13.8
0.4623,1.0324724861635646,0.85,97.0,33,1966,1,41.0,외국인관광도시민박업,37.50998471,126.90776686,3768.4,25.4
0.1337,4.474341903584354,0.7,33.3,18,2001,5,121.0,외국인관광도시민박업,37.52622906,126.89880353,195.2,6.3
0.1036,0.316484063355487,0.35,28.6,7,2022,32,60.0,외국인관광도시민박업,37.50517759,126.91593057,447.0,105.0
0.105,0.7781724595779457,0.18,50.0,4,2021,29,112.0,외국인관광도시민박업,37.50031817,126.90696561,1741.4,45.0
0.4183,2.3632097148104805,1.0,97.8,46,1991,3,74.0,외국인관광도시민박업,37.50597544,126.90340006,5713.0,44.5
0.376,0.5810298824392391,0.85,88.0,50,2015,4,28.0,외국인관광도시민박업,37.51154539,126.91934471,212.2,44.7
0.1,0.3705488430019365,0.12,40.0,5,2025,9,29.0,외국인관광도시민박업,37.5207481,126.89843254,1885.4,55.1
0.4307,1.140991511636971,0.45,79.4,34,1984,1,36.0,외국인관광도시민박업,37.51029604,126.91169395,3173.4,31.2
0.1394,0.0,1.0,20.0,5,1997,5,59.0,외국인관광도시민박업,37.48928255,126.89543504,162.0,156.8
0.1036,1.8236315801481555,0.0,75.0,12,2022,6,30.0,외국인관광도시민박업,37.48987675,126.90697731,543.8,93.3
0.1036,0.0,0.08,0.0,5,2022,4,104.0,외국인관광도시민박업,37.49540574,126.91696859,1353.0,221.9
0.138,1.338639915414386,0.85,61.1,72,1998,5,60.0,외국인관광도시민박업,37.51202771,126.91372908,1080.2,44.6
0.5419,2.2460376460281504,0.85,83.3,18,1997,5,36.0,외국인관광도시민박업,37.51236004,126.92204821,1688.6,52.4
0.1394,0.6857670732623228,0.35,58.1,31,1997,4,75.0,외국인관광도시민박업,37.51865166,126.89892929,3219.8,34.3
0.4218,0.5712974455210083,0.7,0.0,0,1989,3,50.0,외국인관광도시민박업,37.50278421,126.90708836,2547.0,70.5
0.4183,1.0752535623904813,0.7,95.2,42,1991,3,30.0,외국인관광도시민박업,37.51225752,126.91977811,258.4,53.2
0.4077,0.075035185942914,0.25,0.0,1,1997,4,40.0,외국인관광도시민박업,37.49473621,126.90681195,238.0,140.6
0.1036,0.1815313552514537,1.0,95.7,46,2022,5,29.0,외국인관광도시민박업,37.49019949,126.89769804,307.6,16.4
0.4095,0.8405043559988056,0.85,33.3,6,1996,4,42.0,외국인관광도시민박업,37.48651284,126.90338114,281.8,85.9
0.1265,1.5568474327563382,0.12,0.0,0,2006,12,9252.63,외국인관광도시민박업,37.48340679,127.00654265,1114.4,74.1
0.4218,0.0158733491562901,1.0,0.0,16,1989,3,71.0,외국인관광도시민박업,37.47311165,126.99390485,5309.4,3.4
0.1279,0.0,1.0,3.3,30,2005,22,158.0,외국인관광도시민박업,37.47229702,126.98968065,1675.2,87.7
0.4113,2.1400661634962708,0.85,80.0,10,1995,7,90.0,외국인관광도시민박업,37.47099934,127.03930909,7933.6,56.5
0.4236,0.1751451528235117,0.25,80.0,5,1988,3,111.0,외국인관광도시민박업,37.50260728,127.02178587,2736.0,61.6
0.1279,1.5230532982352798,0.12,84.6,13,2005,15,168.0,외국인관광도시민박업,37.48304857,127.0070971,711.8,46.7
0.1494,1.8310988837880875,0.85,70.0,10,1990,5,61.0,외국인관광도시민박업,37.47123375,127.04094861,9821.0,23.7
0.1194,1.788668276658382,1.0,100.0,4,2011,5,42.0,외국인관광도시민박업,37.46216111,127.03386836,981.2,132.8
0.1208,0.6312717768418579,0.12,25.0,4,2010,15,121.0,외국인관광도시민박업,37.48115716,126.99753467,2462.2,16.1
0.1451,0.758529939822797,0.12,83.3,12,1993,4,42.0,외국인관광도시민박업,37.50990054,127.01787339,2222.0,62.9
0.1337,0.0577083176206467,0.04,25.0,4,2001,6,67.0,외국인관광도시민박업,37.50180565,127.02025256,582.2,84.4
0.1251,0.0196084713883763,0.25,33.3,3,2007,5,60.0,외국인관광도시민박업,37.50213292,127.02127594,2992.4,116.2
0.1208,1.0306744550845437,0.55,68.8,16,2010,20,114.0,외국인관광도시민박업,37.49389433,127.0164251,196.4,10.9
0.115,0.0,0.85,100.0,33,2014,5,41.0,외국인관광도시민박업,37.48470672,126.98919609,946.6,57.6
0.4412,1.2562754413725086,0.12,61.5,13,1978,3,191.0,외국인관광도시민박업,37.490188,127.0141662,1117.0,45.6
0.1451,0.0,0.12,0.0,1,1993,6,721.34,외국인관광도시민박업,37.51096302,127.01518118,10122.0,84.1
0.1122,1.1065804583172865,0.85,63.0,27,2016,5,650.07,외국인관광도시민박업,37.48457925,126.98554291,440.4,39.4
0.1293,0.9570335153365052,0.04,0.0,0,2004,7,51.0,외국인관광도시민박업,37.50328188,127.01902705,184.4,73.4
0.1351,1.1758019273592395,0.0,75.0,8,2000,5,488.15,외국인관광도시민박업,37.48037737,127.03842139,288.0,34.7
0.4236,0.6851150088626811,0.12,100.0,13,1988,3,243.18,외국인관광도시민박업,37.48455785,126.99597423,49.8,25.0
0.1293,1.6756641976853914,0.85,100.0,26,2004,7,71.0,외국인관광도시민박업,37.50860686,127.01897163,18.0,29.0
0.1408,1.324418957401803,0.35,84.2,19,1996,4,657.25,외국인관광도시민박업,37.48178547,126.99267254,358.2,63.6
0.1422,0.758529939822797,0.35,92.3,26,1995,4,312.59,외국인관광도시민박업,37.51095866,127.01684587,4238.8,12.6
0.4342,0.0,1.0,12.5,8,1982,3,238.17,외국인관광도시민박업,37.47918098,126.99443808,146.6,126.0
0.1337,2.174226531090576,0.7,96.4,28,2001,5,65.0,외국인관광도시민박업,37.50522366,127.02115247,6679.8,3.1
0.1422,2.237552622723191,0.7,83.3,18,1995,4,45.0,외국인관광도시민박업,37.48134607,127.03865603,351.4,55.9
0.1293,0.0,1.0,0.0,0,2004,5,97.0,외국인관광도시민박업,37.49156267,126.99880382,14208.4,234.0
0.1065,0.8887139641039206,0.7,94.1,17,2020,5,551.27,외국인관광도시민박업,37.49092806,126.99538262,14347.8,17.6
0.4324,0.0079681696491768,0.7,97.0,33,1983,3,290.13,외국인관광도시민박업,37.47813135,126.99170244,1483.0,64.5
0.1308,0.5943656360001616,0.0,0.0,0,2003,5,479.01,외국인관광도시민박업,37.50437864,127.01802989,101.6,97.5
0.1436,0.0577083176206467,0.04,75.0,4,1994,4,54.0,외국인관광도시민박업,37.50264458,127.01993452,184.4,93.3
0.138,1.035317438295796,0.85,96.6,29,1998,3,99.57,외국인관광도시민박업,37.47819409,126.98669244,224.8,39.2
0.443,1.0715836162801904,0.85,100.0,31,1977,3,156.04,외국인관광도시민박업,37.48111882,126.98566293,2861.8,82.6
0.1422,1.4663370687934272,0.55,100.0,16,1995,5,1031.67,외국인관광도시민박업,37.50435327,127.01905476,102.0,43.3
0.1108,0.4027948795522855,0.35,73.3,15,2017,5,50.0,외국인관광도시민박업,37.49287769,126.98982363,777.8,42.4
0.1279,0.4446858212614457,0.85,100.0,10,2005,8,217.0,외국인관광도시민박업,37.49285057,126.99372967,157.2,77.6
0.4183,1.9379419794061368,0.0,25.0,4,1991,3,37.0,외국인관광도시민박업,37.47899263,127.03821945,7653.0,23.0
