OPNSFTEAMCODE,MGTNO,APVPERMYMD,APVCANCELYMD,TRDSTATEGBN,TRDSTATENM,DTLSTATEGBN,DTLSTATENM,DCBYMD,CLGSTDT,CLGENDDT,ROPNYMD,SITETEL,SITEAREA,SITEPOSTNO,SITEWHLADDR,RDNWHLADDR,RDNPOSTNO,BPLCNM,LASTMODTS,UPDATEGBN,UPDATEDT,UPTAENM,X,Y,SNTUPTAENM,BDNGJISGFLRCNT,BDNGUNDERFLRCNT,USEJISGSTFLR,USEJISGENDFLR,USEUNDERSTFLR,USEUNDERENDFLR,HANSHILCNT,YANGSILCNT,YOKSILCNT,BALHANSILYN,CHAIRCNT,CNDPERMNTWHY,CNDPERMSTYMD,CNDPERMENDYMD,BDNGOWNSENM,WASHMCCNT,WMEIPCNT,MANEIPCNT,RCVDRYNCNT,ABEDCNT,MULTUSNUPSOYN
3210000,3210000-201-1982-00067,1982-06-13,,01,영업/정상,01,영업,,,,,02  514 5347,630.00,137-810,서울특별시 서초구 반포동 748,서울특별시 서초구 사평대로57길 12 (반포동),06541,봄 호텔,2022-01-17 10:19:00,U,2022-01-19 02:40:00.0,여관업,201999.132879962,444756.467286405,여관업,0,0,0,0,0,0,0,12,,,,,,,,,0,0,,,N
3210000,3210000-201-1982-00068,1982-12-21,,03,폐업,02,폐업,2021-03-31,,,,02  5423967,499.00,137-905,"서울특별시 서초구 잠원동 41-4 2층, 3층","서울특별시 서초구 신반포로 317, 2층, 3층 (잠원동)",06532,터미널 호텔,2021-03-31 09:58:26,U,2021-04-02 02:40:00.0,일반호텔,201560.639697809,445370.077969367,일반호텔,0,0,2,3,0,0,0,19,,,,,,,,,0,0,,,N
3210000,3210000-201-1983-00002,1983-06-01,,03,폐업,02,폐업,2018-07-30,,,,0205328775,449.00,137-852,서울특별시 서초구 방배동 2270-2번지,서울특별시 서초구 동광로 2 (방배동),06566,케슬모텔,2018-08-08 11:14:08,I,2018-08-31 23:59:59.0,여관업,198445.806075862,443165.054059787,여관업,0,0,0,0,0,0,4,11,,,,,,,,,0,0,,,N
3210000,3210000-201-1983-00043,1983-12-02,,03,폐업,02,폐업,2016-04-12,,,,02 5324334,490.00,137-828,서울특별시 서초구 방배동 755-2번지,,,모텔큐,2016-04-06 11:49:38,I,2018-08-31 23:59:59.0,여관업,,,여관업,0,0,0,0,0,0,2,24,,,,,,,,,0,0,,,N
3210000,3210000-201-1983-00074,1983-07-29,,03,폐업,02,폐업,2020-02-14,,,,02  5320011,620.00,137-832,서울특별시 서초구 방배동 818-33번지,서울특별시 서초구 동광로 48 (방배동),06563,준모텔,2020-02-14 14:08:51,U,2020-02-16 02:40:00.0,여관업,198867.993522994,443275.533394641,여관업,0,0,0,0,0,0,0,28,,,,,,,,,0,0,,,N
3210000,3210000-201-1983-00075,1983-03-08,,03,폐업,02,폐업,2010-09-28,,,,02  596 8151,727.00,137-831,서울특별시 서초구 방배동 810-2번지,,,아모르 모텔,2010-08-16 16:18:27,I,2018-08-31 23:59:59.0,일반호텔,199146.789429462,443400.067483107,일반호텔,0,0,0,0,0,0,0,33,,,,,,,,,0,0,,,N
3210000,3210000-201-1983-00077,1983-01-24,,01,영업/정상,01,영업,,,,,02 5991568,883.00,137-829,서울특별시 서초구 방배동 768-17번지 1~4층,"서울특별시 서초구 방배중앙로 171, 1층~4층 (방배동)",06555,스타일 호텔,2018-07-16 13:49:20,I,2018-08-31 23:59:59.0,일반호텔,198683.89927491,443563.702676281,일반호텔,0,0,0,0,0,0,0,38,,,,,,,,,0,0,,,N
3210000,3210000-201-1983-00078,1983-01-27,,01,영업/정상,01,영업,,,,,02  594 2001,562.00,137-829,서울특별시 서초구 방배동 769-10,서울특별시 서초구 방배중앙로 174 (방배동),06556,2001호텔,2025-04-16 11:19:32,U,2025-04-18 02:40:00.0,여관업,198714.053662222,443611.459079385,여관업,0,0,0,0,0,0,0,22,,,,,,,,,0,0,,,N
3210000,3210000-201-1983-00079,1983-04-21,,03,폐업,02,폐업,2015-01-26,,,,02 5334705,393.00,137-830,서울특별시 서초구 방배동 793-19번지,서울특별시 서초구 동광로 61 (방배동),06561,알 에스,2004-04-03 00:00:00,I,2018-08-31 23:59:59.0,여관업,198981.480798867,443370.234199518,여관업,0,0,0,0,0,0,0,20,,,,,,,,,0,0,,,N
3210000,3210000-201-1984-00065,1984-02-01,,03,폐업,02,폐업,2019-07-24,,,,0205934221,379.00,137-832,서울특별시 서초구 방배동 818-22번지,서울특별시 서초구 동광로 46 (방배동),06563,에스모텔(S모텔),2019-07-24 13:35:22,U,2019-07-26 02:40:00.0,여관업,198844.706960504,443268.620922594,여관업,0,0,0,0,0,0,4,16,,,,,,,,,0,0,,,N
3210000,3210000-201-1984-00079,1984-05-07,,03,폐업,02,폐업,1998-11-23,,,,02 5529890,0.00,137-856,서울특별시 서초구 서초동 1309-4번지,,,뉴서울호텔,2001-09-29 00:00:00,I,2018-08-31 23:59:59.0,일반호텔,,,일반호텔,0,0,0,0,0,0,0,41,,,,,,,,,0,0,,,N
3210000,3210000-201-1984-00081,1984-02-08,,03,폐업,02,폐업,2008-01-18,,,,5991994,392.00,137-832,서울특별시 서초구 방배동 812-25번지,,,보성장,2004-04-03 00:00:00,I,2018-08-31 23:59:59.0,여관업,199138.873568862,443230.089855848,여관업,0,0,0,0,0,0,0,28,,,,,,,,,0,0,,,N
3210000,3210000-201-1984-00082,1984-08-23,,03,폐업,02,폐업,2020-11-04,,,,5993155,673.00,137-806,서울특별시 서초구 반포동 94-3,서울특별시 서초구 서래로 49 (반포동),06576,오스카,2020-11-05 09:23:34,U,2020-11-07 02:40:00.0,일반호텔,199751.74236234,444136.848251267,일반호텔,0,0,2,3,0,0,0,36,,,,,,,,,0,0,,,N
3210000,3210000-201-1985-00058,1985-12-30,,03,폐업,02,폐업,2021-07-15,,,,02  5481542,792.00,137-902,서울특별시 서초구 잠원동 14-16 6층~8층,"서울특별시 서초구 나루터로 75, 6층~8층 (잠원동)",06525,핑크장여관,2021-07-15 14:35:21,U,2021-07-17 02:40:00.0,여관업,201520.254586175,445960.835289042,여관업,0,0,6,8,0,0,0,27,,,,,,,임대,,0,0,,,N
3210000,3210000-201-1986-00075,1986-02-26,,03,폐업,02,폐업,2011-12-01,,,,02  5850561,1697.00,137-876,서울특별시 서초구 서초동 1589-4번지,,,유원호텔,2011-05-16 16:48:30,I,2018-08-31 23:59:59.0,일반호텔,201066.818606401,442553.417053589,일반호텔,0,0,0,0,0,0,0,57,,,,,,,,,0,0,,,N
3210000,3210000-201-1987-00072,1987-10-05,,03,폐업,02,폐업,2012-06-30,,,,34731959,711.00,137-860,서울특별시 서초구 서초동 1338-13번지,,,서초장,2004-04-03 00:00:00,I,2018-08-31 23:59:59.0,여관업,,,여관업,0,0,0,0,0,0,0,30,,,,,,,,,0,0,,,N
3210000,3210000-201-1988-00077,1988-08-04,,03,폐업,02,폐업,2013-05-15,,,,5852077,825.00,137-876,서울특별시 서초구 서초동 1589-10번지,서울특별시 서초구 반포대로12길 35-8 (서초동),,모텔 노블레스,2013-05-15 17:33:23,I,2018-08-31 23:59:59.0,일반호텔,201104.86692383,442578.984557955,일반호텔,0,0,0,0,0,0,0,34,,,,,,,,,0,0,,,N
3210000,3210000-201-1988-00078,1988-02-11,,03,폐업,02,폐업,2014-09-12,,,,02  34737070,659.00,137-860,서울특별시 서초구 서초동 1337-36번지,서울특별시 서초구 효령로79길 25 (서초동),,아이겐스,2014-08-20 09:34:53,I,2018-08-31 23:59:59.0,일반호텔,202521.155540049,443280.767147983,일반호텔,0,0,0,0,0,0,0,32,,,,,,,,,0,0,,,N
3210000,3210000-201-1989-00076,1989-06-29,,03,폐업,02,폐업,2016-04-26,,,,02  34736031,1523.00,137-860,서울특별시 서초구 서초동 1338-8번지,서울특별시 서초구 효령로79길 1 (서초동),06628,모조호텔,2013-04-26 11:47:35,I,2018-08-31 23:59:59.0,일반호텔,202601.431380009,443079.259650947,일반호텔,0,0,0,0,0,0,0,53,,,,,,,,,0,0,,,N
3210000,3210000-201-1990-00070,1990-02-01,,03,폐업,02,폐업,2021-03-03,,,,02  21866724,13094.72,137-804,서울특별시 서초구 반포동 63-1 외 4필지 4층~14층,"서울특별시 서초구 사평대로 160, 4층~14층 (반포동)",06578,쉐라톤 서울 팔래스 강남 호텔,2021-03-03 13:42:49,U,2021-03-05 02:40:00.0,관광호텔,200148.908812958,444359.607819267,관광호텔,0,0,4,14,0,0,0,341,,,,,,,,,0,0,,,N
3210000,3210000-201-1991-00071,1991-05-01,,03,폐업,02,폐업,2025-01-07,,,,571 8100,24221.00,137-893,서울특별시 서초구 양재동 202,서울특별시 서초구 바우뫼로12길 70 (양재동),06769,더케이호텔서울,2025-01-07 12:06:56,U,2025-01-09 02:40:00.0,관광호텔,202833.261653939,440511.561175378,관광호텔,0,0,2,11,0,0,0,237,,,,,,,,,0,0,,,N
3210000,3210000-201-1994-00011,1994-02-21,,03,폐업,02,폐업,1994-12-21,,,,0200000000,2021.79,137-858,서울특별시 서초구 서초동 1330-14번지,,,영빈장여관,2001-09-29 00:00:00,I,2018-08-31 23:59:59.0,여관업,202459.370530969,443476.657703851,여관업,0,0,0,0,0,0,2,10,,,,,,,,,0,0,,,N
3210000,3210000-201-1994-00031,1994-03-11,,03,폐업,02,폐업,1996-10-18,,,,02 5669167,706.10,137-856,서울특별시 서초구 서초동 1308-6번지,,,영빈장여관,2001-09-29 00:00:00,I,2018-08-31 23:59:59.0,여관업,202138.457235106,444336.074882208,여관업,0,0,0,0,0,0,10,20,,,,,,,,,0,0,,,N
3210000,3210000-201-1994-00081,1994-01-17,,03,폐업,02,폐업,2003-07-01,,,,34813273,1793.71,137-856,서울특별시 서초구 서초동 1308-9번지,,,주화호텔,2003-07-01 00:00:00,I,2018-08-31 23:59:59.0,일반호텔,,,일반호텔,0,0,0,0,0,0,0,48,,,,,,,,,0,0,,,N
