그리드ID,주요구,주요법정동코드,주요법정동명,포함법정동수,그리드행,그리드열,기준면적_m2,기준면적_ha,전체건물수,전체건물수_per_ha,전체건물연면적합계_m2,전체건물입체화재하중_분자_원본,전체건물입체화재하중_분자,면적계산가능건물수,면적보정건물수,전체건물_입체화재하중밀도,상가수,상가수_per_ha,상가연면적합계_m2,상가입체화재하중_분자,상가_입체화재하중밀도,건물데이터_0여부,면적데이터_0여부,중심위도,중심경도,x_min_EPSG5186,y_min_EPSG5186,x_max_EPSG5186,y_max_EPSG5186
G50K_R0039_C0116,강남구,1168010600,대치동,2.0,39,116,50000.0,5.0,34.0,6.8,293708.86,553350.5,293708.86,31.0,31.0,5.874177,8.0,1.6,10554.09,10554.09,0.211082,N,N,37.506843,127.058351,205047.433537,545153.372914,205271.040334,545376.979712
G50K_R0039_C0117,강남구,1168010600,대치동,2.0,39,117,50000.0,5.0,45.0,9.0,162690.64,403145.61,162690.64,39.0,39.0,3.253813,15.0,3.0,16589.49,16589.49,0.33179,N,N,37.506841,127.06088,205271.040334,545153.372914,205494.647132,545376.979712
G50K_R0039_C0118,강남구,1168010600,대치동,2.0,39,118,50000.0,5.0,36.0,7.2,95862.85,199363.68,95862.85,27.0,27.0,1.917257,9.0,1.8,12619.6,12619.6,0.252392,N,N,37.50684,127.063409,205494.647132,545153.372914,205718.25393,545376.979712
G50K_R0039_C0119,강남구,1168010600,대치동,1.0,39,119,50000.0,5.0,33.0,6.6,154365.2,435408.4,154365.2,29.0,29.0,3.087304,18.0,3.6,19531.62,19531.62,0.390632,N,N,37.506839,127.065938,205718.25393,545153.372914,205941.860728,545376.979712
G50K_R0039_C0122,송파구,1171010100,잠실동,1.0,39,122,50000.0,5.0,12.0,2.4,82401.86,82401.86,82401.86,10.0,10.0,1.648037,2.0,0.4,11674.45,11674.45,0.233489,N,N,37.506834,127.073525,206389.074323,545153.372914,206612.681121,545376.979712
G50K_R0039_C0124,송파구,1171010100,잠실동,1.0,39,124,50000.0,5.0,30.0,6.0,87007.094,110731.094,87007.094,26.0,26.0,1.740142,6.0,1.2,4108.34,4108.34,0.082167,N,N,37.506831,127.078583,206836.287919,545153.372914,207059.894716,545376.979712
G50K_R0039_C0125,송파구,1171010100,잠실동,1.0,39,125,50000.0,5.0,135.0,27.0,72996.21,148493.8,72996.21,122.0,122.0,1.459924,25.0,5.0,21856.48,21856.48,0.43713,N,N,37.506829,127.081112,207059.894716,545153.372914,207283.501514,545376.979712
G50K_R0039_C0126,송파구,1171010100,잠실동,1.0,39,126,50000.0,5.0,105.0,21.0,55775.56,184611.65,55775.56,92.0,92.0,1.115511,12.0,2.4,7843.16,7843.16,0.156863,N,N,37.506828,127.083641,207283.501514,545153.372914,207507.108312,545376.979712
G50K_R0039_C0127,송파구,1171010100,잠실동,1.0,39,127,50000.0,5.0,161.0,32.2,86258.68,180003.85,86258.68,159.0,159.0,1.725174,13.0,2.6,8163.18,8163.18,0.163264,N,N,37.506826,127.08617,207507.108312,545153.372914,207730.71511,545376.979712
G50K_R0039_C0128,송파구,1171010100,잠실동,2.0,39,128,50000.0,5.0,154.0,30.8,90140.37,192442.01,90140.37,142.0,142.0,1.802807,25.0,5.0,24032.0,24032.0,0.48064,N,N,37.506824,127.088699,207730.71511,545153.372914,207954.321907,545376.979712
G50K_R0039_C0129,송파구,1171010600,삼전동,2.0,39,129,50000.0,5.0,89.0,17.8,75993.56,145689.72,75993.56,77.0,77.0,1.519871,29.0,5.8,48916.24,48916.24,0.978325,N,N,37.506822,127.091228,207954.321907,545153.372914,208177.928705,545376.979712
G50K_R0039_C0130,송파구,1171010600,삼전동,2.0,39,130,50000.0,5.0,96.0,19.2,83304.985,158210.98,83304.985,87.0,87.0,1.6661,24.0,4.8,30804.375,30804.375,0.616088,N,N,37.50682,127.093757,208177.928705,545153.372914,208401.535503,545376.979712
G50K_R0039_C0131,송파구,1171010600,삼전동,1.0,39,131,50000.0,5.0,43.0,8.6,102912.118,144537.61,102912.118,34.0,34.0,2.058242,8.0,1.6,8229.62,8229.62,0.164592,N,N,37.506818,127.096286,208401.535503,545153.372914,208625.142301,545376.979712
G50K_R0039_C0132,송파구,1171010500,석촌동,2.0,39,132,50000.0,5.0,22.0,4.4,50808.21,656558.65,50808.21,15.0,15.0,1.016164,11.0,2.2,8033.15,8033.15,0.160663,N,N,37.506816,127.098815,208625.142301,545153.372914,208848.749098,545376.979712
G50K_R0039_C0133,송파구,1171010500,석촌동,1.0,39,133,50000.0,5.0,69.0,13.8,97019.7597,268662.95,97019.7597,65.0,65.0,1.940395,16.0,3.2,12198.62,12198.62,0.243972,N,N,37.506814,127.101344,208848.749098,545153.372914,209072.355896,545376.979712
G50K_R0039_C0134,송파구,1171010500,석촌동,1.0,39,134,50000.0,5.0,129.0,25.8,82743.711,168080.33,82743.711,127.0,127.0,1.654874,28.0,5.6,23088.33,23088.33,0.461767,N,N,37.506811,127.103873,209072.355896,545153.372914,209295.962694,545376.979712
G50K_R0039_C0135,송파구,1171010400,송파동,2.0,39,135,50000.0,5.0,121.0,24.2,67211.56,137636.82,67211.56,117.0,117.0,1.344231,28.0,5.6,18918.75,18918.75,0.378375,N,N,37.506809,127.106402,209295.962694,545153.372914,209519.569492,545376.979712
G50K_R0039_C0136,송파구,1171010400,송파동,1.0,39,136,50000.0,5.0,84.0,16.8,86509.78,166295.49,86509.78,78.0,78.0,1.730196,26.0,5.2,26506.9,26506.9,0.530138,N,N,37.506807,127.108931,209519.569492,545153.372914,209743.176289,545376.979712
G50K_R0039_C0137,송파구,1171010400,송파동,1.0,39,137,50000.0,5.0,121.0,24.2,64839.1,183312.6,64839.1,108.0,108.0,1.296782,4.0,0.8,2058.66,2058.66,0.041173,N,N,37.506805,127.11146,209743.176289,545153.372914,209966.783087,545376.979712
G50K_R0039_C0138,송파구,1171010400,송파동,2.0,39,138,50000.0,5.0,95.0,19.0,90337.61,133488.06,90337.61,93.0,93.0,1.806752,8.0,1.6,5174.29,5174.29,0.103486,N,N,37.506802,127.113989,209966.783087,545153.372914,210190.389885,545376.979712
G50K_R0039_C0139,송파구,1171010400,송파동,2.0,39,139,50000.0,5.0,70.0,14.0,62048.68,105389.99,62048.68,64.0,64.0,1.240974,32.0,6.4,32636.29,32636.29,0.652726,N,N,37.5068,127.116518,210190.389885,545153.372914,210413.996683,545376.979712
G50K_R0039_C0140,송파구,1171011100,방이동,2.0,39,140,50000.0,5.0,22.0,4.4,69768.61,1785628.87,69768.61,18.0,18.0,1.395372,5.0,1.0,8169.85,8169.85,0.163397,N,N,37.506797,127.119047,210413.996683,545153.372914,210637.60348,545376.979712
G50K_R0039_C0141,송파구,1171011100,방이동,1.0,39,141,50000.0,5.0,75.0,15.0,63770.022,95864.12,63770.022,72.0,72.0,1.2754,41.0,8.2,31067.152,31067.152,0.621343,N,N,37.506795,127.121576,210637.60348,545153.372914,210861.210278,545376.979712
G50K_R0039_C0142,송파구,1171011100,방이동,1.0,39,142,50000.0,5.0,10.0,2.0,51801.274,54558.214,51801.274,6.0,6.0,1.036025,2.0,0.4,2607.3,2607.3,0.052146,N,N,37.506792,127.124105,210861.210278,545153.372914,211084.817076,545376.979712
G50K_R0039_C0143,송파구,1171011200,오금동,1.0,39,143,50000.0,5.0,14.0,2.8,73983.395,78336.735,73983.395,14.0,14.0,1.479668,7.0,1.4,4893.44,4893.44,0.097869,N,N,37.506789,127.126634,211084.817076,545153.372914,211308.423874,545376.979712
G50K_R0039_C0144,송파구,1171011200,오금동,1.0,39,144,50000.0,5.0,95.0,19.0,92595.549,156515.37,92595.549,92.0,92.0,1.851911,29.0,5.8,21449.55,21449.55,0.428991,N,N,37.506787,127.129163,211308.423874,545153.372914,211532.030671,545376.979712
G50K_R0039_C0145,송파구,1171011200,오금동,1.0,39,145,50000.0,5.0,64.0,12.8,81236.78,205083.16,81236.78,53.0,53.0,1.624736,14.0,2.8,7620.91,7620.91,0.152418,N,N,37.506784,127.131692,211532.030671,545153.372914,211755.637469,545376.979712
G50K_R0039_C0146,송파구,1171011200,오금동,1.0,39,146,50000.0,5.0,107.0,21.4,56259.56,111261.78,56259.56,100.0,100.0,1.125191,18.0,3.6,13463.48,13463.48,0.26927,N,N,37.506781,127.134221,211755.637469,545153.372914,211979.244267,545376.979712
G50K_R0039_C0147,송파구,1171011200,오금동,1.0,39,147,50000.0,5.0,59.0,11.8,4684.55,12463.01,4684.55,5.0,5.0,0.093691,1.0,0.2,1336.74,1336.74,0.026735,N,N,37.506778,127.13675,211979.244267,545153.372914,212202.851065,545376.979712
G50K_R0039_C0149,송파구,1171011200,오금동,1.0,39,149,50000.0,5.0,4.0,0.8,591.0,2995.92,591.0,1.0,1.0,0.01182,1.0,0.2,591.0,591.0,0.01182,N,N,37.506772,127.141807,212426.457862,545153.372914,212650.06466,545376.979712
G50K_R0040_C0051,영등포구,1156011800,도림동,1.0,40,51,50000.0,5.0,12.0,2.4,78742.88,79973.08,78742.88,9.0,9.0,1.574858,2.0,0.4,2275.33,2275.33,0.045507,N,N,37.508824,126.893964,190512.991683,545376.979712,190736.598481,545600.58651
G50K_R0040_C0052,영등포구,1156011800,도림동,1.0,40,52,50000.0,5.0,133.0,26.6,103941.835,333498.8,103941.835,110.0,110.0,2.078837,41.0,8.2,33693.48,33693.48,0.67387,N,N,37.508826,126.896493,190736.598481,545376.979712,190960.205278,545600.58651
G50K_R0040_C0053,영등포구,1156011800,도림동,1.0,40,53,50000.0,5.0,163.0,32.6,77168.34,105552.8,77168.34,148.0,148.0,1.543367,29.0,5.8,13685.81,13685.81,0.273716,N,N,37.508829,126.899022,190960.205278,545376.979712,191183.812076,545600.58651
G50K_R0040_C0054,영등포구,1156011800,도림동,1.0,40,54,50000.0,5.0,218.0,43.6,35848.35,57436.25,35840.81,200.0,199.0,0.716816,23.0,4.6,4855.72,4855.72,0.097114,N,N,37.508831,126.901551,191183.812076,545376.979712,191407.418874,545600.58651
G50K_R0040_C0055,영등포구,1156011800,도림동,3.0,40,55,50000.0,5.0,235.0,47.0,55060.782,98235.82,55060.782,209.0,209.0,1.101216,38.0,7.6,20581.03,20581.03,0.411621,N,N,37.508833,126.90408,191407.418874,545376.979712,191631.025672,545600.58651
G50K_R0040_C0056,영등포구,1156011800,도림동,2.0,40,56,50000.0,5.0,161.0,32.2,60553.67,92670.51,60549.49,134.0,133.0,1.21099,24.0,4.8,13160.35,13160.35,0.263207,N,N,37.508835,126.906609,191631.025672,545376.979712,191854.632469,545600.58651
G50K_R0040_C0057,영등포구,1156013200,신길동,2.0,40,57,50000.0,5.0,281.0,56.2,51245.48,81939.885,51245.48,245.0,245.0,1.02491,10.0,2.0,3423.66,3423.66,0.068473,N,N,37.508837,126.909138,191854.632469,545376.979712,192078.239267,545600.58651
G50K_R0040_C0058,영등포구,1156013200,신길동,1.0,40,58,50000.0,5.0,168.0,33.6,39046.55,56548.59,39046.55,141.0,141.0,0.780931,26.0,5.2,9811.82,9811.82,0.196236,N,N,37.508839,126.911667,192078.239267,545376.979712,192301.846065,545600.58651
G50K_R0040_C0059,영등포구,1156013200,신길동,1.0,40,59,50000.0,5.0,241.0,48.2,59572.675,97726.635,59572.675,229.0,229.0,1.191454,11.0,2.2,2272.18,2272.18,0.045444,N,N,37.508841,126.914196,192301.846065,545376.979712,192525.452863,545600.58651
G50K_R0040_C0060,영등포구,1156013200,신길동,1.0,40,60,50000.0,5.0,125.0,25.0,20674.31,91332.805,20674.31,105.0,105.0,0.413486,3.0,0.6,842.17,842.17,0.016843,N,N,37.508842,126.916725,192525.452863,545376.979712,192749.05966,545600.58651
G50K_R0040_C0061,영등포구,1156013200,신길동,1.0,40,61,50000.0,5.0,57.0,11.4,56722.99,2976034.71,56722.99,44.0,44.0,1.13446,5.0,1.0,2430.66,2430.66,0.048613,N,N,37.508844,126.919254,192749.05966,545376.979712,192972.666458,545600.58651
G50K_R0040_C0062,영등포구,1156013200,신길동,1.0,40,62,50000.0,5.0,207.0,41.4,47206.45,87693.36,47206.45,166.0,166.0,0.944129,16.0,3.2,7785.65,7785.65,0.155713,N,N,37.508846,126.921783,192972.666458,545376.979712,193196.273256,545600.58651
G50K_R0040_C0063,영등포구,1156013200,신길동,1.0,40,63,50000.0,5.0,6.0,1.2,12830.82,32938.4,12830.82,3.0,3.0,0.256616,0.0,0.0,0.0,0.0,0.0,N,N,37.508848,126.924312,193196.273256,545376.979712,193419.880054,545600.58651
G50K_R0040_C0094,서초구,1165010600,잠원동,1.0,40,94,50000.0,5.0,16.0,3.2,67317.98,597562.8300000001,67317.98,7.0,7.0,1.34636,2.0,0.4,16591.1,16591.1,0.331822,N,N,37.508872,127.002713,200128.083986,545376.979712,200351.690784,545600.58651
G50K_R0040_C0096,서초구,1165010600,잠원동,1.0,40,96,50000.0,5.0,12.0,2.4,80675.24,163232.95,80675.24,7.0,7.0,1.613505,3.0,0.6,51239.03,51239.03,1.024781,N,N,37.508872,127.007771,200575.297582,545376.979712,200798.904379,545600.58651
G50K_R0040_C0098,서초구,1165010600,잠원동,1.0,40,98,50000.0,5.0,18.0,3.6,84747.7606,125102.6406,84747.7606,8.0,8.0,1.694955,1.0,0.2,7541.6,7541.6,0.150832,N,N,37.508871,127.012829,201022.511177,545376.979712,201246.117975,545600.58651
G50K_R0040_C0100,서초구,1165010700,반포동,2.0,40,100,50000.0,5.0,125.0,25.0,83850.39,181008.6,83850.39,123.0,123.0,1.677008,17.0,3.4,12645.91,12645.91,0.252918,N,N,37.50887,127.017888,201469.724773,545376.979712,201693.33157,545600.58651
G50K_R0040_C0101,서초구,1165010700,반포동,1.0,40,101,50000.0,5.0,149.0,29.8,88500.7038,185306.55,88500.7038,144.0,144.0,1.770014,45.0,9.0,36733.71,36733.71,0.734674,N,N,37.50887,127.020417,201693.33157,545376.979712,201916.938368,545600.58651
G50K_R0040_C0102,강남구,1168010800,논현동,2.0,40,102,50000.0,5.0,106.0,21.2,68695.01,123102.255,68695.01,93.0,93.0,1.3739,67.0,13.4,55872.795,55872.795,1.117456,N,N,37.50887,127.022946,201916.938368,545376.979712,202140.545166,545600.58651
G50K_R0040_C0103,강남구,1168010800,논현동,1.0,40,103,50000.0,5.0,120.0,24.0,91863.938,239417.6,91863.938,118.0,118.0,1.837279,41.0,8.2,31659.708,31659.708,0.633194,N,N,37.508869,127.025475,202140.545166,545376.979712,202364.151964,545600.58651
G50K_R0040_C0104,강남구,1168010800,논현동,1.0,40,104,50000.0,5.0,142.0,28.4,76622.61,149398.02,76622.61,142.0,142.0,1.532452,21.0,4.2,11375.48,11375.48,0.22751,N,N,37.508869,127.028004,202364.151964,545376.979712,202587.758761,545600.58651
G50K_R0040_C0105,강남구,1168010800,논현동,1.0,40,105,50000.0,5.0,139.0,27.8,78024.86,139088.63,78024.86,138.0,138.0,1.560497,13.0,2.6,9702.85,9702.85,0.194057,N,N,37.508868,127.030533,202587.758761,545376.979712,202811.365559,545600.58651
G50K_R0040_C0106,강남구,1168010800,논현동,1.0,40,106,50000.0,5.0,86.0,17.2,112971.696,233840.9,112971.696,83.0,83.0,2.259434,35.0,7.0,37788.326,37788.326,0.755767,N,N,37.508867,127.033062,202811.365559,545376.979712,203034.972357,545600.58651
G50K_R0040_C0107,강남구,1168010800,논현동,1.0,40,107,50000.0,5.0,114.0,22.8,113746.51,212245.21,112393.72,112.0,111.0,2.247874,43.0,8.6,37006.69,37006.69,0.740134,N,N,37.508866,127.035591,203034.972357,545376.979712,203258.579155,545600.58651
G50K_R0040_C0108,강남구,1168010800,논현동,2.0,40,108,50000.0,5.0,21.0,4.2,52452.7,130272.81,52452.7,15.0,15.0,1.049054,9.0,1.8,12104.67,12104.67,0.242093,N,N,37.508866,127.03812,203258.579155,545376.979712,203482.185952,545600.58651
G50K_R0040_C0109,강남구,1168010100,역삼동,2.0,40,109,50000.0,5.0,76.0,15.2,110685.1,224881.92,110685.1,71.0,71.0,2.213702,23.0,4.6,13895.7,13895.7,0.277914,N,N,37.508865,127.040649,203482.185952,545376.979712,203705.79275,545600.58651
G50K_R0040_C0110,강남구,1168010100,역삼동,2.0,40,110,50000.0,5.0,98.0,19.6,84948.35,161598.24,84948.35,95.0,95.0,1.698967,27.0,5.4,22270.52,22270.52,0.44541,N,N,37.508864,127.043178,203705.79275,545376.979712,203929.399548,545600.58651
G50K_R0040_C0111,강남구,1168010500,삼성동,1.0,40,111,50000.0,5.0,13.0,2.6,16312.22,30821.5,16312.22,10.0,10.0,0.326244,4.0,0.8,3844.32,3844.32,0.076886,N,N,37.508863,127.045707,203929.399548,545376.979712,204153.006346,545600.58651
G50K_R0040_C0112,강남구,1168010500,삼성동,1.0,40,112,50000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,37.508862,127.048236,204153.006346,545376.979712,204376.613143,545600.58651
G50K_R0040_C0113,강남구,1168010500,삼성동,1.0,40,113,50000.0,5.0,3.0,0.6,2101.79,3925.1000000000004,2101.79,3.0,3.0,0.042036,1.0,0.2,937.36,937.36,0.018747,N,N,37.508861,127.050765,204376.613143,545376.979712,204600.219941,545600.58651
G50K_R0040_C0114,강남구,1168010500,삼성동,1.0,40,114,50000.0,5.0,77.0,15.4,98570.67,232726.37,98570.67,72.0,72.0,1.971413,19.0,3.8,12667.87,12667.87,0.253357,N,N,37.50886,127.053294,204600.219941,545376.979712,204823.826739,545600.58651
G50K_R0040_C0115,강남구,1168010500,삼성동,1.0,40,115,50000.0,5.0,77.0,15.4,161173.53,337624.99,161173.53,59.0,59.0,3.223471,40.0,8.0,25024.03,25024.03,0.500481,N,N,37.508859,127.055823,204823.826739,545376.979712,205047.433537,545600.58651
G50K_R0040_C0116,강남구,1168010500,삼성동,1.0,40,116,50000.0,5.0,52.0,10.4,221601.56,413489.89,221601.56,33.0,33.0,4.432031,13.0,2.6,20742.81,20742.81,0.414856,N,N,37.508857,127.058353,205047.433537,545376.979712,205271.040334,545600.58651
G50K_R0040_C0117,강남구,1168010600,대치동,2.0,40,117,50000.0,5.0,6.0,1.2,260630.23,331794.04000000004,260630.23,6.0,6.0,5.212605,4.0,0.8,108791.85,108791.85,2.175837,N,N,37.508856,127.060882,205271.040334,545376.979712,205494.647132,545600.58651
G50K_R0040_C0118,강남구,1168010500,삼성동,2.0,40,118,50000.0,5.0,14.0,2.8,102124.69,227396.67,102124.69,8.0,8.0,2.042494,2.0,0.4,1675.83,1675.83,0.033517,N,N,37.508855,127.063411,205494.647132,545376.979712,205718.25393,545600.58651
G50K_R0040_C0119,강남구,1168010600,대치동,1.0,40,119,50000.0,5.0,49.0,9.8,133090.637,287853.77,133090.637,34.0,34.0,2.661813,16.0,3.2,26852.607,26852.607,0.537052,N,N,37.508853,127.06594,205718.25393,545376.979712,205941.860728,545600.58651
G50K_R0040_C0120,강남구,1168010600,대치동,1.0,40,120,50000.0,5.0,17.0,3.4,9410.17,65603.12,9410.17,3.0,3.0,0.188203,2.0,0.4,4269.95,4269.95,0.085399,N,N,37.508852,127.068469,205941.860728,545376.979712,206165.467525,545600.58651
G50K_R0040_C0124,송파구,1171010100,잠실동,1.0,40,124,50000.0,5.0,25.0,5.0,40892.065,52748.695,40892.065,11.0,11.0,0.817841,5.0,1.0,4814.395,4814.395,0.096288,N,N,37.508846,127.078585,206836.287919,545376.979712,207059.894716,545600.58651
G50K_R0040_C0125,송파구,1171010100,잠실동,1.0,40,125,50000.0,5.0,149.0,29.8,85738.93,175882.62,85738.93,133.0,133.0,1.714779,38.0,7.6,29865.29,29865.29,0.597306,N,N,37.508844,127.081114,207059.894716,545376.979712,207283.501514,545600.58651
G50K_R0040_C0126,송파구,1171010100,잠실동,1.0,40,126,50000.0,5.0,200.0,40.0,84089.823,156280.965,84089.823,194.0,194.0,1.681796,46.0,9.2,27093.655,27093.655,0.541873,N,N,37.508842,127.083643,207283.501514,545376.979712,207507.108312,545600.58651
G50K_R0040_C0127,송파구,1171010100,잠실동,1.0,40,127,50000.0,5.0,148.0,29.6,77868.5,126288.83,77868.5,117.0,117.0,1.55737,30.0,6.0,25525.05,25525.05,0.510501,N,N,37.50884,127.086172,207507.108312,545376.979712,207730.71511,545600.58651
G50K_R0040_C0128,송파구,1171010100,잠실동,1.0,40,128,50000.0,5.0,37.0,7.4,84691.16,92258.36,84691.16,16.0,16.0,1.693823,3.0,0.6,3055.93,3055.93,0.061119,N,N,37.508839,127.088701,207730.71511,545376.979712,207954.321907,545600.58651
G50K_R0040_C0131,송파구,1171010100,잠실동,1.0,40,131,50000.0,5.0,33.0,6.6,106682.24,106682.23999999999,106682.24,14.0,14.0,2.133645,0.0,0.0,0.0,0.0,0.0,N,N,37.508833,127.096288,208401.535503,545376.979712,208625.142301,545600.58651
G50K_R0040_C0132,송파구,1171010100,잠실동,1.0,40,132,50000.0,5.0,17.0,3.4,2915.3,209927.5,2915.3,4.0,4.0,0.058306,2.0,0.4,302.03,302.03,0.006041,N,N,37.508831,127.098817,208625.142301,545376.979712,208848.749098,545600.58651
G50K_R0040_C0134,송파구,1171010500,석촌동,2.0,40,134,50000.0,5.0,25.0,5.0,32028.327,86582.49,32028.327,21.0,21.0,0.640567,11.0,2.2,9689.947,9689.947,0.193799,N,N,37.508826,127.103876,209072.355896,545376.979712,209295.962694,545600.58651
G50K_R0040_C0135,송파구,1171010400,송파동,1.0,40,135,50000.0,5.0,143.0,28.6,93481.28,205223.58,93481.28,142.0,142.0,1.869626,27.0,5.4,20225.81,20225.81,0.404516,N,N,37.508824,127.106405,209295.962694,545376.979712,209519.569492,545600.58651
G50K_R0040_C0136,송파구,1171010400,송파동,2.0,40,136,50000.0,5.0,156.0,31.2,73573.136,150023.74,73573.136,153.0,153.0,1.471463,12.0,2.4,5416.71,5416.71,0.108334,N,N,37.508822,127.108934,209519.569492,545376.979712,209743.176289,545600.58651
G50K_R0040_C0137,송파구,1171010400,송파동,1.0,40,137,50000.0,5.0,117.0,23.4,74249.84,154278.67,74249.84,116.0,116.0,1.484997,31.0,6.2,22559.0,22559.0,0.45118,N,N,37.508819,127.111463,209743.176289,545376.979712,209966.783087,545600.58651
G50K_R0040_C0138,송파구,1171010400,송파동,2.0,40,138,50000.0,5.0,117.0,23.4,66255.245,140690.82,66255.245,110.0,110.0,1.325105,28.0,5.6,21138.24,21138.24,0.422765,N,N,37.508817,127.113992,209966.783087,545376.979712,210190.389885,545600.58651
G50K_R0040_C0139,송파구,1171011100,방이동,2.0,40,139,50000.0,5.0,102.0,20.4,66230.03,130774.45999999999,66230.03,96.0,96.0,1.324601,18.0,3.6,19253.22,19253.22,0.385064,N,N,37.508814,127.116521,210190.389885,545376.979712,210413.996683,545600.58651
G50K_R0040_C0140,송파구,1171011100,방이동,1.0,40,140,50000.0,5.0,76.0,15.2,74346.64,198768.54,74346.64,70.0,70.0,1.486933,10.0,2.0,15192.53,15192.53,0.303851,N,N,37.508812,127.11905,210413.996683,545376.979712,210637.60348,545600.58651
G50K_R0040_C0141,송파구,1171011100,방이동,1.0,40,141,50000.0,5.0,36.0,7.2,47263.01,50652.9,47263.01,18.0,18.0,0.94526,5.0,1.0,3483.89,3483.89,0.069678,N,N,37.508809,127.121579,210637.60348,545376.979712,210861.210278,545600.58651
G50K_R0040_C0142,송파구,1171011100,방이동,1.0,40,142,50000.0,5.0,52.0,10.4,113964.032,138580.342,113964.032,44.0,44.0,2.279281,21.0,4.2,14357.41,14357.41,0.287148,N,N,37.508807,127.124108,210861.210278,545376.979712,211084.817076,545600.58651
G50K_R0040_C0143,송파구,1171011200,오금동,2.0,40,143,50000.0,5.0,51.0,10.2,61645.26,96723.93,61645.26,49.0,49.0,1.232905,30.0,6.0,30052.32,30052.32,0.601046,N,N,37.508804,127.126637,211084.817076,545376.979712,211308.423874,545600.58651
G50K_R0040_C0144,송파구,1171011200,오금동,1.0,40,144,50000.0,5.0,37.0,7.4,103347.83,611654.28,103347.83,35.0,35.0,2.066957,10.0,2.0,7424.24,7424.24,0.148485,N,N,37.508801,127.129166,211308.423874,545376.979712,211532.030671,545600.58651
G50K_R0040_C0145,송파구,1171011200,오금동,1.0,40,145,50000.0,5.0,43.0,8.6,54477.81,192655.37,54477.81,33.0,33.0,1.089556,11.0,2.2,8994.57,8994.57,0.179891,N,N,37.508798,127.131695,211532.030671,545376.979712,211755.637469,545600.58651
G50K_R0040_C0146,송파구,1171011200,오금동,1.0,40,146,50000.0,5.0,25.0,5.0,21877.6,42539.26,21877.6,23.0,23.0,0.437552,14.0,2.8,12982.43,12982.43,0.259649,N,N,37.508796,127.134224,211755.637469,545376.979712,211979.244267,545600.58651
