그리드ID,주요구,주요법정동코드,주요법정동명,포함법정동수,그리드행,그리드열,기준면적_m2,기준면적_ha,전체건물수,전체건물수_per_ha,전체건물연면적합계_m2,전체건물입체화재하중_분자_원본,전체건물입체화재하중_분자,면적계산가능건물수,면적보정건물수,전체건물_입체화재하중밀도,상가수,상가수_per_ha,상가연면적합계_m2,상가입체화재하중_분자,상가_입체화재하중밀도,건물데이터_0여부,면적데이터_0여부,중심위도,중심경도,x_min_EPSG5186,y_min_EPSG5186,x_max_EPSG5186,y_max_EPSG5186
G50K_R0052_C0078,용산구,1117012300,신계동,3.0,52,78,50000.0,5.0,54.0,10.8,32964.78,69040.15000000001,32309.67,26.0,25.0,0.646193,19.0,3.8,13535.11,12880.0,0.2576,N,N,37.533042,126.962236,196550.375222,548060.261285,196773.98202,548283.868083
G50K_R0052_C0079,용산구,1117012500,한강로2가,2.0,52,79,50000.0,5.0,22.0,4.4,64739.212,161620.32,64739.212,7.0,7.0,1.294784,6.0,1.2,48095.852,48095.852,0.961917,N,N,37.533043,126.964766,196773.98202,548060.261285,196997.588818,548283.868083
G50K_R0052_C0080,용산구,1117012200,문배동,2.0,52,80,50000.0,5.0,11.0,2.2,53257.353,94711.093,53257.353,3.0,3.0,1.065147,1.0,0.2,446.05,446.05,0.008921,N,N,37.533044,126.967296,196997.588818,548060.261285,197221.195615,548283.868083
G50K_R0052_C0081,용산구,1117012500,한강로2가,1.0,52,81,50000.0,5.0,96.0,19.2,113395.92,367691.144,113395.92,55.0,55.0,2.267918,24.0,4.8,6012.34,6012.34,0.120247,N,N,37.533044,126.969826,197221.195615,548060.261285,197444.802413,548283.868083
G50K_R0052_C0082,용산구,1117012400,한강로1가,2.0,52,82,50000.0,5.0,134.0,26.8,66737.065,121088.904,66682.515,87.0,86.0,1.33365,64.0,12.8,22769.255,22769.255,0.455385,N,N,37.533045,126.972356,197444.802413,548060.261285,197668.409211,548283.868083
G50K_R0052_C0083,용산구,1117012400,한강로1가,2.0,52,83,50000.0,5.0,156.0,31.2,42727.15,123685.27,42727.15,110.0,110.0,0.854543,44.0,8.8,15687.81,15687.81,0.313756,N,N,37.533046,126.974885,197668.409211,548060.261285,197892.016009,548283.868083
G50K_R0052_C0088,용산구,1117013000,이태원동,1.0,52,88,50000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,37.533048,126.987535,198786.4432,548060.261285,199010.049997,548283.868083
G50K_R0052_C0089,용산구,1117013000,이태원동,1.0,52,89,50000.0,5.0,173.0,34.6,91262.88,261354.52000000002,91843.49,124.0,122.0,1.83687,81.0,16.2,21684.86,22347.86,0.446957,N,N,37.533048,126.990065,199010.049997,548060.261285,199233.656795,548283.868083
G50K_R0052_C0090,용산구,1117013000,이태원동,1.0,52,90,50000.0,5.0,281.0,56.2,56553.09,114194.39,56553.09,231.0,231.0,1.131062,58.0,11.6,13580.69,13580.69,0.271614,N,N,37.533048,126.992595,199233.656795,548060.261285,199457.263593,548283.868083
G50K_R0052_C0091,용산구,1117013000,이태원동,1.0,52,91,50000.0,5.0,215.0,43.0,49780.91,90686.11,49780.91,152.0,152.0,0.995618,54.0,10.8,23929.41,23929.41,0.478588,N,N,37.533048,126.995124,199457.263593,548060.261285,199680.870391,548283.868083
G50K_R0052_C0092,용산구,1117013100,한남동,3.0,52,92,50000.0,5.0,297.0,59.4,48065.19,85864.675,48065.19,227.0,227.0,0.961304,22.0,4.4,7796.46,7796.46,0.155929,N,N,37.533048,126.997654,199680.870391,548060.261285,199904.477188,548283.868083
G50K_R0052_C0093,용산구,1117013100,한남동,2.0,52,93,50000.0,5.0,295.0,59.0,57356.41,111600.804,57442.41,170.0,169.0,1.148848,13.0,2.6,4249.64,4249.64,0.084993,N,N,37.533048,127.000184,199904.477188,548060.261285,200128.083986,548283.868083
G50K_R0052_C0094,용산구,1117013100,한남동,1.0,52,94,50000.0,5.0,134.0,26.8,67892.61,127447.41,67892.61,108.0,108.0,1.357852,22.0,4.4,9735.27,9735.27,0.194705,N,N,37.533048,127.002714,200128.083986,548060.261285,200351.690784,548283.868083
G50K_R0052_C0095,용산구,1117013100,한남동,1.0,52,95,50000.0,5.0,176.0,35.2,73309.58,125337.22,73309.58,132.0,132.0,1.466192,69.0,13.8,38845.75,38845.75,0.776915,N,N,37.533048,127.005244,200351.690784,548060.261285,200575.297582,548283.868083
G50K_R0052_C0096,용산구,1117013100,한남동,1.0,52,96,50000.0,5.0,77.0,15.4,60769.86,140236.68,60769.86,62.0,62.0,1.215397,31.0,6.2,12419.76,12419.76,0.248395,N,N,37.533048,127.007774,200575.297582,548060.261285,200798.904379,548283.868083
G50K_R0052_C0097,용산구,1117013100,한남동,1.0,52,97,50000.0,5.0,105.0,21.0,54416.19,149237.11000000002,54416.19,85.0,85.0,1.088324,28.0,5.6,11372.34,11372.34,0.227447,N,N,37.533048,127.010304,200798.904379,548060.261285,201022.511177,548283.868083
G50K_R0052_C0098,용산구,1117013100,한남동,1.0,52,98,50000.0,5.0,32.0,6.4,23451.08,82235.0,23451.08,25.0,25.0,0.469022,2.0,0.4,938.18,938.18,0.018764,N,N,37.533048,127.012834,201022.511177,548060.261285,201246.117975,548283.868083
G50K_R0052_C0103,강남구,1168011000,압구정동,1.0,52,103,50000.0,5.0,5.0,1.0,52067.11,52067.11,52067.11,4.0,4.0,1.041342,1.0,0.2,1057.97,1057.97,0.021159,N,N,37.533046,127.025483,202140.545166,548060.261285,202364.151964,548283.868083
G50K_R0052_C0104,강남구,1168011000,압구정동,1.0,52,104,50000.0,5.0,16.0,3.2,91898.54,97499.95999999999,91898.54,12.0,12.0,1.837971,5.0,1.0,10461.26,10461.26,0.209225,N,N,37.533045,127.028013,202364.151964,548060.261285,202587.758761,548283.868083
G50K_R0052_C0105,강남구,1168011000,압구정동,1.0,52,105,50000.0,5.0,10.0,2.0,59918.93,59918.93,59918.93,9.0,9.0,1.198379,1.0,0.2,710.32,710.32,0.014206,N,N,37.533044,127.030543,202587.758761,548060.261285,202811.365559,548283.868083
G50K_R0052_C0113,성동구,1120011500,성수동2가,1.0,52,113,50000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,37.533037,127.050782,204376.613143,548060.261285,204600.219941,548283.868083
G50K_R0052_C0114,성동구,1120011500,성수동2가,1.0,52,114,50000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,37.533036,127.053312,204600.219941,548060.261285,204823.826739,548283.868083
G50K_R0052_C0115,성동구,1120011500,성수동2가,1.0,52,115,50000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,37.533035,127.055841,204823.826739,548060.261285,205047.433537,548283.868083
G50K_R0052_C0116,성동구,1120011500,성수동2가,1.0,52,116,50000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,37.533034,127.058371,205047.433537,548060.261285,205271.040334,548283.868083
G50K_R0052_C0137,송파구,1171010300,풍납동,1.0,52,137,50000.0,5.0,73.0,14.6,15554.87,35414.84,15554.87,62.0,62.0,0.311097,7.0,1.4,2928.29,2928.29,0.058566,N,N,37.532996,127.111499,209743.176289,548060.261285,209966.783087,548283.868083
G50K_R0052_C0138,송파구,1171010300,풍납동,1.0,52,138,50000.0,5.0,101.0,20.2,75979.38,404845.01,75979.38,88.0,88.0,1.519588,3.0,0.6,1065.64,1065.64,0.021313,N,N,37.532993,127.114029,209966.783087,548060.261285,210190.389885,548283.868083
G50K_R0052_C0139,송파구,1171010300,풍납동,1.0,52,139,50000.0,5.0,166.0,33.2,73370.095,104759.205,73370.095,155.0,155.0,1.467402,29.0,5.8,12486.95,12486.95,0.249739,N,N,37.532991,127.116558,210190.389885,548060.261285,210413.996683,548283.868083
G50K_R0052_C0140,송파구,1171010300,풍납동,1.0,52,140,50000.0,5.0,77.0,15.4,59646.69,131966.37,59646.69,59.0,59.0,1.192934,16.0,3.2,7656.87,7656.87,0.153137,N,N,37.532988,127.119088,210413.996683,548060.261285,210637.60348,548283.868083
G50K_R0052_C0141,송파구,1171010300,풍납동,1.0,52,141,50000.0,5.0,43.0,8.6,16067.5,21731.7,16067.5,32.0,32.0,0.32135,7.0,1.4,3702.47,3702.47,0.074049,N,N,37.532986,127.121618,210637.60348,548060.261285,210861.210278,548283.868083
G50K_R0053_C0028,강서구,1150010300,화곡동,1.0,53,28,50000.0,5.0,73.0,14.6,38298.63,176490.45,38298.63,66.0,66.0,0.765973,5.0,1.0,2064.57,2064.57,0.041291,N,N,37.534949,126.835738,185370.035335,548283.868083,185593.642132,548507.474881
G50K_R0053_C0029,강서구,1150010300,화곡동,1.0,53,29,50000.0,5.0,168.0,33.6,68575.12,391018.43,68109.71,155.0,154.0,1.362194,48.0,9.6,25266.6,24801.19,0.496024,N,N,37.534952,126.838268,185593.642132,548283.868083,185817.24893,548507.474881
G50K_R0053_C0030,강서구,1150010300,화곡동,1.0,53,30,50000.0,5.0,153.0,30.6,64761.46,144233.704,64761.46,151.0,151.0,1.295229,12.0,2.4,6254.8,6254.8,0.125096,N,N,37.534956,126.840798,185817.24893,548283.868083,186040.855728,548507.474881
G50K_R0053_C0031,강서구,1150010300,화곡동,1.0,53,31,50000.0,5.0,131.0,26.2,70119.955,125857.55,70119.955,128.0,128.0,1.402399,7.0,1.4,3776.38,3776.38,0.075528,N,N,37.534959,126.843328,186040.855728,548283.868083,186264.462526,548507.474881
G50K_R0053_C0032,강서구,1150010300,화곡동,1.0,53,32,50000.0,5.0,127.0,25.4,78087.515,138897.09,78087.515,121.0,121.0,1.56175,19.0,3.8,9387.13,9387.13,0.187743,N,N,37.534962,126.845858,186264.462526,548283.868083,186488.069323,548507.474881
G50K_R0053_C0033,강서구,1150010300,화곡동,1.0,53,33,50000.0,5.0,167.0,33.4,73517.234,157244.22,73517.234,162.0,162.0,1.470345,16.0,3.2,7115.85,7115.85,0.142317,N,N,37.534966,126.848388,186488.069323,548283.868083,186711.676121,548507.474881
G50K_R0053_C0034,강서구,1150010300,화곡동,1.0,53,34,50000.0,5.0,151.0,30.2,72351.535,167327.955,72351.535,148.0,148.0,1.447031,1.0,0.2,597.27,597.27,0.011945,N,N,37.534969,126.850918,186711.676121,548283.868083,186935.282919,548507.474881
G50K_R0053_C0035,강서구,1150010300,화곡동,1.0,53,35,50000.0,5.0,166.0,33.2,67146.76,148816.78,67146.76,164.0,164.0,1.342935,1.0,0.2,124.96,124.96,0.002499,N,N,37.534972,126.853448,186935.282919,548283.868083,187158.889717,548507.474881
G50K_R0053_C0036,강서구,1150010300,화곡동,1.0,53,36,50000.0,5.0,182.0,36.4,66649.4425,145199.59,66649.4425,178.0,178.0,1.332989,12.0,2.4,6678.76,6678.76,0.133575,N,N,37.534975,126.855978,187158.889717,548283.868083,187382.496514,548507.474881
G50K_R0053_C0037,강서구,1150010300,화곡동,1.0,53,37,50000.0,5.0,174.0,34.8,64279.19,160318.09,64279.19,170.0,170.0,1.285584,6.0,1.2,2007.71,2007.71,0.040154,N,N,37.534978,126.858508,187382.496514,548283.868083,187606.103312,548507.474881
G50K_R0053_C0038,강서구,1150010300,화곡동,2.0,53,38,50000.0,5.0,169.0,33.8,67756.093,152416.94,67756.093,162.0,162.0,1.355122,6.0,1.2,2265.54,2265.54,0.045311,N,N,37.534981,126.861037,187606.103312,548283.868083,187829.71011,548507.474881
G50K_R0053_C0039,강서구,1150010300,화곡동,2.0,53,39,50000.0,5.0,78.0,15.6,32423.785,70845.96,32423.785,62.0,62.0,0.648476,19.0,3.8,10663.69,10663.69,0.213274,N,N,37.534984,126.863567,187829.71011,548283.868083,188053.316908,548507.474881
G50K_R0053_C0050,영등포구,1156012900,양평동5가,2.0,53,50,50000.0,5.0,17.0,3.4,2808.385,2808.385,2808.385,4.0,4.0,0.056168,2.0,0.4,532.17,532.17,0.010643,N,N,37.535013,126.891397,190289.384885,548283.868083,190512.991683,548507.474881
G50K_R0053_C0051,영등포구,1156012800,양평동4가,1.0,53,51,50000.0,5.0,59.0,11.8,130479.42,670302.94,130479.42,23.0,23.0,2.609588,4.0,0.8,2330.49,2330.49,0.04661,N,N,37.535015,126.893927,190512.991683,548283.868083,190736.598481,548507.474881
G50K_R0053_C0052,영등포구,1156012800,양평동4가,1.0,53,52,50000.0,5.0,72.0,14.4,93381.97,256878.24,93381.97,42.0,42.0,1.867639,25.0,5.0,23211.31,23211.31,0.464226,N,N,37.535018,126.896457,190736.598481,548283.868083,190960.205278,548507.474881
G50K_R0053_C0053,영등포구,1156011600,당산동6가,3.0,53,53,50000.0,5.0,72.0,14.4,142219.74,447067.01,142219.74,45.0,45.0,2.844395,32.0,6.4,35777.91,35777.91,0.715558,N,N,37.53502,126.898987,190960.205278,548283.868083,191183.812076,548507.474881
G50K_R0053_C0054,영등포구,1156011600,당산동6가,2.0,53,54,50000.0,5.0,71.0,14.2,78347.91,155980.78,78347.91,54.0,54.0,1.566958,32.0,6.4,24964.01,24964.01,0.49928,N,N,37.535022,126.901516,191183.812076,548283.868083,191407.418874,548507.474881
G50K_R0053_C0055,영등포구,1156011600,당산동6가,2.0,53,55,50000.0,5.0,100.0,20.0,44284.01,323575.69,44284.01,80.0,80.0,0.88568,16.0,3.2,7134.8,7134.8,0.142696,N,N,37.535024,126.904046,191407.418874,548283.868083,191631.025672,548507.474881
G50K_R0053_C0058,영등포구,1156011000,여의도동,1.0,53,58,50000.0,5.0,6.0,1.2,2195.21,110480.0,2195.21,1.0,1.0,0.043904,1.0,0.2,2195.21,2195.21,0.043904,N,N,37.53503,126.911636,192078.239267,548283.868083,192301.846065,548507.474881
G50K_R0053_C0071,마포구,1144010700,마포동,3.0,53,71,50000.0,5.0,48.0,9.6,42427.518,126484.28799999999,42427.518,29.0,29.0,0.84855,9.0,1.8,4888.66,4888.66,0.097773,N,N,37.53505,126.944525,194985.127638,548283.868083,195208.734436,548507.474881
G50K_R0053_C0072,마포구,1144010400,도화동,3.0,53,72,50000.0,5.0,51.0,10.2,103192.91,158481.29,103192.91,31.0,31.0,2.063858,4.0,0.8,2229.27,2229.27,0.044585,N,N,37.535051,126.947055,195208.734436,548283.868083,195432.341233,548507.474881
G50K_R0053_C0073,마포구,1144010400,도화동,2.0,53,73,50000.0,5.0,39.0,7.8,120931.97,124655.70999999999,120931.97,19.0,19.0,2.418639,1.0,0.2,135.4,135.4,0.002708,N,N,37.535052,126.949585,195432.341233,548283.868083,195655.948031,548507.474881
G50K_R0053_C0074,용산구,1117011500,산천동,3.0,53,74,50000.0,5.0,114.0,22.8,83423.04,115638.39,83423.04,75.0,75.0,1.668461,17.0,3.4,5215.56,5215.56,0.104311,N,N,37.535053,126.952115,195655.948031,548283.868083,195879.554829,548507.474881
G50K_R0053_C0075,용산구,1117011400,신창동,2.0,53,75,50000.0,5.0,187.0,37.4,55555.05,86764.93,55555.05,162.0,162.0,1.111101,23.0,4.6,4723.26,4723.26,0.094465,N,N,37.535054,126.954645,195879.554829,548283.868083,196103.161627,548507.474881
G50K_R0053_C0076,용산구,1117011700,원효로3가,3.0,53,76,50000.0,5.0,206.0,41.2,42279.78,185746.55000000002,42279.78,177.0,177.0,0.845596,41.0,8.2,8568.71,8568.71,0.171374,N,N,37.535055,126.957175,196103.161627,548283.868083,196326.768424,548507.474881
G50K_R0053_C0077,용산구,1117011700,원효로3가,3.0,53,77,50000.0,5.0,137.0,27.4,62529.895,223837.38000000003,62529.895,101.0,101.0,1.250598,60.0,12.0,16647.75,16647.75,0.332955,N,N,37.535056,126.959705,196326.768424,548283.868083,196550.375222,548507.474881
G50K_R0053_C0078,용산구,1117011300,원효로2가,3.0,53,78,50000.0,5.0,201.0,40.2,54356.84,103553.56,54356.84,162.0,162.0,1.087137,117.0,23.4,30948.61,30948.61,0.618972,N,N,37.535057,126.962235,196550.375222,548283.868083,196773.98202,548507.474881
G50K_R0053_C0079,용산구,1117012300,신계동,3.0,53,79,50000.0,5.0,178.0,35.6,82530.33,147170.06,82530.33,134.0,134.0,1.650607,84.0,16.8,34305.65,34305.65,0.686113,N,N,37.535058,126.964765,196773.98202,548283.868083,196997.588818,548507.474881
G50K_R0053_C0080,용산구,1117012300,신계동,3.0,53,80,50000.0,5.0,101.0,20.2,52262.37,115508.61,52262.37,44.0,44.0,1.045247,14.0,2.8,5315.0,5315.0,0.1063,N,N,37.535058,126.967295,196997.588818,548283.868083,197221.195615,548507.474881
G50K_R0053_C0081,용산구,1117012200,문배동,2.0,53,81,50000.0,5.0,42.0,8.4,40225.61,53166.95,40225.61,9.0,9.0,0.804512,3.0,0.6,731.98,731.98,0.01464,N,N,37.535059,126.969825,197221.195615,548283.868083,197444.802413,548507.474881
G50K_R0053_C0082,용산구,1117012400,한강로1가,2.0,53,82,50000.0,5.0,97.0,19.4,29238.82,93174.29,29238.82,50.0,50.0,0.584776,33.0,6.6,6638.14,6638.14,0.132763,N,N,37.53506,126.972355,197444.802413,548283.868083,197668.409211,548507.474881
G50K_R0053_C0083,용산구,1117012400,한강로1가,2.0,53,83,50000.0,5.0,115.0,23.0,16804.64,28402.89,16804.64,77.0,77.0,0.336093,38.0,7.6,6900.85,6900.85,0.138017,N,N,37.53506,126.974885,197668.409211,548283.868083,197892.016009,548507.474881
G50K_R0053_C0087,용산구,1117013000,이태원동,1.0,53,87,50000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,37.535062,126.985005,198562.836402,548283.868083,198786.4432,548507.474881
G50K_R0053_C0088,용산구,1117013000,이태원동,1.0,53,88,50000.0,5.0,105.0,21.0,24816.45,40620.01,24816.45,73.0,72.0,0.496329,23.0,4.6,7526.03,7526.03,0.150521,N,N,37.535062,126.987534,198786.4432,548283.868083,199010.049997,548507.474881
G50K_R0053_C0089,용산구,1117013000,이태원동,1.0,53,89,50000.0,5.0,150.0,30.0,69818.62,145787.91,69818.62,137.0,137.0,1.396372,32.0,6.4,19787.27,19787.27,0.395745,N,N,37.535063,126.990064,199010.049997,548283.868083,199233.656795,548507.474881
G50K_R0053_C0090,용산구,1117013000,이태원동,1.0,53,90,50000.0,5.0,173.0,34.6,72325.23,165391.8,72281.34,143.0,142.0,1.445627,85.0,17.0,31349.03,31349.03,0.626981,N,N,37.535063,126.992594,199233.656795,548283.868083,199457.263593,548507.474881
G50K_R0053_C0091,용산구,1117013000,이태원동,1.0,53,91,50000.0,5.0,94.0,18.8,51442.245,111993.745,52212.245,76.0,75.0,1.044245,51.0,10.2,31369.365,32139.365,0.642787,N,N,37.535063,126.995124,199457.263593,548283.868083,199680.870391,548507.474881
G50K_R0053_C0092,용산구,1117013100,한남동,2.0,53,92,50000.0,5.0,85.0,17.0,121194.54,248009.91,121194.54,71.0,71.0,2.423891,31.0,6.2,20987.98,20987.98,0.41976,N,N,37.535063,126.997654,199680.870391,548283.868083,199904.477188,548507.474881
G50K_R0053_C0093,용산구,1117013100,한남동,1.0,53,93,50000.0,5.0,141.0,28.2,72435.36,166350.71,72435.36,114.0,114.0,1.448707,62.0,12.4,28001.24,28001.24,0.560025,N,N,37.535063,127.000184,199904.477188,548283.868083,200128.083986,548507.474881
G50K_R0053_C0094,용산구,1117013100,한남동,1.0,53,94,50000.0,5.0,66.0,13.2,50837.16,92368.42,50837.16,45.0,45.0,1.016743,18.0,3.6,9115.8,9115.8,0.182316,N,N,37.535063,127.002714,200128.083986,548283.868083,200351.690784,548507.474881
G50K_R0053_C0095,용산구,1117013100,한남동,1.0,53,95,50000.0,5.0,58.0,11.6,37917.68,59768.03,37917.68,29.0,29.0,0.758354,15.0,3.0,8319.01,8319.01,0.16638,N,N,37.535063,127.005244,200351.690784,548283.868083,200575.297582,548507.474881
G50K_R0053_C0096,용산구,1117013100,한남동,1.0,53,96,50000.0,5.0,47.0,9.4,126487.823,275418.573,126487.823,33.0,33.0,2.529756,16.0,3.2,11320.57,11320.57,0.226411,N,N,37.535063,127.007774,200575.297582,548283.868083,200798.904379,548507.474881
G50K_R0053_C0097,용산구,1117013100,한남동,1.0,53,97,50000.0,5.0,67.0,13.4,80150.647,167310.747,80150.647,61.0,61.0,1.603013,34.0,6.8,17562.24,17562.24,0.351245,N,N,37.535063,127.010304,200798.904379,548283.868083,201022.511177,548507.474881
G50K_R0053_C0098,용산구,1117013100,한남동,1.0,53,98,50000.0,5.0,62.0,12.4,59937.92,154529.18,59937.92,48.0,48.0,1.198758,4.0,0.8,2558.08,2558.08,0.051162,N,N,37.535062,127.012834,201022.511177,548283.868083,201246.117975,548507.474881
G50K_R0053_C0099,용산구,1117013100,한남동,1.0,53,99,50000.0,5.0,3.0,0.6,516.9,1770.0,516.9,2.0,2.0,0.010338,1.0,0.2,255.97,255.97,0.005119,N,N,37.535062,127.015364,201246.117975,548283.868083,201469.724773,548507.474881
G50K_R0053_C0111,성동구,1120011400,성수동1가,1.0,53,111,50000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,37.535054,127.045723,203929.399548,548283.868083,204153.006346,548507.474881
G50K_R0053_C0112,성동구,1120011400,성수동1가,1.0,53,112,50000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,37.535053,127.048253,204153.006346,548283.868083,204376.613143,548507.474881
G50K_R0053_C0113,성동구,1120011500,성수동2가,2.0,53,113,50000.0,5.0,6.0,1.2,1823.72,2914.94,1823.72,3.0,3.0,0.036474,1.0,0.2,669.94,669.94,0.013399,N,N,37.535052,127.050783,204376.613143,548283.868083,204600.219941,548507.474881
G50K_R0053_C0114,성동구,1120011500,성수동2가,1.0,53,114,50000.0,5.0,42.0,8.4,40368.44,54889.07,40368.44,34.0,34.0,0.807369,5.0,1.0,1449.66,1449.66,0.028993,N,N,37.535051,127.053313,204600.219941,548283.868083,204823.826739,548507.474881
G50K_R0053_C0115,성동구,1120011500,성수동2가,1.0,53,115,50000.0,5.0,128.0,25.6,71483.06,215265.37,71483.06,106.0,106.0,1.429661,12.0,2.4,4232.69,4232.69,0.084654,N,N,37.53505,127.055843,204823.826739,548283.868083,205047.433537,548507.474881
G50K_R0053_C0116,성동구,1120011500,성수동2가,1.0,53,116,50000.0,5.0,102.0,20.4,36908.83,133854.43999999997,36908.83,95.0,95.0,0.738177,9.0,1.8,2861.09,2861.09,0.057222,N,N,37.535049,127.058373,205047.433537,548283.868083,205271.040334,548507.474881
G50K_R0053_C0117,성동구,1120011500,성수동2가,1.0,53,117,50000.0,5.0,21.0,4.2,2921.14,3341.54,2921.14,15.0,15.0,0.058423,3.0,0.6,975.94,975.94,0.019519,N,N,37.535047,127.060903,205271.040334,548283.868083,205494.647132,548507.474881
G50K_R0053_C0138,송파구,1171010300,풍납동,1.0,53,138,50000.0,5.0,61.0,12.2,48232.865,753845.985,48232.865,58.0,58.0,0.964657,10.0,2.0,4175.345,4175.345,0.083507,N,N,37.535008,127.114032,209966.783087,548283.868083,210190.389885,548507.474881
G50K_R0053_C0139,송파구,1171010300,풍납동,1.0,53,139,50000.0,5.0,157.0,31.4,49073.09,115309.34000000001,49073.09,145.0,145.0,0.981462,28.0,5.6,11196.83,11196.83,0.223937,N,N,37.535005,127.116562,210190.389885,548283.868083,210413.996683,548507.474881
G50K_R0053_C0140,송파구,1171010300,풍납동,1.0,53,140,50000.0,5.0,113.0,22.6,41706.3,126645.06,41541.87,88.0,87.0,0.830837,4.0,0.8,1337.99,1337.99,0.02676,N,N,37.535003,127.119091,210413.996683,548283.868083,210637.60348,548507.474881
G50K_R0053_C0141,송파구,1171010300,풍납동,1.0,53,141,50000.0,5.0,165.0,33.0,36704.61,58456.35,36704.61,153.0,153.0,0.734092,25.0,5.0,8055.52,8055.52,0.16111,N,N,37.535,127.121621,210637.60348,548283.868083,210861.210278,548507.474881
G50K_R0054_C0028,강서구,1150010300,화곡동,1.0,54,28,50000.0,5.0,128.0,25.6,53170.735,128703.12,53170.735,120.0,120.0,1.063415,26.0,5.2,12344.845,12344.845,0.246897,N,N,37.536963,126.835734,185370.035335,548507.474881,185593.642132,548731.081678
G50K_R0054_C0029,강서구,1150010300,화곡동,1.0,54,29,50000.0,5.0,141.0,28.2,75254.71,263852.65,75254.71,131.0,131.0,1.505094,30.0,6.0,15698.15,15698.15,0.313963,N,N,37.536967,126.838264,185593.642132,548507.474881,185817.24893,548731.081678
G50K_R0054_C0030,강서구,1150010300,화곡동,1.0,54,30,50000.0,5.0,146.0,29.2,59782.94,129570.97,59782.94,139.0,139.0,1.195659,14.0,2.8,6204.56,6204.56,0.124091,N,N,37.53697,126.840794,185817.24893,548507.474881,186040.855728,548731.081678
G50K_R0054_C0031,강서구,1150010300,화곡동,1.0,54,31,50000.0,5.0,58.0,11.6,41547.05,187848.93,41547.05,45.0,45.0,0.830941,5.0,1.0,1070.86,1070.86,0.021417,N,N,37.536974,126.843324,186040.855728,548507.474881,186264.462526,548731.081678
G50K_R0054_C0032,강서구,1150010300,화곡동,1.0,54,32,50000.0,5.0,139.0,27.8,61834.04,156646.52,61834.04,137.0,137.0,1.236681,3.0,0.6,521.5,521.5,0.01043,N,N,37.536977,126.845854,186264.462526,548507.474881,186488.069323,548731.081678
G50K_R0054_C0033,강서구,1150010300,화곡동,1.0,54,33,50000.0,5.0,187.0,37.4,70076.48,147791.85,70076.48,180.0,180.0,1.40153,6.0,1.2,2507.28,2507.28,0.050146,N,N,37.53698,126.848384,186488.069323,548507.474881,186711.676121,548731.081678
G50K_R0054_C0034,강서구,1150010300,화곡동,1.0,54,34,50000.0,5.0,109.0,21.8,60734.23,196690.71000000002,60734.23,108.0,108.0,1.214685,1.0,0.2,450.73,450.73,0.009015,N,N,37.536984,126.850914,186711.676121,548507.474881,186935.282919,548731.081678
G50K_R0054_C0035,강서구,1150010300,화곡동,1.0,54,35,50000.0,5.0,59.0,11.8,49948.294,338357.69,49948.294,54.0,54.0,0.998966,3.0,0.6,1136.86,1136.86,0.022737,N,N,37.536987,126.853444,186935.282919,548507.474881,187158.889717,548731.081678
G50K_R0054_C0036,강서구,1150010300,화곡동,1.0,54,36,50000.0,5.0,125.0,25.0,84572.358,325940.18,84572.358,115.0,115.0,1.691447,5.0,1.0,3098.32,3098.32,0.061966,N,N,37.53699,126.855974,187158.889717,548507.474881,187382.496514,548731.081678
G50K_R0054_C0037,강서구,1150010300,화곡동,1.0,54,37,50000.0,5.0,146.0,29.2,60747.64,164480.61,60747.64,138.0,138.0,1.214953,4.0,0.8,7066.31,7066.31,0.141326,N,N,37.536993,126.858504,187382.496514,548507.474881,187606.103312,548731.081678
G50K_R0054_C0038,강서구,1150010200,등촌동,2.0,54,38,50000.0,5.0,179.0,35.8,66336.86,152548.455,66336.86,177.0,177.0,1.326737,2.0,0.4,1513.5,1513.5,0.03027,N,N,37.536996,126.861034,187606.103312,548507.474881,187829.71011,548731.081678
G50K_R0054_C0039,강서구,1150010200,등촌동,1.0,54,39,50000.0,5.0,69.0,13.8,28686.44,59689.020000000004,28686.44,67.0,67.0,0.573729,15.0,3.0,11453.18,11453.18,0.229064,N,N,37.536999,126.863564,187829.71011,548507.474881,188053.316908,548731.081678
G50K_R0054_C0050,영등포구,1156012900,양평동5가,1.0,54,50,50000.0,5.0,72.0,14.4,59333.71,189381.943,59333.71,38.0,38.0,1.186674,13.0,2.6,4945.49,4945.49,0.09891,N,N,37.537028,126.891394,190289.384885,548507.474881,190512.991683,548731.081678
