구,동,숙소명,cluster,cluster_label,위도,경도,x_5181,y_5181,최종위험점수_new,local_R2,residual,coef_intercept,tval_intercept,bw_intercept,coef_구조노후도,tval_구조노후도,bw_구조노후도,coef_단속위험도,tval_단속위험도,bw_단속위험도,coef_도로폭위험도,tval_도로폭위험도,bw_도로폭위험도,coef_최근접_소화용수_거리등급,tval_최근접_소화용수_거리등급,bw_최근접_소화용수_거리등급,coef_소방위험도_점수,tval_소방위험도_점수,bw_소방위험도_점수,coef_집중도,tval_집중도,bw_집중도,z_구조노후도,contrib_구조노후도,z_단속위험도,contrib_단속위험도,z_도로폭위험도,contrib_도로폭위험도,z_최근접_소화용수_거리등급,contrib_최근접_소화용수_거리등급,z_소방위험도_점수,contrib_소방위험도_점수,z_집중도,contrib_집중도
중구,(필동,더붓메인,1,저위험군,37.55796716,126.9941198,199480.4429,450937.7747,25.80656169,,-0.4181624751988551,24.6592573146567,79.54882736336563,44.0,5.001095908773284,61.601087862007304,336.0,2.155950154710211,60.77763709499952,1324.0,1.8762721156381426,18.681307381706738,223.0,4.494047381141781,37.76849226633618,167.0,0.661394210227131,2.841680862375629,223.0,1.4856152653572345,36.86395580886312,1310.0,-0.525209264620301,-2.6266219045424126,-0.8993578832936389,-1.9389707676267687,2.0922003352927283,3.9255371494385187,0.9667489340799912,4.344615515423793,-0.772967872753773,-0.5112364757309271,-1.0957457858570185,-1.627856666420046
중구,남창동,드림하우스1,1,저위험군,37.55443543,126.9776558,198025.6376,450546.0131,23.88159925,,-1.0746700464584755,24.247007154171303,80.268703307515,44.0,4.957138871088487,57.105119065773856,336.0,2.155621599494932,60.63544025947961,1324.0,1.8236371171681007,19.09392729370521,223.0,4.612873335183571,38.862689467552315,167.0,0.6845407072557439,2.8299282097321714,223.0,1.4847219452303102,36.60471639629436,1310.0,-0.793892996606864,-3.935437832964806,1.867528106978332,4.0256839250663745,0.571559223366529,1.0423166143909754,-0.3281087291423,-1.5135240077014844,-0.4042826377933969,-0.27674792280630967,0.9206918310151154,1.3669713663024181
중구,(남산동,두두하우스,1,저위험군,37.55557505,126.9834242,198535.3645,450672.3918,25.5002233,,0.011367760076812061,23.060613610156327,52.64609700202268,44.0,4.995343458550484,58.27747304827957,336.0,2.1556194081179116,60.6172052481935,1324.0,1.8646089203430676,18.714208035658668,223.0,4.549740628595399,36.5728445697124,167.0,0.636492559584262,2.5892244056174794,223.0,1.4849002494476593,36.67407651802964,1310.0,-0.5903220353245656,-2.9488613175967764,2.182616042222642,4.70488950108463,-0.7209857217707403,-1.3443564082537074,0.9667489340799912,4.398456903035031,-1.1858953359093942,-0.7548135577520085,-1.0957457858570185,-1.6270731907503082
중구,(남산동,Logan,1,저위험군,37.55523004,126.9839747,198583.9983,450634.0914,35.69619967,,-1.2461827987499987,23.03273533753453,53.22164303964364,44.0,4.994106623209962,58.23585736994211,336.0,2.1555980464250206,60.59999679481464,1324.0,1.8554842709383759,18.723357381554752,223.0,4.540936253905574,36.42113192545266,167.0,0.6377856288176508,2.5966845346968785,223.0,1.4849541149417838,36.6966906360731,1310.0,1.5292109144970116,7.637042356374489,2.3066470275673066,4.972203826416167,-0.4168574993855005,-0.7734725333324999,0.9667489340799912,4.3899452831884025,-1.0802055685540866,-0.6889395877925961,-1.0957457858570185,-1.6271322136384982
중구,(회현동,뉴진스하우스,1,저위험군,37.55547098,126.983063,198503.4477,450660.847,20.78830523,,0.324342507224312,23.095542973369767,52.52032800114862,44.0,4.99433574779673,57.97536657098657,336.0,2.1556182160193504,60.63291925249998,1324.0,1.8625081572241662,18.742303519647823,223.0,4.5531093610607645,36.41771957845658,167.0,0.6386236812930937,2.598151453891195,223.0,1.4848867382020379,36.67043719554898,1310.0,-0.5903220353245656,-2.948266443733602,-0.1748987436470939,-0.37701491776457424,-0.7209857217707403,-1.3428417880401569,0.9667489340799912,4.401713621555124,-1.1557860417209636,-0.7381123367510148,-1.0957457858570185,-1.6270583858598568
중구,(장충동,메종 마리 서울,1,저위험군,37.55729653,127.0040754,200360.09,450863.3343,19.26816273,,-3.452711004750384,25.488029648974,123.49907242001919,44.0,4.886814217501232,58.79885533343013,336.0,2.1566027858651693,61.04361778000192,1324.0,1.844298013380084,17.418755209394263,223.0,4.852800376749577,42.33899362530907,167.0,1.0403803502577742,5.986891301661601,223.0,1.4865108410010086,37.09726943421653,1310.0,-0.9061563943728373,-4.4282179513008355,-0.6215875195529087,-1.3405173763268232,0.039334834192359225,0.07254515655760312,0.9667489340799912,4.691439591525633,-0.12838318696471548,-0.13356734502156,-1.0957457858570185,-1.6288379896576277
중구,예장동,에이치 스테이,1,저위험군,37.55348791,126.9923492,199323.9601,450440.6426,20.27632986,,0.22027969092804156,24.282710349070786,63.533367180223095,44.0,4.982883319789336,57.83819958689998,336.0,2.155785372678655,60.882975748024286,1324.0,1.8562363506157358,18.914020721193,223.0,4.4685339403637325,35.8000043990893,167.0,0.6600206992072846,2.740532041439151,223.0,1.4856523559935575,36.932678901949195,1310.0,-0.5798441181997414,-2.8892955846554473,-0.9300192214013292,-2.0049218338069767,-1.02511394415598,-1.9028537666653995,0.9667489340799912,4.319950423746901,-0.1843004476003725,-0.12164211028941338,-1.0957457858570185,-1.6278973083284918
중구,주교동,빡하우스,1,저위험군,37.56575916,126.998356,199854.7553,451802.5798,14.463949,,-1.0131520245271695,25.75005200224977,123.42644500578551,44.0,4.916241308660815,59.09095047098988,336.0,2.156255637208078,60.61569419205076,1324.0,1.8913996765852177,19.662609866641507,223.0,4.6761854915606,43.95065590596319,167.0,0.9392135370176703,5.190267260904036,223.0,1.4856204924833356,36.76327873810841,1310.0,-0.6217557866990381,-3.0567014824687138,-0.2401821513229987,-0.5178941177469796,0.039334834192359225,0.0743978926699614,-1.6229663923645912,-7.589291897265749,-0.3317745415845231,-0.31160714069401607,0.7593768216653447,1.1281457677828994
중구,(남산동,별채,1,저위험군,37.55659625,126.9853795,198708.1557,450785.7042,32.10280369,,-0.6959442344693088,23.17114236815274,58.41953424338158,44.0,5.0039465535926295,59.58403683977364,336.0,2.1556524387094633,60.57249597606399,1324.0,1.883557110933796,18.582810845420997,223.0,4.517934711946928,35.83503234223338,167.0,0.6237463095926566,2.5405784398950844,223.0,1.4850041493268966,36.696176971331326,1310.0,1.660933301209087,8.31122146833244,1.3965337967789415,3.0104414847667114,-0.4168574993855005,-0.7851749072136399,-0.3281087291423,-1.48237381668479,-1.2725363661250828,-0.7937398621929702,0.9206918310151154,1.3672311893088243
중구,중림동,만리재 레지던스,1,저위험군,37.55449219,126.966788,197065.3487,450552.5966,19.22524823,,-2.2747400145722807,26.234768010286086,103.21481624294466,44.0,4.848392286424851,58.88471008340823,336.0,2.155581150652016,60.95482909906297,1324.0,1.7409897065548974,18.178067262479633,223.0,4.616782046256266,39.93659899617318,167.0,0.876236204900004,4.1484758504063395,223.0,1.4856198022076628,36.67961408220674,1310.0,-0.8253267479813365,-4.001507838692819,-0.12717446568420446,-0.27413488107311274,0.039334834192359225,0.06848154143794102,-0.3281087291423,-1.5148064899241307,0.1536610177799722,0.1346433470605949,0.5738645609131084,0.8525445554777195
중구,(남산동,마루스테이,1,저위험군,37.55605869,126.9845459,198634.4831,450726.0532,13.69649671,,-1.9495916492475285,23.08264112769518,56.491269549422526,44.0,4.99907793933737,59.19386985913219,336.0,2.1556287908285134,60.5673553879681,1324.0,1.873924600939608,18.562821082594173,223.0,4.530988432002679,36.10111451383732,167.0,0.6288356008832223,2.5573165605566905,223.0,1.484963613392616,36.689399831387334,1310.0,-0.8575089220075822,-4.286753934793074,0.7127799796355292,1.5364890456285083,-0.4168574993855005,-0.7811595231846569,-0.3281087291423,-1.4866568561828615,-1.2584034321182682,-0.7913288783896004,-1.0957457858570185,-1.62714262152597
중구,(장충동,호호스테이,1,저위험군,37.55789604,127.0073795,200652.0341,450929.8906,36.67753868,,-2.7775950198210637,25.338305410434288,125.34528375929355,44.0,4.845013935422601,58.15415096120087,336.0,2.1568668778391196,61.0941259183748,1324.0,1.8399421336593578,17.88133153910798,223.0,4.910583677871335,43.71875485445556,167.0,1.1453759836806894,7.2174842509432695,223.0,1.4867729108207977,37.14733427793321,1310.0,1.4364065056771402,6.959409536937429,-0.5549585367772129,-1.1969716865488333,1.3318797793296284,2.4505817229575113,0.9667489340799912,4.747301536292716,-0.4227168995414157,-0.4841697846307002,1.103515508278189,1.640676964378655
중구,(회현동,뉴썬홈,1,저위험군,37.55351514,126.9797505,198210.7085,450443.83,25.06292251,,-0.5472348333287762,23.93727585129813,72.97910517293425,44.0,4.958898301506014,56.79007525907189,336.0,2.1555503013003436,60.66191298794458,1324.0,1.795482986224734,18.793985868087393,223.0,4.5860306022564306,37.75329519839554,167.0,0.6749718998430562,2.7730168865446827,223.0,1.4848113472986697,36.66182532888972,1310.0,-0.7183023087777753,-3.561988098965959,-0.42820578501839257,-0.9230191089149463,2.0922003352927283,3.756510105791777,0.9667489340799912,4.433540196389624,-0.6003002877139969,-0.4051858256746497,-1.0957457858570185,-1.6269757765951993
중구,(남산동,욜로게스트하우스2,1,저위험군,37.55629987,126.9847075,198648.7689,450752.819,9.218862256,,-1.66542994387566,23.123288050022907,57.49050615455959,44.0,5.001700700112134,59.18855856137259,336.0,2.155638617973363,60.563164646862354,1324.0,1.8798405053186953,18.719857118736893,223.0,4.527812491366861,35.926249276596806,167.0,0.6279872808680442,2.557119885811218,223.0,1.4849660051115074,36.6871523364983,1310.0,-0.8687352617841796,-4.345153767078029,1.244140659177519,2.681917651113896,-0.4168574993855005,-0.7836256122907269,-1.6229663923645912,-7.3484875044170055,-1.3001877587471107,-0.8165013752335147,-1.0957457858570185,-1.6271452422418662
중구,(회현동,운 스테이,1,저위험군,37.55347515,126.9817323,198385.8258,450439.3557,23.11088373,,1.5318990772436543,23.783753284696886,64.10024709509062,44.0,4.968823045737104,56.82736484251578,336.0,2.1555389114040815,60.71128526421764,1324.0,1.801909489698624,18.716224331870272,223.0,4.562167502983398,36.677339386539124,167.0,0.6624543076567314,2.709659144720904,223.0,1.4849321760840346,36.708007797833936,1310.0,-0.376273156917443,-1.8696347335836445,-0.9300192214013292,-2.0046926200842927,-0.4168574993855005,-0.7511394839947717,0.9667489340799912,4.410470570603574,-0.5474554040363431,-0.3626641906538318,-1.0957457858570185,-1.627108174227573
중구,신당동,플라워니,1,저위험군,37.56006699,127.0134863,201191.5735,451170.9002,21.55693759,,-1.0907643601860038,25.18749650748465,97.42933117789671,44.0,4.780925481913389,59.231046430107085,336.0,2.1573680157661386,61.146441648964384,1324.0,1.8273524708682447,18.082461505232995,223.0,4.975497406902167,47.30742792255116,167.0,1.2398552992001723,8.097661840668431,223.0,1.487193639716648,37.20502989692141,1310.0,-0.6651643005018811,-3.1801009539285383,0.8437259076312118,1.8202272871968317,0.039334834192359225,0.07187860645260034,-0.3281087291423,-1.632504131029479,-0.5296356176799248,-0.6566715272256113,0.6975394014145994,1.03737616123555
중구,(회현동,명동재미하우스,1,저위험군,37.55430366,126.9835253,198544.2765,450531.2811,23.73914184,,0.47183467134620827,23.230748474795426,53.96597719864988,44.0,4.984774776009452,57.5914662365645,336.0,2.1555609188013207,60.63069929467608,1324.0,1.8292243611423977,18.51989937889054,223.0,4.543545349428307,36.17951422797288,167.0,0.6452808097272794,2.6264740965472044,223.0,1.4849571400519785,36.70944665592305,1310.0,-0.5469135215217227,-2.7262407267399857,0.8621017345544864,1.858312807036481,-0.7209857217707403,-1.318844646298873,0.9667489340799912,4.392467623503917,-0.8399456904382413,-0.5420008352529271,-1.0957457858570185,-1.627135528390246
중구,(회현동,남산 데이지,1,저위험군,37.55426515,126.9834154,198534.5622,450527.0087,29.125951,,-2.8189350667400745,23.27375567590132,54.488402153507394,44.0,4.984078341749776,57.53991627206047,336.0,2.1555603315140264,60.635580122005635,1324.0,1.828135909333782,18.530409753412982,223.0,4.544347389070488,36.14857599212206,167.0,0.6460543899123227,2.629966337817238,223.0,1.4849505789869375,36.70771952414264,1310.0,1.1594901245210727,5.77898961709823,0.9216798889987282,1.9867366070799095,-0.7209857217707403,-1.3180598880860253,0.9667489340799912,4.393242994473085,-0.8399456904382413,-0.5426506005955626,-1.0957457858570185,-1.6271283391308764
중구,신당동,서울 별장,1,저위험군,37.5482818,127.0043967,200388.527,449862.8084,22.48231872,,-1.452521597305175,25.136210845425406,111.6133576746961,44.0,4.795173144794487,51.99539654433573,336.0,2.156643348921562,61.300433343055325,1324.0,1.8964254595802281,17.941098365029685,223.0,4.800574736478477,37.4779912758201,167.0,1.1898298112443109,6.610818128405401,223.0,1.4869072510924528,37.292915378525706,1310.0,-0.6539379607252838,-3.1357457476315527,-0.9207843758776949,-1.9858035000275225,0.571559223366529,1.083919462850188,0.9667489340799912,4.640950509461903,-0.14743192410433487,-0.17541889842844632,-1.0957457858570185,-1.629272354344799
중구,신당동,스테이 단아,1,저위험군,37.5600535,127.013782,201217.701,451169.4067,14.57922279,,-0.7384503117790775,25.17880326498848,95.54614930840472,44.0,4.778716627290652,59.28649399996961,336.0,2.157393811281237,61.15190996010196,1324.0,1.8265535863533027,18.09918414534009,223.0,4.974361766567115,47.479586757895156,167.0,1.2414322345300468,8.1328651568825,223.0,1.4872193474287798,37.21020781731562,1310.0,-0.6539379607252838,-3.124984206134455,0.47808491555021787,1.031417438074953,0.039334834192359225,0.07184718246266626,-1.6229663923645912,-8.073221970601784,-0.5474554040363431,-0.679628785538387,0.614193313250551,0.9134401785276046
중구,(남산동,318 스테이 2,1,저위험군,37.55633528,126.9858649,198751.0362,450756.7331,18.32284645,,-1.58384454523582,23.151747466797225,58.107314541082914,44.0,5.003709232258494,59.46698082657946,336.0,2.1556465858205054,60.59710973333932,1324.0,1.8770530994282955,18.639145511014508,223.0,4.50716919454515,35.53819339396375,167.0,0.6255405073049374,2.5508805861736956,223.0,1.4850508475457689,36.715006955340876,1310.0,-0.8792131789090037,-4.399327100430321,-0.03262943473257532,-0.070337529578529,-0.4168574993855005,-0.7824636612414825,0.9667489340799912,4.357301014544696,-1.1557860417209636,-0.722990986874097,-1.0957457858570185,-1.6272382079816698
중구,(회현동,에이비팰리스,1,저위험군,37.55556583,126.9829405,198492.6211,450671.3762,19.89931813,,-0.14481026917299644,23.107875447259456,52.820396433293446,44.0,4.994642493496422,58.00617315215479,336.0,2.1556235208798675,60.636417955914276,1324.0,1.866264091668004,18.87886833494724,223.0,4.555288112933555,36.45534791090352,167.0,0.6393575885595212,2.6033741927790746,223.0,1.484896085197896,36.671577368685874,1310.0,-0.6539379607252838,-3.2661863267488966,-0.2182900080636539,-0.47055107575506827,-0.7209857217707403,-1.3455497631460709,0.9667489340799912,4.403819927605769,-1.1858953359093942,-0.7582111822510137,-1.0957457858570185,-1.627068627791179
중구,(장충동,남산맨션,1,저위험군,37.55915152,127.0043734,200386.4181,451069.2174,28.71945004,,-2.116082555115181,25.661669734712326,132.946396324566,44.0,4.879904930429521,59.12292628014538,336.0,2.156623726592229,60.99347360358953,1324.0,1.8400227201418005,17.75728632171334,223.0,4.872513137446921,43.35721909675635,167.0,1.0597716369625776,6.3811172726222125,223.0,1.4864443774632732,37.05720637841142,1310.0,1.4364065056771402,7.009527189154916,2.6035733470642084,5.614928054201815,-0.7209857217707403,-1.3266301089559969,-1.6229663923645912,-7.907925068431305,0.28638770236570765,0.3035055641420574,0.995972168711675,1.4804572302913719
중구,(회현동,남산인2,1,저위험군,37.5547375,126.9832888,198523.3849,450579.4359,32.13577859,,-0.05336394898244379,23.19540476331473,53.55601696062631,44.0,4.988711233580909,57.670056631995294,336.0,2.155583149102305,60.634126884090314,1324.0,1.842256172826577,18.65315621774696,223.0,4.549109263102453,36.422633829334494,167.0,0.6432484711197525,2.618375466975094,223.0,1.4849230577500734,36.692419295408556,1310.0,-0.611277869574214,-3.049488774784287,4.947396942107725,10.664525480327685,-0.4168574993855005,-0.7679583014319893,0.9667489340799912,4.397846531117711,-0.9702144734575743,-0.6240889767098403,-1.0957457858570185,-1.6270981828515612
중구,(남산동,스페이스 게스트하우스,1,저위험군,37.55553044,126.9840557,198591.1585,450667.431,36.8543345,,-0.6248410960819228,23.040748234853627,54.47711399056576,44.0,4.996573882016329,58.409006761879205,336.0,2.1556106398581663,60.5925555718465,1324.0,1.862809965054813,18.71327426203205,223.0,4.53986103352643,36.41978087659659,167.0,0.635170304489457,2.5853046192821454,223.0,1.4849482905412978,36.69092295592916,1310.0,1.5816005001211326,7.902583750689215,2.4516073567616856,5.284710902990045,-0.4168574993855005,-0.7765263038631409,0.9667489340799912,4.388905815032963,-1.1557860417209636,-0.7341209720445686,-1.0957457858570185,-1.6271258315762107
중구,신당동,체크인서울,1,저위험군,37.55954155,127.017044,201505.9222,451112.6336,21.83536123,,0.18865468565161692,25.0856003948791,85.2197340698308,44.0,4.751966637991929,59.16185930989127,336.0,2.1576871470429344,61.218198194099806,1324.0,1.8155312506113173,18.058962964640482,223.0,4.942481622592372,48.616257579474826,167.0,1.2633709787655816,8.56812197868159,223.0,1.487515486649458,37.27192090802157,1310.0,-0.5469135215217227,-2.598914808137907,-0.7111634408070023,-1.5344682156760976,2.0922003352927283,3.7984550912634245,-0.3281087291423,-1.621671363997956,-0.38646285143697867,-0.48824595087647327,-0.6682610110801263,-0.9940486031057129
중구,(장충동,담온정,1,저위험군,37.55895524,127.0035034,200309.5477,451047.4294,35.52341399,,-0.37352846565242004,25.68488682903618,131.22083682939243,44.0,4.891299261703515,59.03445246305716,336.0,2.1565579616497077,60.98012319671494,1324.0,1.842241049185195,17.73617719452996,223.0,4.8548267955997035,42.68697987639374,167.0,1.0197654915039247,5.952248554049838,223.0,1.4863771773125003,37.04419253937588,1310.0,1.871988489009117,9.156455914207772,1.8107241329326251,3.9049315452271163,-0.7209857217707403,-1.3282294925224736,-0.3281087291423,-1.5929110501102033,0.3625826509241855,0.369749275230498,-0.20044748396579115,-0.2979405654164653
중구,신당동,로얄 202,1,저위험군,37.54774673,127.0042897,200379.0734,449803.4217,22.95622497,,-1.3127060569053448,25.13365037710546,109.71528146502438,44.0,4.780822167650946,53.247756505100845,336.0,2.156634803103647,61.31211886325818,1324.0,1.9020580050616016,18.23355187714515,223.0,4.798742164936954,36.935546795768644,167.0,1.225015259788076,6.881268530689099,223.0,1.4869195000513669,37.301848930758936,1310.0,-0.6434600436004597,-3.0762680404427223,-0.8756910653905945,-1.8885458283882677,0.571559223366529,1.0871387961710985,0.9667489340799912,4.639178872877509,0.002500071446217941,0.0030626256721774216,-1.0957457858570185,-1.6292857760899102
중구,(회현동,서울 스테이 남산,1,저위험군,37.55405218,126.9789666,198141.4555,450503.4502,40.35077425,,-1.3705088128069818,24.053854323111963,75.3867209814278,44.0,4.961493074601199,56.8262979694682,336.0,2.15558913195415,60.618829484397146,1324.0,1.813735543032143,18.984594036152647,223.0,4.5977977944917106,38.23290260850286,167.0,0.6764198739434913,2.783480195823628,223.0,1.4847847713710645,36.6404759145968,1310.0,1.4236833205969965,7.063594935567237,1.4341267268073654,3.091387986150935,0.571559223366529,1.0366572783677213,0.9667489340799912,4.444916116940195,-0.49399604496708843,-0.33414874246522125,1.5928377033058267,2.3650211651341535
중구,신당동,후즈홈,1,저위험군,37.5476378,127.0060999,200539.0417,449791.3406,35.93322264,,-0.3917444412691111,25.120244103413313,107.1325231197487,44.0,4.765814407936737,51.090288850331234,336.0,2.156799508910159,61.34517971456106,1324.0,1.9054241847809077,18.047412435832,223.0,4.828422615551093,36.06674789341072,167.0,1.369898239608858,8.108774133442344,223.0,1.4870808199313867,37.33432284629965,1310.0,1.7926556879211626,8.543464305964418,-0.5208661867023857,-1.1234039356876127,0.039334834192359225,0.07494954437446825,0.9667489340799912,4.6678724168717425,-0.23960323284442897,-0.32823204687817453,-0.4235999135663072,-0.6299273067890487
중구,신당동,스테이 아우어,1,저위험군,37.55716023,127.0091639,200809.7047,450848.2383,9.193036663,,-2.523753071435886,25.234559842705806,125.23793986856087,44.0,4.821372407258303,57.35903224305338,336.0,2.157020879349018,61.14918390377139,1324.0,1.8397185016026385,18.006815162247047,223.0,4.9224066662552834,43.97256704638223,167.0,1.1847689533537322,7.604314202851537,223.0,1.4869590049175756,37.19536571160155,1310.0,-0.8792131789090037,-4.239014160889728,-0.5605160482916126,-1.209044819375211,-0.7209857217707403,-1.3264107717329632,-1.6229663923645912,-7.988900588883752,-0.7385572508241379,-0.8750197010507238,1.4261455269777303,2.120619933662457
중구,(회현동,모데르노,1,저위험군,37.55570914,126.9829951,198497.4502,450687.281,27.90597352,,-1.428386873070263,23.091028120877585,52.794065193035856,44.0,4.994949676356005,58.27919851255933,336.0,2.155629381266241,60.63228830463241,1324.0,1.8694290965017495,18.831399319627696,223.0,4.556693238493506,36.67624479351008,167.0,0.637642809848332,2.595028195150583,223.0,1.4848943256273208,36.669183318214934,1310.0,1.4236833205969965,7.11122654144941,-0.7067918307559878,-1.5235812368165638,-0.7209857217707403,-1.3478316864405366,0.9667489340799912,4.4051783312431,-1.2147756793146236,-0.7745929774935929,-1.0957457858570185,-1.6270666997491363
중구,(회현동,모던하우스,1,저위험군,37.55680325,126.983299,198524.3252,450808.7094,35.72691081,,0.11460291746475093,23.19753812200045,56.956855605490404,44.0,5.003993195241003,58.64908532022465,336.0,2.1556745305590628,60.60497626627593,1324.0,1.896581540689153,18.941245867559395,223.0,4.557922055591879,36.79092867170148,167.0,0.6288459969882019,2.559102775692429,223.0,1.4848927822548061,36.654208093374805,1310.0,1.8847116740892604,9.431084392133938,-0.6897724599965598,-1.486924923895654,-0.7209857217707403,-1.3674082110108317,0.9667489340799912,4.406366288863132,-1.484530376227299,-0.9335409844979262,1.5928377033058267,2.3651932089421446
중구,(남산동,올리브 호스텔 R1,1,저위험군,37.55502744,126.9836432,198554.703,450611.6103,28.00224232,,0.5287606599127948,23.059463247787587,51.6950179106788,44.0,4.992831800352401,57.77863330447712,336.0,2.155592581631194,60.61607739724704,1324.0,1.8495296957683662,18.60247368752121,223.0,4.546099612242427,36.530416013990596,167.0,0.6394165778380053,2.6011563048573225,223.0,1.4849376926630755,36.69370866066824,1310.0,-0.5469135215217227,-2.7306472222963745,2.6992560781130503,5.818496377903402,-0.4168574993855005,-0.7709903240172267,0.9667489340799912,4.394936954356828,-1.0488673235824544,-0.6706631546512007,-1.0957457858570185,-1.6271142189958097
중구,(회현동,미미스테이,1,저위험군,37.55695778,126.9830644,198503.5994,450825.8641,21.5450842,,-1.5964376888050467,23.261495342936648,57.90104857703787,44.0,5.003972261166741,58.71160525273556,336.0,2.155683248100559,60.61208093613241,1324.0,1.901655281615022,19.049912456413953,223.0,4.563499449420091,36.940736805392085,167.0,0.6292846165524365,2.5623379615063797,223.0,1.4848836506324834,36.64847977709698,1310.0,-0.8470310048827581,-4.238519652781512,0.2137520301160384,0.4607816705686302,-0.7209857217707403,-1.371066305774347,0.9667489340799912,4.411758228401499,-1.509109391891324,-0.9496593250120126,1.0551210054732576,1.5667319304661473
중구,(회현동,부원 게스트하우스,1,저위험군,37.55411022,126.9817271,198385.3774,450509.841,17.90552541,,-1.6582934566516343,23.804808777103265,62.47922399761392,44.0,4.975346529706947,57.37031174720353,336.0,2.1555675373603993,60.70080110510337,1324.0,1.8219789834284101,18.654977263641165,223.0,4.56314039227526,36.490433228619516,167.0,0.6553673766449949,2.6730133538487815,223.0,1.4849055155746393,36.69088302489773,1310.0,-0.793892996606864,-3.9498927656266094,-0.8498445682343682,-1.8318973630880688,-0.4168574993855005,-0.7595056029649033,0.9667489340799912,4.41141111028946,-0.7385572508241379,-0.48402632797475476,-1.0957457858570185,-1.6270789610867544
중구,신당동,리마인드 스테이,1,저위험군,37.55594051,127.0113057,200998.9662,450712.8845,16.46465515,,-1.2114852197226327,25.024932315150892,110.56047611665957,44.0,4.796205451255857,58.079791901596195,336.0,2.1572162931170578,61.21994831228279,1324.0,1.838946736232863,18.162367108984206,223.0,4.9253827187300825,43.444753436942804,167.0,1.2288980905806026,8.068992718739846,223.0,1.4871943537504693,37.25692160542561,1310.0,-0.7078243916529511,-3.394871205777745,1.8193064629817466,3.924637544117389,0.039334834192359225,0.07233466495829982,-1.6229663923645912,-7.993730622032264,-1.0175290786108224,-1.2504395418150795,0.8696087447210212,1.293277215121136
중구,(회현동,명동스테이,1,저위험군,37.55402509,126.9817517,198387.5448,450500.3921,18.41703766,,-1.0914862011786148,23.798176338417235,62.60311275759175,44.0,4.974919773088277,57.234392802505674,336.0,2.1555637875236484,60.703208553038586,1324.0,1.8192555390535035,18.649511577164937,223.0,4.562810274755,36.52288796709623,167.0,0.6560774592283114,2.6765253060258525,223.0,1.4849105861150416,36.69372552735927,1310.0,-0.8043709137316881,-4.001680763620859,-0.8588152145323674,-1.8512309766203245,-0.4168574993855005,-0.7583703147530642,0.9667489340799912,4.411091969528628,-0.7047611042861034,-0.4623778746629657,-1.0957457858570185,-1.6270845171100323
중구,예장동,오프투남산,1,저위험군,37.5532905,126.9938832,199459.503,450418.7225,31.45039322,,-1.042381722114552,24.46054452779126,74.26398465340202,44.0,4.973252933353241,58.27376129309254,336.0,2.1558674204387342,60.92936515656699,1324.0,1.8613659755079452,19.026992704405345,223.0,4.493515257244689,37.35631991959728,167.0,0.6784207382662856,2.8484127223792535,223.0,1.4857907742387333,36.97260172184459,1310.0,1.502267699033178,7.471157240898577,-0.13308569686057475,-0.28691511798809866,-1.02511394415598,-1.908112216670693,0.9667489340799912,4.344101085213481,0.05903180747347587,0.040048402407348735,-1.0957457858570185,-1.6280489795373287
중구,(회현동,로지월드,1,저위험군,37.55435848,126.9806218,198287.7152,450537.4144,19.61140854,,-0.9405583786521987,23.924535870867096,69.63287326748562,44.0,4.972545534572296,57.44082405264638,336.0,2.1555821458759343,60.65858443631113,1324.0,1.8310642524195753,19.009824428053154,223.0,4.578546780937813,37.069436651434415,167.0,0.6617106698283419,2.708490982039098,223.0,1.4848334475124962,36.66062843915967,1310.0,-0.7183023087777753,-3.5717909379858974,-0.6357644204293735,-1.3704424336607186,-0.4168574993855005,-0.763292865477805,0.9667489340799912,4.426305220107006,-0.7047611042861034,-0.46634794238611943,-1.0957457858570185,-1.6269999928113663
중구,(회현동,코코앤벨 명동,1,저위험군,37.5538982,126.9803521,198263.8708,450486.3338,29.56960495,,-1.4539132229116944,23.91428393120597,71.01961974658425,44.0,4.966889269451141,57.008220269813464,336.0,2.155562814357641,60.666678827896334,1324.0,1.8141390766741599,18.996922787702353,223.0,4.579581260392539,37.28544902965685,167.0,0.668125077373147,2.740736249731924,223.0,1.4848337012494184,36.66613660141197,1310.0,1.488796091301261,7.394685330285034,-0.9110149532427914,-1.963749956533926,-0.4168574993855005,-0.756237479039911,0.9667489340799912,4.4273053020171895,-0.5474554040363431,-0.36576868418012914,-1.0957457858570185,-1.6270002708425295
중구,(남산동,레드2,1,저위험군,37.55566706,126.9840224,198588.2196,450682.5947,35.25850078,,-1.3405469245689332,23.047724462113322,54.65710778705624,44.0,4.996584134374505,58.65000782415867,336.0,2.1556171448465213,60.59199099726531,1324.0,1.8660105651326928,18.678649687595193,223.0,4.540235257467499,36.3985192325,167.0,0.6339173218848981,2.5791804928505973,223.0,1.4849404669112214,36.68655240721133,1310.0,1.449878113409057,7.244437978236533,2.3581711365902245,5.0833141325160955,-0.4168574993855005,-0.777860498008139,0.9667489340799912,4.389267595629099,-1.2000282699162086,-0.7607187070514506,-1.0957457858570185,-1.6271172588665244
