승인연도,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,위도,경도,총층수,시설규모/연면적,구,동,업종,건물용도명,업종그룹,실제등급,예측등급,target_col,target_label,best_model
1980,11,36.4,4.127134385045092,0.4377,0.12,37.54588143,127.05228953,4,392.0,성동구,성동,숙박업,여관/제2종근린생활시설/점포,기존숙박군,보통,위험,공통_3등급,공통 기준 3등급,LightGBM
1916,9,33.3,0.5485659517488376,0.9932,0.12,37.55180929,126.93786517,1,50.0,마포구,노고산동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
2002,3,0.0,1.425008873300581,0.1322,0.7,37.5498158,126.92735013,5,43.0,마포구,창전동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,보통,공통_3등급,공통 기준 3등급,LightGBM
2002,29,96.6,0.7006943861953282,0.1322,0.85,37.55267504,126.9266128,5,71.0,마포구,서교동,외국인관광도시민박업,단독주택,외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1995,17,94.1,2.458996299356103,0.1422,0.7,37.51843729,127.02265221,4,537.46,강남구,신사동,외국인관광도시민박업,주거시설,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
2002,0,0.0,0.0,0.1322,0.04,37.55101942,126.81670052,5,55.0,강서구,공항동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1971,0,0.0,0.0988458346366326,0.1766,1.0,37.50368356,126.90817464,1,507.88,영등포구,신길동,숙박업,"주택, 점포",기존숙박군,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
2018,17,76.5,1.0672617587840336,0.1094,1.0,37.56177049,127.00707987,21,246.0,중구,(광희동,관광숙박업,숙박시설,기존숙박군,안전,보통,공통_3등급,공통 기준 3등급,LightGBM
1995,35,94.3,0.3811724155391198,0.1422,1.0,37.50489778,127.08228535,4,57.0,송파구,잠실동,외국인관광도시민박업,다가구주택(8가구),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1990,14,57.1,1.9154750847881723,0.42,0.7,37.55872001,126.92546519,3,59.0,마포구,연남동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1978,6,33.3,1.274502955131774,0.1665,0.85,37.55095038,126.93575121,5,453.54,마포구,노고산동,숙박업,숙박시설(여관),기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1957,16,18.8,0.1889660995126232,0.9006,0.45,37.54521554,126.97456521,2,71.0,용산구,후암동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1996,21,81.0,0.1518060128680041,0.4095,1.0,37.56134587,126.91667769,3,55.0,마포구,연남동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
2014,2,50.0,0.050858417233491,0.115,0.85,37.5557428,126.98492571,4,131.0,중구,(남산동,외국인관광도시민박업,단독주택,외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
2008,7,57.1,0.410914712875729,0.1237,0.7,37.55739223,126.91826497,5,49.0,마포구,연남동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1985,14,0.0,0.4418327522790392,0.1565,0.08,37.56597443,126.98782642,6,293.0,종로구,관철동,관광숙박업,"근린생활시설, 업무시설",기존숙박군,보통,위험,공통_3등급,공통 기준 3등급,LightGBM
1998,0,0.0,0.0,0.138,1.0,37.49758798,127.09076631,4,39.0,송파구,삼전동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
2004,12,66.7,0.7110193053260672,0.1293,0.7,37.55852504,126.91855853,4,98.0,마포구,연남동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1967,12,0.0,0.0130720815673527,0.1823,0.08,37.56810507,127.0045472,7,91.0,종로구,종로5가,관광숙박업,숙박시설,기존숙박군,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1986,35,97.1,1.607465525206896,0.4272,0.85,37.54915325,126.96754925,3,37.0,용산구,서계동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1970,23,91.3,0.7734420632442747,0.4553,0.7,37.55913957,126.92035539,2,103.0,마포구,연남동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1968,17,76.5,1.3560242968171343,0.4588,0.7,37.5153198,126.90898815,1,249.58,영등포구,(영등포동,숙박업,"숙박시설,제1종근린생활시설(소매점)",기존숙박군,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
2002,11,63.6,1.9893832943341687,0.1322,0.7,37.55856936,126.90620526,4,82.0,마포구,성산동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1991,30,96.7,0.3900564827553193,0.148,1.0,37.50837073,127.10777461,5,45.0,송파구,송파동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1968,20,45.0,1.2951507468453505,0.4588,0.08,37.57028181,127.01662208,1,146.06,종로구,숭인동,숙박업,숙박시설(여관),기존숙박군,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1987,14,92.9,1.293603698203116,0.4254,1.0,37.55781106,126.91743854,3,51.0,마포구,연남동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,보통,위험,공통_3등급,공통 기준 3등급,LightGBM
1966,1,0.0,2.1107266791768704,0.1837,0.08,37.56827627,127.01007825,4,1212.6,종로구,창신동,숙박업,영업,기존숙박군,보통,안전,공통_3등급,공통 기준 3등급,LightGBM
1996,0,0.0,0.0,0.4095,1.0,37.54703433,126.9040904,4,77.0,마포구,합정동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,안전,공통_3등급,공통 기준 3등급,LightGBM
1986,18,94.4,0.9706675027522268,0.1551,1.0,37.51256728,127.10884614,1,1474.46,송파구,방이동,숙박업,"여관, 근린생활시설",기존숙박군,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
2009,3,0.0,0.9903987040278768,0.1222,0.85,37.55074352,126.93543699,12,4960.14,마포구,노고산동,숙박업,여관,기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1975,5,0.0,0.0575238441381866,0.1708,0.08,37.56730221,127.0037223,5,64.0,종로구,종로5가,관광숙박업,숙박시설,기존숙박군,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
2021,31,9.7,0.7052685410922901,0.105,0.55,37.55298988,126.94658762,5,25.0,마포구,염리동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,위험,안전,공통_3등급,공통 기준 3등급,LightGBM
1989,48,68.8,1.1887633856624071,0.4218,1.0,37.580752,127.00444944,3,49.0,종로구,동숭동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1984,25,92.0,0.8771508235368848,0.158,1.0,37.55152908,126.92007467,6,196.0,마포구,서교동,관광숙박업,근린생활시설,기존숙박군,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
2018,22,81.8,1.5206066987274849,0.1094,1.0,37.55685321,126.92170558,6,75.0,마포구,동교동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1995,28,78.6,0.5331106685554257,0.4113,0.7,37.55842563,126.90170447,4,75.0,마포구,망원동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
2006,23,95.7,0.0,0.1265,0.04,37.54634585,126.87778933,13,9686.35,강서구,염창동,숙박업,"숙박시설,위락시설,근린생활시설",기존숙박군,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
2012,22,72.7,0.4781936832157799,0.1179,0.45,37.56878558,126.98928849,6,1088.81,종로구,낙원동,숙박업,숙박시설,기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1987,4,50.0,0.2762533766281582,0.4254,0.12,37.55188301,126.91702489,3,68.0,마포구,서교동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1988,11,90.9,1.088759992225098,0.1523,0.85,37.51112252,127.10920033,4,92.0,송파구,방이동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1978,2,0.0,0.0571584138399486,0.4412,0.0,37.54111269,127.00275685,3,72.0,용산구,한남동,외국인관광도시민박업,연립주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1991,25,84.0,1.506438672961954,0.4183,1.0,37.54281466,126.84116611,4,43.0,강서구,화곡동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,위험,공통_3등급,공통 기준 3등급,LightGBM
2012,24,95.8,0.4663738611951568,0.1179,0.85,37.56262124,127.0082658,13,328.0,중구,을지로7가,관광숙박업,"제1종근린생활시설, 업무시설, 관광숙박시설",기존숙박군,안전,보통,공통_3등급,공통 기준 3등급,LightGBM
1976,1,0.0,0.0372713947972316,0.4447,0.85,37.58761522,126.99278786,3,125.0,종로구,명륜3가,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,보통,공통_3등급,공통 기준 3등급,LightGBM
1984,18,100.0,0.514778198081814,0.158,0.85,37.51778993,127.02795714,9,9070.0,강남구,신사동,관광숙박업,호텔,기존숙박군,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1985,6,16.7,1.699539747131287,0.1565,0.18,37.5594974,127.00609868,1,9026.49,중구,(장충동,숙박업,"숙박시설,제2종근린생활시설",기존숙박군,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1998,13,100.0,0.8303483020734304,0.138,0.35,37.50965257,127.11833123,4,50.0,송파구,방이동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1954,44,59.1,0.5235443961737654,0.9074,1.0,37.55063881,126.97599785,2,114.0,용산구,후암동,외국인관광도시민박업,주택,외국인관광도시민박업,보통,위험,공통_3등급,공통 기준 3등급,LightGBM
2002,9,88.9,0.3322409186014503,0.1322,0.04,37.55765102,126.80896967,5,26.0,강서구,공항동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,보통,공통_3등급,공통 기준 3등급,LightGBM
1998,2,0.0,0.1150693297847871,0.138,0.55,37.57692592,126.96441349,4,36.0,종로구,누상동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
2018,43,90.7,6.618738983517219,0.1094,1.0,37.5816406,126.98183268,3,136.0,종로구,삼청동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
2002,4,50.0,0.7336021352522589,0.1322,0.25,37.53550027,126.94810191,3,40.0,마포구,도화동,외국인관광도시민박업,단독주택,외국인관광도시민박업,안전,보통,공통_3등급,공통 기준 3등급,LightGBM
1993,28,96.4,0.7871939363174982,0.1451,1.0,37.55482194,126.92653498,5,91.0,마포구,동교동,외국인관광도시민박업,단독주택,외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
2005,20,60.0,2.0512029576140245,0.1279,0.85,37.56110121,126.99995412,1,11546.441,중구,충무로5가,숙박업,"오피스텔,숙박시설",기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1987,9,55.6,0.1574240051722274,0.4254,0.7,37.56076207,126.91652954,3,47.0,마포구,연남동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1983,6,33.3,1.0342037136031013,0.1594,0.08,37.53437913,126.89705715,1,731.52,영등포구,(양평동,숙박업,"여관, 근린생활시설",기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1996,0,0.0,0.0540672212702757,0.1408,0.25,37.49696909,127.09862723,4,39.0,송파구,석촌동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
2019,0,0.0,0.0098040000966208,0.1079,0.04,37.55607372,126.81018481,6,40.0,강서구,공항동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,안전,보통,공통_3등급,공통 기준 3등급,LightGBM
1994,7,85.7,0.5207759546191588,0.5478,0.12,37.55611834,126.92346538,5,196.0,마포구,동교동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,보통,공통_3등급,공통 기준 3등급,LightGBM
1990,1,100.0,0.0091324835632725,0.42,0.45,37.53838834,126.95339944,3,56.0,마포구,도화동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1995,12,50.0,0.7922380832041762,0.4113,0.18,37.49716668,127.09684628,4,43.0,송파구,석촌동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,안전,공통_3등급,공통 기준 3등급,LightGBM
1998,5,0.0,2.6288008294480694,0.138,0.18,37.57929506,126.99713608,8,349.0,종로구,명륜4가,관광숙박업,숙박시설,기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1996,19,94.7,0.5180128484320962,0.4095,1.0,37.56233103,126.92297934,5,80.0,마포구,연남동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1993,49,59.2,1.3808684118338934,0.4148,0.85,37.51229516,126.91542044,3,49.0,영등포구,신길동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,위험,공통_3등급,공통 기준 3등급,LightGBM
1999,6,0.0,0.0,0.2704,0.55,37.55584198,127.00159976,7,60.0,중구,(장충동,외국인관광도시민박업,공동주택,외국인관광도시민박업,보통,위험,공통_3등급,공통 기준 3등급,LightGBM
1992,2,0.0,0.3101549283038395,0.4165,0.08,37.52012951,126.99390001,3,50.0,용산구,동빙고동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,위험,공통_3등급,공통 기준 3등급,LightGBM
1994,39,76.9,1.017317546274863,0.413,1.0,37.56068789,127.04584727,3,36.0,성동구,사근동,외국인관광도시민박업,다가구용단독주택(3가구),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1989,10,0.0,0.0,0.4218,0.45,37.53042825,126.99387361,3,22.0,용산구,이태원동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1973,13,92.3,0.6931471805599453,0.45,1.0,37.52414312,126.99803257,4,91.0,용산구,보광동,외국인관광도시민박업,주택,외국인관광도시민박업,보통,위험,공통_3등급,공통 기준 3등급,LightGBM
2014,4,75.0,0.1028944231626328,0.115,0.25,37.50029363,127.02302039,1,13225.33,서초구,서초동,숙박업,"근린생활시설, 생활숙박시, 업무시설",기존숙박군,보통,안전,공통_3등급,공통 기준 3등급,LightGBM
2004,0,0.0,0.9570335153365052,0.1293,0.04,37.50328188,127.01902705,7,51.0,서초구,반포동,외국인관광도시민박업,공동주택(다세대주택) 외1,외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1991,39,100.0,0.6200475271203404,0.4183,1.0,37.56137483,126.92580379,5,50.0,마포구,연남동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1989,2,0.0,0.245122458032985,0.4218,0.04,37.5502364,126.91328023,3,37.0,마포구,서교동,외국인관광도시민박업,단독주택,외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
2018,1,0.0,0.2513144282809061,0.1094,0.85,37.57982012,126.99923706,5,54.0,종로구,명륜4가,외국인관광도시민박업,다세대주택,외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1989,29,100.0,3.6375861597263857,0.4218,0.18,37.50592267,126.9023018,3,49.0,영등포구,도림동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
2004,0,0.0,0.0512932943875505,0.1293,0.7,37.55152012,126.92952525,5,57.0,마포구,창전동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1991,28,82.1,0.6554068525770982,0.148,0.7,37.56131454,127.01446136,6,225.0,중구,무학동,관광숙박업,숙박시설,기존숙박군,안전,보통,공통_3등급,공통 기준 3등급,LightGBM
1995,26,96.2,0.2249437318183576,0.4113,0.85,37.50154392,127.09132903,5,37.0,송파구,삼전동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,보통,위험,공통_3등급,공통 기준 3등급,LightGBM
1985,0,0.0,0.0,0.2927,1.0,37.59456869,126.95927065,1,35.0,종로구,홍지동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,안전,공통_3등급,공통 기준 3등급,LightGBM
1966,36,97.2,1.5400931141442908,0.4623,0.85,37.54903711,126.96766069,2,57.0,용산구,서계동,외국인관광도시민박업,주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1996,23,73.9,1.6294204120214386,0.4095,0.18,37.57948937,126.97150482,4,93.0,종로구,효자동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,안전,공통_3등급,공통 기준 3등급,LightGBM
1994,14,64.3,0.4837969513780714,0.413,0.35,37.55397747,126.92879015,5,45.0,마포구,동교동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1997,48,75.0,0.7672551527136672,0.4077,1.0,37.57768546,126.96832442,4,74.0,종로구,누하동,외국인관광도시민박업,1종근린생활시설,외국인관광도시민박업,보통,위험,공통_3등급,공통 기준 3등급,LightGBM
1992,24,70.8,1.4258557188517011,0.4165,0.7,37.56034197,126.90571035,4,42.0,마포구,성산동,외국인관광도시민박업,다가구용단독주택(6가구),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1969,0,0.0,0.6931471805599453,0.457,0.85,37.5557369,126.98759975,3,127.0,중구,예장동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
2021,18,100.0,1.00831683647729,0.105,0.55,37.55965822,126.92207637,5,97.0,마포구,연남동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,위험,공통_3등급,공통 기준 3등급,LightGBM
1991,23,13.0,0.590493026499862,0.4183,0.55,37.55289715,126.94675419,3,27.0,마포구,염리동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1971,46,91.3,1.0165991370072744,0.1766,1.0,37.5555394,126.90784912,1,756.36,마포구,성산동,숙박업,"근린생활시설, 영업용",기존숙박군,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
2001,19,78.9,0.8771508235368848,0.1337,1.0,37.54660575,126.91562183,4,43.0,마포구,서교동,외국인관광도시민박업,단독주택,외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1983,27,70.4,2.237474350963602,0.1594,0.85,37.51902996,126.90337442,5,749.1,영등포구,(영등포동,숙박업,"근린생활시설, 숙박시설",기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1991,9,33.3,0.9289758914014709,0.4183,0.04,37.52957349,126.8594079,4,53.0,강서구,화곡동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1996,42,76.2,0.4485486942444761,0.4095,1.0,37.58122877,127.00488116,4,58.0,종로구,동숭동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1994,27,92.6,0.796004565999653,0.1436,1.0,37.55457568,126.927105,5,159.0,마포구,동교동,외국인관광도시민박업,단독주택,외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
2018,0,0.0,0.2513144282809061,0.1094,0.25,37.54506383,126.9162096,6,69.0,마포구,합정동,외국인관광도시민박업,근린생활시설 다가구주택,외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
2016,16,87.5,0.1204461530758671,0.1122,0.85,37.50286218,127.02867971,19,8528.0,강남구,역삼동,관광숙박업,숙박시설,기존숙박군,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1999,15,66.7,0.8618966598083563,0.1365,1.0,37.51277207,127.10847264,1,1071.82,송파구,방이동,숙박업,숙박시설,기존숙박군,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
2020,19,94.7,0.9440604052246372,0.1065,1.0,37.5848085,126.99997666,4,55.0,종로구,혜화동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1953,28,85.7,1.9340444857788124,0.9096,0.85,37.54386709,126.97326367,1,53.0,용산구,갈월동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
2017,8,12.5,0.0360399364831968,0.2417,0.7,37.54026211,126.95040144,26,26504.0,마포구,도화동,관광숙박업,"숙박시설(관광호텔),업무시설(사무소),근린생활시설",기존숙박군,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1959,15,66.7,0.2811031013537384,0.4747,1.0,37.55881514,126.98321624,1,1645.36,중구,명동,숙박업,"점포, 사무실",기존숙박군,안전,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
1989,0,0.0,0.0,0.5574,1.0,37.55295747,126.94019852,4,46.0,마포구,노고산동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1993,15,100.0,0.5694037943015855,0.4148,0.7,37.5631198,126.92235022,4,55.0,마포구,연남동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
1961,29,96.6,0.590715996912612,0.4712,1.0,37.54694103,126.97291063,2,65.0,용산구,동자동,외국인관광도시민박업,주택,외국인관광도시민박업,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
1994,17,88.2,3.295836866004329,0.6824,0.85,37.54532898,126.92166353,4,50.0,마포구,상수동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
2013,8,62.5,0.0405460943943499,0.1165,0.85,37.55958613,126.97790365,10,1787.63,중구,북창동,관광숙박업,관광숙박시설(관광호텔) 및 제2종근린생활시설(일반음식점),기존숙박군,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1970,12,91.7,0.998701377777848,0.4553,0.55,37.55814763,126.91950885,2,209.66,마포구,연남동,외국인관광도시민박업,근린생활시설 및 주택,외국인관광도시민박업,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
1969,16,100.0,0.6305739401073279,0.457,0.7,37.56217134,126.92291184,3,171.0,마포구,연남동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
2019,20,80.0,0.0372713947972316,0.7606,1.0,37.58794681,126.99470376,3,147.01,종로구,명륜3가,외국인관광도시민박업,다가구주택,외국인관광도시민박업,위험,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1980,5,0.0,1.382816096743566,0.1637,0.45,37.50255446,127.04860339,1,1876.87,강남구,삼성동,숙박업,숙박시설 위락시설,기존숙박군,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
2004,15,86.7,0.934620831808046,0.1293,0.08,37.56648067,126.98938878,10,2801.52,종로구,관수동,숙박업,숙박시설,기존숙박군,보통,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1993,11,90.9,2.984823936789853,0.4148,1.0,37.5366537,126.98691272,4,579.7,용산구,이태원동,외국인관광도시민박업,"다가구용단독주택(6가구),근린생활시설",외국인관광도시민박업,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
1993,18,83.3,0.2291858657701724,0.4148,0.7,37.55204423,126.92788988,4,40.0,마포구,서교동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1983,22,86.4,1.3146383722134554,0.4324,1.0,37.54380947,126.84511986,1,363.74,강서구,화곡동,숙박업,"점포, 숙박시설, 주택",기존숙박군,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1970,10,90.0,4.30406509320417,0.4553,1.0,37.58473252,126.98059743,3,117.0,종로구,삼청동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
1987,5,40.0,0.0,0.4254,0.35,37.50394558,127.12112885,4,47.0,송파구,방이동,외국인관광도시민박업,"근린생활시설, 주택",외국인관광도시민박업,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
1995,19,52.6,0.4889668299534916,0.1422,0.85,37.55121011,126.83702219,5,51.0,강서구,내발산동,외국인관광도시민박업,연립주택,외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
2012,4,50.0,1.1407237740182363,0.1179,0.7,37.52363735,126.88326343,10,731.0,영등포구,(양평동,관광숙박업,숙박시설,기존숙박군,위험,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
1989,22,68.2,1.4506895233582129,0.4218,0.04,37.54397707,126.97208112,3,61.0,용산구,갈월동,외국인관광도시민박업,주택,외국인관광도시민박업,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
2023,6,66.7,0.009389740349839,0.1022,0.04,37.54219602,126.98910269,5,752.46,용산구,이태원동,외국인관광도시민박업,제2종근린생활시설,외국인관광도시민박업,보통,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1996,26,84.6,0.6931471805599453,0.5439,0.45,37.58625433,126.99693007,5,67.0,종로구,명륜1가,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
1992,1,0.0,0.245122458032985,0.4165,0.45,37.54466259,126.95918976,3,30.0,마포구,공덕동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
1965,4,75.0,0.0,0.4641,1.0,37.55132252,126.93153461,1,43.0,마포구,창전동,외국인관광도시민박업,단독주택,외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1990,18,88.9,0.7205461547480597,0.42,0.7,37.55376464,126.92977953,3,31.0,마포구,동교동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
