구,동,숙소명,승인연도,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,위도,경도,업종,건물용도명,총층수,시설규모/연면적,위험점수_AHP,AHP_매칭방식,업종그룹,공통_3등급,업종군별_3등급,x_5181,y_5181,주변건물수_원본,집중도_원본,주변건물수_보정여부,주변건물수_보정출처,주변건물수_보정컬럼,소방위험도_점수,반경100m_화재수,log1p_반경100m,예상_화재발생확률,조건부_예상피해액_백만원,기대피해액_백만원,기대피해액_순위,주변건물수_검증상태,고립위험_정규화,밀집사각지대_정규화,단속위험도_정규화,구조노후도_정규화,도로폭위험도_정규화,사각지대_위험도점수,사각지대_위험순위
종로구,원남동,오라카이 대학로 호텔,2019,5,60.0,1.0632729222228008,0.1079,0.18,37.57297519,126.99797784,관광숙박업,숙박시설,20,19413.0,24.35,exact,기존숙박군,안전,안전,199821.36,452603.48,5,0.0,보정,data\서울10구_숙소_소방거리_유클리드.csv,반경_50m_건물수,0.2308,0,0.0,0.5851054435469786,0.1993130119480231,0.1166191282605323,187.0,보정,0.963963963963964,0.4098360655737705,0.16064584581303043,0.008777777777777773,0.18,47.176814404076275,2440
종로구,창신동,D-STAY HOSTEL,1968,6,100.0,0.1482530044498824,0.1808,0.08,37.56798355,127.00952148,관광숙박업,숙박시설,6,248.0,40.99,exact,기존숙박군,보통,보통,200841.18,452049.5,6,0.0,보정,data\서울10구_숙소_소방거리_유클리드.csv,반경_50m_건물수,0.1266,0,0.0,0.4295785415330597,0.1897376608705148,0.08150722763065,1326.0,보정,0.954954954954955,-2.220446049250313e-16,0.022398980352462895,0.08977777777777778,0.08,36.30607479537703,4070
종로구,돈의동,더 메이 호텔,2020,21,71.4,0.9408455369813622,0.1065,0.45,37.56923344,126.98879056,관광숙박업,숙박시설,11,847.0,24.36,exact,기존숙박군,안전,안전,199009.72,452188.24,21,71.4,원본유지,,,0.1735,3,1.3862943611198906,0.6422835247674337,0.1521880932349064,0.0977479049505505,583.0,원본유지,0.8198198198198198,0.2930327868852458,0.1421487596541228,0.007222222222222213,0.45,43.54491415954378,3142
종로구,숭인동,루나하우스,1970,30,46.7,1.2512891288770671,0.4553,0.85,37.57353634,127.0219178,관광숙박업,숙박시설,4,83.0,44.57,exact,기존숙박군,보통,보통,201936.19,452665.98,30,46.7,원본유지,,,0.2056,0,0.0,0.5669443939443083,0.1266245850424614,0.0717890986253478,1776.0,원본유지,0.7387387387387387,0.5461065573770492,0.1890524965545821,0.39477777777777784,0.85,58.28544111838223,504
종로구,익선동,엠제이호텔,2005,18,55.6,2.672021859258811,0.1279,0.7,37.57227399,126.98806987,관광숙박업,숙박시설,8,1041.0,26.36,exact,기존숙박군,안전,안전,198946.09,452525.72,18,55.6,원본유지,,,0.1761,1,0.6931471805599453,0.7674257659503005,0.153210890217034,0.1175779847767347,179.0,원본유지,0.8468468468468469,0.45491803278688525,0.40370557985637473,0.031000000000000014,0.7,55.758583993222956,771
종로구,익선동,킹스가든,2012,21,71.4,2.500969678805677,0.1179,0.7,37.57179889,126.98893263,관광숙박업,숙박시설,10,365.0,24.39,exact,기존숙박군,안전,안전,199022.3,452472.98,21,71.4,원본유지,,,0.1433,2,1.0986122886681098,0.7873841438174707,0.1449766303746741,0.1141522999811047,218.0,원본유지,0.8198198198198198,0.2930327868852458,0.3778619590580461,0.019888888888888887,0.7,51.02061215060263,1584
종로구,관철동,수레지던스,1981,5,60.0,0.5596157879354227,0.1623,0.55,37.56655068,126.98415388,관광숙박업,숙박시설,6,213.0,53.76,exact,기존숙박군,위험,위험,198600.04,451890.55,5,0.0,보정,data\서울10구_숙소_소방거리_유클리드.csv,반경_50m_건물수,0.4058,0,0.0,0.3466585084989057,0.2032738646382334,0.0704666147322984,1847.0,보정,0.963963963963964,0.4098360655737705,0.0845502125599824,0.06922222222222223,0.55,52.49204657194721,1329
종로구,창신동,동대문 서울달빛,1982,10,40.0,1.9997770917556368,0.1608,1.0,37.56916257,127.01374879,관광숙박업,숙박시설,4,385.0,27.51,exact,기존숙박군,안전,안전,201214.62,452180.41,10,40.0,원본유지,,,0.1337,0,0.0,0.6794386479048226,0.1562193670127138,0.1061414754996655,366.0,원본유지,0.918918918918919,0.6147540983606558,0.30213868483645034,0.06755555555555555,1.0,65.00265773525537,118
종로구,연건동,브루클린,2025,11,63.6,1.0283354452521425,0.1,1.0,37.57244418,127.00083322,관광숙박업,숙박시설,12,1331.0,31.44,exact,기존숙박군,안전,안전,200073.61,452544.54,11,63.6,원본유지,,,0.3379,0,0.0,0.3522942637828819,0.1665255586442532,0.0586659990836103,2378.0,원본유지,0.9099099099099099,0.37295081967213106,0.15536727582293655,0.0,1.0,56.63637237763351,664
종로구,숭인동,케이디 호스텔,2019,22,90.9,0.7940648516932153,0.1079,0.7,37.57044997,127.01867554,관광숙박업,숙박시설,11,518.0,34.75,exact,기존숙박군,안전,보통,201649.84,452323.37,22,90.9,원본유지,,,0.2984,0,0.0,0.5089801978040502,0.1499470098869944,0.0763200587524083,1564.0,원본유지,0.8108108108108107,0.09323770491803263,0.1199722263818971,0.008777777777777773,0.7,42.67438253913415,3297
