그리드ID,주요구,주요법정동코드,주요법정동명,포함법정동수,그리드행,그리드열,기준면적_m2,기준면적_ha,전체건물수,건축면적입력건물수,건축면적누락건물수,건축면적역추산건물수,건축면적산정불가건물수,연면적입력건물수,층수입력건물수,전체건물수_per_ha,전체건물연면적합계_m2,전체건축면적합계_m2,계산건축면적합계_m2,건축면적x층수_분자,건축면적x층수_밀도,전체건물입체화재하중_분자_원본,전체건물입체화재하중_분자,면적계산가능건물수,면적보정건물수,표제부보정건물수,전체건물_입체화재하중밀도,상가수,상가수_per_ha,숙박시설수,숙박시설수_per_ha,상가숙박_개수,상가숙박_개수_per_ha,상가연면적합계_m2,숙박연면적합계_m2,상가건축면적x층수_분자,상가건축면적x층수_밀도,숙박입체화재하중_분자,상가숙박_면적층수_분자,상가숙박_면적층수_밀도,상가입체화재하중_분자,상가_입체화재하중밀도,건물데이터_0여부,면적데이터_0여부,중심위도,중심경도,x_min_EPSG5186,y_min_EPSG5186,x_max_EPSG5186,y_max_EPSG5186
G50K_R0032_C0093,서초구,1165010700,반포동,1.0,32,93,50000.0,5.0,17.0,10.0,7.0,5.0,2.0,15.0,17.0,3.4,10953.76,3891.0,4382.05,10953.76,0.219075,20610.15,10953.76,15.0,15.0,0.0,0.219075,1.0,0.2,0.0,0.0,1.0,0.2,741.68,0.0,741.68,0.014834,0.0,741.68,0.014834,741.68,0.014834,N,N,37.492754,127.000184,199904.477188,543588.12533,200128.083986,543811.732128
G50K_R0032_C0094,서초구,1165010700,반포동,1.0,32,94,50000.0,5.0,11.0,3.0,8.0,0.0,8.0,3.0,11.0,2.2,9604.23,79087.7,79087.7,9604.23,0.192085,243534.4,9604.23,3.0,3.0,0.0,0.192085,1.0,0.2,0.0,0.0,1.0,0.2,3863.44,0.0,3863.44,0.077269,0.0,3863.44,0.077269,3863.44,0.077269,N,N,37.492754,127.002713,200128.083986,543588.12533,200351.690784,543811.732128
G50K_R0032_C0096,서초구,1165010800,서초동,1.0,32,96,50000.0,5.0,37.0,26.0,11.0,2.0,9.0,28.0,37.0,7.4,79822.52,20088.93,20773.96,79822.52,1.59645,150996.85,79822.52,28.0,28.0,0.0,1.59645,11.0,2.2,0.0,0.0,11.0,2.2,9764.56,0.0,9764.56,0.195291,0.0,9764.56,0.195291,9764.56,0.195291,N,N,37.492754,127.00777,200575.297582,543588.12533,200798.904379,543811.732128
G50K_R0032_C0097,서초구,1165010800,서초동,1.0,32,97,50000.0,5.0,58.0,44.0,14.0,8.0,6.0,52.0,58.0,11.6,163298.026,26678.6,28435.69277,163298.026,3.265961,274256.01,163298.026,52.0,52.0,0.0,3.265961,25.0,5.0,0.0,0.0,25.0,5.0,18130.38,0.0,18130.38,0.362608,0.0,18130.38,0.362608,18130.38,0.362608,N,N,37.492754,127.010298,200798.904379,543588.12533,201022.511177,543811.732128
G50K_R0032_C0098,서초구,1165010800,서초동,1.0,32,98,50000.0,5.0,72.0,51.0,21.0,13.0,8.0,64.0,72.0,14.4,135480.9,23855.15,25557.704,135480.9,2.709618,248392.16999999998,135480.9,64.0,64.0,0.0,2.709618,35.0,7.0,0.0,0.0,35.0,7.0,41489.01,0.0,41489.01,0.82978,0.0,41489.01,0.82978,41489.01,0.82978,N,N,37.492753,127.012827,201022.511177,543588.12533,201246.117975,543811.732128
G50K_R0032_C0099,서초구,1165010800,서초동,1.0,32,99,50000.0,5.0,115.0,89.0,26.0,19.0,7.0,108.0,115.0,23.0,135377.14,32317.0,35002.267667,135377.14,2.707543,260532.01,135377.14,108.0,108.0,0.0,2.707543,50.0,10.0,0.0,0.0,50.0,10.0,53706.59,0.0,53706.59,1.074132,0.0,53706.59,1.074132,53706.59,1.074132,N,N,37.492753,127.015355,201246.117975,543588.12533,201469.724773,543811.732128
G50K_R0032_C0100,서초구,1165010800,서초동,1.0,32,100,50000.0,5.0,90.0,56.0,34.0,21.0,13.0,77.0,90.0,18.0,124481.24,22454.3,28016.348125,124481.24,2.489625,197247.82,124481.24,77.0,77.0,0.0,2.489625,36.0,7.2,1.0,0.2,37.0,7.4,32681.4,10996.82,32681.4,0.653628,10996.82,43678.22,0.873564,32681.4,0.653628,N,N,37.492753,127.017884,201469.724773,543588.12533,201693.33157,543811.732128
G50K_R0032_C0101,서초구,1165010800,서초동,1.0,32,101,50000.0,5.0,60.0,29.0,31.0,19.0,12.0,48.0,60.0,12.0,120138.19,24831.71,29456.57003,120138.19,2.402764,233749.87,120138.19,48.0,48.0,0.0,2.402764,9.0,1.8,0.0,0.0,9.0,1.8,4870.14,0.0,4870.14,0.097403,0.0,4870.14,0.097403,4870.14,0.097403,N,N,37.492752,127.020412,201693.33157,543588.12533,201916.938368,543811.732128
G50K_R0032_C0103,서초구,1165010800,서초동,1.0,32,103,50000.0,5.0,17.0,4.0,13.0,6.0,7.0,10.0,17.0,3.4,66650.64,7805.41,11496.905549,66650.64,1.333013,101430.92,66650.64,10.0,10.0,0.0,1.333013,4.0,0.8,0.0,0.0,4.0,0.8,21314.7,0.0,21314.7,0.426294,0.0,21314.7,0.426294,21314.7,0.426294,N,N,37.492751,127.025469,202140.545166,543588.12533,202364.151964,543811.732128
G50K_R0032_C0104,서초구,1165010800,서초동,2.0,32,104,50000.0,5.0,34.0,16.0,18.0,5.0,13.0,21.0,34.0,6.8,188834.479,59713.2,62919.841447,188834.479,3.77669,494493.79,188834.479,21.0,21.0,0.0,3.77669,7.0,1.4,1.0,0.2,8.0,1.6,21766.85,1761.16,21766.85,0.435337,1761.16,23528.01,0.47056,21766.85,0.435337,N,N,37.492751,127.027998,202364.151964,543588.12533,202587.758761,543811.732128
G50K_R0032_C0105,강남구,1168010100,역삼동,2.0,32,105,50000.0,5.0,41.0,26.0,15.0,4.0,11.0,30.0,41.0,8.2,218434.038,25236.11,27042.925152,218434.038,4.368681,415743.62,218434.038,30.0,30.0,0.0,4.368681,6.0,1.2,3.0,0.6,9.0,1.8,11475.68,4274.79,11475.68,0.229514,4274.79,15750.47,0.315009,11475.68,0.229514,N,N,37.49275,127.030526,202587.758761,543588.12533,202811.365559,543811.732128
G50K_R0032_C0106,강남구,1168010100,역삼동,1.0,32,106,50000.0,5.0,60.0,33.0,27.0,7.0,20.0,40.0,60.0,12.0,121046.1142,46211.1,47045.9715,121046.1142,2.420922,338041.16000000003,121046.1142,40.0,40.0,0.0,2.420922,12.0,2.4,1.0,0.2,13.0,2.6,8241.36,157.64,8241.36,0.164827,157.64,8399.0,0.16798,8241.36,0.164827,N,N,37.49275,127.033055,202811.365559,543588.12533,203034.972357,543811.732128
G50K_R0032_C0107,강남구,1168010100,역삼동,1.0,32,107,50000.0,5.0,103.0,79.0,24.0,19.0,5.0,98.0,103.0,20.6,118345.345,21712.63,28176.429667,118345.345,2.366907,177688.66,118345.345,98.0,98.0,0.0,2.366907,26.0,5.2,1.0,0.2,27.0,5.4,18214.18,658.88,18214.18,0.364284,658.88,18873.06,0.377461,18214.18,0.364284,N,N,37.492749,127.035583,203034.972357,543588.12533,203258.579155,543811.732128
G50K_R0032_C0108,강남구,1168010100,역삼동,1.0,32,108,50000.0,5.0,99.0,81.0,18.0,12.0,6.0,93.0,99.0,19.8,86389.49,32457.93,35564.200758,86389.49,1.72779,178781.82,86389.49,93.0,93.0,0.0,1.72779,21.0,4.2,0.0,0.0,21.0,4.2,18083.24,0.0,18083.24,0.361665,0.0,18083.24,0.361665,18083.24,0.361665,N,N,37.492748,127.038112,203258.579155,543588.12533,203482.185952,543811.732128
G50K_R0032_C0109,강남구,1168010100,역삼동,2.0,32,109,50000.0,5.0,54.0,39.0,15.0,11.0,4.0,50.0,54.0,10.8,71805.29,18147.19,20159.46125,71805.29,1.436106,134295.14,71805.29,50.0,50.0,0.0,1.436106,27.0,5.4,5.0,1.0,32.0,6.4,25227.13,7814.88,25227.13,0.504543,7814.88,33042.01,0.66084,25227.13,0.504543,N,N,37.492747,127.04064,203482.185952,543588.12533,203705.79275,543811.732128
G50K_R0032_C0110,강남구,1168010100,역삼동,2.0,32,110,50000.0,5.0,60.0,33.0,27.0,13.0,14.0,46.0,60.0,12.0,118126.04,17844.1,22170.518192,118126.04,2.362521,179087.41,118126.04,46.0,46.0,0.0,2.362521,16.0,3.2,3.0,0.6,19.0,3.8,14245.73,1607.07,14245.73,0.284915,1607.07,15852.8,0.317056,14245.73,0.284915,N,N,37.492746,127.043169,203705.79275,543588.12533,203929.399548,543811.732128
G50K_R0032_C0111,강남구,1168011800,도곡동,1.0,32,111,50000.0,5.0,14.0,1.0,13.0,6.0,7.0,7.0,14.0,2.8,113287.36,12543.6,21591.604103,113287.36,2.265747,169261.0,113287.36,7.0,7.0,0.0,2.265747,1.0,0.2,0.0,0.0,1.0,0.2,649.88,0.0,649.88,0.012998,0.0,649.88,0.012998,649.88,0.012998,N,N,37.492745,127.045697,203929.399548,543588.12533,204153.006346,543811.732128
G50K_R0032_C0115,강남구,1168010600,대치동,1.0,32,115,50000.0,5.0,25.0,3.0,22.0,9.0,13.0,12.0,25.0,5.0,263178.215,4033.8,32712.265749,263178.215,5.263564,274707.535,263178.215,12.0,12.0,0.0,5.263564,1.0,0.2,0.0,0.0,1.0,0.2,382.435,0.0,382.435,0.007649,0.0,382.435,0.007649,382.435,0.007649,N,N,37.492741,127.055811,204823.826739,543588.12533,205047.433537,543811.732128
G50K_R0032_C0116,강남구,1168010600,대치동,1.0,32,116,50000.0,5.0,15.0,6.0,9.0,4.0,5.0,10.0,15.0,3.0,56854.55,10217.4,12765.1905,56854.55,1.137091,103408.11,56854.55,10.0,10.0,0.0,1.137091,5.0,1.0,0.0,0.0,5.0,1.0,23418.11,0.0,23418.11,0.468362,0.0,23418.11,0.468362,23418.11,0.468362,N,N,37.49274,127.05834,205047.433537,543588.12533,205271.040334,543811.732128
G50K_R0032_C0117,강남구,1168010600,대치동,1.0,32,117,50000.0,5.0,13.0,1.0,12.0,7.0,5.0,8.0,13.0,2.6,83305.13,2800.2,10781.21,83305.13,1.666103,91598.66,83305.13,8.0,8.0,0.0,1.666103,3.0,0.6,0.0,0.0,3.0,0.6,24807.08,0.0,24807.08,0.496142,0.0,24807.08,0.496142,24807.08,0.496142,N,N,37.492738,127.060868,205271.040334,543588.12533,205494.647132,543811.732128
G50K_R0032_C0122,강남구,1168010300,개포동,1.0,32,122,50000.0,5.0,24.0,2.0,22.0,11.0,11.0,13.0,24.0,4.8,68056.9,1685.9,6820.67625,68056.9,1.361138,73152.85,68056.9,13.0,13.0,0.0,1.361138,3.0,0.6,0.0,0.0,3.0,0.6,3788.41,0.0,3788.41,0.075768,0.0,3788.41,0.075768,3788.41,0.075768,N,N,37.492731,127.073511,206389.074323,543588.12533,206612.681121,543811.732128
G50K_R0032_C0123,강남구,1168010300,개포동,2.0,32,123,50000.0,5.0,19.0,3.0,16.0,9.0,7.0,11.0,19.0,3.8,72241.92,14455.3,19970.848817,81329.92,1.626598,144926.19,81329.92,12.0,11.0,0.0,1.626598,3.0,0.6,0.0,0.0,3.0,0.6,22579.13,0.0,22579.13,0.451583,0.0,22579.13,0.451583,22579.13,0.451583,N,N,37.49273,127.07604,206612.681121,543588.12533,206836.287919,543811.732128
G50K_R0032_C0125,강남구,1168011400,일원동,1.0,32,125,50000.0,5.0,33.0,13.0,20.0,14.0,6.0,27.0,33.0,6.6,44470.89,55667.21,57069.78,44470.89,0.889418,300645.33999999997,44470.89,27.0,27.0,0.0,0.889418,1.0,0.2,0.0,0.0,1.0,0.2,1137.6,0.0,1137.6,0.022752,0.0,1137.6,0.022752,1137.6,0.022752,N,N,37.492726,127.081097,207059.894716,543588.12533,207283.501514,543811.732128
G50K_R0032_C0126,강남구,1168011400,일원동,1.0,32,126,50000.0,5.0,115.0,44.0,71.0,65.0,6.0,109.0,115.0,23.0,44299.47,37294.71,44262.875976,44299.47,0.885989,119431.54,44299.47,109.0,109.0,0.0,0.885989,19.0,3.8,1.0,0.2,20.0,4.0,9051.0,282.78,9051.0,0.18102,282.78,9333.78,0.186676,9051.0,0.18102,N,N,37.492725,127.083625,207283.501514,543588.12533,207507.108312,543811.732128
G50K_R0032_C0127,강남구,1168011400,일원동,1.0,32,127,50000.0,5.0,155.0,69.0,86.0,83.0,3.0,152.0,155.0,31.0,55230.39,16522.55,24042.724667,55230.39,1.104608,91645.56999999999,55230.39,152.0,152.0,0.0,1.104608,16.0,3.2,0.0,0.0,16.0,3.2,13510.59,0.0,13510.59,0.270212,0.0,13510.59,0.270212,13510.59,0.270212,N,N,37.492723,127.086154,207507.108312,543588.12533,207730.71511,543811.732128
G50K_R0032_C0128,강남구,1168011400,일원동,1.0,32,128,50000.0,5.0,18.0,12.0,6.0,2.0,4.0,14.0,18.0,3.6,63579.93,727662.7,728045.975,63579.93,1.271599,9211614.379999999,63579.93,14.0,14.0,0.0,1.271599,4.0,0.8,0.0,0.0,4.0,0.8,2897.71,0.0,2897.71,0.057954,0.0,2897.71,0.057954,2897.71,0.057954,N,N,37.492721,127.088682,207730.71511,543588.12533,207954.321907,543811.732128
G50K_R0032_C0129,강남구,1168011400,일원동,1.0,32,129,50000.0,5.0,15.0,14.0,1.0,0.0,1.0,14.0,15.0,3.0,79715.29,1114442.0,1114442.0,79715.29,1.594306,14248937.0,79715.29,14.0,14.0,0.0,1.594306,1.0,0.2,0.0,0.0,1.0,0.2,435.0,0.0,435.0,0.0087,0.0,435.0,0.0087,435.0,0.0087,N,N,37.492719,127.091211,207954.321907,543588.12533,208177.928705,543811.732128
G50K_R0032_C0130,강남구,1168011500,수서동,1.0,32,130,50000.0,5.0,10.0,4.0,6.0,0.0,6.0,4.0,10.0,2.0,20739.0,157662.4,157662.4,20739.0,0.41478,1481806.4,20739.0,4.0,4.0,0.0,0.41478,2.0,0.4,0.0,0.0,2.0,0.4,7093.69,0.0,7093.69,0.141874,0.0,7093.69,0.141874,7093.69,0.141874,N,N,37.492717,127.093739,208177.928705,543588.12533,208401.535503,543811.732128
G50K_R0032_C0131,강남구,1168011500,수서동,1.0,32,131,50000.0,5.0,5.0,3.0,2.0,0.0,2.0,3.0,5.0,1.0,1666.74,78059.4,78059.4,1666.74,0.033335,156118.8,1666.74,3.0,3.0,0.0,0.033335,2.0,0.4,0.0,0.0,2.0,0.4,775.94,0.0,775.94,0.015519,0.0,775.94,0.015519,775.94,0.015519,N,N,37.492715,127.096268,208401.535503,543588.12533,208625.142301,543811.732128
G50K_R0032_C0136,송파구,1171010700,가락동,1.0,32,136,50000.0,5.0,4.0,0.0,4.0,1.0,3.0,1.0,4.0,0.8,187693.1,0.0,31282.183333,187693.1,3.753862,187693.1,187693.1,1.0,1.0,0.0,3.753862,1.0,0.2,0.0,0.0,1.0,0.2,187693.1,0.0,187693.1,3.753862,0.0,187693.1,3.753862,187693.1,3.753862,N,N,37.492704,127.10891,209519.569492,543588.12533,209743.176289,543811.732128
G50K_R0032_C0138,송파구,1171010700,가락동,1.0,32,138,50000.0,5.0,34.0,1.0,33.0,0.0,33.0,1.0,34.0,6.8,791.34,650.0,650.0,791.34,0.015827,2600.0,791.34,1.0,1.0,0.0,0.015827,1.0,0.2,0.0,0.0,1.0,0.2,791.34,0.0,791.34,0.015827,0.0,791.34,0.015827,791.34,0.015827,N,N,37.492699,127.113967,209966.783087,543588.12533,210190.389885,543811.732128
G50K_R0032_C0140,송파구,1171010800,문정동,1.0,32,140,50000.0,5.0,16.0,6.0,10.0,2.0,8.0,8.0,16.0,3.2,167023.399,18309.2,18672.16,167023.399,3.340468,270710.26,167023.399,8.0,8.0,0.0,3.340468,1.0,0.2,0.0,0.0,1.0,0.2,74577.41,0.0,74577.41,1.491548,0.0,74577.41,1.491548,74577.41,1.491548,N,N,37.492694,127.119024,210413.996683,543588.12533,210637.60348,543811.732128
G50K_R0032_C0141,송파구,1171010700,가락동,1.0,32,141,50000.0,5.0,47.0,22.0,25.0,20.0,5.0,42.0,47.0,9.4,23693.61,5179.2,8114.595333,23693.61,0.473872,36482.05,23693.61,42.0,42.0,0.0,0.473872,11.0,2.2,0.0,0.0,11.0,2.2,6329.6,0.0,6329.6,0.126592,0.0,6329.6,0.126592,6329.6,0.126592,N,N,37.492692,127.121553,210637.60348,543588.12533,210861.210278,543811.732128
G50K_R0032_C0142,송파구,1171010700,가락동,1.0,32,142,50000.0,5.0,112.0,67.0,45.0,33.0,12.0,100.0,112.0,22.4,53739.724,17427.6,20173.504333,53739.724,1.074794,110697.189,53739.724,100.0,100.0,0.0,1.074794,19.0,3.8,0.0,0.0,19.0,3.8,17073.829,0.0,17073.829,0.341477,0.0,17073.829,0.341477,17073.829,0.341477,N,N,37.492689,127.124081,210861.210278,543588.12533,211084.817076,543811.732128
G50K_R0032_C0143,송파구,1171010700,가락동,1.0,32,143,50000.0,5.0,111.0,77.0,34.0,29.0,5.0,106.0,111.0,22.2,65860.527,21918.5,24883.267611,65860.527,1.317211,129533.027,65860.527,106.0,106.0,0.0,1.317211,26.0,5.2,0.0,0.0,26.0,5.2,21813.26,0.0,21813.26,0.436265,0.0,21813.26,0.436265,21813.26,0.436265,N,N,37.492686,127.12661,211084.817076,543588.12533,211308.423874,543811.732128
G50K_R0032_C0144,송파구,1171010700,가락동,1.0,32,144,50000.0,5.0,17.0,4.0,13.0,12.0,1.0,16.0,17.0,3.4,81135.6556,1761.6,6832.440797,81135.6556,1.622713,90416.9256,81135.6556,16.0,16.0,0.0,1.622713,6.0,1.2,0.0,0.0,6.0,1.2,6650.06,0.0,6650.06,0.133001,0.0,6650.06,0.133001,6650.06,0.133001,N,N,37.492684,127.129138,211308.423874,543588.12533,211532.030671,543811.732128
G50K_R0032_C0145,송파구,1171010700,가락동,1.0,32,145,50000.0,5.0,38.0,21.0,17.0,17.0,0.0,38.0,38.0,7.6,66064.68,14701.7,18075.012341,66064.68,1.321294,133159.66999999998,66064.68,38.0,38.0,0.0,1.321294,8.0,1.6,0.0,0.0,8.0,1.6,6221.94,0.0,6221.94,0.124439,0.0,6221.94,0.124439,6221.94,0.124439,N,N,37.492681,127.131667,211532.030671,543588.12533,211755.637469,543811.732128
G50K_R0032_C0146,송파구,1171010700,가락동,1.0,32,146,50000.0,5.0,49.0,30.0,19.0,18.0,1.0,48.0,49.0,9.8,87388.951,11438.5,18037.667051,87388.951,1.747779,118588.871,87388.951,48.0,48.0,0.0,1.747779,22.0,4.4,0.0,0.0,22.0,4.4,19897.471,0.0,19897.471,0.397949,0.0,19897.471,0.397949,19897.471,0.397949,N,N,37.492678,127.134195,211755.637469,543588.12533,211979.244267,543811.732128
G50K_R0032_C0147,송파구,1171010700,가락동,1.0,32,147,50000.0,5.0,48.0,35.0,13.0,8.0,5.0,43.0,48.0,9.6,56861.707,8661.7,11682.179848,56861.707,1.137234,81135.247,56861.707,43.0,43.0,0.0,1.137234,6.0,1.2,0.0,0.0,6.0,1.2,3616.56,0.0,3616.56,0.072331,0.0,3616.56,0.072331,3616.56,0.072331,N,N,37.492675,127.136724,211979.244267,543588.12533,212202.851065,543811.732128
G50K_R0032_C0149,송파구,1171011300,거여동,1.0,32,149,50000.0,5.0,70.0,29.0,41.0,34.0,7.0,63.0,70.0,14.0,100696.791,4144.56,10913.604359,100696.791,2.013936,111857.201,100696.791,63.0,63.0,0.0,2.013936,7.0,1.4,0.0,0.0,7.0,1.4,2489.22,0.0,2489.22,0.049784,0.0,2489.22,0.049784,2489.22,0.049784,N,N,37.492669,127.141781,212426.457862,543588.12533,212650.06466,543811.732128
G50K_R0032_C0150,송파구,1171011300,거여동,1.0,32,150,50000.0,5.0,129.0,67.0,62.0,51.0,11.0,117.0,129.0,25.8,87361.79,42020.9315,46259.022333,87396.8315,1.747937,239583.2615,87396.8315,118.0,117.0,0.0,1.747937,33.0,6.6,1.0,0.2,34.0,6.8,29856.68,1111.7,29856.68,0.597134,1111.7,30968.38,0.619368,29856.68,0.597134,N,N,37.492666,127.144309,212650.06466,543588.12533,212873.671458,543811.732128
G50K_R0032_C0151,송파구,1171011300,거여동,1.0,32,151,50000.0,5.0,105.0,64.0,41.0,38.0,3.0,102.0,105.0,21.0,65701.005,18027.57,22012.5975,65701.005,1.31402,118018.175,65701.005,102.0,102.0,0.0,1.31402,23.0,4.6,0.0,0.0,23.0,4.6,18870.11,0.0,18870.11,0.377402,0.0,18870.11,0.377402,18870.11,0.377402,N,N,37.492663,127.146838,212873.671458,543588.12533,213097.278256,543811.732128
G50K_R0032_C0152,송파구,1171011300,거여동,1.0,32,152,50000.0,5.0,124.0,72.0,52.0,39.0,13.0,111.0,124.0,24.8,50710.375,18516.88,21464.128,50710.375,1.014207,90346.52,50710.375,111.0,111.0,0.0,1.014207,17.0,3.4,0.0,0.0,17.0,3.4,9107.955,0.0,9107.955,0.182159,0.0,9107.955,0.182159,9107.955,0.182159,N,N,37.49266,127.149366,213097.278256,543588.12533,213320.885053,543811.732128
G50K_R0032_C0153,송파구,1171011400,마천동,2.0,32,153,50000.0,5.0,48.0,17.0,31.0,12.0,19.0,29.0,48.0,9.6,13861.095,3909.17,4876.800857,13861.095,0.277222,24453.535,13861.095,29.0,29.0,0.0,0.277222,12.0,2.4,0.0,0.0,12.0,2.4,5127.645,0.0,5127.645,0.102553,0.0,5127.645,0.102553,5127.645,0.102553,N,N,37.492657,127.151895,213320.885053,543588.12533,213544.491851,543811.732128
G50K_R0032_C0154,송파구,1171011400,마천동,1.0,32,154,50000.0,5.0,196.0,95.0,101.0,88.0,13.0,183.0,196.0,39.2,56845.37,13536.3654,20476.647067,56845.37,1.136907,83197.8754,56845.37,183.0,183.0,0.0,1.136907,12.0,2.4,2.0,0.4,14.0,2.8,4854.79,157.53,4854.79,0.097096,157.53,5012.32,0.100246,4854.79,0.097096,N,N,37.492653,127.154423,213544.491851,543588.12533,213768.098649,543811.732128
G50K_R0032_C0155,송파구,1171011400,마천동,1.0,32,155,50000.0,5.0,181.0,88.0,93.0,77.0,16.0,164.0,181.0,36.2,54341.025,15288.8236,22052.706433,54368.6286,1.087373,86927.6386,54368.6286,165.0,163.0,0.0,1.087373,13.0,2.6,0.0,0.0,13.0,2.6,5076.85,0.0,5076.85,0.101537,0.0,5076.85,0.101537,5076.85,0.101537,N,N,37.49265,127.156952,213768.098649,543588.12533,213991.705447,543811.732128
G50K_R0033_C0051,영등포구,1156013300,대림동,1.0,33,51,50000.0,5.0,17.0,9.0,8.0,6.0,2.0,15.0,17.0,3.4,14580.13,1329.36,2473.558333,14580.13,0.291603,17376.02,14580.13,15.0,15.0,0.0,0.291603,4.0,0.8,0.0,0.0,4.0,0.8,2296.91,0.0,2296.91,0.045938,0.0,2296.91,0.045938,2296.91,0.045938,N,N,37.494721,126.893984,190512.991683,543811.732128,190736.598481,544035.338926
G50K_R0033_C0052,영등포구,1156013300,대림동,1.0,33,52,50000.0,5.0,208.0,88.0,120.0,90.0,30.0,178.0,208.0,41.6,61807.955,16117.31,23510.68525,61807.955,1.236159,99195.755,61807.955,178.0,178.0,0.0,1.236159,46.0,9.2,0.0,0.0,46.0,9.2,31330.41,0.0,31330.41,0.626608,0.0,31330.41,0.626608,31330.41,0.626608,N,N,37.494724,126.896512,190736.598481,543811.732128,190960.205278,544035.338926
G50K_R0033_C0053,영등포구,1156013300,대림동,1.0,33,53,50000.0,5.0,73.0,32.0,41.0,20.0,21.0,52.0,73.0,14.6,86588.47,39122.55,43467.758708,86588.47,1.731769,191877.66,86588.47,52.0,52.0,0.0,1.731769,33.0,6.6,0.0,0.0,33.0,6.6,38673.1,0.0,38673.1,0.773462,0.0,38673.1,0.773462,38673.1,0.773462,N,N,37.494726,126.899041,190960.205278,543811.732128,191183.812076,544035.338926
G50K_R0033_C0054,영등포구,1156013300,대림동,1.0,33,54,50000.0,5.0,166.0,79.0,87.0,81.0,6.0,160.0,166.0,33.2,53278.31,60541.31,67271.254667,53278.31,1.065566,166157.84,53278.31,160.0,160.0,0.0,1.065566,14.0,2.8,0.0,0.0,14.0,2.8,15272.76,0.0,15272.76,0.305455,0.0,15272.76,0.305455,15272.76,0.305455,N,N,37.494728,126.901569,191183.812076,543811.732128,191407.418874,544035.338926
G50K_R0033_C0055,영등포구,1156013300,대림동,1.0,33,55,50000.0,5.0,126.0,55.0,71.0,56.0,15.0,111.0,126.0,25.2,90118.97,15251.43,21250.795333,90118.97,1.802379,193175.72,90118.97,111.0,111.0,0.0,1.802379,16.0,3.2,0.0,0.0,16.0,3.2,6882.19,0.0,6882.19,0.137644,0.0,6882.19,0.137644,6882.19,0.137644,N,N,37.49473,126.904098,191407.418874,543811.732128,191631.025672,544035.338926
G50K_R0033_C0056,영등포구,1156013300,대림동,2.0,33,56,50000.0,5.0,54.0,19.0,35.0,26.0,9.0,45.0,54.0,10.8,16142.21,6059.53,8234.717333,16142.21,0.322844,35479.63,16142.21,45.0,45.0,0.0,0.322844,7.0,1.4,5.0,1.0,12.0,2.4,2229.59,1080.59,2229.59,0.044592,1080.59,3310.18,0.066204,2229.59,0.044592,N,N,37.494732,126.906627,191631.025672,543811.732128,191854.632469,544035.338926
G50K_R0033_C0057,영등포구,1156013200,신길동,2.0,33,57,50000.0,5.0,36.0,13.0,23.0,10.0,13.0,23.0,36.0,7.2,77062.854,13808.41,16662.811304,77062.854,1.541257,128521.90999999999,77062.854,23.0,23.0,0.0,1.541257,8.0,1.6,1.0,0.2,9.0,1.8,3885.18,217.74,3885.18,0.077704,217.74,4102.92,0.082058,3885.18,0.077704,N,N,37.494734,126.909155,191854.632469,543811.732128,192078.239267,544035.338926
G50K_R0033_C0059,영등포구,1156013200,신길동,1.0,33,59,50000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.2,0.0,199.23,0.0,0.0,199.23,199.23,0.003985,0.0,0.0,Y,N,37.494738,126.914212,192301.846065,543811.732128,192525.452863,544035.338926
G50K_R0033_C0060,영등포구,1156013200,신길동,1.0,33,60,50000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.2,0.0,141.73,0.0,0.0,141.73,141.73,0.002835,0.0,0.0,Y,N,37.49474,126.916741,192525.452863,543811.732128,192749.05966,544035.338926
G50K_R0033_C0086,서초구,1165010100,방배동,1.0,33,86,50000.0,5.0,41.0,31.0,10.0,6.0,4.0,37.0,41.0,8.2,30846.82,10141.37,10872.870167,30846.82,0.616936,64525.880000000005,30846.82,37.0,37.0,0.0,0.616936,11.0,2.2,0.0,0.0,11.0,2.2,9612.92,0.0,9612.92,0.192258,0.0,9612.92,0.192258,9612.92,0.192258,N,N,37.494768,126.982484,198339.229604,543811.732128,198562.836402,544035.338926
G50K_R0033_C0087,서초구,1165010100,방배동,1.0,33,87,50000.0,5.0,129.0,98.0,31.0,24.0,7.0,122.0,129.0,25.8,77850.65,26875.33,32555.437833,77850.65,1.557013,148974.91,77850.65,122.0,122.0,0.0,1.557013,37.0,7.4,1.0,0.2,38.0,7.6,34822.58,844.12,34822.58,0.696452,844.12,35666.7,0.713334,34822.58,0.696452,N,N,37.494768,126.985013,198562.836402,543811.732128,198786.4432,544035.338926
G50K_R0033_C0088,서초구,1165010100,방배동,1.0,33,88,50000.0,5.0,46.0,17.0,29.0,11.0,18.0,28.0,46.0,9.2,96222.2962,22528.2,27766.561037,96222.2962,1.924446,191156.3362,96222.2962,28.0,28.0,0.0,1.924446,8.0,1.6,0.0,0.0,8.0,1.6,5179.72,0.0,5179.72,0.103594,0.0,5179.72,0.103594,5179.72,0.103594,N,N,37.494768,126.987541,198786.4432,543811.732128,199010.049997,544035.338926
