그리드ID,주요구,주요법정동코드,주요법정동명,포함법정동수,그리드행,그리드열,기준면적_m2,기준면적_ha,전체건물수,건축면적입력건물수,건축면적누락건물수,건축면적역추산건물수,건축면적산정불가건물수,연면적입력건물수,층수입력건물수,전체건물수_per_ha,전체건물연면적합계_m2,전체건축면적합계_m2,계산건축면적합계_m2,건축면적x층수_분자,건축면적x층수_밀도,전체건물입체화재하중_분자_원본,전체건물입체화재하중_분자,면적계산가능건물수,면적보정건물수,표제부보정건물수,전체건물_입체화재하중밀도,상가수,상가수_per_ha,숙박시설수,숙박시설수_per_ha,상가숙박_개수,상가숙박_개수_per_ha,상가연면적합계_m2,숙박연면적합계_m2,상가건축면적x층수_분자,상가건축면적x층수_밀도,숙박입체화재하중_분자,상가숙박_면적층수_분자,상가숙박_면적층수_밀도,상가입체화재하중_분자,상가_입체화재하중밀도,건물데이터_0여부,면적데이터_0여부,중심위도,중심경도,x_min_EPSG5186,y_min_EPSG5186,x_max_EPSG5186,y_max_EPSG5186
G50K_R0045_C0060,영등포구,1156011000,여의도동,1.0,45,60,50000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.2,0.0,75567.42,0.0,0.0,75567.42,75567.42,1.511348,0.0,0.0,Y,N,37.518916,126.916714,192525.452863,546495.013701,192749.05966,546718.620499
G50K_R0045_C0062,영등포구,1156011000,여의도동,1.0,45,62,50000.0,5.0,13.0,2.0,11.0,2.0,9.0,4.0,13.0,2.6,21331.24,37260.0,38107.942667,21331.24,0.426625,171950.68,21331.24,4.0,4.0,0.0,0.426625,2.0,0.4,0.0,0.0,2.0,0.4,1271.0,0.0,1271.0,0.02542,0.0,1271.0,0.02542,1271.0,0.02542,N,N,37.518919,126.921773,192972.666458,546495.013701,193196.273256,546718.620499
G50K_R0045_C0065,영등포구,1156011000,여의도동,1.0,45,65,50000.0,5.0,17.0,6.0,11.0,6.0,5.0,12.0,17.0,3.4,137519.26,7227.0,14048.859258,137519.26,2.750385,187944.73,137519.26,12.0,12.0,0.0,2.750385,3.0,0.6,0.0,0.0,3.0,0.6,13989.14,0.0,13989.14,0.279783,0.0,13989.14,0.279783,13989.14,0.279783,N,N,37.518924,126.929361,193643.486851,546495.013701,193867.093649,546718.620499
G50K_R0045_C0066,영등포구,1156011000,여의도동,1.0,45,66,50000.0,5.0,19.0,8.0,11.0,9.0,2.0,17.0,19.0,3.8,138243.52,41734.0,47929.71693,138243.52,2.76487,346376.48,138243.52,17.0,17.0,0.0,2.76487,8.0,1.6,0.0,0.0,8.0,1.6,45043.21,0.0,45043.21,0.900864,0.0,45043.21,0.900864,45043.21,0.900864,N,N,37.518926,126.93189,193867.093649,546495.013701,194090.700447,546718.620499
G50K_R0045_C0067,영등포구,1156011000,여의도동,1.0,45,67,50000.0,5.0,14.0,1.0,13.0,11.0,2.0,12.0,14.0,2.8,105851.63,2993.0,11354.789372,105851.63,2.117033,114995.31,105851.63,12.0,12.0,0.0,2.117033,4.0,0.8,0.0,0.0,4.0,0.8,21521.07,0.0,21521.07,0.430421,0.0,21521.07,0.430421,21521.07,0.430421,N,N,37.518927,126.93442,194090.700447,546495.013701,194314.307245,546718.620499
G50K_R0045_C0068,영등포구,1156011000,여의도동,1.0,45,68,50000.0,5.0,9.0,0.0,9.0,7.0,2.0,7.0,9.0,1.8,89757.37,0.0,15130.258639,89757.37,1.795147,89757.37,89757.37,7.0,7.0,0.0,1.795147,0.0,0.0,1.0,0.2,1.0,0.2,0.0,11122.33,0.0,0.0,11122.33,11122.33,0.222447,0.0,0.0,N,N,37.518929,126.936949,194314.307245,546495.013701,194537.914042,546718.620499
G50K_R0045_C0077,용산구,1117012900,이촌동,1.0,45,77,50000.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,8126.17,8475.26,8475.26,8126.17,0.162523,25425.78,8126.17,1.0,1.0,1.0,0.162523,1.0,0.2,2.0,0.4,3.0,0.6,8126.17,356.14,8126.17,0.162523,356.14,8482.31,0.169646,8126.17,0.162523,N,N,37.518938,126.959714,196326.768424,546495.013701,196550.375222,546718.620499
G50K_R0045_C0078,용산구,1117012800,한강로3가,1.0,45,78,50000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.2,0.0,56.2,0.0,0.0,56.2,56.2,0.001124,0.0,0.0,Y,N,37.518939,126.962243,196550.375222,546495.013701,196773.98202,546718.620499
G50K_R0045_C0080,용산구,1117012900,이촌동,1.0,45,80,50000.0,5.0,8.0,0.0,8.0,1.0,7.0,1.0,8.0,1.6,15687.07,0.0,653.627917,15687.07,0.313741,15687.07,15687.07,1.0,1.0,0.0,0.313741,0.0,0.0,1.0,0.2,1.0,0.2,0.0,998.51,0.0,0.0,998.51,998.51,0.01997,0.0,0.0,N,N,37.518941,126.967302,196997.588818,546495.013701,197221.195615,546718.620499
G50K_R0045_C0081,용산구,1117012900,이촌동,1.0,45,81,50000.0,5.0,23.0,3.0,20.0,5.0,15.0,8.0,23.0,4.6,66225.18,1665.5,4444.139909,66225.18,1.324504,69640.84,66225.18,8.0,8.0,0.0,1.324504,3.0,0.6,0.0,0.0,3.0,0.6,1062.84,0.0,1062.84,0.021257,0.0,1062.84,0.021257,1062.84,0.021257,N,N,37.518942,126.969831,197221.195615,546495.013701,197444.802413,546718.620499
G50K_R0045_C0083,용산구,1117012900,이촌동,1.0,45,83,50000.0,5.0,22.0,0.0,22.0,15.0,7.0,15.0,22.0,4.4,51419.77,0.0,8891.526397,51419.77,1.028395,51419.770000000004,51419.77,15.0,15.0,0.0,1.028395,2.0,0.4,0.0,0.0,2.0,0.4,3322.91,0.0,3322.91,0.066458,0.0,3322.91,0.066458,3322.91,0.066458,N,N,37.518943,126.97489,197668.409211,546495.013701,197892.016009,546718.620499
G50K_R0045_C0084,용산구,1117012900,이촌동,1.0,45,84,50000.0,5.0,42.0,10.0,32.0,10.0,22.0,20.0,42.0,8.4,112856.3,99367.5,104089.963322,112856.3,2.257126,1620809.0,112856.3,20.0,20.0,0.0,2.257126,9.0,1.8,0.0,0.0,9.0,1.8,14766.02,0.0,14766.02,0.29532,0.0,14766.02,0.29532,14766.02,0.29532,N,N,37.518943,126.97742,197892.016009,546495.013701,198115.622806,546718.620499
G50K_R0045_C0086,용산구,1117012900,이촌동,1.0,45,86,50000.0,5.0,28.0,1.0,27.0,5.0,22.0,6.0,28.0,5.6,50007.78,2737.3,6525.064375,50007.78,1.000156,56673.37,50007.78,6.0,6.0,0.0,1.000156,1.0,0.2,0.0,0.0,1.0,0.2,512.7,0.0,512.7,0.010254,0.0,512.7,0.010254,512.7,0.010254,N,N,37.518944,126.982478,198339.229604,546495.013701,198562.836402,546718.620499
G50K_R0045_C0087,용산구,1117013500,용산동6가,1.0,45,87,50000.0,5.0,19.0,3.0,16.0,0.0,16.0,3.0,19.0,3.8,24078.86,9834.048,9834.048,22731.956,0.454639,46351.096,22731.956,3.0,2.0,0.0,0.454639,1.0,0.2,0.0,0.0,1.0,0.2,1373.0,0.0,26.096,0.000522,0.0,26.096,0.000522,26.096,0.000522,N,N,37.518944,126.985008,198562.836402,546495.013701,198786.4432,546718.620499
G50K_R0045_C0089,용산구,1117013300,서빙고동,1.0,45,89,50000.0,5.0,41.0,4.0,37.0,6.0,31.0,10.0,41.0,8.2,47706.24,31256.6,34421.101429,47706.24,0.954125,114162.06,47706.24,10.0,10.0,0.0,0.954125,1.0,0.2,0.0,0.0,1.0,0.2,1484.6,0.0,1484.6,0.029692,0.0,1484.6,0.029692,1484.6,0.029692,N,N,37.518945,126.990067,199010.049997,546495.013701,199233.656795,546718.620499
G50K_R0045_C0091,용산구,1117013200,동빙고동,1.0,45,91,50000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,2.0,0.4,0.0,886.7,0.0,0.0,886.7,886.7,0.017734,0.0,0.0,Y,N,37.518945,126.995125,199457.263593,546495.013701,199680.870391,546718.620499
G50K_R0045_C0098,서초구,1165010600,잠원동,1.0,45,98,50000.0,5.0,32.0,1.0,31.0,9.0,22.0,10.0,32.0,6.4,64626.28,1290.0,6125.604333,64626.28,1.292526,66554.08,64626.28,10.0,10.0,0.0,1.292526,4.0,0.8,0.0,0.0,4.0,0.8,2547.54,0.0,2547.54,0.050951,0.0,2547.54,0.050951,2547.54,0.050951,N,N,37.518945,127.012831,201022.511177,546495.013701,201246.117975,546718.620499
G50K_R0045_C0099,서초구,1165010600,잠원동,1.0,45,99,50000.0,5.0,32.0,0.0,32.0,16.0,16.0,16.0,32.0,6.4,131919.46,0.0,15384.090891,131919.46,2.638389,131919.46,131919.46,16.0,16.0,0.0,2.638389,1.0,0.2,0.0,0.0,1.0,0.2,1423.93,0.0,1423.93,0.028479,0.0,1423.93,0.028479,1423.93,0.028479,N,N,37.518944,127.015361,201246.117975,546495.013701,201469.724773,546718.620499
G50K_R0045_C0100,강남구,1168010700,신사동,2.0,45,100,50000.0,5.0,11.0,6.0,5.0,2.0,3.0,8.0,11.0,2.2,51470.79,9194.2,11667.573619,51470.79,1.029416,160602.66999999998,51470.79,8.0,8.0,0.0,1.029416,3.0,0.6,4.0,0.8,7.0,1.4,8317.51,10429.93,8317.51,0.16635,10429.93,18747.44,0.374949,8317.51,0.16635,N,N,37.518944,127.01789,201469.724773,546495.013701,201693.33157,546718.620499
G50K_R0045_C0101,강남구,1168010700,신사동,1.0,45,101,50000.0,5.0,113.0,98.0,15.0,11.0,4.0,109.0,113.0,22.6,118687.94,37129.97,39608.687595,118687.94,2.373759,245696.97,118687.94,109.0,109.0,0.0,2.373759,71.0,14.2,3.0,0.6,74.0,14.8,62015.65,2194.36,62015.65,1.240313,2194.36,64210.01,1.2842,62015.65,1.240313,N,N,37.518944,127.020419,201693.33157,546495.013701,201916.938368,546718.620499
G50K_R0045_C0102,강남구,1168010700,신사동,1.0,45,102,50000.0,5.0,108.0,96.0,12.0,8.0,4.0,104.0,108.0,21.6,111352.0,33388.7,34405.61125,111352.0,2.22704,217838.30000000002,111352.0,104.0,104.0,0.0,2.22704,75.0,15.0,1.0,0.2,76.0,15.2,72679.88,537.46,72679.88,1.453598,537.46,73217.34,1.464347,72679.88,1.453598,N,N,37.518943,127.022949,201916.938368,546495.013701,202140.545166,546718.620499
G50K_R0045_C0103,강남구,1168010700,신사동,2.0,45,103,50000.0,5.0,79.0,63.0,16.0,13.0,3.0,76.0,79.0,15.8,106736.35,25534.52,26777.458333,106736.35,2.134727,207802.23,106736.35,76.0,76.0,0.0,2.134727,32.0,6.4,4.0,0.8,36.0,7.2,21785.91,1763.6,21785.91,0.435718,1763.6,23549.51,0.47099,21785.91,0.435718,N,N,37.518943,127.025478,202140.545166,546495.013701,202364.151964,546718.620499
G50K_R0045_C0104,강남구,1168010800,논현동,2.0,45,104,50000.0,5.0,61.0,48.0,13.0,8.0,5.0,56.0,61.0,12.2,94265.03,25017.1,26628.635131,94265.03,1.885301,189627.80000000002,94265.03,56.0,56.0,0.0,1.885301,39.0,7.8,2.0,0.4,41.0,8.2,52437.49,2383.57,52437.49,1.04875,2383.57,54821.06,1.096421,52437.49,1.04875,N,N,37.518942,127.028008,202364.151964,546495.013701,202587.758761,546718.620499
G50K_R0045_C0105,강남구,1168010800,논현동,2.0,45,105,50000.0,5.0,146.0,127.0,19.0,15.0,4.0,141.0,146.0,29.2,87083.41,33038.21,34463.590333,88575.41,1.771508,177276.18,88575.41,142.0,141.0,0.0,1.771508,71.0,14.2,1.0,0.2,72.0,14.4,44010.64,160.54,44010.64,0.880213,160.54,44171.18,0.883424,44010.64,0.880213,N,N,37.518941,127.030537,202587.758761,546495.013701,202811.365559,546718.620499
G50K_R0045_C0106,강남구,1168010800,논현동,1.0,45,106,50000.0,5.0,62.0,51.0,11.0,9.0,2.0,60.0,62.0,12.4,113887.12,37311.57,40255.7225,113887.12,2.277742,355100.43999999994,113887.12,60.0,60.0,0.0,2.277742,29.0,5.8,0.0,0.0,29.0,5.8,20818.1,0.0,20818.1,0.416362,0.0,20818.1,0.416362,20818.1,0.416362,N,N,37.518941,127.033066,202811.365559,546495.013701,203034.972357,546718.620499
G50K_R0045_C0107,강남구,1168010800,논현동,1.0,45,107,50000.0,5.0,27.0,11.0,16.0,8.0,8.0,19.0,27.0,5.4,99971.68,10163.43,12926.562333,99971.68,1.999434,178401.25,99971.68,19.0,19.0,0.0,1.999434,10.0,2.0,0.0,0.0,10.0,2.0,7328.94,0.0,7328.94,0.146579,0.0,7328.94,0.146579,7328.94,0.146579,N,N,37.51894,127.035596,203034.972357,546495.013701,203258.579155,546718.620499
G50K_R0045_C0108,강남구,1168010800,논현동,1.0,45,108,50000.0,5.0,87.0,66.0,21.0,16.0,5.0,82.0,87.0,17.4,104157.72,27050.62,30527.986154,104157.72,2.083154,201346.21,104157.72,82.0,82.0,0.0,2.083154,13.0,2.6,0.0,0.0,13.0,2.6,6485.33,0.0,6485.33,0.129707,0.0,6485.33,0.129707,6485.33,0.129707,N,N,37.518939,127.038125,203258.579155,546495.013701,203482.185952,546718.620499
G50K_R0045_C0109,강남구,1168010800,논현동,2.0,45,109,50000.0,5.0,105.0,84.0,21.0,17.0,4.0,101.0,105.0,21.0,73564.1,23660.08,25706.432667,73564.1,1.471282,138353.82,73564.1,101.0,101.0,0.0,1.471282,61.0,12.2,0.0,0.0,61.0,12.2,40899.45,0.0,40899.45,0.817989,0.0,40899.45,0.817989,40899.45,0.817989,N,N,37.518938,127.040655,203482.185952,546495.013701,203705.79275,546718.620499
G50K_R0045_C0110,강남구,1168010400,청담동,1.0,45,110,50000.0,5.0,77.0,63.0,14.0,12.0,2.0,75.0,77.0,15.4,62109.26,18391.6,21724.898833,62109.26,1.242185,106364.16,62109.26,75.0,75.0,0.0,1.242185,30.0,6.0,2.0,0.4,32.0,6.4,17270.55,1170.54,17270.55,0.345411,1170.54,18441.09,0.368822,17270.55,0.345411,N,N,37.518937,127.043184,203705.79275,546495.013701,203929.399548,546718.620499
G50K_R0045_C0111,강남구,1168010400,청담동,1.0,45,111,50000.0,5.0,46.0,28.0,18.0,12.0,6.0,40.0,46.0,9.2,92391.608,18953.3,23693.142738,92391.608,1.847832,195629.79,92391.608,40.0,40.0,0.0,1.847832,16.0,3.2,2.0,0.4,18.0,3.6,15239.128,24251.99,15239.128,0.304783,24251.99,39491.118,0.789822,15239.128,0.304783,N,N,37.518937,127.045713,203929.399548,546495.013701,204153.006346,546718.620499
G50K_R0045_C0112,강남구,1168010400,청담동,1.0,45,112,50000.0,5.0,42.0,29.0,13.0,8.0,5.0,37.0,42.0,8.4,92014.83,35771.8,37632.061619,92014.83,1.840297,303505.02,92014.83,37.0,37.0,0.0,1.840297,17.0,3.4,0.0,0.0,17.0,3.4,29191.25,0.0,29191.25,0.583825,0.0,29191.25,0.583825,29191.25,0.583825,N,N,37.518936,127.048243,204153.006346,546495.013701,204376.613143,546718.620499
G50K_R0045_C0113,강남구,1168010500,삼성동,2.0,45,113,50000.0,5.0,39.0,16.0,23.0,14.0,9.0,30.0,39.0,7.8,83479.15,11727.2,16164.907949,83479.15,1.669583,145030.72999999998,83479.15,30.0,30.0,0.0,1.669583,17.0,3.4,0.0,0.0,17.0,3.4,23657.32,0.0,23657.32,0.473146,0.0,23657.32,0.473146,23657.32,0.473146,N,N,37.518934,127.050772,204376.613143,546495.013701,204600.219941,546718.620499
G50K_R0045_C0114,강남구,1168010500,삼성동,2.0,45,114,50000.0,5.0,38.0,6.0,32.0,19.0,13.0,25.0,38.0,7.6,70858.98,2746.2,9157.917083,70858.98,1.41718,76244.47,70858.98,25.0,25.0,0.0,1.41718,9.0,1.8,1.0,0.2,10.0,2.0,7244.49,3077.05,7244.49,0.14489,3077.05,10321.54,0.206431,7244.49,0.14489,N,N,37.518933,127.053302,204600.219941,546495.013701,204823.826739,546718.620499
G50K_R0045_C0115,강남구,1168010500,삼성동,2.0,45,115,50000.0,5.0,51.0,32.0,19.0,13.0,6.0,45.0,51.0,10.2,44926.268,25924.18,27466.46,44926.268,0.898525,131829.1,44926.268,45.0,45.0,0.0,0.898525,16.0,3.2,1.0,0.2,17.0,3.4,10100.09,2848.67,10100.09,0.202002,2848.67,12948.76,0.258975,10100.09,0.202002,N,N,37.518932,127.055831,204823.826739,546495.013701,205047.433537,546718.620499
G50K_R0045_C0116,강남구,1168010500,삼성동,1.0,45,116,50000.0,5.0,20.0,2.0,18.0,7.0,11.0,9.0,20.0,4.0,95361.035,2430.3,5703.924779,95361.035,1.907221,112003.255,95361.035,9.0,9.0,0.0,1.907221,1.0,0.2,0.0,0.0,1.0,0.2,1847.866,0.0,1847.866,0.036957,0.0,1847.866,0.036957,1847.866,0.036957,N,N,37.518931,127.05836,205047.433537,546495.013701,205271.040334,546718.620499
G50K_R0045_C0117,강남구,1168010500,삼성동,1.0,45,117,50000.0,5.0,53.0,22.0,31.0,17.0,14.0,39.0,53.0,10.6,33886.8,14630.5,17253.398333,33886.8,0.677736,71640.47,33886.8,39.0,39.0,0.0,0.677736,8.0,1.6,0.0,0.0,8.0,1.6,2420.29,0.0,2420.29,0.048406,0.0,2420.29,0.048406,2420.29,0.048406,N,N,37.51893,127.06089,205271.040334,546495.013701,205494.647132,546718.620499
G50K_R0045_C0133,송파구,1171010200,신천동,1.0,45,133,50000.0,5.0,9.0,1.0,8.0,7.0,1.0,8.0,9.0,1.8,72552.1395,313.8,6744.3193,72552.1395,1.451043,73354.54950000001,72552.1395,8.0,8.0,0.0,1.451043,1.0,0.2,0.0,0.0,1.0,0.2,766.59,0.0,766.59,0.015332,0.0,766.59,0.015332,766.59,0.015332,N,N,37.518902,127.10136,208848.749098,546495.013701,209072.355896,546718.620499
G50K_R0045_C0135,송파구,1171010200,신천동,1.0,45,135,50000.0,5.0,22.0,5.0,17.0,7.0,10.0,12.0,22.0,4.4,31950433.692,1358820.0,1365738.86503,28164935.692,563.298714,35666089.472,28164935.692,12.0,10.0,0.0,563.298714,2.0,0.4,0.0,0.0,2.0,0.4,7186.982,0.0,7186.982,0.14374,0.0,7186.982,0.14374,7186.982,0.14374,N,N,37.518897,127.106419,209295.962694,546495.013701,209519.569492,546718.620499
G50K_R0045_C0136,송파구,1171010200,신천동,1.0,45,136,50000.0,5.0,11.0,4.0,7.0,3.0,4.0,7.0,11.0,2.2,20034700.25,815665.94,818213.075303,20034700.25,400.694005,22313501.88,20034700.25,7.0,7.0,0.0,400.694005,1.0,0.2,0.0,0.0,1.0,0.2,1241.17,0.0,1241.17,0.024823,0.0,1241.17,0.024823,1241.17,0.024823,N,N,37.518895,127.108948,209519.569492,546495.013701,209743.176289,546718.620499
G50K_R0045_C0139,송파구,1171011100,방이동,1.0,45,139,50000.0,5.0,8.0,0.0,8.0,4.0,4.0,4.0,8.0,1.6,3433.63,0.0,2641.926,3433.63,0.068673,3433.63,3433.63,4.0,4.0,0.0,0.068673,2.0,0.4,0.0,0.0,2.0,0.4,1292.0,0.0,1292.0,0.02584,0.0,1292.0,0.02584,1292.0,0.02584,N,N,37.518888,127.116536,210190.389885,546495.013701,210413.996683,546718.620499
G50K_R0045_C0147,송파구,1171011100,방이동,1.0,45,147,50000.0,5.0,6.0,1.0,5.0,4.0,1.0,5.0,6.0,1.2,32275.67,728.1,2500.91192,32275.67,0.645513,33719.369999999995,32275.67,5.0,5.0,0.0,0.645513,1.0,0.2,0.0,0.0,1.0,0.2,740.6,0.0,740.6,0.014812,0.0,740.6,0.014812,740.6,0.014812,N,N,37.518866,127.136772,211979.244267,546495.013701,212202.851065,546718.620499
G50K_R0045_C0148,송파구,1171011100,방이동,1.0,45,148,50000.0,5.0,3.0,1.0,2.0,2.0,0.0,3.0,3.0,0.6,17267.048,1653.0,2490.1712,17267.048,0.345341,28569.048,17267.048,3.0,3.0,0.0,0.345341,1.0,0.2,0.0,0.0,1.0,0.2,542.88,0.0,542.88,0.010858,0.0,542.88,0.010858,542.88,0.010858,N,N,37.518863,127.139301,212202.851065,546495.013701,212426.457862,546718.620499
G50K_R0046_C0046,영등포구,1156012600,양평동2가,1.0,46,46,50000.0,5.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,0.8,38139.45,12698.8,12698.8,38139.45,0.762789,63075.63999999999,38139.45,4.0,4.0,4.0,0.762789,1.0,0.2,1.0,0.2,2.0,0.4,104.13,2519.33,104.13,0.002083,2519.33,2623.46,0.052469,104.13,0.002083,N,N,37.5209,126.881299,189394.957694,546718.620499,189618.564492,546942.227296
G50K_R0046_C0047,영등포구,1156012400,문래동6가,1.0,46,47,50000.0,5.0,26.0,4.0,22.0,3.0,19.0,7.0,26.0,5.2,80714.55,33417.4,35751.230875,80714.55,1.614291,268887.69,80714.55,7.0,7.0,0.0,1.614291,1.0,0.2,0.0,0.0,1.0,0.2,1232.24,0.0,1232.24,0.024645,0.0,1232.24,0.024645,1232.24,0.024645,N,N,37.520903,126.883829,189618.564492,546718.620499,189842.17129,546942.227296
G50K_R0046_C0048,영등포구,1156012400,문래동6가,1.0,46,48,50000.0,5.0,37.0,8.0,29.0,6.0,23.0,14.0,37.0,7.4,73025.32,13091.46,15059.565625,73025.32,1.460506,219073.48,73025.32,14.0,14.0,0.0,1.460506,4.0,0.8,0.0,0.0,4.0,0.8,405.58,0.0,405.58,0.008112,0.0,405.58,0.008112,405.58,0.008112,N,N,37.520905,126.886358,189842.17129,546718.620499,190065.778087,546942.227296
G50K_R0046_C0049,영등포구,1156012500,양평동1가,3.0,46,49,50000.0,5.0,34.0,14.0,20.0,10.0,10.0,24.0,34.0,6.8,117801.54,22063.29,24906.936822,117801.54,2.356031,239285.03999999998,117801.54,24.0,24.0,0.0,2.356031,10.0,2.0,5.0,1.0,15.0,3.0,12344.58,5716.98,12344.58,0.246892,5716.98,18061.56,0.361231,12344.58,0.246892,N,N,37.520908,126.888888,190065.778087,546718.620499,190289.384885,546942.227296
G50K_R0046_C0050,영등포구,1156012500,양평동1가,3.0,46,50,50000.0,5.0,78.0,50.0,28.0,19.0,9.0,69.0,78.0,15.6,167957.73,34103.72,35242.351333,167957.73,3.359155,380260.07,167957.73,69.0,69.0,0.0,3.359155,28.0,5.6,3.0,0.6,31.0,6.2,15922.81,1154.76,15922.81,0.318456,1154.76,17077.57,0.341551,15922.81,0.318456,N,N,37.52091,126.891417,190289.384885,546718.620499,190512.991683,546942.227296
G50K_R0046_C0051,영등포구,1156011200,당산동2가,2.0,46,51,50000.0,5.0,38.0,15.0,23.0,14.0,9.0,29.0,38.0,7.6,92689.28,24497.1,29451.594307,92689.28,1.853786,180881.9,92689.28,29.0,29.0,0.0,1.853786,16.0,3.2,0.0,0.0,16.0,3.2,24143.39,0.0,24143.39,0.482868,0.0,24143.39,0.482868,24143.39,0.482868,N,N,37.520912,126.893947,190512.991683,546718.620499,190736.598481,546942.227296
G50K_R0046_C0052,영등포구,1156011100,당산동1가,2.0,46,52,50000.0,5.0,71.0,33.0,38.0,29.0,9.0,62.0,71.0,14.2,80321.23,79042.2,81016.8225,80321.23,1.606425,1434612.25,80321.23,62.0,62.0,0.0,1.606425,33.0,6.6,7.0,1.4,40.0,8.0,14010.21,3355.49,14010.21,0.280204,3355.49,17365.7,0.347314,14010.21,0.280204,N,N,37.520915,126.896476,190736.598481,546718.620499,190960.205278,546942.227296
G50K_R0046_C0053,영등포구,1156011100,당산동1가,1.0,46,53,50000.0,5.0,120.0,65.0,55.0,37.0,18.0,102.0,120.0,24.0,199488.92,38010.51,41491.540242,199488.92,3.989778,488312.69000000006,199488.92,102.0,102.0,0.0,3.989778,47.0,9.4,3.0,0.6,50.0,10.0,17583.78,1544.92,17583.78,0.351676,1544.92,19128.7,0.382574,17583.78,0.351676,N,N,37.520917,126.899006,190960.205278,546718.620499,191183.812076,546942.227296
G50K_R0046_C0054,영등포구,1156011100,당산동1가,3.0,46,54,50000.0,5.0,196.0,68.0,128.0,88.0,40.0,156.0,196.0,39.2,51287.9,13593.86,19659.0225,51287.9,1.025758,91257.78,51287.9,156.0,156.0,0.0,1.025758,86.0,17.2,0.0,0.0,86.0,17.2,19794.26,0.0,19794.26,0.395885,0.0,19794.26,0.395885,19794.26,0.395885,N,N,37.520919,126.901535,191183.812076,546718.620499,191407.418874,546942.227296
G50K_R0046_C0055,영등포구,1156010700,영등포동6가,3.0,46,55,50000.0,5.0,109.0,44.0,65.0,46.0,19.0,90.0,109.0,21.8,105659.53,16475.94,22001.449833,105659.53,2.113191,175843.77,105659.53,90.0,90.0,0.0,2.113191,67.0,13.4,0.0,0.0,67.0,13.4,46076.28,0.0,46076.28,0.921526,0.0,46076.28,0.921526,46076.28,0.921526,N,N,37.520921,126.904064,191407.418874,546718.620499,191631.025672,546942.227296
G50K_R0046_C0056,영등포구,1156010600,영등포동5가,1.0,46,56,50000.0,5.0,234.0,62.0,172.0,131.0,41.0,193.0,234.0,46.8,68841.08,11697.5,22721.724,68841.08,1.376822,109614.33,68841.08,193.0,193.0,0.0,1.376822,111.0,22.2,0.0,0.0,111.0,22.2,29024.63,0.0,29024.63,0.580493,0.0,29024.63,0.580493,29024.63,0.580493,N,N,37.520923,126.906594,191631.025672,546718.620499,191854.632469,546942.227296
G50K_R0046_C0057,영등포구,1156010300,영등포동2가,2.0,46,57,50000.0,5.0,324.0,48.0,276.0,182.0,94.0,230.0,324.0,64.8,46295.408,10049.19,19393.443667,46295.408,0.925908,79885.41,46295.408,230.0,229.0,0.0,0.925908,115.0,23.0,0.0,0.0,115.0,23.0,14991.97,0.0,14991.97,0.299839,0.0,14991.97,0.299839,14991.97,0.299839,N,N,37.520925,126.909123,191854.632469,546718.620499,192078.239267,546942.227296
G50K_R0046_C0058,영등포구,1156010300,영등포동2가,1.0,46,58,50000.0,5.0,87.0,30.0,57.0,26.0,31.0,56.0,87.0,17.4,81267.8215,19045.9,23207.112,81267.8215,1.625356,169727.819,81267.8215,56.0,56.0,0.0,1.625356,33.0,6.6,0.0,0.0,33.0,6.6,18239.779,0.0,18239.779,0.364796,0.0,18239.779,0.364796,18239.779,0.364796,N,N,37.520927,126.911653,192078.239267,546718.620499,192301.846065,546942.227296
G50K_R0046_C0059,영등포구,1156010300,영등포동2가,1.0,46,59,50000.0,5.0,14.0,3.0,11.0,4.0,7.0,7.0,14.0,2.8,27539.13,10306.0,11244.863214,27539.13,0.550783,94269.95,27539.13,7.0,7.0,0.0,0.550783,3.0,0.6,0.0,0.0,3.0,0.6,2400.13,0.0,2400.13,0.048003,0.0,2400.13,0.048003,2400.13,0.048003,N,N,37.520929,126.914182,192301.846065,546718.620499,192525.452863,546942.227296
G50K_R0046_C0063,영등포구,1156011000,여의도동,1.0,46,63,50000.0,5.0,7.0,1.0,6.0,3.0,3.0,4.0,7.0,1.4,51166.2,5776.84,9924.640256,51166.2,1.023324,74817.62,51166.2,4.0,4.0,0.0,1.023324,2.0,0.4,0.0,0.0,2.0,0.4,22808.04,0.0,22808.04,0.456161,0.0,22808.04,0.456161,22808.04,0.456161,N,N,37.520936,126.9243,193196.273256,546718.620499,193419.880054,546942.227296
