그리드ID,주요구,주요법정동코드,주요법정동명,포함법정동수,그리드행,그리드열,기준면적_m2,기준면적_ha,전체건물수,상가수,상가연면적합계_m2,상가입체화재하중_분자,숙박시설수,숙박연면적합계_m2,숙박입체화재하중_분자,복합입체화재하중_분자,상가수_per_ha,숙박시설수_per_ha,상가연면적_per_ha,숙박연면적_per_ha,상가_입체화재하중밀도,숙박_입체화재하중밀도,복합_입체화재하중밀도,상가숙박_개수,상가숙박_개수_per_ha,건물데이터_0여부,중심위도,중심경도,x_min_EPSG5186,y_min_EPSG5186,x_max_EPSG5186,y_max_EPSG5186
G50K_R0072_C0096,종로구,1111016400,종로6가,4,72,96,50000.0,5.0,150,39,12909.74,23455.35,9,1180.36,1180.36,24635.71,7.8,1.8,2581.948,236.072,0.469107,0.023607,0.492714,48,9.6,N,37.573342,127.007778,200575.297582,552532.39724,200798.904379,552756.004038
G50K_R0072_C0097,종로구,1111017400,창신동,1,72,97,50000.0,5.0,335,95,27476.3,38807.27,6,1059.27,1059.27,39866.54,19.0,1.2,5495.26,211.854,0.776145,0.021185,0.797331,101,20.2,N,37.573342,127.010309,200798.904379,552532.39724,201022.511177,552756.004038
G50K_R0072_C0098,종로구,1111017400,창신동,1,72,98,50000.0,5.0,303,72,18042.6,33363.72,1,288.41,288.41,33652.13,14.4,0.2,3608.52,57.682,0.667274,0.005768,0.673043,73,14.6,N,37.573341,127.01284,201022.511177,552532.39724,201246.117975,552756.004038
G50K_R0072_C0099,종로구,1111017400,창신동,2,72,99,50000.0,5.0,94,44,23759.25,38286.34,4,1807.28,1807.28,40093.62,8.8,0.8,4751.85,361.456,0.765727,0.036146,0.801872,48,9.6,N,37.573341,127.015372,201246.117975,552532.39724,201469.724773,552756.004038
G50K_R0072_C0100,종로구,1111017500,숭인동,1,72,100,50000.0,5.0,206,65,18982.06,31533.46,6,2236.07,2236.07,33769.53,13.0,1.2,3796.412,447.214,0.630669,0.044721,0.675391,71,14.2,N,37.573341,127.017903,201469.724773,552532.39724,201693.33157,552756.004038
G50K_R0072_C0101,종로구,1111017500,숭인동,1,72,101,50000.0,5.0,173,81,31657.42,44728.05,13,4507.17,4507.17,49235.22,16.2,2.6,6331.484,901.434,0.894561,0.090143,0.984704,94,18.8,N,37.57334,127.020434,201693.33157,552532.39724,201916.938368,552756.004038
G50K_R0072_C0102,종로구,1111017500,숭인동,1,72,102,50000.0,5.0,60,22,15325.62,18759.1,2,796.03,796.03,19555.13,4.4,0.4,3065.124,159.206,0.375182,0.015921,0.391103,24,4.8,N,37.57334,127.022965,201916.938368,552532.39724,202140.545166,552756.004038
G50K_R0073_C0015,강서구,1150011000,개화동,1,73,15,50000.0,5.0,42,6,1593.05,3044.21,0,0.0,0.0,3044.21,1.2,0.0,318.61,0.0,0.060884,0.0,0.060884,6,1.2,N,37.575192,126.802743,182463.146964,552756.004038,182686.753762,552979.610836
G50K_R0073_C0018,강서구,1150010900,방화동,1,73,18,50000.0,5.0,98,10,3848.18,10987.24,0,0.0,0.0,10987.24,2.0,0.0,769.636,0.0,0.219745,0.0,0.219745,10,2.0,N,37.575204,126.810337,183133.967357,552756.004038,183357.574155,552979.610836
G50K_R0073_C0019,강서구,1150010900,방화동,1,73,19,50000.0,5.0,66,4,1435.8,2743.0,0,0.0,0.0,2743.0,0.8,0.0,287.16,0.0,0.05486,0.0,0.05486,4,0.8,N,37.575209,126.812868,183357.574155,552756.004038,183581.180953,552979.610836
G50K_R0073_C0020,강서구,1150010900,방화동,1,73,20,50000.0,5.0,26,3,2142.32,4742.0,0,0.0,0.0,4742.0,0.6,0.0,428.464,0.0,0.09484,0.0,0.09484,3,0.6,N,37.575212,126.815399,183581.180953,552756.004038,183804.78775,552979.610836
G50K_R0073_C0021,강서구,1150010900,방화동,1,73,21,50000.0,5.0,23,0,0.0,0.0,1,351.81,351.81,351.81,0.0,0.2,0.0,70.362,0.0,0.007036,0.007036,1,0.2,N,37.575216,126.817931,183804.78775,552756.004038,184028.394548,552979.610836
G50K_R0073_C0026,강서구,1150010500,마곡동,1,73,26,50000.0,5.0,30,2,87.84,436492.0,0,0.0,0.0,436492.0,0.4,0.0,17.568,0.0,8.72984,0.0,8.72984,2,0.4,N,37.575235,126.830587,184922.821739,552756.004038,185146.428537,552979.610836
G50K_R0073_C0027,강서구,1150010500,마곡동,1,73,27,50000.0,5.0,31,1,450.0,872912.0,0,0.0,0.0,872912.0,0.2,0.0,90.0,0.0,17.45824,0.0,17.45824,1,0.2,N,37.575239,126.833118,185146.428537,552756.004038,185370.035335,552979.610836
G50K_R0073_C0029,강서구,1150010500,마곡동,1,73,29,50000.0,5.0,25,3,897.18,1756.7,0,0.0,0.0,1756.7,0.6,0.0,179.436,0.0,0.035134,0.0,0.035134,3,0.6,N,37.575246,126.838181,185593.642132,552756.004038,185817.24893,552979.610836
G50K_R0073_C0030,강서구,1150010400,가양동,1,73,30,50000.0,5.0,3,1,28.35,28.35,0,0.0,0.0,28.35,0.2,0.0,5.67,0.0,0.000567,0.0,0.000567,1,0.2,N,37.575249,126.840712,185817.24893,552756.004038,186040.855728,552979.610836
G50K_R0073_C0040,마포구,1144012700,상암동,1,73,40,50000.0,5.0,8,1,754.93,37902.0,0,0.0,0.0,37902.0,0.2,0.0,150.986,0.0,0.75804,0.0,0.75804,1,0.2,N,37.575281,126.866025,188053.316908,552756.004038,188276.923705,552979.610836
G50K_R0073_C0051,마포구,1144012700,상암동,1,73,51,50000.0,5.0,56,11,3448.04,5683.71,11,3537.92,3537.92,9221.63,2.2,2.2,689.608,707.584,0.113674,0.070758,0.184433,22,4.4,N,37.575309,126.893869,190512.991683,552756.004038,190736.598481,552979.610836
G50K_R0073_C0052,마포구,1144012700,상암동,1,73,52,50000.0,5.0,151,32,13746.45,27984.27,2,792.32,792.32,28776.59,6.4,0.4,2749.29,158.464,0.559685,0.015846,0.575532,34,6.8,N,37.575311,126.896401,190736.598481,552756.004038,190960.205278,552979.610836
G50K_R0073_C0053,마포구,1144012700,상암동,1,73,53,50000.0,5.0,25,2,442.0,767.83,0,0.0,0.0,767.83,0.4,0.0,88.4,0.0,0.015357,0.0,0.015357,2,0.4,N,37.575314,126.898932,190960.205278,552756.004038,191183.812076,552979.610836
G50K_R0073_C0076,종로구,1111018700,무악동,1,73,76,50000.0,5.0,47,20,7830.26,16433.91,0,0.0,0.0,16433.91,4.0,0.0,1566.052,0.0,0.328678,0.0,0.328678,20,4.0,N,37.575349,126.957152,196103.161627,552756.004038,196326.768424,552979.610836
G50K_R0073_C0077,종로구,1111018700,무악동,1,73,77,50000.0,5.0,28,3,449.27,495.15,0,0.0,0.0,495.15,0.6,0.0,89.854,0.0,0.009903,0.0,0.009903,3,0.6,N,37.57535,126.959683,196326.768424,552756.004038,196550.375222,552979.610836
G50K_R0073_C0078,종로구,1111018100,행촌동,2,73,78,50000.0,5.0,242,9,1314.59,1859.42,0,0.0,0.0,1859.42,1.8,0.0,262.918,0.0,0.037188,0.0,0.037188,9,1.8,N,37.575351,126.962215,196550.375222,552756.004038,196773.98202,552979.610836
G50K_R0073_C0079,종로구,1111011500,사직동,1,73,79,50000.0,5.0,52,6,2207.04,2836.37,0,0.0,0.0,2836.37,1.2,0.0,441.408,0.0,0.056727,0.0,0.056727,6,1.2,N,37.575352,126.964746,196773.98202,552756.004038,196997.588818,552979.610836
G50K_R0073_C0080,종로구,1111011500,사직동,3,73,80,50000.0,5.0,30,8,3582.07,9072.04,2,465.42,465.42,9537.46,1.6,0.4,716.414,93.084,0.181441,0.009308,0.190749,10,2.0,N,37.575352,126.967277,196997.588818,552756.004038,197221.195615,552979.610836
G50K_R0073_C0081,종로구,1111011400,내자동,6,73,81,50000.0,5.0,108,64,17243.64,33164.11,10,2009.22,2009.22,35173.33,12.8,2.0,3448.728,401.844,0.663282,0.040184,0.703467,74,14.8,N,37.575353,126.969809,197221.195615,552756.004038,197444.802413,552979.610836
G50K_R0073_C0082,종로구,1111011400,내자동,3,73,82,50000.0,5.0,77,30,5750.79,10416.5,1,367.39,367.39,10783.89,6.0,0.2,1150.158,73.478,0.20833,0.007348,0.215678,31,6.2,N,37.575354,126.97234,197444.802413,552756.004038,197668.409211,552979.610836
G50K_R0073_C0083,종로구,1111010700,적선동,1,73,83,50000.0,5.0,20,6,998.14,998.14,0,0.0,0.0,998.14,1.2,0.0,199.628,0.0,0.019963,0.0,0.019963,6,1.2,N,37.575354,126.974871,197668.409211,552756.004038,197892.016009,552979.610836
G50K_R0073_C0084,종로구,1111011900,세종로,1,73,84,50000.0,5.0,7,1,85.27,6438.5,0,0.0,0.0,6438.5,0.2,0.0,17.054,0.0,0.12877,0.0,0.12877,1,0.2,N,37.575355,126.977403,197892.016009,552756.004038,198115.622806,552979.610836
G50K_R0073_C0085,종로구,1111014400,사간동,3,73,85,50000.0,5.0,67,8,1991.4,2500.8,3,1261.48,1261.48,3762.28,1.6,0.6,398.28,252.296,0.050016,0.02523,0.075246,11,2.2,N,37.575355,126.979934,198115.622806,552756.004038,198339.229604,552979.610836
G50K_R0073_C0086,종로구,1111012400,수송동,4,73,86,50000.0,5.0,55,22,4662.38,5756.88,0,0.0,0.0,5756.88,4.4,0.0,932.476,0.0,0.115138,0.0,0.115138,22,4.4,N,37.575356,126.982465,198339.229604,552756.004038,198562.836402,552979.610836
G50K_R0073_C0087,종로구,1111012800,관훈동,3,73,87,50000.0,5.0,126,74,18056.72,30962.55,0,0.0,0.0,30962.55,14.8,0.0,3611.344,0.0,0.619251,0.0,0.619251,74,14.8,N,37.575356,126.984996,198562.836402,552756.004038,198786.4432,552979.610836
G50K_R0073_C0088,종로구,1111013400,경운동,3,73,88,50000.0,5.0,63,18,9645.45,11416.31,0,0.0,0.0,11416.31,3.6,0.0,1929.09,0.0,0.228326,0.0,0.228326,18,3.6,N,37.575356,126.987528,198786.4432,552756.004038,199010.049997,552979.610836
G50K_R0073_C0089,종로구,1111013000,와룡동,4,73,89,50000.0,5.0,203,77,19312.91,29237.95,0,0.0,0.0,29237.95,15.4,0.0,3862.582,0.0,0.584759,0.0,0.584759,77,15.4,N,37.575356,126.990059,199010.049997,552756.004038,199233.656795,552979.610836
G50K_R0073_C0090,종로구,1111013100,권농동,2,73,90,50000.0,5.0,57,25,3802.21,5909.64,0,0.0,0.0,5909.64,5.0,0.0,760.442,0.0,0.118193,0.0,0.118193,25,5.0,N,37.575357,126.99259,199233.656795,552756.004038,199457.263593,552979.610836
G50K_R0073_C0091,종로구,1111015900,원남동,1,73,91,50000.0,5.0,44,10,4176.81,6133.63,0,0.0,0.0,6133.63,2.0,0.0,835.362,0.0,0.122673,0.0,0.122673,10,2.0,N,37.575357,126.995122,199457.263593,552756.004038,199680.870391,552979.610836
G50K_R0073_C0092,종로구,1111015900,원남동,2,73,92,50000.0,5.0,162,92,24809.41,39103.1,0,0.0,0.0,39103.1,18.4,0.0,4961.882,0.0,0.782062,0.0,0.782062,92,18.4,N,37.575357,126.997653,199680.870391,552756.004038,199904.477188,552979.610836
G50K_R0073_C0093,종로구,1111016000,연지동,4,73,93,50000.0,5.0,95,43,15687.34,25640.82,3,1307.29,1307.29,26948.11,8.6,0.6,3137.468,261.458,0.512816,0.026146,0.538962,46,9.2,N,37.575357,127.000184,199904.477188,552756.004038,200128.083986,552979.610836
G50K_R0073_C0094,종로구,1111016200,효제동,4,73,94,50000.0,5.0,153,87,29826.12,52839.58,0,0.0,0.0,52839.58,17.4,0.0,5965.224,0.0,1.056792,0.0,1.056792,87,17.4,N,37.575357,127.002716,200128.083986,552756.004038,200351.690784,552979.610836
G50K_R0073_C0095,종로구,1111016700,충신동,2,73,95,50000.0,5.0,275,93,29013.9,45468.99,1,161.36,161.36,45630.35,18.6,0.2,5802.78,32.272,0.90938,0.003227,0.912607,94,18.8,N,37.575357,127.005247,200351.690784,552756.004038,200575.297582,552979.610836
G50K_R0073_C0096,종로구,1111016700,충신동,3,73,96,50000.0,5.0,436,21,7789.27,12737.33,4,1113.38,1113.38,13850.71,4.2,0.8,1557.854,222.676,0.254747,0.022268,0.277014,25,5.0,N,37.575357,127.007778,200575.297582,552756.004038,200798.904379,552979.610836
G50K_R0073_C0097,종로구,1111017400,창신동,1,73,97,50000.0,5.0,369,43,10706.53,15327.52,4,366.91,366.91,15694.43,8.6,0.8,2141.306,73.382,0.30655,0.007338,0.313889,47,9.4,N,37.575356,127.01031,200798.904379,552756.004038,201022.511177,552979.610836
G50K_R0073_C0098,종로구,1111017400,창신동,1,73,98,50000.0,5.0,334,17,3474.17,6276.19,1,238.52,238.52,6514.71,3.4,0.2,694.834,47.704,0.125524,0.00477,0.130294,18,3.6,N,37.575356,127.012841,201022.511177,552756.004038,201246.117975,552979.610836
G50K_R0073_C0099,종로구,1111017500,숭인동,2,73,99,50000.0,5.0,312,53,10641.88,19875.02,5,2026.96,2026.96,21901.98,10.6,1.0,2128.376,405.392,0.3975,0.040539,0.43804,58,11.6,N,37.575356,127.015372,201246.117975,552756.004038,201469.724773,552979.610836
G50K_R0073_C0100,종로구,1111017500,숭인동,1,73,100,50000.0,5.0,293,19,8035.71,15229.21,0,0.0,0.0,15229.21,3.8,0.0,1607.142,0.0,0.304584,0.0,0.304584,19,3.8,N,37.575355,127.017903,201469.724773,552756.004038,201693.33157,552979.610836
G50K_R0073_C0101,종로구,1111017500,숭인동,1,73,101,50000.0,5.0,246,40,15219.73,26546.17,4,1064.36,1064.36,27610.53,8.0,0.8,3043.946,212.872,0.530923,0.021287,0.552211,44,8.8,N,37.575355,127.020435,201693.33157,552756.004038,201916.938368,552979.610836
G50K_R0073_C0102,종로구,1111017500,숭인동,1,73,102,50000.0,5.0,69,31,9491.89,22044.15,1,141.95,141.95,22186.1,6.2,0.2,1898.378,28.39,0.440883,0.002839,0.443722,32,6.4,N,37.575355,127.022966,201916.938368,552756.004038,202140.545166,552979.610836
G50K_R0074_C0014,강서구,1150011000,개화동,1,74,14,50000.0,5.0,27,1,76.8,266.0,3,587.8,587.8,853.8,0.2,0.6,15.36,117.56,0.00532,0.011756,0.017076,4,0.8,N,37.577202,126.800206,182239.540166,552979.610836,182463.146964,553203.217633
G50K_R0074_C0015,강서구,1150011000,개화동,1,74,15,50000.0,5.0,95,6,1343.94,3546.0,0,0.0,0.0,3546.0,1.2,0.0,268.788,0.0,0.07092,0.0,0.07092,6,1.2,N,37.577207,126.802738,182463.146964,552979.610836,182686.753762,553203.217633
G50K_R0074_C0019,강서구,1150010900,방화동,1,74,19,50000.0,5.0,32,3,18596.06,30715.0,1,12916.64,12916.64,43631.64,0.6,0.2,3719.212,2583.328,0.6143,0.258333,0.872633,4,0.8,N,37.577223,126.812863,183357.574155,552979.610836,183581.180953,553203.217633
G50K_R0074_C0020,강서구,1150010900,방화동,1,74,20,50000.0,5.0,83,11,7607.07,17903.9,0,0.0,0.0,17903.9,2.2,0.0,1521.414,0.0,0.358078,0.0,0.358078,11,2.2,N,37.577227,126.815394,183581.180953,552979.610836,183804.78775,553203.217633
G50K_R0074_C0021,강서구,1150010900,방화동,1,74,21,50000.0,5.0,67,7,3792.66,11483.72,0,0.0,0.0,11483.72,1.4,0.0,758.532,0.0,0.229674,0.0,0.229674,7,1.4,N,37.577231,126.817926,183804.78775,552979.610836,184028.394548,553203.217633
G50K_R0074_C0024,강서구,1150010500,마곡동,1,74,24,50000.0,5.0,18,1,129.24,160000.0,0,0.0,0.0,160000.0,0.2,0.0,25.848,0.0,3.2,0.0,3.2,1,0.2,N,37.577243,126.82552,184475.608144,552979.610836,184699.214941,553203.217633
G50K_R0074_C0029,강서구,1150010500,마곡동,1,74,29,50000.0,5.0,11,1,1336.76,1336.76,0,0.0,0.0,1336.76,0.2,0.0,267.352,0.0,0.026735,0.0,0.026735,1,0.2,N,37.577261,126.838177,185593.642132,552979.610836,185817.24893,553203.217633
G50K_R0074_C0039,마포구,1144012700,상암동,1,74,39,50000.0,5.0,11,2,1010.5,1010.5,0,0.0,0.0,1010.5,0.4,0.0,202.1,0.0,0.02021,0.0,0.02021,2,0.4,N,37.577293,126.86349,187829.71011,552979.610836,188053.316908,553203.217633
G50K_R0074_C0048,마포구,1144012700,상암동,1,74,48,50000.0,5.0,16,1,257.1,1917.2,0,0.0,0.0,1917.2,0.2,0.0,51.42,0.0,0.038344,0.0,0.038344,1,0.2,N,37.577317,126.886273,189842.17129,552979.610836,190065.778087,553203.217633
G50K_R0074_C0051,마포구,1144012700,상암동,1,74,51,50000.0,5.0,168,58,24669.52,53693.14,1,301.3,301.3,53994.44,11.6,0.2,4933.904,60.26,1.073863,0.006026,1.079889,59,11.8,N,37.577324,126.893867,190512.991683,552979.610836,190736.598481,553203.217633
G50K_R0074_C0052,마포구,1144012700,상암동,1,74,52,50000.0,5.0,189,51,15704.41,32083.48,0,0.0,0.0,32083.48,10.2,0.0,3140.882,0.0,0.64167,0.0,0.64167,51,10.2,N,37.577326,126.896398,190736.598481,552979.610836,190960.205278,553203.217633
G50K_R0074_C0076,종로구,1111018700,무악동,1,74,76,50000.0,5.0,22,1,99.07,99.07,0,0.0,0.0,99.07,0.2,0.0,19.814,0.0,0.001981,0.0,0.001981,1,0.2,N,37.577364,126.957151,196103.161627,552979.610836,196326.768424,553203.217633
G50K_R0074_C0077,종로구,1111018700,무악동,1,74,77,50000.0,5.0,35,1,15.57,15.57,0,0.0,0.0,15.57,0.2,0.0,3.114,0.0,0.000311,0.0,0.000311,1,0.2,N,37.577365,126.959682,196326.768424,552979.610836,196550.375222,553203.217633
G50K_R0074_C0078,종로구,1111018700,무악동,1,74,78,50000.0,5.0,34,1,738.78,1732.05,0,0.0,0.0,1732.05,0.2,0.0,147.756,0.0,0.034641,0.0,0.034641,1,0.2,N,37.577365,126.962214,196550.375222,552979.610836,196773.98202,553203.217633
G50K_R0074_C0079,종로구,1111010900,누상동,1,74,79,50000.0,5.0,8,0,0.0,0.0,12,2954.48,2954.48,2954.48,0.0,2.4,0.0,590.896,0.0,0.05909,0.05909,12,2.4,N,37.577366,126.964745,196773.98202,552979.610836,196997.588818,553203.217633
G50K_R0074_C0080,종로구,1111011300,필운동,5,74,80,50000.0,5.0,112,14,2488.39,6016.96,10,1984.26,1984.26,8001.22,2.8,2.0,497.678,396.852,0.120339,0.039685,0.160024,24,4.8,N,37.577367,126.967276,196997.588818,552979.610836,197221.195615,553203.217633
G50K_R0074_C0081,종로구,1111011300,필운동,5,74,81,50000.0,5.0,325,78,10897.96,24820.94,7,1444.06,1444.06,26265.0,15.6,1.4,2179.592,288.812,0.496419,0.028881,0.5253,85,17.0,N,37.577368,126.969808,197221.195615,552979.610836,197444.802413,553203.217633
G50K_R0074_C0082,종로구,1111011200,체부동,4,74,82,50000.0,5.0,197,90,24529.47,47465.66,0,0.0,0.0,47465.66,18.0,0.0,4905.894,0.0,0.949313,0.0,0.949313,90,18.0,N,37.577368,126.972339,197444.802413,552979.610836,197668.409211,553203.217633
G50K_R0074_C0083,종로구,1111010600,통의동,2,74,83,50000.0,5.0,29,14,4859.52,8147.98,0,0.0,0.0,8147.98,2.8,0.0,971.904,0.0,0.16296,0.0,0.16296,14,2.8,N,37.577369,126.974871,197668.409211,552979.610836,197892.016009,553203.217633
G50K_R0074_C0084,종로구,1111011900,세종로,1,74,84,50000.0,5.0,14,1,8758.66,8758.66,0,0.0,0.0,8758.66,0.2,0.0,1751.732,0.0,0.175173,0.0,0.175173,1,0.2,N,37.577369,126.977402,197892.016009,552979.610836,198115.622806,553203.217633
G50K_R0074_C0085,종로구,1111014400,사간동,3,74,85,50000.0,5.0,51,15,5186.75,10069.29,1,143.14,143.14,10212.43,3.0,0.2,1037.35,28.628,0.201386,0.002863,0.204249,16,3.2,N,37.57737,126.979933,198115.622806,552979.610836,198339.229604,553203.217633
G50K_R0074_C0086,종로구,1111014100,안국동,3,74,86,50000.0,5.0,44,9,1561.18,3169.17,0,0.0,0.0,3169.17,1.8,0.0,312.236,0.0,0.063383,0.0,0.063383,9,1.8,N,37.57737,126.982465,198339.229604,552979.610836,198562.836402,553203.217633
G50K_R0074_C0087,종로구,1111014100,안국동,3,74,87,50000.0,5.0,174,72,12814.57,19975.09,1,210.99,210.99,20186.08,14.4,0.2,2562.914,42.198,0.399502,0.00422,0.403722,73,14.6,N,37.577371,126.984996,198562.836402,552979.610836,198786.4432,553203.217633
G50K_R0074_C0088,종로구,1111014700,재동,4,74,88,50000.0,5.0,45,19,5971.04,9849.73,0,0.0,0.0,9849.73,3.8,0.0,1194.208,0.0,0.196995,0.0,0.196995,19,3.8,N,37.577371,126.987527,198786.4432,552979.610836,199010.049997,553203.217633
G50K_R0074_C0089,종로구,1111013000,와룡동,3,74,89,50000.0,5.0,89,35,11709.05,18065.83,0,0.0,0.0,18065.83,7.0,0.0,2341.81,0.0,0.361317,0.0,0.361317,35,7.0,N,37.577371,126.990059,199010.049997,552979.610836,199233.656795,553203.217633
G50K_R0074_C0090,종로구,1111013100,권농동,1,74,90,50000.0,5.0,42,13,1222.73,1894.23,0,0.0,0.0,1894.23,2.6,0.0,244.546,0.0,0.037885,0.0,0.037885,13,2.6,N,37.577371,126.99259,199233.656795,552979.610836,199457.263593,553203.217633
G50K_R0074_C0092,종로구,1111015900,원남동,1,74,92,50000.0,5.0,35,6,2134.22,5240.85,0,0.0,0.0,5240.85,1.2,0.0,426.844,0.0,0.104817,0.0,0.104817,6,1.2,N,37.577371,126.997653,199680.870391,552979.610836,199904.477188,553203.217633
G50K_R0074_C0093,종로구,1111016600,연건동,1,74,93,50000.0,5.0,108,12,4095.03,6445.15,1,267.64,267.64,6712.79,2.4,0.2,819.006,53.528,0.128903,0.005353,0.134256,13,2.6,N,37.577372,127.000184,199904.477188,552979.610836,200128.083986,553203.217633
G50K_R0074_C0094,종로구,1111016500,이화동,3,74,94,50000.0,5.0,62,21,42630.69,66610.13,2,239.33,239.33,66849.46,4.2,0.4,8526.138,47.866,1.332203,0.004787,1.336989,23,4.6,N,37.577371,127.002716,200128.083986,552979.610836,200351.690784,553203.217633
G50K_R0074_C0095,종로구,1111016500,이화동,2,74,95,50000.0,5.0,178,48,24718.72,45447.535,16,4939.85,4939.85,50387.385,9.6,3.2,4943.744,987.97,0.908951,0.098797,1.007748,64,12.8,N,37.577371,127.005247,200351.690784,552979.610836,200575.297582,553203.217633
G50K_R0074_C0096,종로구,1111016500,이화동,2,74,96,50000.0,5.0,363,10,948.07,1980.27,0,0.0,0.0,1980.27,2.0,0.0,189.614,0.0,0.039605,0.0,0.039605,10,2.0,N,37.577371,127.007778,200575.297582,552979.610836,200798.904379,553203.217633
G50K_R0074_C0097,종로구,1111017400,창신동,1,74,97,50000.0,5.0,315,15,3520.97,5384.45,2,470.62,470.62,5855.07,3.0,0.4,704.194,94.124,0.107689,0.009412,0.117101,17,3.4,N,37.577371,127.01031,200798.904379,552979.610836,201022.511177,553203.217633
G50K_R0074_C0098,종로구,1111017400,창신동,1,74,98,50000.0,5.0,228,3,557.06,788.21,0,0.0,0.0,788.21,0.6,0.0,111.412,0.0,0.015764,0.0,0.015764,3,0.6,N,37.577371,127.012841,201022.511177,552979.610836,201246.117975,553203.217633
G50K_R0074_C0099,종로구,1111017500,숭인동,2,74,99,50000.0,5.0,227,28,15260.41,28348.38,4,1342.775,1342.775,29691.155,5.6,0.8,3052.082,268.555,0.566968,0.026856,0.593823,32,6.4,N,37.577371,127.015373,201246.117975,552979.610836,201469.724773,553203.217633
G50K_R0074_C0100,종로구,1111017500,숭인동,1,74,100,50000.0,5.0,128,4,254.38,872.43,0,0.0,0.0,872.43,0.8,0.0,50.876,0.0,0.017449,0.0,0.017449,4,0.8,N,37.57737,127.017904,201469.724773,552979.610836,201693.33157,553203.217633
G50K_R0074_C0101,종로구,1111017500,숭인동,1,74,101,50000.0,5.0,210,5,1639.17,2630.3,0,0.0,0.0,2630.3,1.0,0.0,327.834,0.0,0.052606,0.0,0.052606,5,1.0,N,37.57737,127.020435,201693.33157,552979.610836,201916.938368,553203.217633
G50K_R0074_C0102,종로구,1111017500,숭인동,1,74,102,50000.0,5.0,222,53,12798.51,18186.23,0,0.0,0.0,18186.23,10.6,0.0,2559.702,0.0,0.363725,0.0,0.363725,53,10.6,N,37.577369,127.022967,201916.938368,552979.610836,202140.545166,553203.217633
G50K_R0075_C0014,강서구,1150011000,개화동,1,75,14,50000.0,5.0,148,10,2122.53,4397.69,0,0.0,0.0,4397.69,2.0,0.0,424.506,0.0,0.087954,0.0,0.087954,10,2.0,N,37.579217,126.800201,182239.540166,553203.217633,182463.146964,553426.824431
G50K_R0075_C0015,강서구,1150011000,개화동,1,75,15,50000.0,5.0,76,4,838.65,1496.35,0,0.0,0.0,1496.35,0.8,0.0,167.73,0.0,0.029927,0.0,0.029927,4,0.8,N,37.579221,126.802732,182463.146964,553203.217633,182686.753762,553426.824431
G50K_R0075_C0019,강서구,1150010900,방화동,1,75,19,50000.0,5.0,19,1,1844.5,4043.6,0,0.0,0.0,4043.6,0.2,0.0,368.9,0.0,0.080872,0.0,0.080872,1,0.2,N,37.579238,126.812858,183357.574155,553203.217633,183581.180953,553426.824431
G50K_R0075_C0020,강서구,1150010900,방화동,1,75,20,50000.0,5.0,73,10,3861.78,27932.32,0,0.0,0.0,27932.32,2.0,0.0,772.356,0.0,0.558646,0.0,0.558646,10,2.0,N,37.579242,126.815389,183581.180953,553203.217633,183804.78775,553426.824431
G50K_R0075_C0021,강서구,1150010900,방화동,1,75,21,50000.0,5.0,19,3,1976.05,4701.0,0,0.0,0.0,4701.0,0.6,0.0,395.21,0.0,0.09402,0.0,0.09402,3,0.6,N,37.579246,126.817921,183804.78775,553203.217633,184028.394548,553426.824431
G50K_R0075_C0045,마포구,1144012700,상암동,1,75,45,50000.0,5.0,10,1,36.0,36.0,0,0.0,0.0,36.0,0.2,0.0,7.2,0.0,0.00072,0.0,0.00072,1,0.2,N,37.579324,126.878675,189171.350896,553203.217633,189394.957694,553426.824431
G50K_R0075_C0046,마포구,1144012700,상암동,1,75,46,50000.0,5.0,29,2,5732.32,12680.0,0,0.0,0.0,12680.0,0.4,0.0,1146.464,0.0,0.2536,0.0,0.2536,2,0.4,N,37.579326,126.881207,189394.957694,553203.217633,189618.564492,553426.824431
G50K_R0075_C0047,마포구,1144012700,상암동,1,75,47,50000.0,5.0,13,3,4498.87,10227.0,0,0.0,0.0,10227.0,0.6,0.0,899.774,0.0,0.20454,0.0,0.20454,3,0.6,N,37.579329,126.883738,189618.564492,553203.217633,189842.17129,553426.824431
G50K_R0075_C0048,마포구,1144012700,상암동,1,75,48,50000.0,5.0,17,1,175.63,175.63,1,26300.82,26300.82,26476.45,0.2,0.2,35.126,5260.164,0.003513,0.526016,0.529529,2,0.4,N,37.579331,126.886269,189842.17129,553203.217633,190065.778087,553426.824431
G50K_R0075_C0050,마포구,1144012700,상암동,1,75,50,50000.0,5.0,5,1,3498.99,3498.99,0,0.0,0.0,3498.99,0.2,0.0,699.798,0.0,0.06998,0.0,0.06998,1,0.2,N,37.579336,126.891332,190289.384885,553203.217633,190512.991683,553426.824431
G50K_R0075_C0051,마포구,1144012700,상암동,1,75,51,50000.0,5.0,25,10,5349.99,13580.55,0,0.0,0.0,13580.55,2.0,0.0,1069.998,0.0,0.271611,0.0,0.271611,10,2.0,N,37.579338,126.893864,190512.991683,553203.217633,190736.598481,553426.824431
G50K_R0075_C0052,마포구,1144012700,상암동,1,75,52,50000.0,5.0,33,6,1340.21,2635.31,0,0.0,0.0,2635.31,1.2,0.0,268.042,0.0,0.052706,0.0,0.052706,6,1.2,N,37.579341,126.896395,190736.598481,553203.217633,190960.205278,553426.824431
