기대피해액_순위,구,동,시설명,예상_화재발생확률,조건부_예상피해액_백만원,기대피해액_백만원,소방위험도,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,위도,경도,반경100m_화재수 
899,중구,명동,메이원 호텔,0.6303639471039493,0.1431289465293546,0.090223327679074,0.1175,17,58.8,1.1524369386818898,0.24,0.7,37.55987957,126.98517715,0
900,중구,무학동,에이(A)모텔,0.6087596489185924,0.14819514648139,0.0902152253434503,0.1814,25,80.0,0.6294313661738377,0.1623,0.18,37.5612303,127.01441469,0
901,강서구,화곡동,드림 스테이,0.579228214585174,0.1557019452643738,0.0901869597629217,0.0568,12,41.7,0.041672696400568,0.1408,0.7,37.5437087,126.84579625,0
902,종로구,낙원동,에비뉴162,0.5881476435313381,0.1532894748308053,0.0901568433998945,0.1894,21,76.2,0.7049197167852125,0.1808,0.08,37.56847519,126.98905206,3
903,중구,신당동,뽀키 하우스,0.7356731183600996,0.1225495008886967,0.0901563734722613,0.2568,52,44.2,1.5040773967762742,0.369,0.7,37.55998632,127.01289964,1
904,종로구,효제동,어바웃스테이 동대문,0.5229126737575029,0.1723336574400354,0.0901154535903785,0.378,11,9.1,1.7120527266173124,0.4623,0.25,37.56951008,127.00331084,0
905,영등포구,당산동,당산스테이,0.4765104191188785,0.1890978590382004,0.0901071000647754,0.2481,5,40.0,0.3705488430019365,0.1,0.12,37.5207481,126.89843254,0
906,중구,무학동,엠모텔(M모텔),0.7515366116003122,0.1198941828826993,0.090104867954252,0.1894,51,72.5,0.7324865951199776,0.1794,1.0,37.56120906,127.01384225,0
907,송파구,삼전동,매그놀리아 잠실점,0.5378964604813179,0.1675072232518938,0.0901015424922476,0.2195,9,44.4,1.201266442728193,0.1394,0.7,37.50392123,127.0901327,0
908,강남구,역삼동,강남캠퍼스호텔A동,0.4806909362604398,0.187421959199664,0.0900920370434524,0.3226,8,25.0,1.021011042644558,0.1122,0.55,37.4945587,127.02839832,0
909,서초구,반포동,강남교보하우스,0.4384776354472084,0.2054415425486757,0.0900815217993704,0.3687,4,25.0,0.0577083176206467,0.1337,0.04,37.50180565,127.02025256,0
910,종로구,청운동,June Stay 경복궁,0.674772085926065,0.1334797220727741,0.0900683904918771,0.098,21,95.2,0.8346467428336448,0.1394,0.85,37.58369134,126.96807003,0
911,강남구,역삼동,서울스테이 강남,0.5393040563951654,0.166948256075055,0.090035871709376,0.184,4,25.0,1.7369512327330598,0.4307,0.0,37.48891081,127.03219635,0
912,성동구,마장동,동원장모텔,0.6528422402928421,0.1379044143802278,0.0900298268302604,0.1153,24,16.7,1.5898019379172414,0.4623,0.55,37.56420552,127.03564417,2
913,중구,명동,필스테이 명동스테이션(명동역점),0.615175931714439,0.1463324164784775,0.0900201806471727,0.0838,19,63.2,0.182977509588875,0.1265,0.7,37.5590079,126.98461516,0
914,마포구,서교동,스텔라,0.5835838078724405,0.1541746501137649,0.0899738293907921,0.1408,18,50.0,0.3712151850650859,0.1308,0.7,37.54959647,126.91216603,0
915,용산구,이태원동,남산뜰,0.4543394426535413,0.1980189223460272,0.0899678068135489,0.4795,6,66.7,0.009389740349839,0.1022,0.04,37.54219602,126.98910269,0
916,강서구,공항동,온기,0.4208719970345766,0.2137629818689276,0.0899668530712415,0.3135,2,0.0,0.0,0.1322,0.04,37.55195845,126.81449994,0
917,중구,황학동,FRGE (에프알지이),0.8136652807330313,0.1105687960297981,0.089965990461899,0.2139,73,79.5,0.0281312502503589,0.1,1.0,37.56738069,127.02003395,0
918,용산구,이태원동,홈안젤라(Home_Angela),0.6733407114069129,0.1336071188917801,0.0899631124836192,0.1787,29,55.2,1.680441340014264,0.4095,0.35,37.53078397,126.99609191,0
919,마포구,합정동,포근 합정,0.7299279263500029,0.1232127554625247,0.0899364310946306,0.192,25,76.0,3.1780538303479458,0.4535,0.7,37.54961986,126.91065743,0
920,마포구,도화동,피스오브도화,0.5176207789721515,0.1737371441330187,0.0899299558825301,0.2685,3,66.7,1.2747988568945483,0.1422,0.35,37.53641988,126.94752982,0
921,강남구,역삼동,리치웰 호텔(Richwell Hotel),0.5381546600648146,0.1671020874421967,0.0899267670635762,0.2002,8,62.5,0.924258901523332,0.1136,0.45,37.50022148,127.03903357,1
922,강남구,역삼동,리치웰호텔,0.5381546600648146,0.1671020874421967,0.0899267670635762,0.2002,8,62.5,0.924258901523332,0.1136,0.45,37.50022148,127.03903357,1
923,중구,중림동,해성장여관,0.4974821324346745,0.1807261755826024,0.0899080432155964,0.4336,11,63.6,0.6879792104015028,0.178,0.18,37.55548515,126.96816194,0
924,강서구,방화동,한성여관,0.3846396602948174,0.2337304118953433,0.0899019862319926,0.5767,0,0.0,0.0476280489892546,0.1723,0.12,37.55946195,126.80709522,0
925,성동구,송정동,쁠랑호텔,0.5157229765948392,0.1742850391413941,0.0898827991619478,0.378,10,80.0,0.6931471805599453,0.1594,0.12,37.54875799,127.06804784,0
926,강서구,화곡동,화곡동 하우스(Hwagok-dong House),0.5644937581767412,0.1592181234865042,0.0898776368967452,0.3966,27,100.0,0.0,0.1308,0.04,37.52763269,126.85772049,0
927,성동구,성동,성수 포레하우스,0.5371501686109121,0.1672722240711071,0.0898503033637174,0.5852,22,31.8,1.2452157628599851,0.5439,0.12,37.54325531,127.04530256,0
928,중구,회현동,주)조선호텔앤리조트 레스케이프,0.6817371978955591,0.1317289611782527,0.0898045328753549,0.1867,41,75.6,0.2297880940328783,0.1094,0.85,37.55715446,126.97870364,2
929,중구,회현동,주)조선호텔앤리조트 레스케이프,0.6817371978955591,0.1317289611782527,0.0898045328753549,0.1867,41,75.6,0.2297880940328783,0.1094,0.85,37.55715446,126.97870364,2
930,송파구,석촌동,Stay MiMi,0.4786165024864374,0.1876215111131489,0.0897987514401956,0.2337,0,0.0,1.6661332561106457,0.1408,1.0,37.49829867,127.1027325,0
931,마포구,망원동,우먼하우스,0.3708221647309395,0.2421435540972605,0.0897921969059895,0.6369,1,0.0,0.0,0.115,0.18,37.55297041,126.89991367,0
932,마포구,노고산동,스테이플랜비,0.5423213464942618,0.1655700689391204,0.0897921827262115,0.129,11,18.2,0.1431008436406733,0.1465,0.85,37.55166088,126.93446678,0
933,영등포구,대림동,화성장여관,0.5965877108812733,0.1504591445096533,0.0897620766041687,0.3226,13,69.2,1.9513119177607336,0.45,0.12,37.49092389,126.90338862,0
934,종로구,창신동,호스텔 메가 동대문역,0.4728505095763201,0.1898166053203215,0.0897548785517613,0.129,6,0.0,0.2810012094609484,0.1465,0.18,37.56790086,127.00943028,0
935,종로구,창신동,24guesthouse동대문마켓점,0.4728505095763201,0.1898166053203215,0.0897548785517613,0.129,6,0.0,0.2810012094609484,0.1465,0.18,37.56790086,127.00943028,0
936,종로구,수송동,주)신영SPS지점,0.5514488086689305,0.1627519916192378,0.0897493918869244,0.3687,29,48.3,0.7395926777701232,0.1279,0.55,37.57234671,126.98043746,2
937,중구,남산동,24 게스트하우스 남산가든 2,0.5314247295759916,0.168822161550344,0.0897162715483259,0.122,0,0.0,2.0014800002101243,0.4747,0.12,37.55610674,126.98430919,0
938,용산구,남영동,NY room,0.4287719178698062,0.2091614505029743,0.0896825562765908,0.2864,3,0.0,0.0671393028376285,0.1451,0.04,37.5398956,126.97321559,0
939,중구,신당동,퀸모텔,0.6565055413433438,0.1365673326762784,0.0896572106684567,0.0918,26,61.5,0.5027284135333713,0.2109,0.7,37.55353993,127.00797399,0
940,강남구,역삼동,호텔더디자이너스 리즈 스윗 역삼,0.5229156822484011,0.1713861209212489,0.0896204903494418,0.2002,5,60.0,0.927428476284611,0.1022,0.45,37.50016231,127.0388473,1
941,종로구,관수동,나포레 호텔,0.5515669372733525,0.162481569325982,0.0896194615564997,0.2308,19,73.7,0.349845392833071,0.115,0.12,37.56620995,126.98997354,1
942,중구,인현동,센트럴뷰스위트 주식회사,0.6402546270080336,0.1399411485198504,0.0895979678486527,0.0918,18,77.8,0.1468471686002947,0.1065,1.0,37.56063038,126.99259191,0
943,중구,인현동,센트럴뷰스위트 주식회사,0.6402546270080336,0.1399411485198504,0.0895979678486527,0.0918,18,77.8,0.1468471686002947,0.1065,1.0,37.56063038,126.99259191,0
944,마포구,합정동,합정해날,0.5931337315812796,0.1510376681811232,0.0895855357376047,0.3074,22,72.7,2.6288008294480694,0.1222,1.0,37.54426265,126.91376499,0
945,중구,예관동,더캡슐 명동,0.6673237191290612,0.134243051557782,0.0895835724327734,0.2084,37,89.2,0.6359887667199967,0.1637,0.45,37.56077659,126.99805761,0
946,종로구,옥인동,루마디 서촌,0.6934774044590692,0.1291702469308083,0.089576647574914,0.2337,40,92.5,1.2714940052014312,0.1022,1.0,37.58072054,126.965982,0
947,종로구,낙원동,구월호텔 익선점,0.5597034053197024,0.1600403981570205,0.0895751558372054,0.1867,16,75.0,0.5804498748382647,0.1179,0.18,37.56834527,126.98930082,1
948,마포구,서교동,동경모텔,0.6450333368168103,0.1388446126762324,0.0895594038135878,0.184,20,100.0,1.487099060241856,0.1794,0.55,37.55064465,126.92019333,0
949,종로구,와룡동,호텔 월하여관,0.9245843937179516,0.0968275882512537,0.0895252769784569,0.1506,97,60.8,0.0727593542824283,0.1351,1.0,37.57367058,126.9901406,0
950,마포구,서교동,보보호텔,0.733872307966896,0.1219827167891369,0.0895197379021161,0.098,31,100.0,0.8075575317376895,0.1665,1.0,37.54956944,126.91741663,0
951,중구,만리동,서울로 인,0.8093597865705012,0.1105638729889114,0.0894859526447133,0.2423,73,83.6,0.4519851237430572,0.1094,1.0,37.5518282,126.96556971,0
952,종로구,낙원동,오라카이 인사동 스위츠,0.5772764989506703,0.154992277600925,0.0894733993778523,0.2337,19,94.7,0.6194439847728106,0.1322,0.08,37.57025733,126.98654665,0
953,종로구,낙원동,오라카이 인사동 스위츠,0.5772764989506703,0.154992277600925,0.0894733993778523,0.2337,19,94.7,0.6194439847728106,0.1322,0.08,37.57025733,126.98654665,0
954,강남구,역삼동,에이씨 팰리스(AC PALACE),0.6300119010134843,0.1419837788322673,0.0894514704151948,0.122,10,100.0,1.253905173074145,0.1011,1.0,37.49853141,127.04007068,0
955,중구,주교동,호텔 제이스테이(Hotel J-Stay),0.5196381552648487,0.1720675256588168,0.0894128516143346,0.2626,15,0.0,1.5262653117516365,0.1837,1.0,37.56588733,126.99772725,0
956,종로구,낙원동,호텔팝 리즈 프리미어,0.5526194525844347,0.1617979045048735,0.0894126694167918,0.1867,17,64.7,0.4895482253187058,0.1322,0.18,37.56830703,126.98941797,1
957,마포구,신수동,The house Maxminium,0.6415185560519622,0.1393431878192167,0.0893912406454612,0.1361,18,88.9,0.9308895312953076,0.1108,1.0,37.54674616,126.9326125,0
958,마포구,합정동,haven stay,0.5895419471068397,0.1516083770830752,0.0893794978232641,0.2864,14,92.9,2.1316272948504063,0.1422,0.7,37.55036823,126.90817099,0
959,용산구,서계동,파파하우스(PaPaHouse),0.7501793724245747,0.1191092959434269,0.0893533368807729,0.1974,56,82.1,0.2589480531359772,0.1394,0.85,37.54931519,126.96473273,0
960,종로구,낙원동,아마레,0.6130111085591554,0.1457020624787533,0.0893169828394559,0.1867,24,66.7,0.715269097647216,0.1194,0.85,37.56858852,126.9890014,3
961,중구,광희동,토요코인 서울동대문 I,0.5100079358005905,0.1750666540752165,0.0892853828724172,0.2924,12,33.3,1.2259517110447111,0.1222,0.7,37.56192809,127.00817157,0
962,중구,초동,호텔베네,0.7584240993670461,0.117713807066336,0.0892769881073521,0.0761,27,70.4,2.424987074506724,0.457,0.7,37.56229779,126.99164157,0
963,강서구,염창동,Dawn Stay,0.4413520729324954,0.2021358019230914,0.0892130551926287,0.6209,5,80.0,0.0,0.1394,0.04,37.54736153,126.86808742,0
964,종로구,관수동,HELLO HOSTEL,0.6030063816759856,0.1479458196542971,0.0892122733938256,0.2112,24,87.5,0.7206876474967924,0.1851,0.12,37.56619998,126.99118829,0
965,마포구,합정동,루프탑 풀 스테이,0.4099991144684829,0.2175618052625577,0.0892001474998132,0.3471,0,0.0,0.1335313926245226,0.1036,0.18,37.54336191,126.91473653,0
966,강서구,마곡동,호텔 엠펠리체,0.4559976688546526,0.1955330046698669,0.0891625943136052,0.1361,0,0.0,0.2772107725844855,0.1108,0.35,37.55708314,126.83446768,0
967,종로구,낙원동,호텔 라붐,0.6456593861707568,0.1380738179272056,0.0891486565291324,0.1894,31,71.0,0.6931471805599453,0.1408,0.85,37.56877967,126.98873733,3
968,용산구,이태원동,몬드리안 서울 이태원,0.4382077932612007,0.2033882819141974,0.0891263301928074,0.2834,7,0.0,0.0,0.1523,0.08,37.52621325,126.99250665,0
969,중구,명동,메트로호텔,0.5325662668005056,0.1672247198434767,0.0890582447638008,0.2002,8,50.0,1.036539860025732,0.1922,0.35,37.56237712,126.98294095,1
970,영등포구,영등포동,은성장모텔,0.6845204831995838,0.1300771992003848,0.0890405072498959,0.1266,27,29.6,1.8392260064669788,0.4676,0.7,37.51592269,126.90366636,0
971,강서구,공항동,썸모텔,0.4527785655997032,0.1966382182897408,0.0890335704193101,0.5245,6,66.7,0.1378324745239132,0.1623,0.04,37.5585145,126.80808009,0
972,종로구,낙원동,호텔 스타,0.5895799065976908,0.1509661559362121,0.0890066121162844,0.1735,22,72.7,0.4781936832157799,0.1179,0.45,37.56878558,126.98928849,6
973,영등포구,영등포동,페트라호텔,0.5863097596203203,0.1516727708539693,0.0889272258203387,0.2539,18,77.8,1.4803527151817717,0.138,0.7,37.51519016,126.90934116,0
974,마포구,도화동,휘스테이 101,0.5114209100145948,0.1738325695677432,0.0889016109185105,0.2685,3,66.7,1.227545972044003,0.1422,0.35,37.53642473,126.94764363,0
975,중구,남창동,케이팝 서울타워 호스텔,0.5207040022471013,0.1706991881419202,0.0888837504458287,0.2539,14,42.9,0.6931471805599453,0.115,0.55,37.55403706,126.97637629,0
976,중구,회현동,로지월드,0.4315222942706104,0.2058430017170624,0.088825844360496,0.2167,0,0.0,0.2559333741372006,0.1251,0.12,37.55435848,126.98062178,0
977,종로구,연건동,모리안(Morian),0.5388071933645737,0.1648281774385492,0.0888106076730626,0.1787,12,66.7,0.6689035689499525,0.1422,0.12,37.57598296,127.00020038,0
978,마포구,서교동,Dream House,0.6373719139649018,0.1393030578982623,0.0887878566337789,0.0898,16,81.2,0.685542581174726,0.1565,0.85,37.55175436,126.91562467,0
979,중구,흥인동,레인보우호텔,0.6576151231120447,0.1350110400115302,0.0887853016986676,0.098,23,65.2,1.1947195988454529,0.2912,0.55,37.56318521,127.01511594,1
980,종로구,익선동,SAE WHA HOSTEL,0.7116534402452968,0.1247508906097103,0.088779400476065,0.1243,25,40.0,2.34934204738138,0.4588,1.0,37.57198435,126.98953913,2
981,마포구,서교동,KING HOUSE,0.5690533553853433,0.1559855040008318,0.0887640744431472,0.3135,12,83.3,2.7782544597754586,0.1436,0.85,37.55209038,126.92319874,0
982,용산구,이태원동,Sunlit Stay,0.4181663699328364,0.2122629674187051,0.0887612345566518,0.3014,2,0.0,0.009389740349839,0.138,0.04,37.53174794,126.98883734,0
983,영등포구,양평동,유어홈,0.5364946843894901,0.1654128573438923,0.0887431186946752,0.1607,6,50.0,0.8817840364583729,0.1265,0.7,37.53428972,126.89546253,0
984,중구,황학동,윌씨티33,0.8122746639783149,0.1092102783924407,0.088708742184198,0.2112,73,82.2,0.0281312502503589,0.1122,1.0,37.56745247,127.01990348,0
985,강서구,화곡동,어거스트,0.6862053799632308,0.12920421378479,0.0886606266130423,0.1043,23,100.0,0.7845813865195772,0.1394,1.0,37.54356399,126.8475667,0
986,용산구,후암동,KHAN,0.7130945448103402,0.1243177116218311,0.0886502819808328,0.2804,54,75.9,1.173101140658849,0.1394,1.0,37.54423744,126.98177581,0
987,중구,남산동,서울프린스호텔,0.6866698646908065,0.1290868667613246,0.0886400613323589,0.1022,27,85.2,0.7357067949787413,0.1909,0.85,37.55792308,126.98548871,0
988,마포구,서교동,마이게스트하우스,0.5666190704256993,0.1564346499103349,0.0886388559145636,0.2568,20,85.0,0.5810298824392391,0.1436,0.18,37.55402287,126.91077947,0
989,강남구,삼성동,업 인 디 에어,0.4111592341298489,0.2155308165079252,0.0886174854467795,0.2954,0,0.0,0.0,0.1308,0.0,37.51213515,127.0596223,0
990,용산구,이태원동,이태원 스테이,0.4170926577586325,0.2124293995208739,0.0886027428322317,0.3074,2,0.0,0.009389740349839,0.1422,0.04,37.53202163,126.98851503,0
991,강남구,역삼동,멜리샤 호텔,0.465274219640412,0.1904010114284894,0.0885886820111356,0.3165,6,16.7,1.0152306797290584,0.1322,0.55,37.49446846,127.02852703,0
992,강서구,화곡동,브라운도트 강서구청점,0.6313016888023926,0.1403236031778737,0.0885865276650284,0.1787,24,70.8,1.0096648026516135,0.1436,1.0,37.54684235,126.84748626,3
993,종로구,계동,북촌 계동별채,0.673185990892107,0.1315767091907396,0.0885755973548906,0.1313,33,78.8,0.2187671767144108,0.138,0.85,37.5791057,126.98591543,0
994,종로구,원남동,원남스테이,0.4348079399301532,0.2036836400476372,0.088563263926588,0.2029,0,0.0,0.279838894990755,0.1208,0.18,37.57196107,126.99758883,1
995,마포구,동교동,조이스테이,0.5729955904493291,0.1544813407243161,0.0885171270417335,0.3966,16,68.8,1.686913224602391,0.413,0.18,37.55647455,126.92175046,0
996,종로구,관수동,호텔베뉴지,0.5662016485742257,0.156332600928072,0.0885157763713709,0.2195,24,75.0,0.2811160606808903,0.1436,0.08,37.56598513,126.9900523,0
997,종로구,낙원동,브라운도트 호텔,0.6278877621079116,0.1409442796588882,0.0884971883369309,0.192,28,71.4,0.7101077958669905,0.1308,0.85,37.56857204,126.98884977,3
998,강남구,역삼동,와사비 하우스,0.4533952963338811,0.1950920125623905,0.0884538008480983,0.2084,5,20.0,0.1889660995126232,0.1222,0.0,37.49195128,127.02980592,0
999,용산구,이태원동,서울큐브 이태원,0.6720722799717894,0.131601342750001,0.0884456144693421,0.1607,16,75.0,2.615879741302553,0.4729,0.35,37.53118332,126.99531791,0
1000,마포구,노고산동,위드,0.5409718901704224,0.1634505613176857,0.0884221591054449,0.1153,5,40.0,0.4795730802618863,0.1351,0.85,37.55113536,126.93477251,0
1001,중구,황학동,스테이 패스포트 신당,0.7586187012352434,0.1165063405686161,0.0883838887678345,0.2223,61,98.4,0.2532146663823953,0.1551,0.55,37.56381135,127.02108122,0
1002,종로구,숭인동,I LIVE IN SEOUL,0.6300012111975355,0.1401328227264973,0.0882838480462228,0.2056,30,70.0,0.750248318991075,0.1079,1.0,37.57726338,127.01654762,0
1003,용산구,서계동,mingle stay,0.8737109566857739,0.100982398631401,0.0882294281166655,0.2774,100,53.0,0.2122469600899965,0.1608,1.0,37.5517128,126.96658186,0
1004,강서구,등촌동,스테이 등촌,0.4222276985461961,0.2089397791494602,0.0882201620850271,0.2774,3,0.0,0.0183491386681965,0.1408,0.04,37.55246999,126.85877838,0
1005,강서구,공항동,사랑방스테이,0.4907593953020187,0.1797510438630869,0.0882145135911551,0.4151,3,100.0,0.6348290101388586,0.1308,0.04,37.5564618,126.81033092,0
1006,종로구,창신동,리베라,0.7005208208731709,0.1258929363547704,0.0881906231173776,0.1709,40,72.5,0.6268314556263892,0.1808,1.0,37.57020735,127.01335342,0
1007,중구,황학동,우림여인숙,0.7183794152795491,0.1227542073894631,0.088184095727547,0.1867,42,90.5,0.978508445043326,0.1837,0.85,37.564755,127.02030198,0
1008,성동구,성동,인스피룸 성수 주식회사,0.6249231325645372,0.1411001939528912,0.0881767752105045,0.1894,22,81.8,1.2237754316221157,0.178,0.7,37.54603887,127.05512448,0
1009,마포구,창전동,VERVE STAY,0.4628075841390773,0.1904857744165602,0.0881582610705895,0.2423,3,0.0,0.905708622543618,0.1422,0.7,37.55005907,126.92687094,0
1010,영등포구,영등포동,대진여인숙,0.6599592647160826,0.1335568800651543,0.0881421003655732,0.1243,15,40.0,2.430130134652585,0.4588,0.85,37.51811386,126.90715505,3
1011,영등포구,여의도동,라다 호텔,0.458179506328159,0.1923686468580536,0.0881393716504389,0.0818,0,0.0,0.5920510636885765,0.1608,0.08,37.51759315,126.92952066,0
1012,종로구,관훈동,준오 호텔,0.5083152365006974,0.1733822550569378,0.0881328419842916,0.2834,9,66.7,0.654394194262712,0.1594,0.12,37.57226294,126.98345246,0
1013,중구,황학동,중앙여관,0.697967115491742,0.1262534531814013,0.0881207585378944,0.1361,33,33.3,1.6436532522483125,0.4588,0.7,37.56691122,127.01772561,1
1014,마포구,노고산동,G-House 신촌01,0.4664964813109358,0.1888738541293881,0.0881089883629945,0.1086,0,0.0,0.2972515234679316,0.1408,0.45,37.55042405,126.93540126,0
1015,용산구,동자동,서정여인숙,0.675222662586933,0.130432542280742,0.0880710084867853,0.1761,28,42.9,2.0386023577929224,0.4729,0.55,37.55041744,126.97370561,0
1016,영등포구,영등포동,호텔리더스,0.5111797795914825,0.1722026355935761,0.0880265053077966,0.2452,7,42.9,1.2592946703585832,0.1308,0.7,37.51568625,126.90952834,0
1017,마포구,도화동,제로워터스테이 마포역점,0.472662284749744,0.1859741893453962,0.0879029852404764,0.3196,4,50.0,0.7336021352522589,0.1322,0.25,37.53550027,126.94810191,0
1018,마포구,합정동,빌라드소앙,0.4228997731823324,0.2078193085695737,0.0878867384569818,0.2597,0,0.0,0.2513144282809061,0.1094,0.25,37.54506383,126.9162096,0
1019,마포구,당인동,홍대 하우스,0.4168704041463981,0.2108043829016367,0.0878781082960373,0.3318,0,0.0,0.4054651081081644,0.1408,0.25,37.54434588,126.91930617,0
1020,중구,북창동,24게스트하우스 명동에비뉴,0.5748261495340135,0.1528547533274913,0.0878649092932132,0.2481,22,77.3,0.6931471805599453,0.1837,0.25,37.55861319,126.97692284,0
1021,중구,명동,K9명동호텔,0.7319514875566792,0.1199874360119631,0.0878249822770682,0.122,47,70.2,0.3404015147611025,0.2464,0.7,37.55916111,126.98612411,0
1022,중구,만리동,서울로하우스,0.6426747251124396,0.1366309435397485,0.0878092540812611,0.3318,49,61.2,1.217800805933228,0.1036,1.0,37.55415432,126.96640937,0
1023,종로구,낙원동,알리앙스,0.5790540496198938,0.1516047420902251,0.0877873398489244,0.1787,21,71.4,0.508718141426426,0.1308,0.45,37.56853459,126.98938706,3
1024,중구,회현동,명동스테이,0.4298105328561545,0.2041711407220519,0.087754906787594,0.2167,3,0.0,0.0619309577304903,0.1136,0.12,37.55402509,126.98175165,0
1025,중구,남산동,동도모텔,0.6026913678304783,0.1455396849007742,0.0877155117664644,0.098,7,85.7,1.289667525430819,0.1808,0.7,37.55676546,126.98412427,0
1026,마포구,서교동,홀리데이 게스트하우스,0.6562405152459011,0.1335755734140487,0.087657703121502,0.1632,25,100.0,1.0608719606852626,0.1308,0.85,37.55039705,126.91967447,0
1027,종로구,동숭동,스테이 플러스 혜화,0.6568832550330683,0.1333689029972864,0.087607799121047,0.1735,29,82.8,0.8875806259917237,0.1408,1.0,37.58202553,127.0048797,0
1028,강남구,역삼동,호텔벤,0.5661129874265081,0.1547502446201757,0.0876061232869105,0.1408,10,60.0,0.7551825714793979,0.1337,0.85,37.49797232,127.03908976,0
1029,중구,회현동,부원 게스트하우스,0.4302786629606275,0.2035957369101213,0.0876029014621706,0.2112,3,0.0,0.0697333380146751,0.115,0.12,37.55411022,126.9817271,0
1030,영등포구,당산동,다온 영등포,0.4489274404605929,0.1951169751149598,0.0875933642287721,0.3471,5,40.0,0.252131088187462,0.1251,0.12,37.5207155,126.89580802,0
1031,성동구,성동,성수 삼삼오오 271,0.7323529246835748,0.1195637695641854,0.0875628763265242,0.1384,28,82.1,2.451005098112319,0.4165,0.7,37.53861002,127.05772063,0
1032,종로구,창신동,그루잠 게스트하우스,0.4275732164542721,0.2046684336990588,0.0875107405033645,0.2337,3,0.0,0.0924445325220012,0.1351,0.08,37.57063738,127.00849428,0
1033,용산구,문배동,88하우스 용산,0.4594187577107561,0.1904181216380463,0.0874816568885669,0.1384,0,0.0,0.2513144282809061,0.1251,0.55,37.53333448,126.96838343,0
1034,마포구,서교동,스테이 패스포트 삿포로 료칸 서울 홍대 2,0.6214474508292536,0.1407490458987902,0.0874681357804527,0.2685,25,100.0,1.8026427913854484,0.1108,0.85,37.55016087,126.9224061,0
1035,강남구,신사동,핵스,0.530831333704714,0.164748886060164,0.0874538709136828,0.341,17,70.6,1.0016505808253118,0.1322,0.45,37.51918378,127.0291096,0
1036,용산구,이태원동,찰리애니홈,0.405266100675941,0.2157922415836748,0.0874532803027365,0.3196,0,0.0,0.009389740349839,0.1408,0.04,37.52910989,126.99112217,0
1037,중구,남산동,에코하우스,0.657615066462435,0.1329612089199678,0.0874372942408303,0.1175,26,88.5,0.4545547183046879,0.1394,0.85,37.55755618,126.985879,0
1038,종로구,관훈동,예하도예 게스트하우스(YEHADOYE guesthouse),0.4772428437080673,0.1831182970823996,0.0873918968345831,0.2924,6,50.0,0.5316597106688327,0.158,0.12,37.57167964,126.98426644,0
1039,강남구,역삼동,스테이 수,0.5359319245153061,0.1630343252902008,0.0873752997148318,0.2139,18,27.8,0.5092243423990168,0.1036,1.0,37.50080062,127.03937933,1
1040,중구,황학동,레지던스 유니콘 인 동대문,0.7867123964983507,0.1110555205246267,0.0873687546963008,0.2894,77,77.9,0.4694685360375698,0.1222,1.0,37.56761121,127.02206549,0
1041,영등포구,당산동,SH호스텔,0.423708856443496,0.2061999249292788,0.0873687343905195,0.2597,2,0.0,0.143590919612256,0.1065,0.25,37.5200043,126.89771708,0
1042,용산구,동자동,마르페게스트하우스,0.6989034506313595,0.124957255490341,0.0873330570436237,0.1632,38,86.8,0.6052353082370654,0.1523,1.0,37.54807266,126.97381928,0
1043,종로구,구기동,스테이구기,0.6404037754233624,0.1363568108776749,0.0873234164907524,0.1108,14,92.9,1.0986122886681098,0.1608,1.0,37.60447944,126.95895446,0
1044,중구,회현동,남산루프탑,0.4294727629988354,0.2032590614846736,0.0872942307403729,0.2167,0,0.0,0.3324960882415735,0.1551,0.12,37.55445981,126.98041082,0
1045,용산구,이태원동,경리단집,0.5508551383471729,0.1584060347799921,0.0872587782037596,0.184,12,66.7,0.7875993594536335,0.1022,0.7,37.53677735,126.99219572,0
1046,마포구,노고산동,신촌 시스터즈,0.5419976468555762,0.1609739180580524,0.0872474847925867,0.1175,5,40.0,0.653926467406664,0.1694,0.85,37.55114483,126.93486348,0
1047,중구,명동,호텔스카이파크 명동1호점,0.6264314983991477,0.1392605586544156,0.0872372004257879,0.0519,18,72.2,0.3317773923170052,0.178,0.7,37.55850942,126.98333001,0
1048,강남구,역삼동,서울인바이더디자이너스,0.5021648735073201,0.1736774532029303,0.087214716318723,0.1709,7,57.1,0.5653138090500605,0.1194,0.12,37.49808884,127.03818655,0
1049,강서구,화곡동,스테이 쿠,0.6554801983897923,0.1330137121060551,0.0871878543998397,0.1787,32,93.8,0.5686930060865394,0.1036,0.85,37.54526889,126.84933816,0
1050,영등포구,영등포동,메종 벨루나,0.5767700151125857,0.1511412144633346,0.087173720550152,0.2394,17,76.5,1.3793898457733462,0.1509,0.7,37.51537236,126.90908061,0
1051,영등포구,영등포동,더문 호텔,0.5514491488149267,0.1580488487912947,0.0871559031371385,0.1531,8,50.0,0.8261050142355639,0.1322,1.0,37.51580863,126.90636727,0
1052,종로구,관훈동,H.H 모텔,0.4660108252379912,0.1870138009427446,0.0871504557082218,0.2834,6,33.3,0.4751075411639114,0.1823,0.12,37.57208885,126.98376245,0
1053,강서구,마곡동,인터시티 서울호텔,0.4481923714146881,0.1944038227155888,0.0871303103149803,0.122,0,0.0,0.1892419996385284,0.1136,0.35,37.55702444,126.83503956,0
1054,강서구,마곡동,인터시티365호텔,0.4481923714146881,0.1944038227155888,0.0871303103149803,0.122,0,0.0,0.1892419996385284,0.1136,0.35,37.55702444,126.83503956,0
