좌표인덱스,대상_X,대상_Y,건물_고유번호,주용도명,지상층수,지하층수,총층수,거리(m)
3011.0,193115.23493343228,551386.7244518098,2000193027834510890400000000,공동주택,9.0,1.0,10,19.21
3011.0,193115.23493343228,551386.7244518098,2014193010114511011400000000,제1종근린생활시설,3.0,0.0,3,40.47
3013.0,191804.9620829476,550536.1746225382,1996191723584501825300000000,단독주택,3.0,1.0,4,49.94
3013.0,191804.9620829476,550536.1746225382,1989191710584501935700000000,단독주택,2.0,1.0,3,44.91
3013.0,191804.9620829476,550536.1746225382,1991191699354501990900000000,제2종근린생활시설,3.0,1.0,4,48.09
3013.0,191804.9620829476,550536.1746225382,1991191775694502019600000000,제1종근린생활시설,4.0,1.0,5,49.83
3013.0,191804.9620829476,550536.1746225382,1999191781004502184000000000,단독주택,4.0,1.0,5,47.47
3013.0,191804.9620829476,550536.1746225382,2007191767294502382800000000,공동주택,7.0,1.0,8,32.83
3013.0,191804.9620829476,550536.1746225382,1991191718964502036800000000,단독주택,2.0,1.0,3,31.89
3013.0,191804.9620829476,550536.1746225382,1982191750684502042800000000,공동주택,3.0,1.0,4,30.92
3013.0,191804.9620829476,550536.1746225382,2002191712594502114900000000,공동주택,4.0,0.0,4,29.96
3013.0,191804.9620829476,550536.1746225382,1991191729884502187400000000,단독주택,2.0,1.0,3,13.46
3013.0,191804.9620829476,550536.1746225382,1986191698564502247600000000,단독주택,2.0,1.0,3,37.24
3013.0,191804.9620829476,550536.1746225382,1990191725064502276100000000,제2종근린생활시설,2.0,1.0,3,10.77
3013.0,191804.9620829476,550536.1746225382,1993191737314502300400000000,단독주택,2.0,1.0,3,2.3
3013.0,191804.9620829476,550536.1746225382,2016191709694502337300000000,제2종근린생활시설,4.0,2.0,6,25.71
3013.0,191804.9620829476,550536.1746225382,1992191729194502354800000000,제1종근린생활시설,2.0,1.0,3,7.49
3013.0,191804.9620829476,550536.1746225382,1993191741424502400600000000,단독주택,2.0,1.0,3,10.88
3013.0,191804.9620829476,550536.1746225382,1995191733554502452200000000,단독주택,3.0,1.0,4,14.23
3013.0,191804.9620829476,550536.1746225382,2010191714604502468900000000,공동주택,5.0,0.0,5,26.02
3013.0,191804.9620829476,550536.1746225382,2008191747104502523000000000,공동주택,4.0,1.0,5,24.3
3013.0,191804.9620829476,550536.1746225382,1993191721484502571800000000,단독주택,2.0,1.0,3,29.51
3013.0,191804.9620829476,550536.1746225382,1992191735694502574300000000,,1.0,0.0,1,26.35
3013.0,191804.9620829476,550536.1746225382,1992191740124502581700000000,단독주택,3.0,1.0,4,27.52
3013.0,191804.9620829476,550536.1746225382,1970191714064502613000000000,단독주택,1.0,1.0,2,36.91
3013.0,191804.9620829476,550536.1746225382,2008191700584502654800000000,제2종근린생활시설,4.0,0.0,4,48.84
3013.0,191804.9620829476,550536.1746225382,1998191744134502697400000000,단독주택,3.0,1.0,4,39.66
3013.0,191804.9620829476,550536.1746225382,1993191721674502698900000000,공동주택,3.0,1.0,4,41.12
3013.0,191804.9620829476,550536.1746225382,1990191766944502661300000000,단독주택,2.0,1.0,3,47.24
3013.0,191804.9620829476,550536.1746225382,1994191754084502702900000000,제1종근린생활시설,2.0,1.0,3,43.49
3013.0,191804.9620829476,550536.1746225382,2000191732874502788000000000,단독주택,4.0,0.0,4,47.77
3013.0,191804.9620829476,550536.1746225382,1984191691124502457100000000,공동주택,3.0,1.0,4,46.5
3014.0,193261.8905592462,551468.9869854798,2012193183064511170600000000,공동주택,5.0,0.0,5,47.71
3014.0,193261.8905592462,551468.9869854798,1995193195834511243300000000,단독주택,3.0,1.0,4,39.72
3014.0,193261.8905592462,551468.9869854798,1974193157354511287400000000,제1종근린생활시설,2.0,1.0,3,49.5
3014.0,193261.8905592462,551468.9869854798,1993193173254511344700000000,공동주택,3.0,1.0,4,34.99
3014.0,193261.8905592462,551468.9869854798,1995193189174511368500000000,단독주택,2.0,1.0,3,27.2
3014.0,193261.8905592462,551468.9869854798,1974193150824511401000000000,단독주택,2.0,1.0,3,47.74
3014.0,193261.8905592462,551468.9869854798,1995193182564511467300000000,단독주택,2.0,1.0,3,19.68
3014.0,193261.8905592462,551468.9869854798,0000193157224511552600000000,,1.0,0.0,1,36.04
3014.0,193261.8905592462,551468.9869854798,2012193190894511565700000000,공동주택,5.0,0.0,5,7.43
3014.0,193261.8905592462,551468.9869854798,1972193175924511571700000000,제2종근린생활시설,2.0,1.0,3,17.62
3014.0,193261.8905592462,551468.9869854798,2012193212124511308100000000,제2종근린생활시설,5.0,0.0,5,38.6
3014.0,193261.8905592462,551468.9869854798,2022193224174511392100000000,제1종근린생활시설,5.0,1.0,6,40.37
3014.0,193261.8905592462,551468.9869854798,2014193205814511408400000000,공동주택,5.0,0.0,5,26.75
3014.0,193261.8905592462,551468.9869854798,2004193219754511492800000000,공동주택,5.0,0.0,5,31.17
3014.0,193261.8905592462,551468.9869854798,2013193209494511609000000000,제1종근린생활시설,5.0,0.0,5,17.53
3014.0,193261.8905592462,551468.9869854798,1997193237914511692600000000,단독주택,5.0,1.0,6,46.01
3014.0,193261.8905592462,551468.9869854798,2010193202034511720800000000,공동주택,5.0,0.0,5,12.79
3014.0,193261.8905592462,551468.9869854798,1995193225054511906900000000,단독주택,3.0,1.0,4,42.39
3014.0,193261.8905592462,551468.9869854798,2012193216544512031800000000,단독주택,4.0,0.0,4,46.22
3014.0,193261.8905592462,551468.9869854798,2003193181084511759300000000,공동주택,5.0,0.0,5,16.41
3014.0,193261.8905592462,551468.9869854798,2015193145974511768500000000,공동주택,5.0,0.0,5,48.03
3014.0,193261.8905592462,551468.9869854798,1993193159524511840000000000,단독주택,2.0,1.0,3,38.39
3014.0,193261.8905592462,551468.9869854798,2002193193274511877200000000,공동주택,4.0,1.0,5,23.86
3014.0,193261.8905592462,551468.9869854798,2003193171854511902000000000,공동주택,5.0,0.0,5,33.27
3014.0,193261.8905592462,551468.9869854798,2002193185754511997300000000,공동주택,4.0,1.0,5,36.42
3015.0,192829.9177472939,551349.0325815933,0000192805724510298400000000,,1.0,0.0,1,47.61
3015.0,192829.9177472939,551349.0325815933,2009192801574510660300000000,교육연구시설,4.0,1.0,5,46.87
3015.0,192829.9177472939,551349.0325815933,1974192731224510208200000000,단독주택,1.0,1.0,2,37.1
3015.0,192829.9177472939,551349.0325815933,1997192740164510000100000000,단독주택,3.0,1.0,4,48.29
3015.0,192829.9177472939,551349.0325815933,2019192764994510026500000000,단독주택,4.0,0.0,4,41.57
3015.0,192829.9177472939,551349.0325815933,2013192786484510028000000000,공동주택,5.0,0.0,5,48.8
3015.0,192829.9177472939,551349.0325815933,2005192797724510116900000000,공동주택,5.0,0.0,5,49.44
3015.0,192829.9177472939,551349.0325815933,1997192778674510145200000000,단독주택,3.0,1.0,4,34.71
3015.0,192829.9177472939,551349.0325815933,2018192761254510151300000000,단독주택,4.0,0.0,4,28.86
3015.0,192829.9177472939,551349.0325815933,1974192741734510236000000000,단독주택,1.0,1.0,2,27.5
3015.0,192829.9177472939,551349.0325815933,2010192789044510260300000000,교육연구시설,2.0,1.0,3,33.91
3015.0,192829.9177472939,551349.0325815933,2018192761454510311400000000,공동주택,4.0,0.0,4,12.84
3015.0,192829.9177472939,551349.0325815933,1985192720964510507100000000,제2종근린생활시설,3.0,1.0,4,39.85
3015.0,192829.9177472939,551349.0325815933,2013192718384510577000000000,제2종근린생활시설,3.0,0.0,3,44.07
3015.0,192829.9177472939,551349.0325815933,1970192740434510329500000000,제1종근린생활시설,1.0,0.0,1,22.65
3015.0,192829.9177472939,551349.0325815933,0000192774644510424300000000,,1.0,0.0,1,14.49
3015.0,192829.9177472939,551349.0325815933,1994192757174510432600000000,제2종근린생활시설,5.0,1.0,6,3.15
3015.0,192829.9177472939,551349.0325815933,1990192784934510489600000000,공동주택,2.0,1.0,3,25.2
3015.0,192829.9177472939,551349.0325815933,0000192768014510495600000000,,1.0,0.0,1,9.59
3015.0,192829.9177472939,551349.0325815933,1981192778744510598800000000,단독주택,4.0,0.0,4,24.43
3015.0,192829.9177472939,551349.0325815933,2003192750734510796400000000,공동주택,6.0,0.0,6,36.95
3015.0,192829.9177472939,551349.0325815933,2016192724744510620300000000,제2종근린생활시설,3.0,1.0,4,39.84
3015.0,192829.9177472939,551349.0325815933,2022192732394510638100000000,제2종근린생활시설,4.0,0.0,4,34.21
3015.0,192829.9177472939,551349.0325815933,1985192720404510734400000000,단독주택,1.0,0.0,1,49.57
3016.0,192150.82066214358,550656.8238681898,1974192125584503661300000000,제2종근린생활시설,2.0,1.0,3,46.73
3016.0,192150.82066214358,550656.8238681898,0000192113214503899900000000,,1.0,0.0,1,49.94
3016.0,192150.82066214358,550656.8238681898,2000192098154503137400000000,제1종근린생활시설,5.0,0.0,5,41.63
3016.0,192150.82066214358,550656.8238681898,2014192082994503402900000000,제1종근린생활시설,6.0,0.0,6,11.59
3016.0,192150.82066214358,550656.8238681898,2015192105104503484600000000,업무시설,7.0,3.0,10,24.19
3016.0,192150.82066214358,550656.8238681898,2002192066224503559700000000,제1종근린생활시설,5.0,0.0,5,15.5
3016.0,192150.82066214358,550656.8238681898,2012192076724503635200000000,공동주택,5.0,0.0,5,12.58
3016.0,192150.82066214358,550656.8238681898,1970192088144503696000000000,단독주택,1.0,1.0,2,19.2
3016.0,192150.82066214358,550656.8238681898,1972192097074503737100000000,단독주택,2.0,1.0,3,27.16
3016.0,192150.82066214358,550656.8238681898,2014192105534503795400000000,공동주택,5.0,0.0,5,37.0
3016.0,192150.82066214358,550656.8238681898,1974192050034503796400000000,단독주택,2.0,1.0,3,41.78
3016.0,192150.82066214358,550656.8238681898,2012192094694503831500000000,공동주택,5.0,0.0,5,34.23
3016.0,192150.82066214358,550656.8238681898,1970192077104503837300000000,제2종근린생활시설,1.0,1.0,2,32.25
3016.0,192150.82066214358,550656.8238681898,2014192104544503860200000000,공동주택,5.0,0.0,5,41.53
3016.0,192150.82066214358,550656.8238681898,1974192060644503873300000000,단독주택,2.0,1.0,3,41.07
3016.0,192150.82066214358,550656.8238681898,2011192073574503925900000000,공동주택,5.0,0.0,5,41.55
3016.0,192150.82066214358,550656.8238681898,2012192091554503943100000000,공동주택,5.0,0.0,5,43.84
3017.0,192600.3338195376,551520.9710910533,1977192534164511669800000000,단독주택,2.0,1.0,3,49.02
3017.0,192600.3338195376,551520.9710910533,1973192503314511741000000000,단독주택,1.0,1.0,2,49.93
3017.0,192600.3338195376,551520.9710910533,2004192525964511840700000000,제2종근린생활시설,5.0,0.0,5,32.15
3017.0,192600.3338195376,551520.9710910533,1987192536234511843700000000,공동주택,2.0,1.0,3,32.0
3017.0,192600.3338195376,551520.9710910533,1991192560994511868200000000,단독주택,2.0,1.0,3,42.0
3017.0,192600.3338195376,551520.9710910533,2001192548864511871600000000,공동주택,5.0,0.0,5,34.0
3017.0,192600.3338195376,551520.9710910533,2022192557064511960500000000,단독주택,6.0,0.0,6,33.02
3017.0,192600.3338195376,551520.9710910533,2020192567414511968800000000,단독주택,4.0,0.0,4,41.37
3017.0,192600.3338195376,551520.9710910533,2016192524124512157900000000,교육연구시설,5.0,1.0,6,6.54
3017.0,192600.3338195376,551520.9710910533,2003192502824511853700000000,제2종근린생활시설,5.0,0.0,5,41.29
3017.0,192600.3338195376,551520.9710910533,1998192494654512131500000000,근린생활시설,6.0,1.0,7,36.1
3017.0,192600.3338195376,551520.9710910533,2008192490874512384300000000,공동주택,5.0,0.0,5,45.73
3017.0,192600.3338195376,551520.9710910533,1998192553824512159400000000,단독주택,4.0,1.0,5,23.17
3017.0,192600.3338195376,551520.9710910533,1970192542364512176400000000,단독주택,2.0,1.0,3,11.84
3017.0,192600.3338195376,551520.9710910533,1990192565734512199200000000,공동주택,3.0,1.0,4,35.3
3017.0,192600.3338195376,551520.9710910533,1975192526974512379500000000,단독주택,2.0,1.0,3,22.38
3017.0,192600.3338195376,551520.9710910533,1972192524484512497900000000,단독주택,1.0,1.0,2,34.47
3017.0,192600.3338195376,551520.9710910533,2001192542494512623100000000,교육연구시설,5.0,1.0,6,47.92
3018.0,191948.34187204647,551186.7996980285,2002191898184508506000000000,공동주택,6.0,1.0,7,36.73
3018.0,191948.34187204647,551186.7996980285,1990191915694508528200000000,단독주택,2.0,1.0,3,46.97
3018.0,191948.34187204647,551186.7996980285,2013191924424508714900000000,공동주택,7.0,0.0,7,46.89
3018.0,191948.34187204647,551186.7996980285,2005191906594508830200000000,교육연구시설,4.0,1.0,5,27.97
3018.0,191948.34187204647,551186.7996980285,2002191892344508945900000000,공동주택,4.0,0.0,4,18.79
3018.0,191948.34187204647,551186.7996980285,1995191871094508333800000000,단독주택,3.0,1.0,4,48.92
3018.0,191948.34187204647,551186.7996980285,1990191855294508380800000000,공동주택,2.0,1.0,3,49.49
3018.0,191948.34187204647,551186.7996980285,1995191870154508462100000000,단독주택,3.0,1.0,4,36.5
3018.0,191948.34187204647,551186.7996980285,1996191856694508505300000000,단독주택,3.0,1.0,4,38.14
3018.0,191948.34187204647,551186.7996980285,2021191855024508625600000000,단독주택,5.0,1.0,6,30.43
3018.0,191948.34187204647,551186.7996980285,1996191874704508632000000000,단독주택,3.0,1.0,4,18.93
3018.0,191948.34187204647,551186.7996980285,2008191845484508661400000000,공동주택,5.0,0.0,5,36.65
3018.0,191948.34187204647,551186.7996980285,2021191834004508679800000000,제2종근린생활시설,5.0,1.0,6,46.69
3018.0,191948.34187204647,551186.7996980285,2008191884024508789400000000,공동주택,4.0,1.0,5,6.05
3018.0,191948.34187204647,551186.7996980285,1989191839514508900300000000,단독주택,2.0,1.0,3,40.01
3018.0,191948.34187204647,551186.7996980285,1999191848764508917700000000,단독주택,2.0,1.0,3,31.54
3018.0,191948.34187204647,551186.7996980285,1994191870054508985600000000,단독주택,3.0,1.0,4,18.92
3018.0,191948.34187204647,551186.7996980285,1973191862094509026000000000,단독주택,1.0,1.0,2,26.65
3018.0,191948.34187204647,551186.7996980285,1991191846914509045700000000,단독주택,2.0,1.0,3,39.11
3018.0,191948.34187204647,551186.7996980285,1997191849324509139900000000,단독주택,3.0,1.0,4,43.62
3018.0,191948.34187204647,551186.7996980285,2001191870984509161400000000,공동주택,4.0,1.0,5,35.27
3018.0,191948.34187204647,551186.7996980285,2002191902864509077700000000,공동주택,3.0,0.0,3,35.56
3018.0,191948.34187204647,551186.7996980285,2002191887884509091800000000,단독주택,3.0,0.0,3,28.98
3018.0,191948.34187204647,551186.7996980285,2014191896104509269800000000,공동주택,6.0,1.0,7,48.5
3019.0,190728.86105495875,552687.5113736201,0000190652094524091700000000,,1.0,0.0,1,27.64
3019.0,190728.86105495875,552687.5113736201,2018190635844524251700000000,종교시설,5.0,1.0,6,48.67
3020.0,195835.83270771193,548776.7801450108,2000195734484484496400000000,공동주택,20.0,1.0,21,38.53
3021.0,191394.4504383816,550156.736361792,0000191360364498685200000000,,1.0,0.0,1,39.41
3021.0,191394.4504383816,550156.736361792,0000191355474498710000000000,,1.0,0.0,1,36.32
3021.0,191394.4504383816,550156.736361792,0000191311454498948700000000,,1.0,0.0,1,45.21
3022.0,195244.72091440906,550369.2399994464,1958195206654500320800000000,단독주택,1.0,0.0,1,44.98
3022.0,195244.72091440906,550369.2399994464,1956195205854500440200000000,단독주택,1.0,0.0,1,36.77
3022.0,195244.72091440906,550369.2399994464,1956195205584500544800000000,단독주택,1.0,0.0,1,32.02
3022.0,195244.72091440906,550369.2399994464,0000195203244500685900000000,,1.0,0.0,1,28.55
3022.0,195244.72091440906,550369.2399994464,0000195202844500727200000000,,1.0,0.0,1,29.1
3022.0,195244.72091440906,550369.2399994464,0000195193094500821200000000,,1.0,0.0,1,25.51
3022.0,195244.72091440906,550369.2399994464,0000195193364500844300000000,,1.0,0.0,1,27.37
3022.0,195244.72091440906,550369.2399994464,0000195184674500867200000000,,1.0,0.0,1,24.59
3022.0,195244.72091440906,550369.2399994464,0000195180704500868000000000,,1.0,0.0,1,23.4
3022.0,195244.72091440906,550369.2399994464,0000195171674500870700000000,,1.0,0.0,1,23.23
3022.0,195244.72091440906,550369.2399994464,0000195193024500899000000000,,1.0,0.0,1,31.45
3022.0,195244.72091440906,550369.2399994464,0000195171874500909500000000,,1.0,0.0,1,27.04
3022.0,195244.72091440906,550369.2399994464,0000195200914500912000000000,,1.0,0.0,1,37.47
3022.0,195244.72091440906,550369.2399994464,0000195193654500933100000000,,1.0,0.0,1,34.64
3022.0,195244.72091440906,550369.2399994464,1958195181574500960300000000,,1.0,0.0,1,32.6
3022.0,195244.72091440906,550369.2399994464,1989195184254501033700000000,,1.0,0.0,1,40.34
3022.0,195244.72091440906,550369.2399994464,1989195181424501036400000000,,1.0,0.0,1,40.06
3022.0,195244.72091440906,550369.2399994464,0000195174544501129800000000,,1.0,0.0,1,48.89
3024.0,193461.22994001934,550525.6700860533,1993193426844502072700000000,종교시설,3.0,2.0,5,37.71
3024.0,193461.22994001934,550525.6700860533,2002193430414502321900000000,공동주택,5.0,1.0,6,40.57
3024.0,193461.22994001934,550525.6700860533,2004193378384501838000000000,제1종근린생활시설,3.0,1.0,4,39.04
3024.0,193461.22994001934,550525.6700860533,1985193415334501876600000000,종교시설,3.0,1.0,4,40.59
3024.0,193461.22994001934,550525.6700860533,2001193361614501880900000000,단독주택,5.0,1.0,6,44.16
3024.0,193461.22994001934,550525.6700860533,1989193377914501933300000000,제2종근린생활시설,4.0,1.0,5,30.45
3024.0,193461.22994001934,550525.6700860533,1990193378664502042500000000,제2종근린생활시설,4.0,1.0,5,20.78
3024.0,193461.22994001934,550525.6700860533,1970193408224502089100000000,단독주택,2.0,1.0,3,20.34
3024.0,193461.22994001934,550525.6700860533,1991193363334502118200000000,제2종근린생활시설,5.0,1.0,6,29.53
3024.0,193461.22994001934,550525.6700860533,0000193372064502127700000000,,1.0,0.0,1,20.98
3024.0,193461.22994001934,550525.6700860533,1989193380324502179000000000,단독주택,4.0,1.0,5,11.53
3024.0,193461.22994001934,550525.6700860533,1991193418534502222100000000,단독주택,3.0,1.0,4,27.04
3024.0,193461.22994001934,550525.6700860533,1993193402824502238900000000,공동주택,4.0,1.0,5,11.76
3024.0,193461.22994001934,550525.6700860533,0000193356634502382200000000,,1.0,0.0,1,39.13
3024.0,193461.22994001934,550525.6700860533,1995193416854502401500000000,단독주택,3.0,1.0,4,32.01
3024.0,193461.22994001934,550525.6700860533,2004193402934502424700000000,제2종근린생활시설,4.0,0.0,4,24.7
3024.0,193461.22994001934,550525.6700860533,0000193362534502564800000000,,1.0,0.0,1,46.18
3024.0,193461.22994001934,550525.6700860533,1988193403184502577200000000,단독주택,3.0,1.0,4,38.95
3024.0,193461.22994001934,550525.6700860533,1997193416074502590100000000,제2종근린생활시설,6.0,1.0,7,45.61
3024.0,193461.22994001934,550525.6700860533,0000193374064502631300000000,교육연구시설,4.0,0.0,4,46.02
3025.0,193883.72341146122,550370.9233121459,0000193809204500219000000000,,1.0,0.0,1,44.16
3025.0,193883.72341146122,550370.9233121459,0000193775824500468000000000,,1.0,0.0,1,42.68
3025.0,193883.72341146122,550370.9233121459,2003193820414500927900000000,공동주택,21.0,1.0,22,27.73
3025.0,193883.72341146122,550370.9233121459,2003193802794500996100000000,공동주택,1.0,0.0,1,35.63
3025.0,193883.72341146122,550370.9233121459,2003193845424500648000000000,공동주택,21.0,1.0,22,31.4
3026.0,193220.94823484356,549769.8048326082,1993193166164494174000000000,제2종근린생활시설,4.0,1.0,5,49.58
3026.0,193220.94823484356,549769.8048326082,2018193145674494193300000000,제2종근린생활시설,5.0,0.0,5,45.67
3026.0,193220.94823484356,549769.8048326082,1973193199904494659200000000,단독주택,2.0,0.0,2,48.67
3026.0,193220.94823484356,549769.8048326082,2008193109514494517100000000,제2종근린생활시설,4.0,0.0,4,43.7
3026.0,193220.94823484356,549769.8048326082,1996193152804494268200000000,제2종근린생활시설,3.0,1.0,4,37.89
3026.0,193220.94823484356,549769.8048326082,1973193174414494312400000000,제2종근린생활시설,1.0,1.0,2,40.68
3026.0,193220.94823484356,549769.8048326082,2011193140384494358800000000,제2종근린생활시설,5.0,1.0,6,30.79
3026.0,193220.94823484356,549769.8048326082,1970193161694494362200000000,제2종근린생활시설,1.0,1.0,2,30.32
3026.0,193220.94823484356,549769.8048326082,2011193184224494378700000000,공동주택,5.0,0.0,5,42.5
3026.0,193220.94823484356,549769.8048326082,1968193169164494437800000000,제2종근린생활시설,1.0,1.0,2,27.53
3026.0,193220.94823484356,549769.8048326082,2002193151224494469200000000,단독주택,4.0,0.0,4,17.77
3026.0,193220.94823484356,549769.8048326082,2014193193164494488900000000,공동주택,5.0,1.0,6,44.79
3026.0,193220.94823484356,549769.8048326082,2011193176994494516200000000,공동주택,5.0,0.0,5,28.87
3026.0,193220.94823484356,549769.8048326082,1992193141064494533600000000,제2종근린생활시설,5.0,1.0,6,15.23
3026.0,193220.94823484356,549769.8048326082,1991193104814494723700000000,제2종근린생활시설,4.0,1.0,5,47.07
3026.0,193220.94823484356,549769.8048326082,1991193158804494560400000000,단독주택,2.0,1.0,3,11.48
3026.0,193220.94823484356,549769.8048326082,2002193188364494640400000000,제2종근린생활시설,4.0,0.0,4,37.12
3026.0,193220.94823484356,549769.8048326082,1970193150634494644100000000,단독주택,1.0,1.0,2,0.67
3026.0,193220.94823484356,549769.8048326082,2015193175724494743800000000,제1종근린생활시설,7.0,1.0,8,26.32
3026.0,193220.94823484356,549769.8048326082,2004193145004494745800000000,제1종근린생활시설,5.0,2.0,7,11.7
3026.0,193220.94823484356,549769.8048326082,2013193161444494746600000000,제1종근린생활시설,6.0,0.0,6,14.27
3027.0,194533.33858399183,549550.3817099167,1974194441834492049200000000,단독주택,2.0,1.0,3,45.84
3027.0,194533.33858399183,549550.3817099167,1993194441694492146100000000,단독주택,2.0,1.0,3,37.68
3027.0,194533.33858399183,549550.3817099167,2015194426454492242700000000,단독주택,4.0,0.0,4,42.7
3027.0,194533.33858399183,549550.3817099167,1975194439494492288000000000,단독주택,2.0,1.0,3,29.21
3027.0,194533.33858399183,549550.3817099167,2015194426244492362300000000,단독주택,4.0,0.0,4,38.48
3027.0,194533.33858399183,549550.3817099167,2014194440934492401300000000,공동주택,5.0,0.0,5,23.28
3027.0,194533.33858399183,549550.3817099167,1995194480214492038400000000,단독주택,2.0,1.0,3,44.59
3027.0,194533.33858399183,549550.3817099167,2006194461564492069500000000,공동주택,4.0,0.0,4,38.35
3027.0,194533.33858399183,549550.3817099167,1993194480064492144400000000,단독주택,2.0,1.0,3,34.9
3027.0,194533.33858399183,549550.3817099167,1975194467284492176900000000,단독주택,2.0,1.0,3,27.79
3027.0,194533.33858399183,549550.3817099167,1993194499484492201600000000,공동주택,2.0,1.0,3,43.74
3027.0,194533.33858399183,549550.3817099167,1993194480554492254400000000,단독주택,3.0,1.0,4,26.04
3027.0,194533.33858399183,549550.3817099167,1992194499564492298100000000,단독주택,3.0,1.0,4,39.09
3027.0,194533.33858399183,549550.3817099167,1975194466864492303900000000,단독주택,2.0,1.0,3,15.19
3027.0,194533.33858399183,549550.3817099167,2003194481844492377200000000,공동주택,5.0,0.0,5,19.69
3027.0,194533.33858399183,549550.3817099167,1973194512054492377900000000,단독주택,1.0,1.0,2,48.98
3027.0,194533.33858399183,549550.3817099167,1993194499594492401500000000,단독주택,3.0,1.0,4,36.31
3027.0,194533.33858399183,549550.3817099167,2016194464114492405300000000,공동주택,5.0,0.0,5,4.74
3027.0,194533.33858399183,549550.3817099167,1993194481484492497800000000,단독주택,3.0,1.0,4,18.41
3027.0,194533.33858399183,549550.3817099167,2018194499214492551300000000,공동주택,5.0,0.0,5,36.91
3027.0,194533.33858399183,549550.3817099167,2019194511444492554800000000,단독주택,3.0,1.0,4,48.86
3027.0,194533.33858399183,549550.3817099167,2016194465764492576100000000,공동주택,5.0,0.0,5,12.55
3027.0,194533.33858399183,549550.3817099167,1974194481864492623900000000,단독주택,2.0,1.0,3,25.02
3027.0,194533.33858399183,549550.3817099167,2018194449054492625300000000,단독주택,4.0,0.0,4,22.62
3027.0,194533.33858399183,549550.3817099167,2018194478974492723100000000,단독주택,4.0,0.0,4,31.08
3027.0,194533.33858399183,549550.3817099167,1974194501694492738200000000,단독주택,2.0,1.0,3,47.59
3027.0,194533.33858399183,549550.3817099167,1994194456364492751900000000,단독주택,3.0,1.0,4,30.82
3027.0,194533.33858399183,549550.3817099167,2017194491664492803400000000,단독주택,4.0,0.0,4,44.93
3027.0,194533.33858399183,549550.3817099167,1965194464454492821400000000,단독주택,2.0,1.0,3,36.91
3027.0,194533.33858399183,549550.3817099167,1993194471554492869000000000,단독주택,3.0,1.0,4,42.41
3027.0,194533.33858399183,549550.3817099167,1993194450224492880000000000,단독주택,2.0,1.0,3,44.82
3027.0,194533.33858399183,549550.3817099167,2015194423864492471200000000,공동주택,4.0,0.0,4,39.83
3027.0,194533.33858399183,549550.3817099167,2014194440944492497700000000,공동주택,5.0,0.0,5,23.15
3027.0,194533.33858399183,549550.3817099167,2015194424824492577000000000,공동주택,5.0,0.0,5,40.78
3027.0,194533.33858399183,549550.3817099167,1993194440334492625400000000,단독주택,3.0,1.0,4,29.03
3027.0,194533.33858399183,549550.3817099167,2022194430034492776900000000,공동주택,5.0,0.0,5,46.73
3027.0,194533.33858399183,549550.3817099167,1992194443814492848000000000,단독주택,2.0,1.0,3,44.26
3028.0,191437.25693454448,550467.8334344281,1977191389784501202200000000,단독주택,2.0,1.0,3,47.98
3028.0,191437.25693454448,550467.8334344281,1977191397094501278100000000,단독주택,2.0,1.0,3,45.75
3028.0,191437.25693454448,550467.8334344281,1987191374294501329100000000,제1종근린생활시설,4.0,1.0,5,30.59
3028.0,191437.25693454448,550467.8334344281,1989191381894501411800000000,단독주택,2.0,1.0,3,25.9
3028.0,191437.25693454448,550467.8334344281,2008191366074501448000000000,공동주택,5.0,0.0,5,18.01
3028.0,191437.25693454448,550467.8334344281,1989191376294501569000000000,공동주택,2.0,1.0,3,10.52
3028.0,191437.25693454448,550467.8334344281,2019191357284501722700000000,공동주택,7.0,1.0,8,14.0
3028.0,191437.25693454448,550467.8334344281,1979191374354501747900000000,,1.0,0.0,1,13.83
3028.0,191437.25693454448,550467.8334344281,2004191407184501380700000000,공동주택,4.0,0.0,4,46.68
3028.0,191437.25693454448,550467.8334344281,2022191388334501488200000000,제2종근린생활시설,5.0,1.0,6,25.02
3028.0,191437.25693454448,550467.8334344281,1984191396804501562400000000,근린생활시설,3.0,1.0,4,29.97
3028.0,191437.25693454448,550467.8334344281,0000191411224501660400000000,,1.0,0.0,1,43.8
3028.0,191437.25693454448,550467.8334344281,1974191404634501760800000000,단독주택,1.0,1.0,2,39.4
3028.0,191437.25693454448,550467.8334344281,1978191395884501862200000000,공동주택,2.0,1.0,3,36.79
3028.0,191437.25693454448,550467.8334344281,1981191321564501790800000000,제1종근린생활시설,3.0,1.0,4,48.8
3028.0,191437.25693454448,550467.8334344281,0000191350814501848500000000,,1.0,0.0,1,27.73
3028.0,191437.25693454448,550467.8334344281,1998191328764501858600000000,단독주택,4.0,1.0,5,45.15
3028.0,191437.25693454448,550467.8334344281,1993191335584501933600000000,단독주택,2.0,1.0,3,44.26
3028.0,191437.25693454448,550467.8334344281,1991191343124502027200000000,공동주택,3.0,1.0,4,46.85
3028.0,191437.25693454448,550467.8334344281,1977191370964502052900000000,단독주택,2.0,1.0,3,42.67
3029.0,195899.4844211971,549352.1826584812,2011195870734490334800000000,공동주택,21.0,5.0,26,43.12
3029.0,195899.4844211971,549352.1826584812,0000195796894490497100000000,,1.0,0.0,1,33.02
3029.0,195899.4844211971,549352.1826584812,2011195860294490689900000000,공동주택,20.0,5.0,25,37.59
3030.0,190988.39287160602,550920.5150004749,0000190904334506624900000000,,1.0,0.0,1,49.19
